cnt,pos,speed,DTorque,STorque,Force
2500,195.053,0,10,0,4
2501,195.053,-0.0024,10,0,4
2502,195.053,-0.0012,10,0,4
2503,195.053,0.0012,10,0,4
2504,195.053,0.0012,10,0,4
2505,195.053,0.0048,10,0,4
2506,195.053,0,10,0,4
2507,195.053,-0.0012,10,0,4
2508,195.053,-0.0012,10,0,4
2509,195.053,0.0048,10,0,4
2510,195.053,-0.0012,10,0,4
2511,195.053,-0.0036,10,0,4
2512,195.053,0.0012,10,0,4
2513,195.053,0.0024,10,0,4
2514,195.053,0.0012,10,0,4
2515,195.053,0,10,0,4
2516,195.053,0.0012,10,0,4
2517,195.053,-0.0012,10,0,4
2518,195.053,0,10,0,4
2519,195.053,0,10,0,4
2520,195.053,0,10,0,4
2521,195.053,-0.0012,10,0,4
2522,195.053,0,10,0,4
2523,195.053,0.0048,10,0,4
2524,195.053,-0.0012,10,0,4
2525,195.053,-0.0048,10,0,4
2526,195.053,0,10,0,4
2527,195.053,-0.0012,10,0,4
2528,195.053,0.0012,10,0,4
2529,195.053,0.0012,10,0,4
2530,195.053,-0.0012,10,0,4
2531,195.053,-0.0036,10,0,4
2532,195.053,0,10,0,4
2533,195.053,0.0024,10,0,4
2534,195.053,0.0012,10,0,4
2535,195.053,0,10,0,4
2536,195.053,-0.0024,10,0,4
2537,195.053,0.0048,10,0,4
2538,195.053,0.0036,10,0,4
2539,195.053,0.0012,10,0,4
2540,195.053,-0.0024,10,0,4
2541,195.053,-0.0024,10,0,4
2542,195.053,-0.0024,10,0,4
2543,195.053,0,10,0,4
2544,195.053,-0.0036,10,0,4
2545,195.053,0.0036,10,0,4
2546,195.053,0.0012,10,0,4
2547,195.053,-0.0012,10,0,4
2548,195.053,-0.0024,10,0,4
2549,195.053,0,10,0,4
2550,195.053,0.0024,10,0,4
2551,195.053,0.0012,10,0,4
2552,195.053,-0.0048,10,0,4
2553,195.053,-0.0012,10,0,4
2554,195.053,0.0036,10,0,4
2555,195.053,0.0012,10,0,4
2556,195.053,-0.0012,10,0,4
2557,195.053,0.0012,10,0,4
2558,195.053,0.0024,10,0,4
2559,195.053,-0.0024,10,0,4
2560,195.053,0,10,0,4
2561,195.053,-0.0036,10,0,4
2562,195.053,-0.0012,10,0,4
2563,195.053,0.0024,10,0,4
2564,195.053,0.0036,10,0,4
2565,195.053,-0.0024,10,0,4
2566,195.053,0.0012,10,0,4
2567,195.053,0,10,0,4
2568,195.053,-0.0024,10,0,4
2569,195.053,0.0036,10,0,4
2570,195.053,0,10,0,4
2571,195.053,0,10,0,4
2572,195.053,-0.0012,10,0,4
2573,195.053,0,10,0,4
2574,195.053,0,10,0,4
2575,195.053,-0.0024,10,0,4
2576,195.053,0.0012,10,0,4
2577,195.053,0,10,0,4
2578,195.053,0.0012,10,0,4
2579,195.053,0,10,0,4
2580,195.053,0,10,0,4
2581,195.053,0.0012,10,0,4
2582,195.053,0.0024,10,0,4
2583,195.053,0.0012,10,0,4
2584,195.053,0,10,0,4
2585,195.053,0.0012,10,0,4
2586,195.053,0.0012,10,0,4
2587,195.053,-0.0012,10,0,4
2588,195.053,-0.0048,10,0,4
2589,195.053,0,10,0,4
2590,195.053,-0.0012,9,0,4
2591,195.053,0.0012,10,0,4
2592,195.053,0.0012,10,0,4
2593,195.053,0,10,0,4
