cnt,pos,speed,DTorque,Force,Dir
3869,63.60,-0.47,284.00,0,49.98,0
3870,63.60,-0.54,284.00,0,49.98,0
3871,63.60,-0.64,284.00,0,49.98,0
3872,63.60,-0.74,284.00,0,49.98,0
3873,63.60,-0.85,284.00,0,49.98,0
3874,63.61,-0.98,284.00,0,49.98,0
3875,63.61,-1.14,285.00,0,50.16,0
3876,63.61,-1.34,284.00,0,49.98,0
3877,63.61,-1.53,284.00,0,49.98,0
3878,63.61,-1.69,285.00,0,50.16,0
3879,63.61,-1.93,285.00,0,50.16,0
3880,63.61,-2.19,284.00,0,49.98,0
3881,63.62,-2.43,284.00,0,49.98,0
3882,63.62,-2.61,284.00,0,49.98,0
3883,63.62,-2.87,284.00,0,49.98,0
3884,63.63,-3.21,284.00,0,49.98,0
3885,63.63,-3.40,284.00,0,49.98,0
3886,63.63,-3.64,284.00,0,49.98,0
3887,63.64,-3.92,284.00,0,49.98,0
3888,63.64,-4.36,284.00,0,49.98,0
3889,63.65,-4.60,284.00,0,49.98,0
3890,63.65,-4.99,284.00,0,49.98,0
3891,63.66,-5.21,285.00,0,50.16,0
3892,63.66,-5.53,285.00,0,50.16,0
3893,63.67,-6.03,284.00,0,49.98,0
3894,63.67,-6.31,285.00,0,50.16,0
3895,63.68,-6.69,285.00,0,50.16,0
3896,63.69,-6.99,285.00,0,50.16,0
3897,63.70,-7.42,285.00,0,50.16,0
3898,63.70,-7.84,285.00,0,50.16,0
3899,63.71,-8.06,285.00,0,50.16,0
3900,63.72,-8.60,284.00,0,49.98,0
3901,63.73,-9.00,284.00,0,49.98,0
3902,63.74,-9.17,284.00,0,49.98,0
3903,63.75,-9.74,284.00,0,49.98,0
3904,63.76,-10.04,284.00,0,49.98,0
3905,63.77,-10.43,285.00,0,50.16,0
3906,63.78,-10.84,285.00,0,50.16,0
3907,63.79,-11.01,285.00,0,50.16,0
3908,63.80,-11.43,284.00,0,49.98,0
3909,63.81,-11.54,284.00,0,49.98,0
3910,63.82,-12.01,284.00,0,49.98,0
3911,63.84,-11.90,284.00,0,49.98,0
3912,63.85,-12.28,284.00,0,49.98,0
3913,63.86,-12.06,284.00,0,49.98,0
3914,63.87,-12.38,284.00,0,49.98,0
3915,63.89,-12.07,284.00,0,49.98,0
3916,63.90,-12.17,284.00,0,49.98,0
3917,63.91,-11.90,284.00,0,49.98,0
3918,63.92,-11.86,284.00,0,49.98,0
3919,63.93,-11.60,284.00,0,49.98,0
3920,63.94,-11.36,284.00,0,49.98,0
3921,63.96,-11.13,284.00,0,49.98,0
3922,63.97,-10.93,284.00,0,49.98,0
3923,63.98,-10.79,284.00,0,49.98,0
3924,63.99,-10.32,284.00,0,49.98,0
3925,64.00,-10.34,284.00,0,49.98,0
3926,64.01,-9.98,284.00,0,49.98,0
3927,64.02,-9.93,284.00,0,49.98,0
3928,64.03,-9.87,284.00,0,49.98,0
3929,64.04,-9.49,283.00,0,49.81,0
3930,64.05,-9.71,283.00,0,49.81,0
3931,64.06,-9.55,284.00,0,49.98,0
3932,64.07,-9.60,284.00,0,49.98,0
3933,64.08,-9.69,284.00,0,49.98,0
3934,64.09,-9.48,283.00,0,49.81,0
3935,64.10,-9.77,284.00,0,49.98,0
3936,64.10,-9.80,283.00,0,49.81,0
3937,64.11,-9.93,284.00,0,49.98,0
3938,64.12,-10.14,284.00,0,49.98,0
3939,64.13,-9.99,284.00,0,49.98,0
3940,64.15,-10.46,284.00,0,49.98,0
3941,64.16,-10.54,284.00,0,49.98,0
3942,64.17,-10.78,284.00,0,49.98,0
3943,64.18,-11.06,284.00,0,49.98,0
3944,64.19,-11.10,284.00,0,49.98,0
3945,64.20,-11.52,284.00,0,49.98,0
3946,64.21,-11.56,284.00,0,49.98,0
3947,64.22,-12.02,284.00,0,49.98,0
3948,64.24,-12.02,284.00,0,49.98,0
3949,64.25,-12.42,284.00,0,49.98,0
3950,64.26,-12.44,284.00,0,49.98,0
3951,64.27,-12.75,284.00,0,49.98,0
3952,64.29,-12.69,284.00,0,49.98,0
3953,64.30,-12.91,284.00,0,49.98,0
3954,64.31,-12.81,284.00,0,49.98,0
3955,64.32,-12.98,284.00,0,49.98,0
3956,64.34,-12.80,284.00,0,49.98,0
3957,64.35,-12.89,285.00,0,50.16,0
3958,64.36,-12.66,284.00,0,49.98,0
3959,64.38,-12.80,284.00,0,49.98,0
3960,64.39,-12.45,284.00,0,49.98,0
3961,64.40,-12.62,284.00,0,49.98,0
3962,64.41,-12.36,284.00,0,49.98,0
3963,64.43,-12.53,284.00,0,49.98,0
3964,64.44,-12.30,284.00,0,49.98,0
3965,64.45,-12.48,284.00,0,49.98,0
3966,64.46,-12.38,284.00,0,49.98,0
3967,64.48,-12.67,284.00,0,49.98,0
3968,64.49,-12.59,284.00,0,49.98,0
3969,64.50,-12.87,284.00,0,49.98,0
3970,64.51,-12.92,284.00,0,49.98,0
3971,64.53,-13.20,284.00,0,49.98,0
3972,64.54,-13.34,284.00,0,49.98,0
3973,64.55,-13.60,284.00,0,49.98,0
3974,64.57,-13.89,285.00,0,50.16,0
3975,64.58,-14.09,284.00,0,49.98,0
3976,64.60,-14.44,284.00,0,49.98,0
3977,64.61,-14.48,284.00,0,49.98,0
3978,64.63,-15.05,284.00,0,49.98,0
3979,64.64,-15.01,285.00,0,50.16,0
3980,64.66,-15.27,284.00,0,49.98,0
3981,64.67,-15.61,284.00,0,49.98,0
3982,64.69,-15.48,284.00,0,49.98,0
3983,64.70,-15.62,284.00,0,49.98,0
3984,64.72,-15.64,284.00,0,49.98,0
3985,64.73,-15.51,284.00,0,49.98,0
3986,64.75,-15.56,284.00,0,49.98,0
3987,64.77,-15.21,284.00,0,49.98,0
3988,64.78,-15.10,284.00,0,49.98,0
3989,64.80,-14.89,284.00,0,49.98,0
3990,64.81,-14.61,284.00,0,49.98,0
3991,64.82,-14.69,284.00,0,49.98,0
3992,64.84,-14.25,284.00,0,49.98,0
3993,64.85,-14.22,283.00,0,49.81,0
3994,64.87,-14.15,283.00,0,49.81,0
3995,64.88,-14.15,283.00,0,49.81,0
3996,64.90,-14.25,283.00,0,49.81,0
3997,64.91,-14.22,283.00,0,49.81,0
3998,64.92,-14.59,284.00,0,49.98,0
3999,64.94,-14.51,284.00,0,49.98,0
4000,64.95,-14.81,284.00,0,49.98,0
4001,64.97,-15.17,284.00,0,49.98,0
4002,64.98,-15.41,284.00,0,49.98,0
4003,65.00,-15.91,284.00,0,49.98,0
4004,65.02,-16.12,284.00,0,49.98,0
4005,65.03,-16.49,284.00,0,49.98,0
4006,65.05,-17.19,284.00,0,49.98,0
4007,65.07,-17.36,284.00,0,49.98,0
4008,65.09,-17.84,284.00,0,49.98,0
4009,65.10,-18.24,284.00,0,49.98,0
4010,65.12,-18.66,284.00,0,49.98,0
4011,65.14,-18.76,284.00,0,49.98,0
4012,65.16,-19.01,284.00,0,49.98,0
4013,65.18,-19.28,285.00,0,50.16,0
4014,65.20,-19.43,285.00,0,50.16,0
4015,65.22,-19.34,285.00,0,50.16,0
4016,65.24,-19.51,285.00,0,50.16,0
4017,65.26,-19.49,285.00,0,50.16,0
4018,65.28,-19.82,285.00,0,50.16,0
4019,65.30,-19.92,285.00,0,50.16,0
4020,65.32,-19.97,284.00,0,49.98,0
4021,65.34,-20.35,284.00,0,49.98,0
4022,65.36,-20.65,284.00,0,49.98,0
4023,65.38,-21.14,284.00,0,49.98,0
4024,65.40,-21.53,284.00,0,49.98,0
4025,65.42,-22.04,285.00,0,50.16,0
4026,65.44,-22.35,285.00,0,50.16,0
4027,65.47,-22.80,285.00,0,50.16,0
4028,65.49,-23.29,285.00,0,50.16,0
