cnt,pos,speed,DTorque,DAC,STorque,Force,Dir
1,348.286,-0.0152,-37,0,0,-6,1
2,348.287,-0.0122,-37,0,0,-6,1
3,348.287,-0.0122,-37,0,0,-6,1
4,348.287,-0.0122,-37,0,0,-6,1
5,348.288,-0.0091,-37,0,0,-6,1
6,348.288,-0.0183,-37,0,0,-6,1
7,348.288,-0.0122,-37,0,0,-6,1
8,348.289,-0.0091,-37,0,0,-6,1
9,348.289,-0.0183,-37,0,0,-6,1
10,348.289,-0.0122,-37,0,0,-6,1
11,348.289,-0.0183,-37,0,0,-6,1
12,348.289,-0.0091,-37,0,0,-6,1
13,348.29,-0.0091,-37,0,0,-6,1
14,348.29,-0.0091,-37,0,0,-6,1
15,348.29,-0.0091,-37,0,0,-6,1
16,348.29,-0.003,-37,0,0,-6,1
17,348.29,-0.0091,-37,0,0,-6,1
18,348.291,-0.0061,-37,0,0,-6,1
19,348.291,-0.003,-37,0,0,-6,1
20,348.291,-0.0152,-37,0,0,-6,1
21,348.291,-0.0061,-37,0,0,-6,1
22,348.291,-0.0061,-37,0,0,-6,1
23,348.291,-0.0122,-37,0,0,-6,1
24,348.291,-0.0061,-37,0,0,-6,1
25,348.291,-0.003,-37,0,0,-6,1
26,348.292,-0.0061,-37,0,0,-6,1
27,348.292,-0.0061,-37,0,0,-6,1
28,348.292,0,-37,0,0,-6,1
29,348.292,-0.0061,-37,0,0,-6,1
30,348.292,-0.0061,-37,0,0,-6,1
31,348.292,-0.003,-37,0,0,-6,1
32,348.292,0.003,-37,0,0,-6,1
33,348.292,0,-37,0,0,-6,1
34,348.292,-0.0061,-37,0,0,-6,1
35,348.292,0.0061,-37,0,0,-6,1
36,348.292,0,-37,0,0,-6,1
37,348.292,0,-37,0,0,-6,1
38,348.293,0,-37,0,0,-6,1
39,348.293,-0.0061,-37,0,0,-6,1
40,348.293,-0.003,-37,0,0,-6,1
41,348.293,0,-37,0,0,-6,1
42,348.293,-0.0091,-37,0,0,-6,1
43,348.293,-0.0091,-37,0,0,-6,1
44,348.293,-0.0061,-37,0,0,-6,1
45,348.293,0.0061,-37,0,0,-6,1
46,348.293,0.003,-37,0,0,-6,1
47,348.293,-0.003,-37,0,0,-6,1
48,348.293,0,-37,0,0,-6,1
49,348.293,0.003,-37,0,0,-6,1
50,348.293,-0.003,-37,0,0,-6,1
51,348.293,0,-37,0,0,-6,1
52,348.293,-0.0061,-36,0,0,-6,1
53,348.293,0.003,-37,0,0,-6,1
54,348.293,-0.003,-36,0,0,-6,1
55,348.293,0,-36,0,0,-6,1
56,348.293,-0.003,-36,0,0,-6,1
57,348.293,0.0061,-36,0,0,-6,1
58,348.293,-0.0061,-36,0,0,-6,1
59,348.293,-0.0061,-36,0,0,-6,1
60,348.293,0.0061,-36,0,0,-6,1
61,348.293,0.003,-36,0,0,-6,1
62,348.293,-0.0061,-36,0,0,-6,1
63,348.293,0.003,-36,0,0,-6,1
