cnt,pos,speed,DTorque,DAC,STorque,Force,Dir
1,19.8476,-0.0243,0,0,0,0,-1
2,19.8478,-0.0061,0,0,0,0,-1
3,19.8479,-0.0061,0,0,0,0,-1
4,19.848,-0.0061,0,0,0,0,-1
5,19.8481,-0.003,0,0,0,0,-1
6,19.8481,-0.003,0,0,0,0,-1
7,19.8482,-0.003,0,0,0,0,-1
8,19.8483,0,0,0,0,0,-1
9,19.8483,0,0,0,0,0,-1
10,19.8484,-0.0091,0,0,0,0,-1
11,19.8484,0.003,0,0,0,0,-1
12,19.8485,0,0,0,0,0,-1
13,19.8485,-0.003,0,0,0,0,-1
14,19.8486,0,0,0,0,0,-1
15,19.8486,0,0,0,0,0,-1
16,19.8487,-0.003,0,0,0,0,-1
17,19.8487,-0.003,0,0,0,0,-1
18,19.8487,-0.003,0,0,0,0,-1
19,19.8488,0.003,0,0,0,0,-1
20,19.8488,-0.0091,0,0,0,0,-1
21,19.8488,0,0,0,0,0,-1
22,19.8489,0.0061,0,0,0,0,-1
23,19.8489,0.003,0,0,0,0,-1
24,19.8489,-0.003,0,0,0,0,-1
25,19.8489,-0.003,0,0,0,0,-1
26,19.849,-0.003,0,0,0,0,-1
27,19.849,-0.003,0,0,0,0,-1
28,19.8491,0,0,0,0,0,-1
29,19.8491,-0.003,0,0,0,0,-1
30,19.8491,-0.003,0,0,0,0,-1
31,19.8491,0.003,0,0,0,0,-1
32,19.8491,0.003,0,0,0,0,-1
33,19.8491,-0.003,0,0,0,0,-1
34,19.8492,-0.003,0,0,0,0,-1
35,19.8492,0,0,0,0,0,-1
36,19.8492,0.003,0,0,0,0,-1
37,19.8492,0,0,0,0,0,-1
38,19.8492,0.0061,0,0,0,0,-1
39,19.8492,-0.003,0,0,0,0,-1
40,19.8492,0,0,0,0,0,-1
41,19.8493,0.003,0,0,0,0,-1
42,19.8493,-0.003,0,0,0,0,-1
43,19.8493,-0.0061,0,0,0,0,-1
44,19.8493,0.003,0,0,0,0,-1
45,19.8493,0.0091,0,0,0,0,-1
46,19.8493,-0.003,0,0,0,0,-1
47,19.8493,-0.0061,0,0,0,0,-1
48,19.8493,-0.0061,0,0,0,0,-1
49,19.8493,-0.0061,0,0,0,0,-1
50,19.8494,0.003,0,0,0,0,-1
51,19.8495,0.0426,0,0,0,0,-1
52,19.8496,0.0091,0,0,0,0,-1
53,19.8496,0.0335,0,0,0,0,-1
54,19.8496,0.0091,0,0,0,0,-1
55,19.8495,-0.003,0,0,0,0,-1
56,19.8496,0.003,0,0,0,0,-1
57,19.8496,0.003,0,0,0,0,-1
58,19.8496,0.003,0,0,0,0,-1
59,19.8496,-0.0091,0,0,0,0,-1
60,19.8496,-0.0122,0,0,0,0,-1
61,19.8496,-0.003,0,0,0,0,-1
62,19.8496,0.0061,0,0,0,0,-1
63,19.8497,-0.0791,0,0,0,0,-1
64,19.851,-0.003,0,0,0,0,-1
65,19.851,-0.0091,0,0,0,0,-1
66,19.8541,-0.4625,0,0,0,0,-1
67,19.8976,-2.3187,0,0,0,0,-1
68,20.0305,-4.6312,0,0,0,0,-1
69,20.2884,-9.0951,0,0,0,0,-1
70,20.663,-10.8935,0,0,0,0,-1
71,21.0862,-11.7607,0,7.563,0,1,-1
72,21.509,-8.4196,9,10.4096,0,2,-1
73,21.7104,-0.073,11,11.6752,0,2,-1
74,21.7097,0.0578,11,11.6752,0,2,-1
75,21.7097,0.0061,11,11.6752,0,2,-1
76,21.71,0.0061,11,11.6752,0,2,-1
77,21.7097,0.003,11,11.6752,0,2,-1
78,21.7096,0,11,11.6752,0,2,-1
79,21.7085,-0.0183,11,11.6752,0,2,-1
80,21.7058,0.0061,11,11.6752,0,2,-1
81,21.7041,0.0091,11,11.6752,0,2,-1
82,21.7042,-0.003,11,11.6752,0,2,-1
83,21.7044,-0.0304,11,11.6752,0,2,-1
84,21.7047,-0.0122,11,11.6752,0,2,-1
85,21.7075,-0.2313,11,11.6752,0,2,-1
86,21.7306,-2.0387,11,11.8233,0,2,-1
87,21.9935,-17.0218,12,13.8123,0,2,-1
88,22.9529,-39.6882,16,22.0678,0,4,-1
