cnt,pos,speed,DTorque,DAC,STorque,Force,Dir
1,19.9339,-0.4899,0,0,0,0,-1
2,19.9604,-0.6451,0,0,0,0,-1
3,19.9838,-0.7181,0,0,0,0,-1
4,20.0042,-0.3256,0,0,0,0,-1
5,20.0125,-0.1065,0,0,0,0,-1
6,20.0157,-0.0578,0,0,0,0,-1
7,20.0172,-0.0365,0,0,0,0,-1
8,20.0181,-0.0243,0,0,0,0,-1
9,20.0195,-0.0274,0,0,0,0,-1
10,20.0202,-0.0091,0,0,0,0,-1
11,20.0206,0,0,0,0,0,-1
12,20.0207,-0.003,0,0,0,0,-1
13,20.0207,-0.003,0,0,0,0,-1
14,20.0208,-0.0061,0,0,0,0,-1
15,20.0209,-0.003,0,0,0,0,-1
16,20.0209,-0.0061,0,0,0,0,-1
17,20.0208,0,0,0,0,0,-1
18,20.0208,0.0061,0,0,0,0,-1
19,20.0208,-0.0061,0,0,0,0,-1
20,20.021,-0.003,0,0,0,0,-1
21,20.022,-0.0456,0,0,0,0,-1
22,20.0253,-0.1734,0,0,0,0,-1
23,20.0368,-0.5934,0,0,0,0,-1
24,20.093,-2.3582,0,0,0,0,-1
25,20.2263,-6.6365,0,0,0,0,-1
26,20.6533,-14.8279,0,0,0,0,-1
27,21.4726,-35.2699,0,0,0,0,-1
28,22.8759,-79.988,1,0,0,0,-1
29,26.0236,-129.809,-1,0,0,0,-1
30,31.5139,-213.68,0,284.091,0,0,-1
31,39.3202,-134.781,284,284.091,0,49,-1
32,44.1199,-116.648,286,284.091,0,50,-1
33,48.5331,-127.773,285,284.091,0,50,-1
34,53.7878,-152.758,285,284.091,0,50,-1
35,60.1851,-194.5,286,284.091,0,50,-1
36,68.128,-235.287,285,284.091,0,50,-1
37,76.4529,-267.009,284,284.091,0,49,-1
38,89.2114,-327.401,285,284.091,0,50,-1
39,101.308,-375.886,285,284.091,0,50,-1
40,116.399,-431.272,285,284.091,0,50,-1
41,137.673,-504.572,285,284.091,0,50,-1
42,154.564,-560.256,284,284.091,0,49,-1
43,174.451,-618.101,283,284.091,0,49,-1
44,194.745,-655.848,284,284.091,0,49,-1
45,220.212,-689.974,284,284.091,0,49,-1
46,241.22,-713.377,284,284.091,0,49,-1
47,271.417,-722.974,285,284.091,0,50,-1
48,299.569,-717.883,285,284.091,0,50,-1
49,324.533,-702.179,283,284.091,0,49,-1
50,345.376,-676.795,285,284.091,0,50,-1
51,365.906,-639.849,284,284.091,0,49,-1
52,385.828,-600.921,284,284.091,0,49,-1
53,408.486,-554.898,283,284.091,0,49,-1
54,423.722,-525.896,285,284.091,0,50,-1
55,441.237,-498.182,284,284.091,0,49,-1
56,458.684,-462.875,284,284.091,0,49,-1
57,477.293,-412.695,283,284.091,0,49,-1
58,494.984,-343.771,285,284.091,0,50,-1
59,505.595,-284.256,284,284.091,0,49,-1
60,514.162,-194.287,285,284.091,0,50,-1
61,520.113,-55.3803,284,284.091,0,49,-1
62,520.132,63.0787,284,284.091,0,49,-1
63,516.953,149.846,275,284.091,0,48,-1
64,510.04,194.744,166,284.091,0,29,-1
65,502.641,191.497,134,284.091,0,23,-1
66,496.777,184.976,121,284.091,0,21,-1
67,491.159,174.822,113,284.091,0,19,-1
68,484.024,164.86,107,284.091,0,18,-1
69,478.472,162.477,97,284.091,0,17,-1
70,472.96,161.665,83,284.091,0,14,-1
71,464.801,158.022,69,284.091,0,12,-1
72,458.865,153.446,61,284.091,0,10,-1
73,446.961,147.768,48,284.091,0,8,-1
74,441.387,144.536,43,284.091,0,7,-1
75,435.25,140.426,42,284.091,0,7,-1
76,429.032,135.529,43,284.091,0,7,-1
77,424.048,133.716,43,284.091,0,7,-1
78,417.823,131.212,43,284.091,0,7,-1
79,412.85,130.518,43,284.091,0,7,-1
80,408.697,129.794,44,284.091,0,7,-1
81,403.666,128.494,44,284.091,0,7,-1
82,399.3,128.017,44,284.091,0,7,-1
83,394.431,128.23,45,284.091,0,7,-1
84,388.801,127.907,44,284.091,0,7,-1
85,381.766,128.361,44,284.091,0,7,-1
86,377.542,127.91,44,284.091,0,7,-1
87,372.675,127.414,43,284.091,0,7,-1
88,367.047,128.306,43,284.091,0,7,-1
89,361.042,127.344,44,284.091,0,7,-1
90,355.954,127.578,45,284.091,0,7,-1
91,350.232,126.726,46,284.091,0,8,-1
92,345.157,127.104,46,284.091,0,8,-1
93,339.941,127.505,45,284.091,0,7,-1
94,333.948,127.457,45,284.091,0,7,-1
95,329.996,127.779,45,284.091,0,7,-1
96,326.681,127.423,45,284.091,0,7,-1
97,322.985,127.159,47,284.091,0,8,-1
98,318.399,127.688,47,284.091,0,8,-1
99,313.551,127.378,45,284.091,0,7,-1
100,309.469,127.788,44,284.091,0,7,-1
101,303.985,127.305,46,284.091,0,8,-1
102,299.528,127.648,45,284.091,0,7,-1
103,295.573,127.594,45,284.091,0,7,-1
104,290.98,127.95,45,284.091,0,7,-1
105,286.379,127.524,46,284.091,0,8,-1
106,282.032,127.548,47,284.091,0,8,-1
107,276.669,127.95,46,284.091,0,8,-1
108,272.201,127.791,45,284.091,0,7,-1
109,263.523,127.554,45,284.091,0,7,-1
110,259.185,127.274,46,284.091,0,8,-1
111,254.602,127.171,47,284.091,0,8,-1
