cnt,pos,speed,DTorque,STorque,Force,,,,
51278,12.0612,0.0122,36,0,16,6.25,0,5962,1193
51279,12.0612,0.003,36,0,16,6.25,0,5963,1193
51280,12.0612,-0.003,36,0,16,6.25,0,5964,1193
51281,12.0612,0.003,36,0,16,6.25,0,5965,1194
51282,12.0612,0.0122,36,0,16,6.25,0,5966,1194
51283,12.0611,0.0152,36,0,16,6.25,0,5967,1194
51284,12.0611,0.003,36,0,16,6.25,0,5968,1194
51285,12.0611,0.003,36,0,16,6.25,0,5969,1194
51286,12.0611,0.003,36,0,16,6.25,0,5970,1195
51287,12.0611,-0.003,36,0,16,6.25,0,5971,1195
51288,12.0611,0.0061,36,0,16,6.25,0,5972,1195
51289,12.0611,0.003,36,0,16,6.25,0,5973,1195
51290,12.0611,0.0091,36,0,16,6.25,0,5974,1195
51291,12.0611,0.0122,36,0,16,6.25,0,5975,1196
51292,12.0611,0.0091,36,0,16,6.25,0,5976,1196
51293,12.0611,0.003,36,0,16,6.25,0,5977,1196
51294,12.0611,0.0061,36,0,16,6.25,0,5978,1196
51295,12.061,-0.003,36,0,16,6.25,0,5979,1196
51296,12.0611,0.0061,36,0,16,6.25,0,5980,1197
51297,12.061,0.0061,36,0,16,6.25,0,5981,1197
51298,12.061,0.0061,36,0,16,6.25,0,5982,1197
51299,12.061,-0.003,36,0,16,6.25,0,5983,1197
51300,12.061,0,36,0,16,6.25,0,5984,1197
51301,12.061,0,36,0,16,6.25,0,5985,1198
51302,12.061,0.003,36,0,16,6.25,0,5986,1198
51303,12.061,0.0061,36,0,16,6.25,0,5987,1198
51304,12.061,0,36,0,16,6.25,0,5988,1198
51305,12.061,-0.0091,36,0,16,6.25,0,5989,1198
51306,12.061,0.0122,36,0,16,6.25,0,5990,1199
51307,12.061,0.0091,36,0,16,6.25,0,5991,1199
51308,12.061,0.0183,36,0,16,6.25,0,5992,1199
51309,12.061,0.0061,36,0,16,6.25,0,5993,1199
51310,12.061,0,36,0,16,6.25,0,5994,1199
51311,12.061,0,36,0,16,6.25,0,5995,1200
51312,12.061,-0.003,36,0,16,6.25,0,5996,1200
51313,12.061,0.0061,36,0,16,6.25,0,5997,1200
51314,12.0609,-0.0061,36,0,16,6.25,0,5998,1200
51315,12.061,0,36,0,16,6.25,0,5999,1200
51316,12.061,0,36,0,16,6.25,0,6000,1201
51317,12.0609,0.0061,36,0,16,6.25,0,6001,1201
51318,12.0609,0.0091,36,0,16,6.25,0,6002,1201
51319,12.0609,0.0122,36,0,16,6.25,0,6003,1201
51320,12.0609,0.0061,36,0,16,6.25,0,6004,1201
51321,12.0609,0,36,0,16,6.25,0,6005,1202
51322,12.0609,0,36,0,16,6.25,0,6006,1202
51323,12.0609,0.0061,36,0,16,6.25,0,6007,1202
51324,12.0609,0.0091,36,0,16,6.25,0,6008,1202
51325,12.0609,0.003,36,0,16,6.25,0,6009,1202
51326,12.0609,0.003,36,0,16,6.25,0,6010,1203
51327,12.0609,0.0091,36,0,16,6.25,0,6011,1203
51328,12.0609,-0.003,36,0,16,6.25,0,6012,1203
51329,12.0609,-0.003,37,0,16,6.25,0,6013,1203
51330,12.0609,0.003,36,0,16,6.25,0,6014,1203
51331,12.0609,0,36,0,16,6.25,0,6015,1204
51332,12.0609,0.0122,37,0,16,6.25,0,6016,1204
51333,12.0609,0.0152,37,0,16,6.25,0,6017,1204
51334,12.0608,0.0122,37,0,16,6.25,0,6018,1204
51335,12.0608,0.0091,36,0,16,6.25,0,6019,1204
51336,12.0608,-0.0061,36,0,16,6.25,0,6020,1205
51337,12.0608,0,36,0,16,6.25,0,6021,1205
51338,12.0608,0.0061,36,0,16,6.25,0,6022,1205
51339,12.0608,0.0122,36,0,16,6.25,0,6023,1205
51340,12.0608,0.003,36,0,16,6.25,0,6024,1205
51341,12.0608,0.0091,37,0,16,6.25,0,6025,1206
51342,12.0608,0.0091,37,0,16,6.25,0,6026,1206
51343,12.0608,0,37,0,16,6.25,0,6027,1206
51344,12.0608,0.0061,37,0,16,6.25,0,6028,1206
51345,12.0608,-0.003,37,0,16,6.25,0,6029,1206
51346,12.0608,0,37,0,16,6.25,0,6030,1207
51347,12.0608,0.003,37,0,16,6.25,0,6031,1207
51348,12.0607,0,37,0,16,6.25,0,6032,1207
51349,12.0607,-0.0061,36,0,16,6.25,0,6033,1207
51350,12.0607,0,37,0,16,6.25,0,6034,1207
51351,12.0607,0.0152,37,0,16,6.25,0,6035,1208
51352,12.0607,0.003,37,0,16,6.25,0,6036,1208
51353,12.0607,0.0091,37,0,16,6.25,0,6037,1208
51354,12.0607,0.003,37,0,16,6.25,0,6038,1208
51355,12.0607,0.0091,37,0,16,6.25,0,6039,1208
51356,12.0607,0.0091,37,0,16,6.25,0,6040,1209
51357,12.0607,-0.003,37,0,16,6.25,0,6041,1209
51358,12.0607,0.0061,37,0,16,6.25,0,6042,1209
51359,12.0607,0.0091,37,0,16,6.25,0,6043,1209
51360,12.0607,0.0061,37,0,16,6.25,0,6044,1209
51361,12.0607,0.003,37,0,16,6.25,0,6045,1210
51362,12.0607,0.003,37,0,16,6.25,0,6046,1210
51363,12.0607,0.003,37,0,16,6.25,0,6047,1210
51364,12.0607,0.0061,37,0,16,6.25,0,6048,1210
51365,12.0606,0.003,37,0,16,6.25,0,6049,1210
51366,12.0606,0.0091,37,0,16,6.25,0,6050,1211
51367,12.0606,0.003,37,0,16,6.25,0,6051,1211
51368,12.0606,-0.0061,37,0,16,6.25,0,6052,1211
51369,12.0606,0.003,37,0,16,6.25,0,6053,1211
51370,12.0606,-0.003,37,0,16,6.25,0,6054,1211
51371,12.0606,0.0091,37,0,16,6.25,0,6055,1212
51372,12.0606,0.0061,37,0,16,6.25,0,6056,1212
51373,12.0606,0.0061,37,0,16,6.25,0,6057,1212
51374,12.0606,0.003,37,0,16,6.25,0,6058,1212
51375,12.0606,0.0061,37,0,16,6.25,0,6059,1212
51376,12.0606,-0.003,37,0,16,6.25,0,6060,1213
51377,12.0606,0,37,0,16,6.25,0,6061,1213
51378,12.0606,0.0091,37,0,16,6.25,0,6062,1213
51379,12.0606,0.003,37,0,16,6.25,0,6063,1213
51380,12.0605,0.0122,37,0,16,6.25,0,6064,1213
51381,12.0605,-0.003,37,0,16,6.25,0,6065,1214
51382,12.0605,0.0061,37,0,16,6.25,0,6066,1214
51383,12.0605,0,37,0,16,6.25,0,6067,1214
51384,12.0605,0,37,0,16,6.25,0,6068,1214
51385,12.0605,0.003,37,0,16,6.25,0,6069,1214
51386,12.0605,0.003,37,0,16,6.25,0,6070,1215
51387,12.0605,0,37,0,16,6.25,0,6071,1215
51388,12.0605,0.003,37,0,16,6.25,0,6072,1215
51389,12.0605,0.0183,37,0,16,6.25,0,6073,1215
51390,12.0605,-0.003,37,0,16,6.25,0,6074,1215
51391,12.0605,0.003,37,0,16,6.25,0,6075,1216
51392,12.0605,0.0061,37,0,16,6.25,0,6076,1216
51393,12.0605,0.003,37,0,16,6.25,0,6077,1216
51394,12.0605,0.003,37,0,16,6.25,0,6078,1216
51395,12.0605,0.0091,37,0,16,6.25,0,6079,1216
51396,12.0605,0.0122,37,0,16,6.25,0,6080,1217
51397,12.0604,0.003,37,0,16,6.25,0,6081,1217
51398,12.0604,0,37,0,16,6.25,0,6082,1217
51399,12.0604,-0.0061,37,0,16,6.25,0,6083,1217
51400,12.0604,0.0091,37,0,16,6.25,0,6084,1217
51401,12.0604,-0.003,37,0,16,6.25,0,6085,1218
51402,12.0604,0.0061,37,0,16,6.25,0,6086,1218
51403,12.0604,0.0152,37,0,16,6.25,0,6087,1218
51404,12.0604,-0.003,37,0,16,6.25,0,6088,1218
51405,12.0604,0.0091,37,0,16,6.25,0,6089,1218
51406,12.0604,0,37,0,16,6.25,0,6090,1219
51407,12.0604,0,37,0,16,6.25,0,6091,1219
51408,12.0604,0.0091,37,0,16,6.25,0,6092,1219
51409,12.0604,0,37,0,16,6.25,0,6093,1219
51410,12.0604,0.0183,37,0,16,6.25,0,6094,1219
51411,12.0604,0.0061,37,0,16,6.25,0,6095,1220
51412,12.0604,0.003,37,0,16,6.25,0,6096,1220
51413,12.0604,0,37,0,16,6.25,0,6097,1220
51414,12.0604,0.003,37,0,16,6.25,0,6098,1220
51415,12.0604,-0.003,37,0,16,6.25,0,6099,1220
51416,12.0603,0,37,0,16,6.25,0,6100,1221
51417,12.0603,0.0061,38,0,17,6.640625,0,6101,1221
51418,12.0603,-0.0061,37,0,16,6.25,0,6102,1221
51419,12.0603,0.003,37,0,16,6.25,0,6103,1221
51420,12.0603,0,37,0,16,6.25,0,6104,1221
51421,12.0603,0.0091,37,0,16,6.25,0,6105,1222
51422,12.0603,0.003,38,0,17,6.640625,0,6106,1222
51423,12.0603,0.003,38,0,17,6.640625,0,6107,1222
51424,12.0603,0.0061,38,0,17,6.640625,0,6108,1222
51425,12.0603,0.0061,38,0,17,6.640625,0,6109,1222
51426,12.0603,-0.003,37,0,16,6.25,0,6110,1223
51427,12.0603,0.003,38,0,17,6.640625,0,6111,1223
51428,12.0603,0.0091,38,0,17,6.640625,0,6112,1223
51429,12.0602,0.0091,38,0,17,6.640625,0,6113,1223
51430,12.0603,0.0091,37,0,16,6.25,0,6114,1223
51431,12.0602,0,37,0,16,6.25,0,6115,1224
51432,12.0602,0.0061,37,0,16,6.25,0,6116,1224
51433,12.0602,0.003,38,0,17,6.640625,0,6117,1224
51434,12.0602,0.0061,38,0,17,6.640625,0,6118,1224
51435,12.0602,0.0061,38,0,17,6.640625,0,6119,1224
51436,12.0602,0.0091,38,0,17,6.640625,0,6120,1225
51437,12.0602,0.003,38,0,17,6.640625,0,6121,1225
51438,12.0602,0.003,38,0,17,6.640625,0,6122,1225
51439,12.0602,0,38,0,17,6.640625,0,6123,1225
51440,12.0602,0.0122,38,0,17,6.640625,0,6124,1225
51441,12.0601,0.0183,38,0,17,6.640625,0,6125,1226
51442,12.0601,0.003,38,0,17,6.640625,0,6126,1226
51443,12.0601,-0.003,38,0,17,6.640625,0,6127,1226
51444,12.0601,0.0091,38,0,17,6.640625,0,6128,1226
51445,12.0601,0,37,0,16,6.25,0,6129,1226
51446,12.0601,0,38,0,17,6.640625,0,6130,1227
51447,12.0601,0.003,38,0,17,6.640625,0,6131,1227
51448,12.0601,0.0061,38,0,17,6.640625,0,6132,1227
51449,12.0601,0,38,0,17,6.640625,0,6133,1227
51450,12.0601,0.003,38,0,17,6.640625,0,6134,1227
51451,12.0601,0.003,38,0,17,6.640625,0,6135,1228
51452,12.0601,-0.003,38,0,17,6.640625,0,6136,1228
51453,12.0601,0.003,38,0,17,6.640625,0,6137,1228
51454,12.0601,0.003,38,0,17,6.640625,0,6138,1228
51455,12.0601,0.0061,38,0,17,6.640625,0,6139,1228
51456,12.0601,0.0061,38,0,17,6.640625,0,6140,1229
51457,12.06,0.003,38,0,17,6.640625,0,6141,1229
51458,12.06,0.0122,38,0,17,6.640625,0,6142,1229
51459,12.06,0,38,0,17,6.640625,0,6143,1229
51460,12.06,0.003,38,0,17,6.640625,0,6144,1229
51461,12.06,0.003,38,0,17,6.640625,0,6145,1230
51462,12.06,0.0061,38,0,17,6.640625,0,6146,1230
51463,12.06,0.0061,38,0,17,6.640625,0,6147,1230
51464,12.06,0,38,0,17,6.640625,0,6148,1230
51465,12.06,0.003,38,0,17,6.640625,0,6149,1230
51466,12.06,-0.003,38,0,17,6.640625,0,6150,1231
51467,12.06,0.0122,38,0,17,6.640625,0,6151,1231
51468,12.06,0.0152,38,0,17,6.640625,0,6152,1231
51469,12.06,0.0061,38,0,17,6.640625,0,6153,1231
51470,12.0599,0,38,0,17,6.640625,0,6154,1231
51471,12.0599,0,38,0,17,6.640625,0,6155,1232
51472,12.0599,0,38,0,17,6.640625,0,6156,1232
51473,12.0599,0.0061,38,0,17,6.640625,0,6157,1232
51474,12.0599,0.0091,38,0,17,6.640625,0,6158,1232
51475,12.0599,0.003,38,0,17,6.640625,0,6159,1232
51476,12.0599,0.0152,38,0,17,6.640625,0,6160,1233
51477,12.0599,0.0091,38,0,17,6.640625,0,6161,1233
51478,12.0599,0.0061,38,0,17,6.640625,0,6162,1233
51479,12.0599,0.0091,38,0,17,6.640625,0,6163,1233
51480,12.0599,0.0091,38,0,17,6.640625,0,6164,1233
51481,12.0598,0.0183,38,0,17,6.640625,0,6165,1234
51482,12.0598,0.0091,38,0,17,6.640625,0,6166,1234
51483,12.0598,0.003,38,0,17,6.640625,0,6167,1234
51484,12.0598,-0.0061,38,0,17,6.640625,0,6168,1234
51485,12.0598,0.0061,38,0,17,6.640625,0,6169,1234
51486,12.0598,0.003,38,0,17,6.640625,0,6170,1235
51487,12.0598,0.003,38,0,17,6.640625,0,6171,1235
51488,12.0598,0.0213,38,0,17,6.640625,0,6172,1235
51489,12.0597,0.0091,38,0,17,6.640625,0,6173,1235
51490,12.0597,0.0061,38,0,17,6.640625,0,6174,1235
51491,12.0597,0.003,38,0,17,6.640625,0,6175,1236
51492,12.0597,0.0152,38,0,17,6.640625,0,6176,1236
51493,12.0597,0.0183,38,0,17,6.640625,0,6177,1236
51494,12.0597,0.0061,38,0,17,6.640625,0,6178,1236
51495,12.0597,-0.0091,38,0,17,6.640625,0,6179,1236
51496,12.0597,0.0091,38,0,17,6.640625,0,6180,1237
51497,12.0597,0.0152,38,0,17,6.640625,0,6181,1237
51498,12.0596,0.0122,38,0,17,6.640625,0,6182,1237
51499,12.0596,0.0061,38,0,17,6.640625,0,6183,1237
51500,12.0596,0.0061,38,0,17,6.640625,0,6184,1237
51501,12.0596,0.0061,38,0,17,6.640625,0,6185,1238
51502,12.0596,0.003,38,0,17,6.640625,0,6186,1238
51503,12.0596,0.0061,38,0,17,6.640625,0,6187,1238
51504,12.0596,0.0061,38,0,17,6.640625,0,6188,1238
51505,12.0596,0.0061,38,0,17,6.640625,0,6189,1238
51506,12.0596,-0.003,38,0,17,6.640625,0,6190,1239
51507,12.0596,0.0152,38,0,17,6.640625,0,6191,1239
51508,12.0596,0.0091,38,0,17,6.640625,0,6192,1239
51509,12.0595,0.0152,38,0,17,6.640625,0,6193,1239
51510,12.0595,0.0122,38,0,17,6.640625,0,6194,1239
51511,12.0595,0.0122,38,0,17,6.640625,0,6195,1240
51512,12.0595,0.0061,38,0,17,6.640625,0,6196,1240
51513,12.0595,0.0061,38,0,17,6.640625,0,6197,1240
51514,12.0595,0.0122,38,0,17,6.640625,0,6198,1240
51515,12.0595,0.0061,38,0,17,6.640625,0,6199,1240
51516,12.0595,0.0122,38,0,17,6.640625,0,6200,1241
51517,12.0595,0.003,38,0,17,6.640625,0,6201,1241
51518,12.0595,0.0061,38,0,17,6.640625,0,6202,1241
51519,12.0595,0.0122,38,0,17,6.640625,0,6203,1241
51520,12.0594,0.0061,38,0,17,6.640625,0,6204,1241
51521,12.0594,0.0091,38,0,17,6.640625,0,6205,1242
51522,12.0594,0.0091,38,0,17,6.640625,0,6206,1242
51523,12.0594,0.003,38,0,17,6.640625,0,6207,1242
51524,12.0594,0.0061,38,0,17,6.640625,0,6208,1242
51525,12.0594,0.003,38,0,17,6.640625,0,6209,1242
51526,12.0594,0.0061,39,0,17,6.640625,0,6210,1243
51527,12.0594,0.003,39,0,17,6.640625,0,6211,1243
51528,12.0594,0.0091,39,0,17,6.640625,0,6212,1243
51529,12.0593,0.0061,38,0,17,6.640625,0,6213,1243
51530,12.0593,0.003,38,0,17,6.640625,0,6214,1243
51531,12.0593,0.0122,38,0,17,6.640625,0,6215,1244
51532,12.0593,0.0061,38,0,17,6.640625,0,6216,1244
51533,12.0593,0.003,38,0,17,6.640625,0,6217,1244
51534,12.0593,0,38,0,17,6.640625,0,6218,1244
51535,12.0593,0,39,0,17,6.640625,0,6219,1244
51536,12.0593,0.0091,38,0,17,6.640625,0,6220,1245
51537,12.0593,0.003,39,0,17,6.640625,0,6221,1245
51538,12.0593,0.0061,39,0,17,6.640625,0,6222,1245
51539,12.0593,0.0091,39,0,17,6.640625,0,6223,1245
51540,12.0593,0.003,39,0,17,6.640625,0,6224,1245
51541,12.0593,0.003,39,0,17,6.640625,0,6225,1246
51542,12.0593,0.003,39,0,17,6.640625,0,6226,1246
51543,12.0593,0.0061,39,0,17,6.640625,0,6227,1246
51544,12.0592,0.0091,39,0,17,6.640625,0,6228,1246
51545,12.0592,0.0091,39,0,17,6.640625,0,6229,1246
51546,12.0592,0.0061,39,0,17,6.640625,0,6230,1247
51547,12.0592,0.0091,39,0,17,6.640625,0,6231,1247
51548,12.0592,0.0061,39,0,17,6.640625,0,6232,1247
51549,12.0592,0,39,0,17,6.640625,0,6233,1247
51550,12.0592,0.0061,39,0,17,6.640625,0,6234,1247
51551,12.0592,0.0091,39,0,17,6.640625,0,6235,1248
51552,12.0592,0.003,39,0,17,6.640625,0,6236,1248
51553,12.0592,0.0122,39,0,17,6.640625,0,6237,1248
51554,12.0592,-0.003,39,0,17,6.640625,0,6238,1248
51555,12.0592,0.0061,39,0,17,6.640625,0,6239,1248
51556,12.0592,0.0122,39,0,17,6.640625,0,6240,1249
51557,12.0592,0.0122,39,0,17,6.640625,0,6241,1249
51558,12.0591,0.003,39,0,17,6.640625,0,6242,1249
51559,12.0591,0,39,0,17,6.640625,0,6243,1249
51560,12.0591,0,39,0,17,6.640625,0,6244,1249
51561,12.0591,0.003,39,0,17,6.640625,0,6245,1250
51562,12.0591,0.0091,39,0,17,6.640625,0,6246,1250
51563,12.0591,0.003,39,0,17,6.640625,0,6247,1250
51564,12.0591,-0.003,39,0,17,6.640625,0,6248,1250
51565,12.0591,0.0061,39,0,17,6.640625,0,6249,1250
51566,12.0591,0.0122,39,0,17,6.640625,0,6250,1251
51567,12.0591,0.0122,39,0,17,6.640625,0,6251,1251
51568,12.0591,0.003,39,0,17,6.640625,0,6252,1251
51569,12.0591,0.0183,39,0,17,6.640625,0,6253,1251
51570,12.0591,0.0061,39,0,17,6.640625,0,6254,1251
51571,12.059,0.0061,39,0,17,6.640625,0,6255,1252
51572,12.059,0.0091,39,0,17,6.640625,0,6256,1252
51573,12.059,0.0091,39,0,17,6.640625,0,6257,1252
51574,12.059,0,39,0,17,6.640625,0,6258,1252
51575,12.059,0.0061,39,0,17,6.640625,0,6259,1252
51576,12.059,0.0091,39,0,17,6.640625,0,6260,1253
51577,12.059,0.0061,39,0,17,6.640625,0,6261,1253
51578,12.059,0.003,39,0,17,6.640625,0,6262,1253
51579,12.059,0.003,39,0,17,6.640625,0,6263,1253
51580,12.059,0.0061,39,0,17,6.640625,0,6264,1253
51581,12.059,-0.003,39,0,17,6.640625,0,6265,1254
51582,12.059,0.0061,39,0,17,6.640625,0,6266,1254
51583,12.059,0.0061,39,0,17,6.640625,0,6267,1254
51584,12.059,0.003,39,0,17,6.640625,0,6268,1254
51585,12.0589,0,39,0,17,6.640625,0,6269,1254
51586,12.0589,0.0152,39,0,17,6.640625,0,6270,1255
51587,12.0589,0.0152,39,0,17,6.640625,0,6271,1255
51588,12.0589,0.0122,39,0,17,6.640625,0,6272,1255
51589,12.0589,0.003,39,0,17,6.640625,0,6273,1255
51590,12.0589,0.0091,39,0,17,6.640625,0,6274,1255
51591,12.0589,0.0091,39,0,17,6.640625,0,6275,1256
51592,12.0589,0.003,39,0,17,6.640625,0,6276,1256
51593,12.0589,0,39,0,17,6.640625,0,6277,1256
51594,12.0589,0.0091,39,0,17,6.640625,0,6278,1256
51595,12.0589,0,39,0,17,6.640625,0,6279,1256
51596,12.0588,0.0183,39,0,17,6.640625,0,6280,1257
51597,12.0588,0.0091,39,0,17,6.640625,0,6281,1257
51598,12.0588,0.0091,39,0,17,6.640625,0,6282,1257
51599,12.0588,0,39,0,17,6.640625,0,6283,1257
51600,12.0588,0.0061,39,0,17,6.640625,0,6284,1257
51601,12.0588,0.003,39,0,17,6.640625,0,6285,1258
51602,12.0588,0.0091,39,0,17,6.640625,0,6286,1258
51603,12.0588,0.0091,39,0,17,6.640625,0,6287,1258
51604,12.0588,0.0061,39,0,17,6.640625,0,6288,1258
51605,12.0588,0,39,0,17,6.640625,0,6289,1258
51606,12.0588,0.0091,39,0,17,6.640625,0,6290,1259
51607,12.0588,0.003,39,0,17,6.640625,0,6291,1259
51608,12.0587,0.0091,39,0,17,6.640625,0,6292,1259
51609,12.0587,0.0152,39,0,17,6.640625,0,6293,1259
51610,12.0587,0.0183,39,0,17,6.640625,0,6294,1259
51611,12.0587,0.0122,39,0,17,6.640625,0,6295,1260
51612,12.0587,0.0091,39,0,17,6.640625,0,6296,1260
51613,12.0587,0.0061,39,0,17,6.640625,0,6297,1260
51614,12.0587,0.003,39,0,17,6.640625,0,6298,1260
51615,12.0587,0.003,39,0,17,6.640625,0,6299,1260
51616,12.0586,0.0091,39,0,17,6.640625,0,6300,1261
51617,12.0586,0.0122,39,0,17,6.640625,0,6301,1261
51618,12.0586,0.0122,39,0,17,6.640625,0,6302,1261
51619,12.0586,0.0183,39,0,17,6.640625,0,6303,1261
51620,12.0586,0.0213,39,0,17,6.640625,0,6304,1261
51621,12.0586,0.0061,39,0,17,6.640625,0,6305,1262
51622,12.0585,0.003,39,0,17,6.640625,0,6306,1262
51623,12.0585,0,39,0,17,6.640625,0,6307,1262
51624,12.0585,0.0091,39,0,17,6.640625,0,6308,1262
51625,12.0585,0.0122,40,0,18,7.03125,0,6309,1262
51626,12.0585,0.0243,40,0,18,7.03125,0,6310,1263
51627,12.0585,0.0152,40,0,18,7.03125,0,6311,1263
51628,12.0584,0.0091,39,0,17,6.640625,0,6312,1263
51629,12.0584,0.0091,40,0,18,7.03125,0,6313,1263
51630,12.0584,0.0061,39,0,17,6.640625,0,6314,1263
51631,12.0584,0.003,40,0,18,7.03125,0,6315,1264
51632,12.0584,0.0183,39,0,17,6.640625,0,6316,1264
51633,12.0584,0.0152,39,0,17,6.640625,0,6317,1264
51634,12.0583,0.003,40,0,18,7.03125,0,6318,1264
51635,12.0583,0.0152,40,0,18,7.03125,0,6319,1264
51636,12.0583,0.0091,39,0,17,6.640625,0,6320,1265
51637,12.0583,0.0122,39,0,17,6.640625,0,6321,1265
51638,12.0583,0.0061,39,0,17,6.640625,0,6322,1265
51639,12.0583,0.0061,39,0,17,6.640625,0,6323,1265
51640,12.0583,0.0061,40,0,18,7.03125,0,6324,1265
51641,12.0582,0.0061,40,0,18,7.03125,0,6325,1266
51642,12.0582,0.0183,40,0,18,7.03125,0,6326,1266
51643,12.0582,0.0122,40,0,18,7.03125,0,6327,1266
51644,12.0582,0.0061,39,0,17,6.640625,0,6328,1266
51645,12.0582,0.003,40,0,18,7.03125,0,6329,1266
51646,12.0582,0.0122,40,0,18,7.03125,0,6330,1267
51647,12.0581,0.0183,40,0,18,7.03125,0,6331,1267
51648,12.0581,0.0213,40,0,18,7.03125,0,6332,1267
51649,12.0581,0.0152,40,0,18,7.03125,0,6333,1267
51650,12.0581,0.0091,40,0,18,7.03125,0,6334,1267
51651,12.0581,0.0061,40,0,18,7.03125,0,6335,1268
51652,12.0581,0.0091,40,0,18,7.03125,0,6336,1268
51653,12.058,0.0152,40,0,18,7.03125,0,6337,1268
51654,12.058,0.0091,39,0,17,6.640625,0,6338,1268
51655,12.058,0.0152,40,0,18,7.03125,0,6339,1268
51656,12.058,0.0152,39,0,17,6.640625,0,6340,1269
51657,12.058,0.0122,40,0,18,7.03125,0,6341,1269
51658,12.0579,0.0183,40,0,18,7.03125,0,6342,1269
51659,12.0579,0.0122,40,0,18,7.03125,0,6343,1269
51660,12.0579,0.0091,40,0,18,7.03125,0,6344,1269
51661,12.0579,0.0213,40,0,18,7.03125,0,6345,1270
51662,12.0578,0.003,39,0,17,6.640625,0,6346,1270
51663,12.0578,0.0061,40,0,18,7.03125,0,6347,1270
51664,12.0578,0.0152,40,0,18,7.03125,0,6348,1270
51665,12.0578,0.0213,40,0,18,7.03125,0,6349,1270
51666,12.0578,0.0243,40,0,18,7.03125,0,6350,1271
51667,12.0577,0.0152,40,0,18,7.03125,0,6351,1271
51668,12.0577,0.003,40,0,18,7.03125,0,6352,1271
51669,12.0577,0.0061,40,0,18,7.03125,0,6353,1271
51670,12.0577,0.0091,40,0,18,7.03125,0,6354,1271
51671,12.0577,0.0091,40,0,18,7.03125,0,6355,1272
51672,12.0576,0.0243,40,0,18,7.03125,0,6356,1272
51673,12.0576,0.0152,40,0,18,7.03125,0,6357,1272
51674,12.0576,0.0091,40,0,18,7.03125,0,6358,1272
51675,12.0576,0.0061,40,0,18,7.03125,0,6359,1272
51676,12.0576,0.0061,40,0,18,7.03125,0,6360,1273
51677,12.0576,0.0091,40,0,18,7.03125,0,6361,1273
51678,12.0575,0.0122,40,0,18,7.03125,0,6362,1273
51679,12.0575,0.0183,40,0,18,7.03125,0,6363,1273
51680,12.0575,0.0152,40,0,18,7.03125,0,6364,1273
51681,12.0575,0.0122,40,0,18,7.03125,0,6365,1274
51682,12.0574,0.0091,40,0,18,7.03125,0,6366,1274
51683,12.0574,0.0183,40,0,18,7.03125,0,6367,1274
51684,12.0574,0.0213,40,0,18,7.03125,0,6368,1274
51685,12.0574,0.0061,40,0,18,7.03125,0,6369,1274
51686,12.0573,0.0152,40,0,18,7.03125,0,6370,1275
51687,12.0573,0.0091,40,0,18,7.03125,0,6371,1275
51688,12.0573,0.0091,40,0,18,7.03125,0,6372,1275
51689,12.0573,0.0091,40,0,18,7.03125,0,6373,1275
51690,12.0573,0.0243,40,0,18,7.03125,0,6374,1275
51691,12.0572,0.0274,40,0,18,7.03125,0,6375,1276
51692,12.0572,0.0152,40,0,18,7.03125,0,6376,1276
51693,12.0572,0.0183,40,0,18,7.03125,0,6377,1276
51694,12.0572,0.0091,40,0,18,7.03125,0,6378,1276
51695,12.0572,0.0061,40,0,18,7.03125,0,6379,1276
51696,12.0571,0.0152,40,0,18,7.03125,0,6380,1277
51697,12.0571,0.0152,40,0,18,7.03125,0,6381,1277
51698,12.0571,0.0152,40,0,18,7.03125,0,6382,1277
51699,12.0571,0.0091,40,0,18,7.03125,0,6383,1277
51700,12.0571,0.0183,40,0,18,7.03125,0,6384,1277
51701,12.057,0.0152,40,0,18,7.03125,0,6385,1278
51702,12.057,0.0122,40,0,18,7.03125,0,6386,1278
51703,12.057,0.0243,40,0,18,7.03125,0,6387,1278
51704,12.057,0.0091,40,0,18,7.03125,0,6388,1278
51705,12.057,0.0183,40,0,18,7.03125,0,6389,1278
51706,12.0569,0.0213,40,0,18,7.03125,0,6390,1279
51707,12.0569,0.0122,40,0,18,7.03125,0,6391,1279
51708,12.0569,0.0213,40,0,18,7.03125,0,6392,1279
51709,12.0569,0.0152,40,0,18,7.03125,0,6393,1279
51710,12.0569,0.0213,40,0,18,7.03125,0,6394,1279
51711,12.0568,0.0152,40,0,18,7.03125,0,6395,1280
51712,12.0568,0.0213,40,0,18,7.03125,0,6396,1280
51713,12.0568,0.0183,40,0,18,7.03125,0,6397,1280
51714,12.0568,0.0183,40,0,18,7.03125,0,6398,1280
51715,12.0567,0.0122,40,0,18,7.03125,0,6399,1280
51716,12.0567,0.0152,40,0,18,7.03125,0,6400,1281
51717,12.0567,0.0152,40,0,18,7.03125,0,6401,1281
51718,12.0567,0.0152,40,0,18,7.03125,0,6402,1281
51719,12.0567,0.0122,40,0,18,7.03125,0,6403,1281
51720,12.0567,0.0122,40,0,18,7.03125,0,6404,1281
51721,12.0566,0.0243,40,0,18,7.03125,0,6405,1282
51722,12.0566,0.0183,40,0,18,7.03125,0,6406,1282
51723,12.0566,0.0183,40,0,18,7.03125,0,6407,1282
51724,12.0565,0.0091,40,0,18,7.03125,0,6408,1282
51725,12.0565,0.0091,40,0,18,7.03125,0,6409,1282
51726,12.0565,0.0183,40,0,18,7.03125,0,6410,1283
