cnt,pos,pos1,speed,speed1,DTorque,DTorque1,DAC,DAC1,STorque,STorque1,Force,Force1
44,106.001,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
45,106.001,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
46,106.003,-0,0,0,-13,0,0,0,0,0,-5,0
47,106.001,-0,0,0,-14,0,0,0,0,0,-6,0
48,106.001,-0,2.1572,0,-11,0,0,0,0,0,-4,0
49,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
50,105.999,-0,0,0,-10,0,0,0,0,0,-4,0
51,105.999,-0,2.1572,0,-13,0,0,0,0,0,-5,0
52,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
53,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
54,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
55,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
56,105.999,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
57,106.001,-0,0,0,-14,0,0,0,0,0,-6,0
58,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
59,105.996,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
60,105.996,-0,-4.3143,0,-13,0,0,0,0,0,-5,0
61,105.996,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
62,105.996,-0,0,0,-14,0,0,0,0,0,-6,0
63,105.996,-0,0,0,-14,0,0,0,0,0,-6,0
64,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
65,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
66,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
67,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
68,105.996,-0,-2.1572,0,-11,0,0,0,0,0,-4,0
69,105.996,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
70,105.999,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
71,105.999,-0,2.1572,0,-14,0,0,0,0,0,-6,0
72,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
73,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
74,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
75,105.996,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
76,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
77,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
78,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
79,105.996,-0,-4.3143,0,-13,0,0,0,0,0,-5,0
80,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
81,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
82,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
83,105.999,-0,2.1572,0,-13,0,0,0,0,0,-5,0
84,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
85,105.999,-0,0,0,-16,0,0,0,0,0,-7,0
86,105.999,-0,-2.1572,0,-12,0,0,0,0,0,-5,0
87,106.001,-0,0,0,-12,0,0,0,0,0,-5,0
88,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
89,105.999,-0,2.1572,0,-12,0,0,0,0,0,-5,0
90,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
91,105.996,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
92,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
93,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
94,105.996,-0,2.1572,0,-15,0,0,0,0,0,-6,0
95,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
96,105.999,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
97,105.999,-0,0,0,-15,0,0,0,0,0,-6,0
98,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
99,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
100,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
101,105.996,-0,2.1572,0,-14,0,0,0,0,0,-6,0
102,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
103,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
104,105.999,-0,2.1572,0,-13,0,0,0,0,0,-5,0
105,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
106,105.996,-0,-2.1572,0,-15,0,0,0,0,0,-6,0
107,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
108,105.999,-0,2.1572,0,-14,0,0,0,0,0,-6,0
109,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
110,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
111,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
112,105.999,-0,2.1572,0,-13,0,0,0,0,0,-5,0
113,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
114,106.001,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
115,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
116,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
117,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
118,106.001,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
119,105.996,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
120,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
121,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
122,105.996,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
123,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
124,106.001,-0,0,0,-13,0,0,0,0,0,-5,0
125,106.001,-0,2.1572,0,-14,0,0,0,0,0,-6,0
126,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
127,106.001,-0,2.1572,0,-13,0,0,0,0,0,-5,0
128,105.996,-0,0,0,-14,0,0,0,0,0,-6,0
129,105.999,-0,0,0,-11,0,0,0,0,0,-4,0
130,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
131,105.996,-0,4.3143,0,-13,0,0,0,0,0,-5,0
132,106.001,-0,2.1572,0,-16,0,0,0,0,0,-7,0
133,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
134,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
135,105.999,-0,2.1572,0,-13,0,0,0,0,0,-5,0
136,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
137,106.001,-0,2.1572,0,-12,0,0,0,0,0,-5,0
138,106.001,-0,2.1572,0,-14,0,0,0,0,0,-6,0
139,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
140,105.999,-0,2.1572,0,-13,0,0,0,0,0,-5,0
141,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
142,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
143,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
144,105.996,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
145,105.996,-0,4.3143,0,-13,0,0,0,0,0,-5,0
146,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
147,106.001,-0,2.1572,0,-15,0,0,0,0,0,-6,0
148,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
149,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
150,106.001,-0,0,0,-13,0,0,0,0,0,-5,0
151,105.999,-0,2.1572,0,-15,0,0,0,0,0,-6,0
152,105.999,-0,2.1572,0,-13,0,0,0,0,0,-5,0
153,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
154,105.999,-0,0,0,-12,0,0,0,0,0,-5,0
155,105.999,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
156,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
157,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
158,105.996,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
159,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
160,105.996,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
161,105.999,-0,0,0,-15,0,0,0,0,0,-6,0
162,105.996,-0,0,0,-14,0,0,0,0,0,-6,0
163,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
164,105.999,-0,2.1572,0,-14,0,0,0,0,0,-6,0
165,105.999,-0,0,0,-15,0,0,0,0,0,-6,0
166,105.999,-0,0,0,-16,0,0,0,0,0,-7,0
167,105.999,-0,0,0,-16,0,0,0,0,0,-7,0
168,106.001,-0,2.1572,0,-12,0,0,0,0,0,-5,0
169,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
170,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
171,106.001,-0,2.1572,0,-13,0,0,0,0,0,-5,0
172,105.996,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
173,105.996,-0,0,0,-14,0,0,0,0,0,-6,0
174,105.996,-0,0,0,-13,0,0,0,0,0,-5,0
175,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
176,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
177,106.001,-0,2.1572,0,-14,0,0,0,0,0,-6,0
178,105.999,-0,0,0,-16,0,0,0,0,0,-7,0
179,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
180,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
181,105.999,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
182,106.001,-0,2.1572,0,-14,0,0,0,0,0,-6,0
183,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
184,106.001,-0,0,0,-11,0,0,0,0,0,-4,0
185,105.996,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
186,106.001,-0,2.1572,0,-13,0,0,0,0,0,-5,0
187,106.001,-0,2.1572,0,-15,0,0,0,0,0,-6,0
188,105.999,-0,2.1572,0,-14,0,0,0,0,0,-6,0
189,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
190,105.999,-0,2.1572,0,-15,0,0,0,0,0,-6,0
191,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
192,106.001,-0,2.1572,0,-13,0,0,0,0,0,-5,0
193,105.999,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
194,105.999,-0,0,0,-15,0,0,0,0,0,-6,0
195,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
196,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
197,105.999,-0,0,0,-15,0,0,0,0,0,-6,0
198,105.996,-0,2.1572,0,-14,0,0,0,0,0,-6,0
199,105.999,-0,2.1572,0,-15,0,0,0,0,0,-6,0
200,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
201,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
202,105.999,-0,0,0,-15,0,0,0,0,0,-6,0
203,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
204,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
205,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
206,105.999,-0,0,0,-12,0,0,0,0,0,-5,0
207,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
208,105.999,-0,2.1572,0,-14,0,0,0,0,0,-6,0
209,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
210,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
211,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
212,106.001,-0,2.1572,0,-13,0,0,0,0,0,-5,0
213,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
214,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
215,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
216,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
217,106.001,-0,2.1572,0,-13,0,0,0,0,0,-5,0
218,105.999,-0,2.1572,0,-13,0,0,0,0,0,-5,0
219,106.001,-0,0,0,-14,0,0,0,0,0,-6,0
220,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
221,105.999,-0,0,0,-15,0,0,0,0,0,-6,0
222,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
223,105.999,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
224,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
225,105.999,-0,2.1572,0,-13,0,0,0,0,0,-5,0
226,106.001,-0,2.1572,0,-14,0,0,0,0,0,-6,0
227,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
228,105.999,-0,-2.1572,0,-10,0,0,0,0,0,-4,0
229,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
230,106.001,-0,0,0,-14,0,0,0,0,0,-6,0
231,105.999,-0,0,0,-12,0,0,0,0,0,-5,0
232,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
233,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
234,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
235,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
236,105.999,-0,0,0,-12,0,0,0,0,0,-5,0
237,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
238,105.999,-0,2.1572,0,-13,0,0,0,0,0,-5,0
239,105.999,-0,0,0,-12,0,0,0,0,0,-5,0
240,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
241,105.996,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
242,106.001,-0,2.1572,0,-11,0,0,0,0,0,-4,0
243,105.996,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
244,105.999,-0,2.1572,0,-14,0,0,0,0,0,-6,0
245,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
246,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
247,105.999,-0,0,0,-12,0,0,0,0,0,-5,0
248,105.999,-0,0,0,-12,0,0,0,0,0,-5,0
249,105.996,-0,2.1572,0,-14,0,0,0,0,0,-6,0
250,105.999,-0,2.1572,0,-15,0,0,0,0,0,-6,0
251,105.999,-0,0,0,-16,0,0,0,0,0,-7,0
252,105.996,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
253,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
254,105.996,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
255,105.999,-0,2.1572,0,-14,0,0,0,0,0,-6,0
256,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
257,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
258,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
259,105.996,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
260,105.999,-0,0,0,-12,0,0,0,0,0,-5,0
261,105.999,-0,0,0,-16,0,0,0,0,0,-7,0
262,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
263,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
264,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
265,105.999,-0,2.1572,0,-14,0,0,0,0,0,-6,0
266,105.999,-0,2.1572,0,-13,0,0,0,0,0,-5,0
267,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
268,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
269,105.999,-0,0,0,-15,0,0,0,0,0,-6,0
270,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
271,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
272,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
273,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
274,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
275,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
276,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
277,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
278,106.001,-0,2.1572,0,-14,0,0,0,0,0,-6,0
279,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
280,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
281,105.996,-0,-2.1572,0,-16,0,0,0,0,0,-7,0
282,105.996,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
283,105.996,-0,-2.1572,0,-15,0,0,0,0,0,-6,0
284,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
285,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
286,105.999,-0,0,0,-12,0,0,0,0,0,-5,0
287,105.999,-0,0,0,-15,0,0,0,0,0,-6,0
288,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
289,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
290,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
291,106.001,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
292,106.001,-0,4.3143,0,-13,0,0,0,0,0,-5,0
293,105.996,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
294,105.999,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
295,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
296,106.001,-0,2.1572,0,-14,0,0,0,0,0,-6,0
297,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
298,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
299,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
300,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
301,105.996,-0,0,0,-16,0,0,0,0,0,-7,0
302,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
303,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
304,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
305,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
306,105.996,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
307,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
308,105.999,-0,2.1572,0,-13,0,0,0,0,0,-5,0
309,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
310,106.001,-0,-2.1572,0,-14,0,0,0,0,0,-6,0
311,105.999,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
312,106.001,-0,2.1572,0,-14,0,0,0,0,0,-6,0
313,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
314,105.999,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
315,105.999,-0,2.1572,0,-14,0,0,0,0,0,-6,0
316,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
317,105.999,-0,0,0,-15,0,0,0,0,0,-6,0
318,105.999,-0,0,0,-14,0,0,0,0,0,-6,0
319,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
320,105.999,-0,0,0,-16,0,0,0,0,0,-7,0
321,105.999,-0,-2.1572,0,-11,0,0,0,0,0,-4,0
322,106.001,-0,2.1572,0,-16,0,0,0,0,0,-7,0
323,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
324,105.999,-0,0,0,-13,0,0,0,0,0,-5,0
325,106.001,-0,0,0,-14,0,0,0,0,0,-6,0
326,105.999,-0,-2.1572,0,-13,0,0,0,0,0,-5,0
327,106.003,-0,0,0,-12,0,0,0,0,0,-5,0
328,106.005,-0,0,0,-12,0,0,0,0,0,-5,0
329,106.009,-0,-2.1572,0,-6,0,0,0,0,0,-2,0
330,106.02,-0,0,0,-5,0,0,0,0,0,-2,0
331,106.031,-0,0,0,0,0,0,0,0,0,0,0
332,106.039,-0,-2.1572,0,0,0,0,0,0,0,0,0
333,106.044,-0,0,0,1,0,0,0,0,0,0,0
334,106.048,-0,-2.1572,0,3,0,0,0,0,0,1,0
335,106.052,-0,-2.1572,0,5,0,0,0,0,0,2,0
336,106.057,-0,0,0,7,0,0,0,0,0,3,0
337,106.061,-0,0,0,11,0,0,0,0,0,4,0
338,106.068,-0,0,0,14,0,0,0,0,0,6,0
339,106.076,-0,-2.1572,0,20,0,0,0,0,0,9,0
340,106.083,-0,-2.1572,0,24,0,0,0,0,0,10,0
341,106.096,-0,-2.1572,0,32,0,0,0,0,0,14,0
342,106.111,-0,0,0,34,0,0,0,0,0,15,0
343,106.132,-0,0,0,42,0,0,0,0,0,18,0
344,106.15,-0,0,0,46,0,0,0,0,0,20,0
345,106.158,-0,0,0,43,0,0,0,0,0,19,0
346,106.171,-0,-4.3143,0,45,0,0,0,0,0,20,0
347,106.184,-0,-4.3143,0,39,0,0,0,0,0,17,0
348,106.199,-0,-4.3143,0,37,0,0,0,0,0,16,0
349,106.229,-0,-8.6286,0,36,0,0,0,0,0,16,0
350,106.279,-0,-8.6286,0,43,0,0,0,0,0,19,0
351,106.335,-0,-8.6286,0,49,0,0,0,0,0,22,0
352,106.4,-0,-10.7858,0,52,0,0,0,0,0,23,0
353,106.452,-0,-12.943,0,52,0,0,0,0,0,23,0
354,106.523,-0,-10.7858,0,42,0,0,0,0,0,18,0
355,106.6,-0,-15.1001,0,39,0,0,0,0,0,17,0
356,106.659,-0,-15.1001,0,33,0,0,0,0,0,14,0
357,106.743,-0,-17.2573,0,36,0,0,0,0,0,16,0
358,106.818,-0,-17.2573,0,34,0,0,0,0,0,15,0
359,106.92,-0,-21.5716,0,44,0,0,0,0,0,19,0
360,107.032,-0,-25.8859,0,48,0,0,0,0,0,21,0
361,107.137,-0,-23.7288,0,51,0,0,0,0,0,22,0
362,107.219,-0,-21.5716,0,51,0,0,0,0,0,22,0
363,107.347,-0,-19.4144,0,43,0,0,0,0,0,19,0
364,107.496,-0,-19.4144,0,36,0,0,0,0,0,16,0
365,107.616,-0,-19.4144,0,35,0,0,0,0,0,15,0
366,107.744,-0,-28.0431,0,33,0,0,0,0,0,14,0
367,107.94,-0,-28.0431,0,37,0,0,0,0,0,16,0
368,108.085,-0,-32.3574,0,42,0,0,0,0,0,18,0
369,108.201,-0,-28.0431,0,46,0,0,0,0,0,20,0
370,108.343,-0,-28.0431,0,49,0,0,0,0,0,22,0
371,108.451,-0,-25.8859,0,50,0,0,0,0,0,22,0
372,108.557,-0,-25.8859,0,43,0,0,0,0,0,19,0
373,108.678,-0,-21.5716,0,33,0,0,0,0,0,14,0
374,108.771,-0,-21.5716,0,29,0,0,0,0,0,13,0
375,108.87,-0,-25.8859,0,23,0,0,0,0,0,10,0
376,108.969,-0,-25.8859,0,23,0,0,0,0,0,10,0
377,109.098,-0,-21.5716,0,22,0,0,0,0,0,9,0
378,109.211,-0,-28.0431,0,25,0,0,0,0,0,11,0
379,109.316,-0,-25.8859,0,30,0,0,0,0,0,13,0
380,109.45,-0,-28.0431,0,34,0,0,0,0,0,15,0
381,109.551,-0,-25.8859,0,38,0,0,0,0,0,17,0
382,109.668,-0,-23.7288,0,36,0,0,0,0,0,16,0
383,109.771,-0,-15.1001,0,41,0,0,0,0,0,18,0
384,109.875,-0,-15.1001,0,40,0,0,0,0,0,18,0
385,109.946,-0,-12.943,0,38,0,0,0,0,0,17,0
386,110.02,-0,-12.943,0,38,0,0,0,0,0,17,0
387,110.073,-0,-10.7858,0,38,0,0,0,0,0,17,0
388,110.127,-0,-8.6286,0,39,0,0,0,0,0,17,0
389,110.164,-0,-4.3143,0,31,0,0,0,0,0,13,0
390,110.196,-0,-6.4715,0,35,0,0,0,0,0,15,0
391,110.222,-0,-2.1572,0,31,0,0,0,0,0,13,0
392,110.244,-0,-4.3143,0,31,0,0,0,0,0,13,0
393,110.259,-0,-2.1572,0,28,0,0,0,0,0,12,0
394,110.274,-0,-2.1572,0,29,0,0,0,0,0,13,0
395,110.289,-0,-2.1572,0,27,0,0,0,0,0,12,0
396,110.3,-0,-2.1572,0,27,0,0,0,0,0,12,0
397,110.313,-0,-2.1572,0,28,0,0,0,0,0,12,0
398,110.326,-0,-4.3143,0,27,0,0,0,0,0,12,0
399,110.332,-0,-2.1572,0,30,0,0,0,0,0,13,0
400,110.343,-0,0,0,29,0,0,0,0,0,13,0
401,110.356,-0,0,0,32,0,0,0,0,0,14,0
402,110.367,-0,-4.3143,0,31,0,0,0,0,0,13,0
403,110.38,-0,-2.1572,0,37,0,0,0,0,0,16,0
404,110.406,-0,-2.1572,0,41,0,0,0,0,0,18,0
405,110.421,-0,-4.3143,0,42,0,0,0,0,0,18,0
406,110.438,-0,-2.1572,0,43,0,0,0,0,0,19,0
407,110.453,-0,-2.1572,0,40,0,0,0,0,0,18,0
408,110.475,-0,-6.4715,0,39,0,0,0,0,0,17,0
409,110.498,-0,-8.6286,0,40,0,0,0,0,0,18,0
410,110.544,-0,-8.6286,0,43,0,0,0,0,0,19,0
411,110.585,-0,-10.7858,0,44,0,0,0,0,0,19,0
412,110.634,-0,-17.2573,0,52,0,0,0,0,0,23,0
413,110.708,-0,-15.1001,0,52,0,0,0,0,0,23,0
414,110.772,-0,-15.1001,0,54,0,0,0,0,0,24,0
415,110.856,-0,-17.2573,0,50,0,0,0,0,0,22,0
416,110.951,-0,-21.5716,0,52,0,0,0,0,0,23,0
417,111.061,-0,-21.5716,0,50,0,0,0,0,0,22,0
418,111.182,-0,-28.0431,0,52,0,0,0,0,0,23,0
419,111.322,-0,-30.2002,0,52,0,0,0,0,0,23,0
420,111.452,-0,-36.6717,0,53,0,0,0,0,0,23,0
421,111.629,-0,-40.986,0,51,0,0,0,0,0,22,0
422,111.778,-0,-40.986,0,45,0,0,0,0,0,20,0
423,111.987,-0,-45.3004,0,49,0,0,0,0,0,22,0
424,112.174,-0,-45.3004,0,47,0,0,0,0,0,21,0
425,112.42,-0,-53.929,0,49,0,0,0,0,0,22,0
426,112.634,-0,-51.7719,0,42,0,0,0,0,0,18,0
427,112.919,-0,-56.0862,0,47,0,0,0,0,0,21,0
428,113.294,-0,-66.872,0,47,0,0,0,0,0,21,0
