cnt,pos,pos1,speed,speed1,DTorque,DTorque1,DAC,DAC1,STorque,STorque1,Force,Force1
49,108.999,-0,0,0,30,0,0,0,0,0,13,0
50,108.999,-0,-2.1572,0,31,0,0,0,0,0,13,0
51,109.001,-0,0,0,31,0,0,0,0,0,13,0
52,108.997,-0,0,0,29,0,0,0,0,0,13,0
53,108.997,-0,-4.3143,0,28,0,0,0,0,0,12,0
54,108.999,-0,0,0,29,0,0,0,0,0,13,0
55,109.001,-0,2.1572,0,30,0,0,0,0,0,13,0
56,108.999,-0,2.1572,0,29,0,0,0,0,0,13,0
57,108.997,-0,0,0,30,0,0,0,0,0,13,0
58,108.999,-0,0,0,27,0,0,0,0,0,12,0
59,108.999,-0,0,0,28,0,0,0,0,0,12,0
60,109.001,-0,2.1572,0,30,0,0,0,0,0,13,0
61,108.999,-0,0,0,29,0,0,0,0,0,13,0
62,108.999,-0,0,0,30,0,0,0,0,0,13,0
63,109.001,-0,2.1572,0,30,0,0,0,0,0,13,0
64,108.999,-0,-2.1572,0,28,0,0,0,0,0,12,0
65,108.999,-0,0,0,28,0,0,0,0,0,12,0
66,109.001,-0,0,0,28,0,0,0,0,0,12,0
67,108.999,-0,0,0,27,0,0,0,0,0,12,0
68,108.999,-0,2.1572,0,28,0,0,0,0,0,12,0
69,108.999,-0,0,0,30,0,0,0,0,0,13,0
70,108.997,-0,-2.1572,0,26,0,0,0,0,0,11,0
71,108.999,-0,0,0,28,0,0,0,0,0,12,0
72,108.999,-0,0,0,31,0,0,0,0,0,13,0
73,108.997,-0,0,0,29,0,0,0,0,0,13,0
74,108.999,-0,0,0,30,0,0,0,0,0,13,0
75,108.997,-0,0,0,30,0,0,0,0,0,13,0
76,108.999,-0,0,0,30,0,0,0,0,0,13,0
77,109.001,-0,-2.1572,0,30,0,0,0,0,0,13,0
78,108.999,-0,0,0,29,0,0,0,0,0,13,0
79,108.999,-0,0,0,30,0,0,0,0,0,13,0
80,109.001,-0,-2.1572,0,31,0,0,0,0,0,13,0
81,108.999,-0,2.1572,0,31,0,0,0,0,0,13,0
82,108.997,-0,2.1572,0,29,0,0,0,0,0,13,0
83,108.999,-0,0,0,30,0,0,0,0,0,13,0
84,108.999,-0,0,0,27,0,0,0,0,0,12,0
85,108.999,-0,0,0,30,0,0,0,0,0,13,0
86,109.001,-0,2.1572,0,28,0,0,0,0,0,12,0
87,109.001,-0,0,0,30,0,0,0,0,0,13,0
88,109.001,-0,-2.1572,0,28,0,0,0,0,0,12,0
89,109.001,-0,-2.1572,0,31,0,0,0,0,0,13,0
90,108.999,-0,0,0,31,0,0,0,0,0,13,0
91,109.001,-0,2.1572,0,30,0,0,0,0,0,13,0
92,108.999,-0,0,0,31,0,0,0,0,0,13,0
93,109.001,-0,2.1572,0,30,0,0,0,0,0,13,0
94,108.999,-0,0,0,28,0,0,0,0,0,12,0
95,108.999,-0,0,0,29,0,0,0,0,0,13,0
96,109.001,-0,2.1572,0,29,0,0,0,0,0,13,0
97,109.001,-0,2.1572,0,30,0,0,0,0,0,13,0
98,108.999,-0,2.1572,0,29,0,0,0,0,0,13,0
99,108.999,-0,-2.1572,0,32,0,0,0,0,0,14,0
100,108.997,-0,-2.1572,0,29,0,0,0,0,0,13,0
101,109.001,-0,2.1572,0,27,0,0,0,0,0,12,0
102,108.999,-0,0,0,30,0,0,0,0,0,13,0
103,108.999,-0,0,0,30,0,0,0,0,0,13,0
104,108.999,-0,0,0,30,0,0,0,0,0,13,0
105,109.001,-0,2.1572,0,28,0,0,0,0,0,12,0
106,108.999,-0,-2.1572,0,31,0,0,0,0,0,13,0
107,109.001,-0,2.1572,0,28,0,0,0,0,0,12,0
108,109.001,-0,2.1572,0,31,0,0,0,0,0,13,0
109,108.999,-0,0,0,29,0,0,0,0,0,13,0
110,108.999,-0,0,0,29,0,0,0,0,0,13,0
111,108.997,-0,-2.1572,0,31,0,0,0,0,0,13,0
112,108.997,-0,-4.3143,0,30,0,0,0,0,0,13,0
113,108.999,-0,0,0,28,0,0,0,0,0,12,0
114,108.999,-0,2.1572,0,30,0,0,0,0,0,13,0
115,109.001,-0,2.1572,0,31,0,0,0,0,0,13,0
116,108.999,-0,0,0,30,0,0,0,0,0,13,0
117,108.997,-0,-4.3143,0,30,0,0,0,0,0,13,0
118,108.999,-0,0,0,31,0,0,0,0,0,13,0
119,108.999,-0,-2.1572,0,31,0,0,0,0,0,13,0
120,108.999,-0,0,0,27,0,0,0,0,0,12,0
121,108.999,-0,0,0,30,0,0,0,0,0,13,0
122,109.001,-0,-2.1572,0,31,0,0,0,0,0,13,0
123,109.001,-0,-2.1572,0,31,0,0,0,0,0,13,0
124,109.001,-0,-2.1572,0,27,0,0,0,0,0,12,0
125,109.001,-0,-2.1572,0,31,0,0,0,0,0,13,0
126,108.999,-0,0,0,30,0,0,0,0,0,13,0
127,109.001,-0,0,0,29,0,0,0,0,0,13,0
128,109.001,-0,0,0,30,0,0,0,0,0,13,0
129,108.999,-0,2.1572,0,28,0,0,0,0,0,12,0
130,108.999,-0,0,0,29,0,0,0,0,0,13,0
131,109.001,-0,0,0,31,0,0,0,0,0,13,0
132,108.999,-0,-2.1572,0,31,0,0,0,0,0,13,0
133,109.001,-0,0,0,30,0,0,0,0,0,13,0
134,109.001,-0,0,0,30,0,0,0,0,0,13,0
135,108.999,-0,-2.1572,0,30,0,0,0,0,0,13,0
136,108.999,-0,0,0,32,0,0,0,0,0,14,0
137,108.999,-0,0,0,28,0,0,0,0,0,12,0
138,108.999,-0,0,0,31,0,0,0,0,0,13,0
139,108.999,-0,0,0,29,0,0,0,0,0,13,0
140,108.999,-0,-2.1572,0,30,0,0,0,0,0,13,0
141,109.001,-0,0,0,29,0,0,0,0,0,13,0
142,108.999,-0,0,0,31,0,0,0,0,0,13,0
143,109.001,-0,2.1572,0,31,0,0,0,0,0,13,0
144,108.999,-0,-2.1572,0,31,0,0,0,0,0,13,0
145,109.001,-0,2.1572,0,31,0,0,0,0,0,13,0
146,108.999,-0,-2.1572,0,30,0,0,0,0,0,13,0
147,108.999,-0,2.1572,0,30,0,0,0,0,0,13,0
148,109.001,-0,0,0,31,0,0,0,0,0,13,0
149,108.999,-0,0,0,30,0,0,0,0,0,13,0
150,108.999,-0,0,0,31,0,0,0,0,0,13,0
151,109.001,-0,2.1572,0,27,0,0,0,0,0,12,0
152,108.999,-0,0,0,30,0,0,0,0,0,13,0
153,108.999,-0,0,0,31,0,0,0,0,0,13,0
154,108.999,-0,0,0,31,0,0,0,0,0,13,0
155,108.999,-0,2.1572,0,27,0,0,0,0,0,12,0
156,109.001,-0,0,0,30,0,0,0,0,0,13,0
157,109.001,-0,-2.1572,0,28,0,0,0,0,0,12,0
158,109.001,-0,-2.1572,0,29,0,0,0,0,0,13,0
159,109.001,-0,0,0,31,0,0,0,0,0,13,0
160,109.001,-0,0,0,32,0,0,0,0,0,14,0
161,109.001,-0,0,0,28,0,0,0,0,0,12,0
162,108.999,-0,-2.1572,0,28,0,0,0,0,0,12,0
163,108.999,-0,0,0,28,0,0,0,0,0,12,0
164,109.001,-0,-2.1572,0,31,0,0,0,0,0,13,0
165,109.001,-0,0,0,31,0,0,0,0,0,13,0
166,109.004,-0,2.1572,0,31,0,0,0,0,0,13,0
167,109.004,-0,2.1572,0,31,0,0,0,0,0,13,0
168,109.004,-0,0,0,31,0,0,0,0,0,13,0
169,109.004,-0,0,0,32,0,0,0,0,0,14,0
170,109.004,-0,0,0,33,0,0,0,0,0,14,0
171,109.006,-0,2.1572,0,32,0,0,0,0,0,14,0
172,109.004,-0,0,0,31,0,0,0,0,0,13,0
173,109.004,-0,2.1572,0,32,0,0,0,0,0,14,0
174,109.006,-0,2.1572,0,33,0,0,0,0,0,14,0
175,109.006,-0,0,0,33,0,0,0,0,0,14,0
176,109.006,-0,0,0,31,0,0,0,0,0,13,0
177,109.006,-0,2.1572,0,33,0,0,0,0,0,14,0
178,109.006,-0,0,0,34,0,0,0,0,0,15,0
179,109.008,-0,0,0,35,0,0,0,0,0,15,0
180,109.008,-0,0,0,36,0,0,0,0,0,16,0
181,109.008,-0,0,0,36,0,0,0,0,0,16,0
182,109.008,-0,-2.1572,0,33,0,0,0,0,0,14,0
183,109.006,-0,-2.1572,0,36,0,0,0,0,0,16,0
184,109.01,-0,0,0,35,0,0,0,0,0,15,0
185,109.01,-0,2.1572,0,39,0,0,0,0,0,17,0
186,109.01,-0,2.1572,0,37,0,0,0,0,0,16,0
187,109.008,-0,2.1572,0,36,0,0,0,0,0,16,0
188,109.008,-0,0,0,36,0,0,0,0,0,16,0
189,109.006,-0,-2.1572,0,36,0,0,0,0,0,16,0
190,109.004,-0,0,0,36,0,0,0,0,0,16,0
191,109.001,-0,-4.3143,0,35,0,0,0,0,0,15,0
192,109.006,-0,0,0,40,0,0,0,0,0,18,0
193,109.006,-0,2.1572,0,35,0,0,0,0,0,15,0
194,109.004,-0,0,0,36,0,0,0,0,0,16,0
195,109.004,-0,0,0,36,0,0,0,0,0,16,0
196,109.004,-0,2.1572,0,35,0,0,0,0,0,15,0
197,109.006,-0,0,0,39,0,0,0,0,0,17,0
198,109.006,-0,2.1572,0,37,0,0,0,0,0,16,0
199,109.006,-0,0,0,37,0,0,0,0,0,16,0
200,109.006,-0,0,0,38,0,0,0,0,0,17,0
201,109.004,-0,0,0,38,0,0,0,0,0,17,0
202,109.004,-0,-4.3143,0,37,0,0,0,0,0,16,0
203,109.006,-0,0,0,37,0,0,0,0,0,16,0
204,109.008,-0,2.1572,0,39,0,0,0,0,0,17,0
205,109.01,-0,4.3143,0,40,0,0,0,0,0,18,0
206,109.006,-0,0,0,39,0,0,0,0,0,17,0
207,109.006,-0,0,0,39,0,0,0,0,0,17,0
208,109.006,-0,-2.1572,0,37,0,0,0,0,0,16,0
209,109.006,-0,0,0,40,0,0,0,0,0,18,0
210,109.006,-0,-2.1572,0,38,0,0,0,0,0,17,0
211,109.008,-0,0,0,40,0,0,0,0,0,18,0
212,109.008,-0,0,0,39,0,0,0,0,0,17,0
213,109.01,-0,-2.1572,0,37,0,0,0,0,0,16,0
214,109.008,-0,0,0,41,0,0,0,0,0,18,0
215,109.01,-0,2.1572,0,40,0,0,0,0,0,18,0
216,109.008,-0,0,0,40,0,0,0,0,0,18,0
217,109.008,-0,-2.1572,0,40,0,0,0,0,0,18,0
218,109.01,-0,-2.1572,0,40,0,0,0,0,0,18,0
219,109.01,-0,0,0,40,0,0,0,0,0,18,0
220,109.014,-0,0,0,39,0,0,0,0,0,17,0
221,109.012,-0,0,0,40,0,0,0,0,0,18,0
222,109.012,-0,0,0,40,0,0,0,0,0,18,0
223,109.012,-0,0,0,39,0,0,0,0,0,17,0
224,109.012,-0,-2.1572,0,40,0,0,0,0,0,18,0
225,109.012,-0,-2.1572,0,39,0,0,0,0,0,17,0
226,109.014,-0,0,0,38,0,0,0,0,0,17,0
227,109.019,-0,-2.1572,0,40,0,0,0,0,0,18,0
228,109.023,-0,0,0,37,0,0,0,0,0,16,0
229,109.023,-0,0,0,40,0,0,0,0,0,18,0
230,109.029,-0,-2.1572,0,40,0,0,0,0,0,18,0
231,109.029,-0,0,0,38,0,0,0,0,0,17,0
232,109.032,-0,0,0,40,0,0,0,0,0,18,0
233,109.034,-0,0,0,38,0,0,0,0,0,17,0
234,109.036,-0,0,0,39,0,0,0,0,0,17,0
235,109.038,-0,0,0,38,0,0,0,0,0,17,0
236,109.04,-0,0,0,39,0,0,0,0,0,17,0
237,109.04,-0,-2.1572,0,39,0,0,0,0,0,17,0
238,109.045,-0,0,0,40,0,0,0,0,0,18,0
239,109.049,-0,0,0,44,0,0,0,0,0,19,0
240,109.051,-0,0,0,41,0,0,0,0,0,18,0
241,109.055,-0,0,0,41,0,0,0,0,0,18,0
242,109.057,-0,-2.1572,0,35,0,0,0,0,0,15,0
243,109.068,-0,-2.1572,0,34,0,0,0,0,0,15,0
244,109.083,-0,-4.3143,0,31,0,0,0,0,0,13,0
245,109.109,-0,-6.4715,0,36,0,0,0,0,0,16,0
246,109.124,-0,-2.1572,0,38,0,0,0,0,0,17,0
247,109.139,-0,-4.3143,0,39,0,0,0,0,0,17,0
248,109.157,-0,-2.1572,0,40,0,0,0,0,0,18,0
249,109.176,-0,-2.1572,0,37,0,0,0,0,0,16,0
250,109.196,-0,-2.1572,0,40,0,0,0,0,0,18,0
251,109.206,-0,-2.1572,0,42,0,0,0,0,0,18,0
252,109.217,-0,-4.3143,0,44,0,0,0,0,0,19,0
253,109.234,-0,-4.3143,0,47,0,0,0,0,0,21,0
254,109.254,-0,-4.3143,0,42,0,0,0,0,0,18,0
255,109.277,-0,0,0,38,0,0,0,0,0,17,0
256,109.31,-0,-10.7858,0,35,0,0,0,0,0,15,0
257,109.359,-0,-8.6286,0,43,0,0,0,0,0,19,0
258,109.433,-0,-8.6286,0,52,0,0,0,0,0,23,0
259,109.491,-0,-10.7858,0,55,0,0,0,0,0,24,0
260,109.554,-0,-10.7858,0,52,0,0,0,0,0,23,0
261,109.61,-0,-10.7858,0,48,0,0,0,0,0,21,0
262,109.672,-0,-12.943,0,44,0,0,0,0,0,19,0
263,109.845,-0,-19.4144,0,38,0,0,0,0,0,17,0
264,110.017,-0,-21.5716,0,44,0,0,0,0,0,19,0
265,110.306,-0,-23.7288,0,54,0,0,0,0,0,24,0
266,110.619,-0,-25.8859,0,48,0,0,0,0,0,21,0
267,110.975,-0,-36.6717,0,45,0,0,0,0,0,20,0
268,111.461,-0,-40.986,0,39,0,0,0,0,0,17,0
269,111.933,-0,-53.929,0,40,0,0,0,0,0,18,0
270,112.6,-0,-56.0862,0,53,0,0,0,0,0,23,0
271,113.128,-0,-64.7148,0,62,0,0,0,0,0,27,0
272,113.799,-0,-62.5577,0,56,0,0,0,0,0,25,0
273,114.455,-0,-69.0291,0,55,0,0,0,0,0,24,0
274,114.944,-0,-73.3435,0,50,0,0,0,0,0,22,0
275,115.628,-0,-75.5006,0,52,0,0,0,0,0,23,0
276,116.204,-0,-84.1293,0,56,0,0,0,0,0,25,0
277,117.155,-0,-84.1293,0,60,0,0,0,0,0,27,0
278,117.872,-0,-90.6007,0,64,0,0,0,0,0,28,0
279,118.894,-0,-97.0722,0,69,0,0,0,0,0,31,0
280,119.746,-0,-99.2294,0,69,0,0,0,0,0,31,0
281,120.516,-0,-94.9151,0,73,0,0,0,0,0,32,0
282,121.578,-0,-94.9151,0,76,0,0,0,0,0,34,0
283,122.255,-0,-99.2294,0,78,0,0,0,0,0,35,0
284,122.745,-0,-94.9151,0,78,0,0,0,0,0,35,0
285,123.437,-0,-92.7579,0,84,0,0,0,0,0,37,0
286,123.922,-0,-101.386,0,85,0,0,0,0,0,38,0
287,124.623,-0,-99.2294,0,90,0,0,0,0,0,40,0
288,125.115,-0,-103.544,0,91,0,0,0,0,0,40,0
289,125.717,-0,-99.2294,0,97,0,0,0,0,0,43,0
290,126.315,-0,-101.386,0,93,0,0,0,0,0,41,0
291,126.82,-0,-97.0722,0,103,0,0,0,0,0,46,0
292,127.415,-0,-101.386,0,95,0,0,0,0,0,42,0
293,128.014,-0,-105.701,0,106,0,0,0,0,0,47,0
294,128.616,-0,-97.0722,0,102,0,0,0,0,0,45,0
295,129.106,-0,-97.0722,0,100,0,0,0,0,0,45,0
296,129.699,-0,-101.386,0,106,0,0,0,0,0,47,0
297,130.288,-0,-101.386,0,102,0,0,0,0,0,45,0
298,131.171,-0,-97.0722,0,97,0,0,0,0,0,43,0
299,131.759,-0,-99.2294,0,99,0,0,0,0,0,44,0
300,132.26,-0,-92.7579,0,102,0,0,0,0,0,45,0
301,132.952,-0,-101.386,0,103,0,0,0,0,0,46,0
302,133.446,-0,-97.0722,0,99,0,0,0,0,0,44,0
303,134.339,-0,-101.386,0,98,0,0,0,0,0,44,0
304,135.336,-0,-103.544,0,101,0,0,0,0,0,45,0
305,136.44,-0,-97.0722,0,108,0,0,0,0,0,48,0
306,137.439,-0,-101.386,0,108,0,0,0,0,0,48,0
307,138.548,-0,-99.2294,0,114,0,0,0,0,0,51,0
308,139.65,-0,-97.0722,0,116,0,0,0,0,0,52,0
309,140.546,-0,-99.2294,0,113,0,0,0,0,0,50,0
310,141.749,-0,-105.701,0,125,0,0,0,0,0,56,0
311,142.847,-0,-103.544,0,123,0,0,0,0,0,55,0
312,143.837,-0,-101.386,0,117,0,0,0,0,0,52,0
313,144.633,-0,-99.2294,0,119,0,0,0,0,0,53,0
314,145.533,-0,-101.386,0,126,0,0,0,0,0,56,0
315,146.23,-0,-101.386,0,120,0,0,0,0,0,54,0
316,146.928,-0,-101.386,0,121,0,0,0,0,0,54,0
317,147.53,-0,-97.0722,0,128,0,0,0,0,0,57,0
318,148.031,-0,-99.2294,0,122,0,0,0,0,0,54,0
319,148.533,-0,-99.2294,0,133,0,0,0,0,0,59,0
320,149.032,-0,-99.2294,0,123,0,0,0,0,0,55,0
321,149.433,-0,-101.386,0,129,0,0,0,0,0,58,0
322,149.936,-0,-101.386,0,127,0,0,0,0,0,57,0
323,150.637,-0,-103.544,0,129,0,0,0,0,0,58,0
324,151.631,-0,-101.386,0,131,0,0,0,0,0,58,0
325,152.339,-0,-99.2294,0,137,0,0,0,0,0,61,0
326,153.133,-0,-103.544,0,135,0,0,0,0,0,60,0
327,153.736,-0,-99.2294,0,130,0,0,0,0,0,58,0
328,154.632,-0,-94.9151,0,129,0,0,0,0,0,58,0
329,155.723,-0,-101.386,0,127,0,0,0,0,0,57,0
330,156.72,-0,-99.2294,0,131,0,0,0,0,0,58,0
331,157.525,-0,-99.2294,0,141,0,0,0,0,0,63,0
332,158.735,-0,-101.386,0,142,0,0,0,0,0,63,0
333,159.533,-0,-99.2294,0,142,0,0,0,0,0,63,0
334,160.331,-0,-99.2294,0,138,0,0,0,0,0,62,0
335,161.127,-0,-101.386,0,137,0,0,0,0,0,61,0
336,161.712,-0,-99.2294,0,130,0,0,0,0,0,58,0
337,162.313,-0,-97.0722,0,139,0,0,0,0,0,62,0
338,163.204,-0,-92.7579,0,135,0,0,0,0,0,60,0
339,164.002,-0,-97.0722,0,137,0,0,0,0,0,61,0
340,164.6,-0,-99.2294,0,135,0,0,0,0,0,60,0
341,165.297,-0,-99.2294,0,132,0,0,0,0,0,59,0
342,166.298,-0,-99.2294,0,138,0,0,0,0,0,62,0
343,167.299,-0,-99.2294,0,141,0,0,0,0,0,63,0
344,168.908,-0,-94.9151,0,139,0,0,0,0,0,62,0
345,169.508,-0,-103.544,0,145,0,0,0,0,0,65,0
346,170.398,-0,-99.2294,0,134,0,0,0,0,0,60,0
347,171.184,-0,-103.544,0,128,0,0,0,0,0,57,0
348,172.269,-0,-99.2294,0,121,0,0,0,0,0,54,0
349,172.968,-0,-97.0722,0,127,0,0,0,0,0,57,0
350,174.974,-0,-101.386,0,129,0,0,0,0,0,58,0
351,175.882,-0,-97.0722,0,140,0,0,0,0,0,63,0
352,176.581,-0,-103.544,0,139,0,0,0,0,0,62,0
353,177.187,-0,-97.0722,0,129,0,0,0,0,0,58,0
354,178.095,-0,-101.386,0,132,0,0,0,0,0,59,0
355,178.805,-0,-99.2294,0,138,0,0,0,0,0,62,0
356,179.905,-0,-97.0722,0,131,0,0,0,0,0,58,0
357,180.71,-0,-101.386,0,140,0,0,0,0,0,63,0
358,181.717,-0,-92.7579,0,138,0,0,0,0,0,62,0
359,182.515,-0,-101.386,0,144,0,0,0,0,0,64,0
360,183.518,-0,-99.2294,0,141,0,0,0,0,0,63,0
361,184.42,-0,-99.2294,0,141,0,0,0,0,0,63,0
362,185.22,-0,-99.2294,0,143,0,0,0,0,0,64,0
363,185.816,-0,-99.2294,0,142,0,0,0,0,0,63,0
364,186.417,-0,-97.0722,0,142,0,0,0,0,0,63,0
365,186.817,-0,-99.2294,0,141,0,0,0,0,0,63,0
366,187.513,-0,-97.0722,0,138,0,0,0,0,0,62,0
367,188.01,-0,-105.701,0,151,0,0,0,0,0,67,0
368,188.907,-0,-103.544,0,141,0,0,0,0,0,63,0
369,189.41,-0,-103.544,0,140,0,0,0,0,0,63,0
370,190.007,-0,-101.386,0,142,0,0,0,0,0,63,0
371,190.706,-0,-97.0722,0,140,0,0,0,0,0,63,0
372,191.702,-0,-99.2294,0,139,0,0,0,0,0,62,0
373,192.41,-0,-92.7579,0,144,0,0,0,0,0,64,0
374,193.001,-0,-103.544,0,146,0,0,0,0,0,65,0
375,193.704,-0,-101.386,0,138,0,0,0,0,0,62,0
376,194.308,-0,-97.0722,0,148,0,0,0,0,0,66,0
377,195.005,-0,-99.2294,0,143,0,0,0,0,0,64,0
378,195.611,-0,-99.2294,0,149,0,0,0,0,0,67,0
379,196.2,-0,-97.0722,0,142,0,0,0,0,0,63,0
380,196.91,-0,-92.7579,0,139,0,0,0,0,0,62,0
381,197.492,-0,-105.701,0,141,0,0,0,0,0,63,0
382,198.103,-0,-94.9151,0,141,0,0,0,0,0,63,0
383,198.584,-0,-99.2294,0,133,0,0,0,0,0,59,0
384,199.19,-0,-103.544,0,136,0,0,0,0,0,61,0
385,199.77,-0,-99.2294,0,131,0,0,0,0,0,58,0
386,200.756,-0,-94.9151,0,122,0,0,0,0,0,54,0
387,201.755,-0,-92.7579,0,133,0,0,0,0,0,59,0
388,202.346,-0,-99.2294,0,131,0,0,0,0,0,58,0
389,202.846,-0,-97.0722,0,130,0,0,0,0,0,58,0
390,203.446,-0,-92.7579,0,121,0,0,0,0,0,54,0
391,204.152,-0,-97.0722,0,127,0,0,0,0,0,57,0
392,205.066,-0,-101.386,0,142,0,0,0,0,0,63,0
393,206.276,-0,-97.0722,0,137,0,0,0,0,0,61,0
394,207.458,-0,-94.9151,0,136,0,0,0,0,0,61,0
395,209.54,-0,-81.9721,0,138,0,0,0,0,0,-18,0
396,210.483,-0,-66.872,0,138,0,0,0,0,0,-18,0
397,211.423,-0,-62.5577,0,136,0,0,0,0,0,-19,0
398,212.148,-0,-51.7719,0,150,0,0,0,0,0,-13,0
399,212.513,-0,-40.986,0,146,0,0,0,0,0,-15,0
400,212.748,-0,-32.3574,0,142,0,0,0,0,0,-17,0
401,213.177,-0,-21.5716,0,139,0,0,0,0,0,-18,0
402,213.423,-0,-15.1001,0,143,0,0,0,0,0,-16,0
403,213.568,-0,-12.943,0,144,0,0,0,0,0,-16,0
404,213.641,-0,-8.6286,0,146,0,0,0,0,0,-15,0
405,213.712,-0,-6.4715,0,148,0,0,0,0,0,-14,0
406,213.755,-0,-2.1572,0,141,0,0,0,0,0,-17,0
407,213.79,-0,-2.1572,0,144,0,0,0,0,0,-16,0
408,213.813,-0,-4.3143,0,139,0,0,0,0,0,-18,0
409,213.844,-0,-2.1572,0,141,0,0,0,0,0,-17,0
410,213.865,-0,-4.3143,0,143,0,0,0,0,0,-16,0
411,213.885,-0,-2.1572,0,140,0,0,0,0,0,-17,0
412,213.9,-0,-2.1572,0,145,0,0,0,0,0,-15,0
413,213.915,-0,0,0,144,0,0,0,0,0,-16,0
414,213.926,-0,-2.1572,0,144,0,0,0,0,0,-16,0
415,213.941,-0,-2.1572,0,146,0,0,0,0,0,-15,0
416,213.952,-0,-2.1572,0,144,0,0,0,0,0,-16,0
417,213.96,-0,-2.1572,0,145,0,0,0,0,0,-15,0
418,213.964,-0,-2.1572,0,139,0,0,0,0,0,-18,0
419,213.971,-0,0,0,147,0,0,0,0,0,-14,0
420,213.977,-0,0,0,144,0,0,0,0,0,-16,0
421,213.982,-0,0,0,144,0,0,0,0,0,-16,0
422,213.986,-0,-2.1572,0,144,0,0,0,0,0,-16,0
423,213.988,-0,-2.1572,0,145,0,0,0,0,0,-15,0
424,213.988,-0,0,0,145,0,0,0,0,0,-15,0
425,213.992,-0,2.1572,0,142,0,0,0,0,0,-17,0
426,213.995,-0,0,0,148,0,0,0,0,0,-14,0
427,213.997,-0,0,0,143,0,0,0,0,0,-16,0
428,213.999,-0,0,0,144,0,0,0,0,0,-16,0
429,213.999,-0,-2.1572,0,146,0,0,0,0,0,-15,0
430,213.999,-0,0,0,142,0,0,0,0,0,-17,0
431,213.999,-0,-4.3143,0,144,0,0,0,0,0,-16,0
432,214.003,-0,2.1572,0,144,0,0,0,0,0,-16,0
433,214.001,-0,2.1572,0,146,0,0,0,0,0,-15,0
434,214.003,-0,2.1572,0,144,0,0,0,0,0,-16,0
435,214.003,-0,0,0,146,0,0,0,0,0,-15,0
436,214.001,-0,-4.3143,0,149,0,0,0,0,0,-13,0
437,214.003,-0,-2.1572,0,146,0,0,0,0,0,-15,0
438,214.01,-0,0,0,149,0,0,0,0,0,-13,0
439,214.012,-0,0,0,149,0,0,0,0,0,-13,0
440,214.012,-0,0,0,146,0,0,0,0,0,-15,0
441,214.014,-0,-2.1572,0,153,0,0,0,0,0,-12,0
