cnt,pos,speed,DTorque,STorque,Force,Dir
1,60.45,0.02,688.00,0,121.09,-1
2,60.45,0.02,689.00,0,121.26,-1
3,60.45,-0.01,690.00,0,121.44,-1
4,60.45,0.01,692.00,0,121.79,-1
5,60.45,0.02,692.00,0,121.79,-1
6,60.45,0.03,693.00,0,121.97,-1
7,60.45,0.02,694.00,0,122.14,-1
8,60.45,0.01,695.00,0,122.32,-1
9,60.45,0.02,696.00,0,122.50,-1
10,60.45,0.02,697.00,0,122.67,-1
11,60.45,0.03,698.00,0,122.85,-1
12,60.45,0.05,699.00,0,123.02,-1
13,60.45,0.03,699.00,0,123.02,-1
14,60.45,0.01,700.00,0,123.20,-1
15,60.45,0.00,701.00,0,123.38,-1
16,60.45,0.01,702.00,0,123.55,-1
17,60.45,0.02,702.00,0,123.55,-1
18,60.45,0.02,703.00,0,123.73,-1
19,60.45,0.02,703.00,0,123.73,-1
20,60.45,0.02,704.00,0,123.90,-1
21,60.45,0.02,704.00,0,124.08,-1
22,60.45,0.01,705.00,0,124.08,-1
23,60.45,0.01,705.00,0,124.08,-1
24,60.45,0.01,706.00,0,124.26,-1
25,60.45,0.01,706.00,0,124.26,-1
26,60.45,0.01,706.00,0,124.26,-1
27,60.45,-0.00,706.00,0,124.26,-1
28,60.45,0.00,706.00,0,124.26,-1
29,60.45,0.00,706.00,0,124.26,-1
30,60.45,0.00,706.00,0,124.26,-1
31,60.45,0.00,706.00,0,124.26,-1
32,60.45,-0.01,706.00,0,124.26,-1
33,60.45,-0.01,706.00,0,124.26,-1
34,60.45,-0.01,706.00,0,124.26,-1
35,60.45,-0.02,706.00,0,124.26,-1
36,60.45,-0.00,705.00,0,124.08,-1
37,60.45,-0.01,705.00,0,124.08,-1
38,60.45,-0.02,705.00,0,124.08,-1
39,60.45,-0.03,704.00,0,123.90,-1
40,60.45,-0.03,704.00,0,123.90,-1
41,60.45,-0.03,703.00,0,123.73,-1
42,60.45,-0.03,702.00,0,123.55,-1
43,60.45,-0.04,701.00,0,123.38,-1
44,60.45,-0.06,700.00,0,123.20,-1
45,60.45,-0.07,699.00,0,123.02,-1
46,60.45,-0.08,699.00,0,123.02,-1
47,60.45,-0.07,698.00,0,122.85,-1
48,60.45,-0.06,697.00,0,122.50,-1
49,60.45,-0.07,695.00,0,122.32,-1
50,60.45,-0.09,693.00,0,121.97,-1
51,60.45,-0.13,692.00,0,121.79,-1
52,60.45,-0.14,691.00,0,121.62,-1
53,60.45,-0.15,690.00,0,121.44,-1
54,60.45,-0.16,689.00,0,121.26,-1
55,60.45,-0.16,687.00,0,120.91,-1
56,60.45,-0.16,684.00,0,120.38,-1
57,60.45,-0.20,682.00,0,120.03,-1
58,60.45,-0.25,681.00,0,119.86,-1
59,60.45,-0.31,679.00,0,119.50,-1
60,60.45,-0.39,678.00,0,119.33,-1
61,60.45,-0.46,676.00,0,118.98,-1
62,60.45,-0.54,675.00,0,118.80,-1
63,60.45,-0.61,673.00,0,118.45,-1
64,60.45,-0.68,671.00,0,118.10,-1
65,60.45,-0.77,670.00,0,117.92,-1
66,60.45,-0.86,668.00,0,117.57,-1
67,60.45,-0.96,667.00,0,117.04,-1
68,60.45,-1.17,663.00,0,116.69,-1
69,60.46,-1.31,662.00,0,116.51,-1
70,60.46,-1.50,660.00,0,116.16,-1
71,60.46,-1.75,658.00,0,115.81,-1
72,60.46,-2.06,657.00,0,115.63,-1
73,60.46,-2.32,656.00,0,115.46,-1
74,60.47,-2.53,655.00,0,115.28,-1
75,60.47,-2.89,655.00,0,115.28,-1
76,60.47,-3.22,654.00,0,115.10,-1
77,60.48,-3.70,654.00,0,115.10,-1
78,60.48,-4.14,654.00,0,115.10,-1
79,60.49,-4.48,653.00,0,114.93,-1
80,60.49,-4.91,653.00,0,114.93,-1
