cnt,pos,speed,DTorque,STorque,Force,Dir
12097,19.96,-0.48,190.00,0,33.44,0
12098,19.96,-0.59,191.00,0,33.62,0
12099,19.96,-0.72,193.00,0,33.97,0
12100,19.96,-0.86,194.00,0,34.14,0
12101,19.96,-1.03,196.00,0,34.50,0
12102,19.97,-1.22,197.00,0,34.67,0
12103,19.97,-1.48,199.00,0,35.02,0
12104,19.97,-1.48,202.00,0,35.55,0
12105,19.97,-2.07,205.00,0,36.08,0
12106,19.97,-2.07,208.00,0,36.61,0
12107,19.97,-2.34,210.00,0,36.96,0
12108,19.98,-2.57,214.00,0,37.66,0
12109,19.98,-2.91,217.00,0,38.19,0
12110,19.98,-3.29,217.00,0,38.90,0
12111,19.99,-3.54,221.00,0,39.60,0
12112,19.99,-3.87,225.00,0,40.30,0
12113,19.99,-4.26,229.00,0,40.30,0
12114,20.00,-4.64,233.00,0,41.71,0
12115,20.00,-4.94,237.00,0,41.71,0
12116,20.01,-5.36,242.00,0,42.59,0
12117,20.01,-5.57,247.00,0,43.47,0
12118,20.02,-5.99,251.00,0,44.18,0
12119,20.03,-6.25,256.00,0,45.06,0
12120,20.03,-6.68,261.00,0,45.94,0
12121,20.04,-6.72,265.00,0,46.64,0
12122,20.05,-7.15,270.00,0,47.52,0
12123,20.06,-7.39,275.00,0,48.40,0
12124,20.06,-7.55,279.00,0,49.10,0
12125,20.07,-7.79,283.00,0,49.81,0
12126,20.08,-8.04,288.00,0,50.69,0
12127,20.09,-8.15,296.00,0,52.10,0
12128,20.10,-8.40,300.00,0,52.80,0
12129,20.11,-8.38,304.00,0,53.50,0
12130,20.12,-8.34,307.00,0,54.03,0
12131,20.13,-8.35,309.00,0,54.38,0
12132,20.14,-8.26,312.00,0,55.26,-1
12133,20.14,-7.98,316.00,0,55.62,-1
12134,20.16,-7.80,318.00,0,55.97,-1
12135,20.17,-7.55,319.00,0,56.14,-1
12136,20.18,-7.48,320.00,0,56.32,-1
12137,20.18,-7.31,320.00,0,56.32,-1
12138,20.19,-6.87,321.00,0,56.50,-1
12139,20.20,-6.64,321.00,0,56.50,-1
12140,20.21,-6.53,321.00,0,56.50,-1
12141,20.22,-6.23,321.00,0,56.50,-1
12142,20.22,-6.23,321.00,0,56.50,-1
12143,20.23,-5.98,321.00,0,56.50,-1
12144,20.24,-5.71,320.00,0,56.32,-1
12145,20.25,-5.78,320.00,0,56.32,-1
12146,20.25,-5.67,320.00,0,56.32,-1
12147,20.26,-5.72,321.00,0,56.50,-1
12148,20.26,-5.48,321.00,0,56.50,-1
12149,20.27,-5.50,321.00,0,56.50,-1
12150,20.27,-5.64,321.00,0,56.50,-1
12151,20.28,-5.59,321.00,0,56.50,-1
12152,20.28,-5.56,322.00,0,56.67,-1
12153,20.29,-5.44,322.00,0,56.67,-1
12154,20.30,-5.60,323.00,0,56.85,-1
12155,20.31,-5.64,323.00,0,56.85,-1
12156,20.31,-5.53,324.00,0,57.02,-1
12157,20.32,-5.57,324.00,0,57.20,-1
12158,20.33,-5.64,325.00,0,57.20,-1
12159,20.33,-5.59,325.00,0,57.20,-1
12160,20.34,-5.54,326.00,0,57.38,-1
12161,20.35,-5.73,327.00,0,57.55,-1
12162,20.36,-5.81,327.00,0,57.55,-1
12163,20.36,-5.60,327.00,0,57.55,-1
12164,20.37,-5.71,327.00,0,57.55,-1
12165,20.37,-5.85,327.00,0,57.73,-1
12166,20.39,-5.80,328.00,0,57.73,-1
12167,20.39,-5.86,328.00,0,57.73,-1
12168,20.40,-6.06,328.00,0,57.73,-1
12169,20.40,-6.11,328.00,0,57.73,-1
12170,20.41,-6.12,328.00,0,57.90,-1
12171,20.42,-6.43,329.00,0,57.90,-1
12172,20.43,-6.57,329.00,0,57.90,-1
12173,20.44,-6.54,330.00,0,58.08,-1
12174,20.44,-6.69,331.00,0,58.26,-1
12175,20.46,-7.15,331.00,0,58.26,-1
12176,20.46,-7.07,332.00,0,58.43,-1
12177,20.47,-7.43,332.00,0,58.43,-1
12178,20.48,-7.57,333.00,0,58.61,-1
12179,20.49,-7.87,334.00,0,58.78,-1
12180,20.50,-8.04,335.00,0,58.96,-1
12181,20.51,-8.17,335.00,0,58.96,-1
12182,20.52,-8.34,335.00,0,59.14,-1
12183,20.54,-8.60,336.00,0,59.14,-1
12184,20.55,-8.69,336.00,0,59.14,-1
