cnt,pos,speed,DTorque,STorque,Force,Dir
5475,23.03,3.11,437.00,0,76.91,0
5476,23.02,3.42,435.00,0,76.56,0
5477,23.02,3.84,433.00,0,76.21,0
5478,23.02,4.05,430.00,0,75.68,0
5479,23.01,4.37,428.00,0,75.33,0
5480,23.01,4.57,426.00,0,74.98,0
5481,23.00,4.71,424.00,0,74.62,0
5482,23.00,5.00,422.00,0,74.27,0
5483,22.99,5.24,420.00,0,73.92,0
5484,22.99,5.41,417.00,0,73.39,0
5485,22.98,5.45,415.00,0,73.04,0
5486,22.98,5.50,413.00,0,72.69,0
5487,22.97,5.83,412.00,0,72.51,0
5488,22.96,5.83,410.00,0,72.16,0
5489,22.96,5.99,409.00,0,71.98,0
5490,22.95,5.89,407.00,0,71.63,0
5491,22.95,6.12,406.00,0,71.46,0
5492,22.94,6.21,405.00,0,71.28,0
5493,22.93,6.38,404.00,0,71.10,0
5494,22.93,6.31,403.00,0,70.93,0
5495,22.92,6.62,401.00,0,70.58,0
5496,22.91,6.71,400.00,0,70.40,0
5497,22.91,6.90,399.00,0,70.22,0
5498,22.90,6.93,398.00,0,70.05,0
5499,22.89,7.30,396.00,0,69.70,0
5500,22.88,7.50,394.00,0,69.34,0
5501,22.88,7.46,392.00,0,68.99,0
5502,22.87,7.82,390.00,0,68.64,0
5503,22.86,8.05,388.00,0,68.29,0
5504,22.85,8.14,386.00,0,67.94,0
5505,22.84,8.38,385.00,0,67.76,0
5506,22.84,8.59,383.00,0,67.41,0
5507,22.83,8.61,380.00,0,66.53,0
5508,22.82,8.97,376.00,0,66.18,0
5509,22.80,8.83,375.00,0,66.00,0
5510,22.79,9.03,373.00,0,65.65,0
5511,22.78,8.96,372.00,0,65.47,0
5512,22.77,8.68,371.00,0,65.30,-1
5513,22.77,8.78,370.00,0,65.12,-1
5514,22.76,8.58,370.00,0,65.12,-1
5515,22.74,8.22,370.00,0,65.12,-1
5516,22.73,7.99,371.00,0,65.30,-1
5517,22.72,7.59,372.00,0,65.47,-1
5518,22.72,7.60,373.00,0,65.65,-1
5519,22.71,7.39,374.00,0,65.82,-1
5520,22.70,6.98,378.00,0,66.53,-1
5521,22.69,6.76,379.00,0,66.70,-1
5522,22.68,6.58,380.00,0,66.88,-1
5523,22.68,6.28,382.00,0,67.23,-1
5524,22.67,6.41,383.00,0,67.41,-1
5525,22.66,6.19,386.00,0,67.94,-1
