cnt,pos,speed,DTorque,STorque,Force,Dir
1,20.27,-6.28,143.00,0,25.17,-1
2,20.28,-6.37,145.00,0,25.52,-1
3,20.29,-6.37,147.00,0,25.87,-1
4,20.29,-6.44,149.00,0,26.22,-1
5,20.30,-6.85,154.00,0,27.10,-1
6,20.31,-6.85,156.00,0,27.46,-1
7,20.32,-7.01,158.00,0,27.81,-1
8,20.33,-7.20,160.00,0,28.16,-1
9,20.33,-7.37,163.00,0,28.69,-1
10,20.34,-7.36,165.00,0,29.04,-1
11,20.35,-7.68,168.00,0,29.57,-1
12,20.36,-7.86,170.00,0,29.92,-1
13,20.36,-7.76,172.00,0,30.27,-1
14,20.37,-8.12,175.00,0,30.80,-1
15,20.38,-8.29,177.00,0,31.15,-1
16,20.39,-8.22,180.00,0,31.68,-1
17,20.40,-8.52,182.00,0,32.03,-1
18,20.41,-8.68,184.00,0,32.38,-1
19,20.42,-8.61,187.00,0,32.91,-1
20,20.42,-8.92,189.00,0,33.26,-1
21,20.43,-9.10,191.00,0,33.62,-1
22,20.44,-8.93,193.00,0,33.97,-1
23,20.45,-9.32,195.00,0,34.32,-1
24,20.46,-9.35,198.00,0,34.85,-1
25,20.47,-9.50,200.00,0,35.20,-1
26,20.48,-9.70,202.00,0,35.55,-1
27,20.49,-9.63,204.00,0,35.90,-1
28,20.50,-9.90,205.00,0,36.08,-1
29,20.51,-10.00,207.00,0,36.43,-1
30,20.52,-10.09,209.00,0,36.78,-1
31,20.53,-10.35,211.00,0,37.14,-1
32,20.54,-10.17,213.00,0,37.49,-1
33,20.55,-10.40,214.00,0,37.66,-1
34,20.56,-10.43,217.00,0,38.19,-1
35,20.58,-10.57,218.00,0,38.37,-1
36,20.59,-10.22,218.00,0,38.37,-1
37,20.60,-10.53,219.00,0,38.54,-1
38,20.61,-10.38,220.00,0,38.72,-1
39,20.62,-10.51,220.00,0,38.72,-1
40,20.63,-10.53,221.00,0,38.90,-1
41,20.64,-10.67,222.00,0,39.07,-1
42,20.66,-10.60,222.00,0,39.07,-1
43,20.67,-10.93,223.00,0,39.25,-1
44,20.68,-11.02,223.00,0,39.25,-1
45,20.69,-11.02,223.00,0,39.42,-1
46,20.70,-11.18,225.00,0,39.60,-1
47,20.71,-11.38,226.00,0,39.78,-1
48,20.73,-11.95,227.00,0,39.95,-1
49,20.75,-12.20,229.00,0,40.30,-1
50,20.76,-12.59,231.00,0,40.66,-1
51,20.77,-12.97,233.00,0,41.01,-1
52,20.79,-13.37,235.00,0,41.36,-1
53,20.80,-13.75,240.00,0,42.24,-1
54,20.81,-14.14,240.00,0,42.24,-1
55,20.83,-15.01,246.00,0,43.30,-1
56,20.86,-15.49,249.00,0,43.82,-1
57,20.87,-15.80,253.00,0,44.53,-1
58,20.89,-16.08,256.00,0,45.06,-1
59,20.91,-16.74,259.00,0,45.58,-1
60,20.92,-16.79,262.00,0,46.11,-1
61,20.94,-17.12,265.00,0,46.64,-1
62,20.96,-17.47,268.00,0,47.17,-1
63,20.98,-17.58,271.00,0,47.70,-1
64,20.99,-17.73,273.00,0,48.05,-1
65,21.01,-17.78,275.00,0,48.40,-1
66,21.03,-17.89,276.00,0,48.58,-1
67,21.05,-17.66,277.00,0,48.75,-1
68,21.08,-17.75,277.00,0,48.75,-1
69,21.10,-17.45,277.00,0,48.75,-1
70,21.12,-17.46,276.00,0,48.58,-1
71,21.13,-17.55,276.00,0,48.58,-1
72,21.15,-17.69,275.00,0,48.40,-1
73,21.17,-17.76,274.00,0,48.22,-1
74,21.19,-18.57,274.00,0,48.22,-1
75,21.23,-18.86,275.00,0,48.40,-1
76,21.24,-19.35,276.00,0,48.58,-1
77,21.26,-19.75,277.00,0,48.75,-1
78,21.29,-20.52,279.00,0,49.10,-1
79,21.31,-21.02,281.00,0,49.98,-1
80,21.35,-21.91,287.00,0,50.51,-1
81,21.37,-22.49,289.00,0,50.86,-1
82,21.40,-22.88,292.00,0,51.39,-1
83,21.42,-23.09,295.00,0,51.92,-1
84,21.44,-23.24,297.00,0,52.27,-1
85,21.46,-23.31,298.00,0,52.45,-1
86,21.49,-23.21,299.00,0,52.62,-1
87,21.51,-23.11,299.00,0,52.62,-1
88,21.53,-23.13,298.00,0,52.45,-1
89,21.56,-23.00,297.00,0,52.27,-1
90,21.58,-23.19,295.00,0,51.92,-1
91,21.63,-23.64,295.00,0,51.92,-1
92,21.65,-24.04,294.00,0,51.74,-1
93,21.68,-24.69,295.00,0,51.92,-1
94,21.70,-25.32,296.00,0,52.10,-1
95,21.73,-26.09,298.00,0,52.45,-1
96,21.75,-26.79,300.00,0,52.80,-1
97,21.78,-27.44,303.00,0,53.33,-1
98,21.81,-28.15,307.00,0,54.03,-1
99,21.84,-28.75,310.00,0,55.26,-1
100,21.87,-29.49,317.00,0,55.79,-1
101,21.93,-29.72,319.00,0,56.14,-1
102,21.96,-29.53,321.00,0,56.50,-1
103,21.99,-29.58,322.00,0,56.67,-1
104,22.02,-29.73,322.00,0,56.67,-1
105,22.05,-29.84,322.00,0,56.67,-1
106,22.08,-30.18,322.00,0,56.67,-1
107,22.11,-30.87,322.00,0,56.67,-1
108,22.17,-31.59,323.00,0,56.85,-1
109,22.20,-32.12,324.00,0,57.02,-1
110,22.23,-32.53,325.00,0,57.20,-1
111,22.27,-33.01,327.00,0,57.55,-1
112,22.30,-33.37,328.00,0,57.73,-1
113,22.33,-33.37,329.00,0,57.90,-1
114,22.37,-33.50,329.00,0,57.90,-1
115,22.40,-33.42,328.00,0,57.73,-1
116,22.47,-33.84,326.00,0,57.38,-1
117,22.50,-34.35,325.00,0,57.20,-1
118,22.54,-34.77,325.00,0,57.20,-1
119,22.57,-35.80,326.00,0,57.38,-1
120,22.61,-36.50,328.00,0,57.73,-1
121,22.65,-37.53,330.00,0,58.08,-1
122,22.68,-38.25,334.00,0,58.78,-1
123,22.72,-39.13,337.00,0,59.31,-1
124,22.76,-39.42,344.00,0,60.54,-1
125,22.80,-39.84,346.00,0,60.90,-1
126,22.88,-40.22,347.00,0,61.07,-1
127,22.92,-40.89,349.00,0,61.42,-1
128,22.97,-41.17,350.00,0,61.60,-1
129,23.01,-41.86,352.00,0,61.95,-1
130,23.05,-42.82,354.00,0,62.30,-1
131,23.09,-43.25,356.00,0,62.66,-1
132,23.14,-43.91,358.00,0,63.01,-1
133,23.18,-44.26,361.00,0,63.54,-1
134,23.23,-44.46,362.00,0,63.71,-1
135,23.27,-44.38,363.00,0,63.89,-1
136,23.31,-44.59,362.00,0,63.71,-1
137,23.36,-44.96,362.00,0,63.71,-1
138,23.41,-45.60,361.00,0,63.54,-1
139,23.45,-46.39,363.00,0,63.89,-1
140,23.50,-47.95,367.00,0,64.59,-1
141,23.60,-48.46,369.00,0,64.94,-1
142,23.64,-48.71,372.00,0,65.47,-1
143,23.69,-48.80,373.00,0,65.65,-1
144,23.74,-48.85,373.00,0,65.65,-1
