cnt,pos,speed,DTorque,STorque,Force,Dir
3764,22.39,0.17,495.00,0,87.12,0
3765,22.39,0.23,494.00,0,86.94,0
3766,22.39,0.30,494.00,0,86.94,0
3767,22.39,0.39,494.00,0,86.94,0
3768,22.39,0.46,494.00,0,86.94,0
3769,22.39,0.53,494.00,0,86.94,0
3770,22.39,0.60,494.00,0,86.94,0
3771,22.39,0.65,494.00,0,86.94,0
3772,22.39,0.70,495.00,0,87.12,0
3773,22.38,0.74,495.00,0,87.12,0
3774,22.38,0.78,495.00,0,87.12,0
3775,22.38,0.82,495.00,0,87.12,0
3776,22.38,0.87,496.00,0,87.30,0
3777,22.38,0.93,497.00,0,87.47,0
3778,22.38,0.99,497.00,0,87.47,0
3779,22.38,1.03,498.00,0,87.65,0
3780,22.38,1.05,498.00,0,87.65,0
3781,22.38,1.15,498.00,0,87.65,0
3782,22.38,1.27,499.00,0,87.82,0
3783,22.37,1.36,499.00,0,87.82,0
3784,22.37,1.45,500.00,0,88.00,0
3785,22.37,1.51,500.00,0,88.00,0
3786,22.37,1.56,500.00,0,88.00,0
3787,22.37,1.62,500.00,0,88.00,0
3788,22.37,1.64,500.00,0,88.00,0
3789,22.36,1.69,501.00,0,88.18,0
3790,22.36,1.72,501.00,0,88.18,0
3791,22.36,1.73,502.00,0,88.35,0
3792,22.36,1.70,502.00,0,88.35,0
3793,22.36,1.64,503.00,0,88.53,0
3794,22.36,1.62,504.00,0,88.70,0
3795,22.35,1.58,505.00,0,88.88,0
3796,22.35,1.50,507.00,0,89.23,0
3797,22.35,1.47,508.00,0,89.41,0
3798,22.35,1.41,510.00,0,89.76,0
3799,22.35,1.37,511.00,0,89.94,0
3800,22.35,1.29,512.00,0,90.11,0
3801,22.35,1.21,514.00,0,90.46,0
3802,22.34,1.16,515.00,0,90.99,-1
3803,22.34,1.07,518.00,0,91.17,-1
3804,22.34,1.03,520.00,0,91.52,-1
3805,22.34,1.02,521.00,0,91.70,-1
3806,22.34,0.99,523.00,0,92.05,-1
3807,22.34,0.96,524.00,0,92.40,-1
3808,22.34,0.96,527.00,0,92.75,-1
3809,22.33,0.98,528.00,0,92.93,-1
3810,22.33,0.98,529.00,0,93.10,-1
3811,22.33,1.01,530.00,0,93.28,-1
3812,22.33,1.07,531.00,0,93.63,-1
3813,22.33,1.12,532.00,0,93.63,-1
3814,22.33,1.19,532.00,0,93.63,-1
3815,22.33,1.22,533.00,0,93.81,-1
3816,22.33,1.31,534.00,0,93.98,-1
3817,22.33,1.42,534.00,0,93.98,-1
3818,22.32,1.48,534.00,0,93.98,-1
3819,22.32,1.59,534.00,0,93.98,-1
3820,22.32,1.64,534.00,0,93.98,-1
3821,22.32,1.69,534.00,0,93.98,-1
3822,22.32,1.73,533.00,0,93.81,-1
3823,22.31,1.82,533.00,0,93.81,-1
3824,22.31,1.86,533.00,0,93.81,-1
3825,22.31,1.90,532.00,0,93.63,-1
3826,22.31,1.93,531.00,0,93.46,-1
3827,22.30,1.97,531.00,0,93.46,-1
3828,22.30,1.93,531.00,0,93.46,-1
3829,22.30,2.03,530.00,0,93.28,-1
3830,22.30,2.07,529.00,0,93.10,-1
3831,22.29,2.02,528.00,0,92.93,-1
3832,22.29,2.01,527.00,0,92.75,-1
3833,22.29,1.99,527.00,0,92.75,-1
3834,22.29,2.00,526.00,0,92.58,-1
3835,22.29,1.95,525.00,0,92.40,-1
3836,22.28,1.75,525.00,0,92.40,-1
3837,22.28,1.73,524.00,0,92.22,-1
3838,22.28,1.65,524.00,0,92.22,-1
3839,22.28,1.51,523.00,0,92.05,-1
3840,22.28,1.45,523.00,0,92.05,-1
3841,22.27,1.27,522.00,0,91.87,-1
3842,22.27,1.16,522.00,0,91.87,-1
3843,22.27,1.00,522.00,0,91.87,-1
3844,22.27,0.82,522.00,0,91.87,-1
3845,22.27,0.66,521.00,0,91.70,-1
3846,22.27,0.30,521.00,0,91.70,-1
3847,22.27,0.14,522.00,0,91.87,-1
3848,22.27,-0.02,522.00,0,91.87,-1
3849,22.27,-0.14,522.00,0,91.87,-1
3850,22.27,-0.19,521.00,0,91.70,-1
3851,22.27,-0.12,520.00,0,91.52,-1
3852,22.27,-0.07,519.00,0,91.34,-1
3853,22.27,-0.06,517.00,0,90.99,-1
3854,22.27,-0.08,516.00,0,90.82,-1
3855,22.27,-0.20,512.00,0,90.11,-1
3856,22.27,-0.29,511.00,0,89.94,-1
3857,22.27,-0.37,509.00,0,89.58,-1
3858,22.27,-0.44,507.00,0,89.23,-1
3859,22.27,-0.51,505.00,0,88.70,-1
3860,22.27,-0.59,502.00,0,88.35,-1
3861,22.27,-0.63,499.00,0,87.82,-1
3862,22.27,-0.68,497.00,0,87.47,-1
3863,22.28,-0.75,495.00,0,87.12,-1
3864,22.28,-0.85,491.00,0,86.42,-1
3865,22.28,-1.09,489.00,0,86.06,-1
3866,22.28,-1.25,486.00,0,85.54,-1
3867,22.28,-1.47,485.00,0,85.36,-1
3868,22.28,-1.69,483.00,0,85.01,-1
3869,22.28,-1.91,481.00,0,84.48,-1
3870,22.29,-2.60,479.00,0,84.30,-1
3871,22.29,-2.91,478.00,0,84.13,-1
3872,22.30,-3.20,477.00,0,83.95,-1
3873,22.30,-3.62,476.00,0,83.78,-1
3874,22.30,-3.87,476.00,0,83.60,-1
3875,22.31,-4.44,474.00,0,83.42,-1
3876,22.32,-4.94,474.00,0,83.42,-1
3877,22.32,-5.14,474.00,0,83.42,-1
3878,22.33,-5.54,473.00,0,83.25,-1
3879,22.33,-5.60,473.00,0,83.25,-1
3880,22.34,-5.95,472.00,0,83.07,-1
3881,22.35,-6.28,471.00,0,82.90,-1
3882,22.35,-6.64,470.00,0,82.72,-1
3883,22.36,-6.69,469.00,0,82.54,-1
3884,22.37,-7.14,468.00,0,82.37,-1
3885,22.37,-7.43,467.00,0,82.19,-1
3886,22.38,-7.64,466.00,0,82.02,-1
3887,22.39,-7.92,465.00,0,81.84,-1
3888,22.40,-8.43,464.00,0,81.66,-1
3889,22.41,-8.75,463.00,0,81.49,-1
3890,22.41,-9.24,463.00,0,81.49,-1
3891,22.42,-9.89,463.00,0,81.49,-1
3892,22.43,-10.14,463.00,0,81.49,-1
3893,22.45,-11.06,463.00,0,81.49,-1
3894,22.46,-11.66,464.00,0,81.66,-1
3895,22.47,-12.50,466.00,0,82.02,-1
3896,22.48,-13.28,468.00,0,82.37,-1
3897,22.50,-14.27,470.00,0,82.72,-1
3898,22.51,-15.05,473.00,0,83.25,-1
3899,22.53,-16.17,477.00,0,83.95,-1
3900,22.55,-17.00,481.00,0,84.66,-1
3901,22.56,-17.97,486.00,0,85.54,-1
3902,22.58,-18.86,490.00,0,86.24,-1
3903,22.60,-19.79,495.00,0,87.12,-1
3904,22.62,-20.51,500.00,0,88.00,-1
3905,22.64,-21.18,505.00,0,88.88,-1
3906,22.67,-21.78,509.00,0,89.58,-1
3907,22.69,-22.34,516.00,0,90.82,-1
3908,22.73,-22.35,517.00,0,90.99,-1
3909,22.76,-22.21,517.00,0,90.99,-1
3910,22.78,-21.99,516.00,0,90.82,-1
3911,22.80,-21.04,510.00,0,89.76,-1
3912,22.84,-20.83,505.00,0,88.88,-1
3913,22.86,-20.61,500.00,0,88.00,-1
3914,22.88,-20.71,494.00,0,86.94,-1
3915,22.90,-21.67,485.00,0,85.36,-1
3916,22.95,-22.19,482.00,0,84.83,-1
3917,22.97,-23.12,480.00,0,84.48,-1
3918,22.99,-24.18,480.00,0,84.48,-1
3919,23.02,-25.26,481.00,0,84.66,-1
3920,23.05,-26.34,483.00,0,85.54,-1
3921,23.07,-28.14,488.00,0,85.89,-1
3922,23.13,-28.76,491.00,0,86.42,-1
3923,23.16,-29.06,493.00,0,86.77,-1
3924,23.19,-29.30,495.00,0,87.12,-1
3925,23.22,-29.04,494.00,0,86.59,-1
3926,23.27,-28.52,489.00,0,86.06,-1
3927,23.30,-28.24,485.00,0,85.36,-1
3928,23.33,-28.41,480.00,0,84.48,-1
3929,23.36,-28.86,476.00,0,83.78,-1
3930,23.39,-29.54,473.00,0,82.90,-1
3931,23.45,-31.33,470.00,0,82.72,-1
3932,23.48,-32.39,470.00,0,82.72,-1
3933,23.52,-33.54,472.00,0,83.07,-1
3934,23.55,-34.24,474.00,0,83.42,-1
3935,23.59,-34.82,476.00,0,83.95,-1
3936,23.62,-35.14,477.00,0,83.95,-1
3937,23.69,-35.04,475.00,0,83.60,-1
3938,23.73,-34.88,473.00,0,83.25,-1
3939,23.76,-34.98,470.00,0,82.72,-1
3940,23.80,-35.46,466.00,0,82.02,-1
3941,23.83,-36.96,461.00,0,81.14,-1
3942,23.91,-37.58,460.00,0,80.96,-1
3943,23.95,-38.80,460.00,0,80.96,-1
3944,23.99,-39.36,461.00,0,81.14,-1
3945,24.03,-39.93,461.00,0,81.14,-1
3946,24.11,-40.13,460.00,0,80.96,-1
3947,24.15,-40.35,457.00,0,80.43,-1
3948,24.19,-40.45,454.00,0,79.90,-1
3949,24.23,-41.10,450.00,0,79.20,-1
3950,24.27,-41.92,447.00,0,78.67,-1
3951,24.36,-43.77,447.00,0,78.67,-1
3952,24.40,-44.76,449.00,0,79.02,-1
3953,24.45,-45.38,450.00,0,79.20,-1
3954,24.49,-45.55,450.00,0,79.20,-1
3955,24.54,-45.58,449.00,0,78.67,-1
3956,24.58,-45.82,444.00,0,78.14,-1
3957,24.67,-46.42,441.00,0,77.62,-1
3958,24.72,-47.18,439.00,0,77.26,-1
3959,24.77,-48.09,437.00,0,76.91,-1
3960,24.82,-49.57,437.00,0,76.91,-1
3961,24.92,-49.95,436.00,0,76.74,-1
3962,24.97,-50.05,435.00,0,76.56,-1
3963,25.02,-50.24,432.00,0,76.03,-1
3964,25.07,-50.70,426.00,0,74.98,-1
3965,25.23,-53.61,425.00,0,74.80,-1
