cnt,pos,speed,DTorque,DAC,STorque,Force,Dir
1,17.0275,0.0456,39,0,0,16,0
2,17.0251,0.0456,39,0,0,16,0
3,17.0242,0.0426,39,0,0,16,0
4,17.0233,0.0487,39,0,0,16,0
5,17.0224,0.0396,39,0,0,16,0
6,17.0216,0.0426,39,0,0,16,0
7,17.0208,0.0304,39,0,0,16,0
8,17.0201,0.0426,39,0,0,16,0
9,17.0193,0.0365,39,0,0,16,0
10,17.0184,0.0365,39,0,0,16,0
11,17.0178,0.0335,39,0,0,16,0
12,17.0167,0.0456,39,0,0,16,0
13,17.0159,0.0365,39,0,0,16,0
14,17.0151,0.0396,39,0,0,16,0
15,17.0144,0.0365,39,0,0,16,0
16,17.0137,0.0396,39,0,0,16,0
17,17.013,0.0243,39,0,0,16,0
18,17.0125,0.0213,39,0,0,16,0
19,17.012,0.0183,39,0,0,16,0
20,17.0115,0.0365,39,0,0,16,0
21,17.0109,0.0304,39,0,0,16,0
22,17.0104,0.0183,39,0,0,16,0
23,17.0099,0.0213,39,0,0,16,0
24,17.0094,0.0243,39,0,0,16,0
25,17.0089,0.0183,39,0,0,16,0
26,17.0084,0.0304,39,0,0,16,0
27,17.0079,0.0304,39,0,0,16,0
28,17.0074,0.0213,39,0,0,16,0
29,17.0069,0.0213,39,0,0,16,0
30,17.0065,0.0274,39,0,0,16,0
31,17.006,0.0152,39,0,0,16,0
32,17.0055,0.0274,39,0,0,16,0
33,17.0051,0.0152,39,0,0,16,0
34,17.0047,0.0213,39,0,0,16,0
35,17.0042,0.0152,39,0,0,16,0
36,17.0037,0.0243,39,0,0,16,0
37,17.0033,0.0152,39,0,0,16,0
38,17.0028,0.0183,39,0,0,16,0
39,17.0023,0.0274,39,0,0,16,0
40,17.0019,0.0152,39,0,0,16,0
41,17.0015,0.0183,39,0,0,16,0
42,17.0011,0.0183,39,0,0,16,0
43,17.0008,0.0213,39,0,0,16,0
44,17.0005,0.0122,39,0,0,16,0
45,17.0001,0.0122,39,0,0,16,0
46,16.9998,0.0213,39,0,0,16,0
47,16.9994,0.0152,39,0,0,16,0
48,16.9992,0.0152,39,0,0,16,0
49,16.9989,0.0183,39,0,0,16,0
50,16.9985,0.0122,39,0,0,16,0
51,16.9982,0,39,0,0,16,0
52,16.998,0.0122,39,0,0,16,0
53,16.9977,0.0183,39,0,0,16,0
54,16.9974,0.0091,39,0,0,16,0
55,16.9971,0.0183,39,0,0,16,0
56,16.9967,0.0213,39,0,0,16,0
57,16.9964,0,39,0,0,16,0
58,16.9961,0.0061,39,0,0,16,0
59,16.9958,0.0243,39,0,0,16,0
60,16.9955,0.0091,39,0,0,16,0
61,16.9953,0.0152,39,0,0,16,0
62,16.9951,0.0183,39,0,0,16,0
63,16.9948,0.003,39,0,0,16,0
64,16.9946,0,39,0,0,16,0
65,16.9943,0.0152,39,0,0,16,0
66,16.994,0,39,0,0,16,0
67,16.9938,0.0091,39,0,0,16,0
68,16.9936,0.0061,39,0,0,16,0
69,16.9935,0.0122,39,0,0,16,0
70,16.9932,0.0183,39,0,0,16,0
71,16.9931,0.0243,39,0,0,16,0
72,16.9929,0.0304,39,0,0,16,0
73,16.9926,0.0183,39,0,0,16,0
74,16.9924,0.0274,39,0,0,16,0
75,16.9922,-0.003,39,0,0,16,0
76,16.992,0.003,39,0,0,16,0
77,16.9918,0.003,39,0,0,16,0
78,16.9916,0.0152,39,0,0,16,0
79,16.9914,0.0183,39,0,0,16,0
80,16.9912,0,39,0,0,16,0
81,16.9911,0.0152,39,0,0,16,0
82,16.9909,0.0091,39,0,0,16,0
83,16.9908,0.0243,39,0,0,16,0
84,16.9905,0.0183,39,0,0,16,0
85,16.9904,0.0061,39,0,0,16,0
86,16.9902,0.0152,39,0,0,16,0
87,16.9901,0.0152,39,0,0,16,0
88,16.9899,0,39,0,0,16,0
89,16.9898,0.0152,39,0,0,16,0
90,16.9897,0.0152,39,0,0,16,0
91,16.9895,0.0243,38,0,0,16,0
92,16.9893,0.0091,39,0,0,16,0
93,16.9892,0.0091,38,0,0,16,0
94,16.989,0.0061,39,0,0,16,0
95,16.9888,0.0122,39,0,0,16,0
96,16.9887,0.0061,39,0,0,16,0
97,16.9885,0.0213,39,0,0,16,0
98,16.9884,0.0091,39,0,0,16,0
99,16.9882,0.0091,39,0,0,16,0
