cnt,pos,speed,DTorque,sTorque,Force
2974,146.999,-0.0048,67,-19,30
2975,146.999,-0.0012,67,-15,30
2976,146.999,-0.006,67,-15,30
2977,146.999,-0.0083,67,-15,30
2978,146.999,-0.0095,66,-15,29
2979,146.999,-0.0203,65,-15,29
2980,146.999,-0.0608,63,-15,28
2981,146.999,-0.0918,59,-15,26
2982,146.999,-0.1919,55,-15,24
2983,147,-0.3314,53,-15,23
2984,147.001,-0.5448,47,-19.5,21
2985,147.002,-0.6938,41,-19.5,18
2986,147.003,-1.0061,38,-19.5,17
2987,147.004,-1.1778,32,-19.5,14
2988,147.006,-1.657,28,-19.5,12
2989,147.008,-1.9276,22,-19.5,9
2990,147.012,-2.4437,18,-19.5,8
2991,147.014,-2.7763,11,-19.5,4
2992,147.02,-3.488,7,-19.5,3
2993,147.024,-3.8444,1,-19.5,0
2994,147.032,-4.5942,-1,-19,0
2995,147.042,-5.0734,-4,-19,-1
2996,147.047,-5.8303,-5,-19,-2
2997,147.209,-10.0371,30,1,13
2998,147.239,-9.9775,40,-19,18
2999,147.279,-9.7737,49,-19,22
3000,147.308,-9.4006,56,-194,25
3001,147.345,-9.0537,61,-194,27
3002,147.422,-8.1107,60,-194,27
3003,147.447,-8.0917,56,-19,25
3004,147.463,-8.0953,50,-19,22
3005,147.487,-8.1847,46,-19,20
3006,147.512,-8.4648,38,-19,17
3007,147.529,-8.6901,29,-19,13
3008,147.555,-9.2456,22,-1,9
3009,147.574,-9.7403,12,-1,5
3010,147.604,-10.6355,7,-1,3
3011,147.626,-11.2649,4,-1,1
3012,147.661,-12.1268,4,-1,1
3013,147.685,-12.6191,5,-14,2
3014,147.724,-13.3451,8,-14,3
3015,147.751,-13.5608,11,-14,4
3016,147.764,-13.8731,15,-14,6
3017,147.792,-14.102,17,-14,7
3018,147.807,-14.2939,19,-14,8
3019,147.821,-14.3535,24,-14,10
3020,147.85,-14.4441,27,-14,12
3021,147.864,-14.4251,34,-14,15
3022,147.893,-14.3655,37,-14,16
3023,147.907,-14.3082,43,-14,19
3024,147.936,-14.1318,47,-19,21
3025,147.964,-13.9745,53,-19,23
3026,147.978,-13.6645,56,-19,25
3027,147.991,-13.5036,62,-19,27
3028,148.018,-13.0053,65,-19,29
3029,148.044,-12.8265,69,-19,31
3030,148.057,-12.2949,71,-19,31
3031,148.069,-12.0886,73,-19,32
3032,148.116,-11.2304,73,-19,32
3033,148.127,-11.0527,73,-19,32
3034,148.149,-10.6951,71,-1.3,31
3035,148.17,-10.5461,70,-1.3,31
3036,148.181,-10.2505,69,-1.3,31
3037,148.201,-10.111,66,-1.3,29
3038,148.211,-9.906,64,-1.3,28
3039,148.221,-9.8476,60,-1.3,27
3040,148.241,-9.7892,57,-1.3,25
3041,148.25,-9.7737,52,-1.3,23
3042,148.27,-9.7832,49,-1.3,22
3043,148.28,-9.8869,44,-1.3,19
3044,148.3,-9.9513,41,-1.3,18
3045,148.31,-10.1313,37,-1.3,16
3046,148.32,-10.2684,30,-19.3,13
3047,148.34,-10.5747,27,-19.3,12
3048,148.351,-10.7214,19,-19.3,8
3049,148.373,-10.9383,16,-19.3,7
3050,148.384,-11.4712,7,-19.3,3
3051,148.407,-11.7537,3,-19.3,1
3052,148.432,-12.7872,-6,-19.3,-2
3053,148.458,-13.1913,-13,-19.3,-5
3054,148.471,-13.9876,-16,-19.3,-7
3055,148.485,-14.3798,-20,-19.3,-9
3056,148.514,-15.2369,-21,-19.3,-9
3057,148.545,-15.7065,-22,-19.3,-9
3058,148.561,-16.5124,-23,-19.3,-10
3059,148.595,-17.3325,-23,-19.3,-10
3060,148.612,-17.733,-20,-19.3,-9
3061,148.648,-18.037,-18,-19.3,-8
3062,148.704,-19.303,-12,-19.3,-5
3063,148.723,-19.5724,-7,-19.3,-3
3064,148.763,-20.023,-2,-19.3,0
3065,148.803,-20.2208,1,-19.3,0
3066,148.823,-20.5224,8,-19.3,3
3067,148.865,-20.6309,12,-19.3,5
3068,148.885,-20.7823,21,-19.3,9
3069,148.906,-20.8193,25,-19.3,11
3070,148.948,-20.8407,34,-19.3,15
3071,148.989,-20.7644,39,-19.3,17
3072,149.01,-20.4712,50,-19.3,22
3073,149.051,-20.2936,60,-19.3,27
3074,149.092,-19.874,70,-19.3,31
3075,149.131,-19.6737,74,-19.3,33
3076,149.15,-19.1289,78,-19.3,35
3077,149.188,-18.819,87,-19.3,39
3078,149.207,-18.1383,93,-19.3,41
3079,149.243,-17.7557,95,-19.3,42
3080,149.26,-17.1203,96,-19.3,43
3081,149.277,-16.7687,98,-19.3,44
3082,149.343,-15.5551,101,-19.3,45
3083,149.373,-15.269,101,-19.3,45
3084,149.388,-14.6837,99,-19.3,44
3085,149.417,-14.2117,97,-19.2,43
3086,149.432,-14.0365,95,-19.2,42
3087,149.46,-13.86,93,-19.2,41
3088,149.473,-13.5871,90,-19.2,40
3089,149.5,-13.4976,89,-19.2,40
3090,149.514,-13.3308,87,-19.2,39
3091,149.567,-13.2235,73,-19.2,32
3092,149.593,-13.2223,70,-19.2,31
3093,149.607,-13.4917,64,-19.2,28
3094,149.634,-13.5549,61,-19.2,27
3095,149.647,-13.9709,55,-19.2,24
3096,149.676,-14.1771,51,-19.2,22
3097,149.69,-14.6778,45,-19.2,20
3098,149.72,-14.9853,41,-19.2,18
3099,149.735,-15.6779,38,-19.2,17
3100,149.751,-16.1273,31,-19.2,13
3101,149.783,-17.0083,24,-19.2,10
3102,149.818,-18.0823,21,-19.2,9
3103,149.836,-18.6676,16,-19.1,7
3104,149.874,-19.8656,13,-19.1,5
3105,149.894,-20.5069,8,-19.1,3
3106,149.936,-21.2365,6,-19.1,2
3107,149.957,-22.6872,5,-19.1,2
3108,150.003,-23.35,5,-19.1,2
3109,150.028,-24.8341,6,-19.1,2
3110,150.078,-25.5982,9,-19.1,4
3111,150.104,-27.0322,13,-19.1,5
3112,150.159,-27.7356,16,-19.1,7
3113,150.217,-29.6858,25,-19,11
3114,150.277,-30.2997,34,-19,15
3115,150.307,-31.4703,39,-19,17
3116,150.371,-32.4776,52,-19,23
3117,150.404,-32.9174,64,-19,28
3118,150.47,-33.7245,70,-19,31
3119,150.503,-34.1703,85,-19,38
3120,150.538,-34.3622,93,-19,41
3121,150.712,-35.2312,118,-18.9,53
3122,150.783,-35.4625,126,-18.9,56
3123,150.854,-35.6532,135,-18.9,60
3124,150.89,-35.8201,140,-18.9,63
3125,150.926,-35.8618,148,-18.9,66
3126,150.998,-36.0227,155,-18.9,69
3127,151.07,-36.105,158,-18.9,71
3128,151.106,-36.1551,160,-18.9,72
3129,151.178,-36.248,163,-18.9,73
3130,151.214,-36.4555,166,-18.8,74
