cnt,pos,speed,DTorque,sTorque,Force
3038,82.9997,-0.0012,43,-14,19
3039,82.9997,0,43,-14,19
3040,82.9997,0.0012,43,-14,19
3041,82.9997,-0.0024,43,-14,19
3042,82.9998,-0.0095,42,-14,18
3043,82.9998,-0.0405,40,-14,18
3044,82.9998,-0.0715,37,-14,16
3045,83,-0.1621,35,-14,15
3046,83.0002,-0.2277,30,-14,13
3047,83.0007,-0.3123,27,-14,12
3048,83.0011,-0.4995,21,-14,9
3049,83.0022,-0.6258,18,-14,8
3050,83.003,-0.9811,11,-14,4
3051,83.0052,-1.1861,9,-14,4
3052,83.0066,-1.6283,5,-14,2
3053,83.0101,-1.8906,4,-14,1
3054,83.0122,-2.3674,4,-14,1
3055,83.0171,-2.5415,4,-14,1
3056,83.0199,-2.9778,5,-14,2
3057,83.0229,-3.153,9,-14,4
3058,83.0294,-3.3187,11,-14,4
3059,83.0328,-3.5988,15,-14,6
3060,83.0401,-3.7049,17,-14,7
3061,83.0439,-3.8563,19,-14,8
3062,83.1218,-3.6751,45,-14,20
3063,83.1292,-3.6525,48,-14,21
3064,83.1399,-3.4629,50,-14,22
3065,83.1468,-3.3902,49,-14,22
3066,83.1535,-3.3115,48,-14,21
3067,83.1568,-3.3008,45,-14,20
3068,83.1635,-3.3175,43,-14,19
3069,83.1668,-3.3819,42,-14,18
3070,83.1702,-3.4355,37,-14,16
3071,83.1771,-3.6012,35,-14,15
3072,83.1844,-3.6966,30,-14,13
3073,83.1883,-4.0041,24,-14,10
3074,83.1965,-4.3725,21,-14.2,9
3075,83.2009,-4.593,15,-14.2,6
3076,83.2103,-4.8684,13,-14.2,5
3077,83.2208,-5.3917,10,-14.2,4
3078,83.2265,-5.9519,10,-14.2,4
3079,83.2324,-6.2225,11,-14.2,4
3080,83.2451,-6.7029,12,-14.2,5
3081,83.2518,-6.9473,15,-14.2,6
3082,83.2659,-7.3121,17,-14.2,7
3083,83.2807,-7.4861,21,-14.2,9
3084,83.2883,-7.6792,26,-14.2,11
3085,83.3038,-7.7889,29,-14.2,13
3086,83.3116,-7.8843,35,-14.2,15
3087,83.3274,-7.8366,38,-14.2,17
3088,83.3353,-7.8294,44,-14.2,19
3089,83.3508,-7.6721,47,-14.2,21
3090,83.3661,-7.6089,51,-14.2,22
3091,83.3736,-7.3633,53,-14.2,23
3092,83.3953,-7.0331,59,-14,26
3093,83.4093,-6.7983,60,-14,27
3094,83.4228,-6.6946,60,-14,27
3095,83.4293,-6.5205,59,-14,26
3096,83.4423,-6.4741,58,-14,26
3097,83.4487,-6.393,56,-14,25
3098,83.4615,-6.3322,54,-14,24
3099,83.4678,-6.362,53,-14,23
3100,83.4742,-6.3274,49,-14,22
3101,83.4869,-6.3882,47,-14,21
3102,83.4933,-6.5468,42,-14,18
3103,83.5065,-6.8031,40,-14,18
3104,83.5202,-6.8817,34,-14,15
3105,83.5272,-7.2274,29,-14,13
3106,83.5419,-7.6315,26,-14,11
3107,83.5496,-7.926,20,-14,9
3108,83.5657,-8.1799,16,-14,7
3109,83.5742,-8.8296,13,-14,5
3110,83.583,-9.155,8,-14,3
3111,83.6017,-9.5221,6,-14,2
3112,83.6115,-10.2338,5,-14,2
3113,83.6218,-10.5831,5,-14,2
3114,83.6433,-10.9168,5,-14,2
3115,83.6545,-11.5856,6,-14.1,2
3116,83.6661,-11.8776,9,-14.1,4
3117,83.6901,-12.3855,11,-14.1,4
3118,83.7025,-12.6322,16,-14.1,7
3119,83.728,-12.8671,18,-14.1,8
3120,83.741,-13.233,21,-14.1,9
3121,83.7542,-13.3916,27,-14.1,12
3122,83.7948,-13.6502,33,-14.1,14
3123,83.8084,-13.7778,41,-14.1,18
3124,83.836,-13.7945,46,-14.1,20
3125,83.8498,-13.7432,50,-1,22
3126,83.8772,-13.6371,59,-1,26
3127,83.8907,-13.4416,67,-1,30
3128,83.9174,-13.1305,71,-1,31
3129,83.9435,-12.9469,78,-1,35
3130,83.9562,-12.5404,81,-1,36
3131,83.9688,-12.3211,86,-1,38
3132,83.9931,-11.7787,87,-1,39
3133,84.0049,-11.5963,88,-1,39
3134,84.0278,-11.0659,88,-1,39
3135,84.0389,-10.8751,86,-1,38
3136,84.0604,-10.4925,85,-1,38
3137,84.0709,-10.3482,81,-14,36
3138,84.0915,-10.1337,79,-14,35
3139,84.1017,-10.117,75,-14,33
3140,84.1218,-10.0681,73,-14,32
3141,84.1319,-10.0598,70,-14,31
3142,84.1521,-10.0943,67,-14,30
3143,84.1622,-10.1909,63,-14,28
3144,84.1826,-10.2648,61,-14,27
3145,84.193,-10.4198,58,-14,26
3146,84.214,-10.5676,52,-14,23
3147,84.2247,-10.918,49,-14,22
3148,84.2356,-11.1207,43,-14,19
3149,84.2581,-11.6404,36,-14,16
3150,84.2816,-11.9098,33,-14,14
3151,84.2938,-12.5202,30,-14,13
3152,84.3192,-13.1949,23,-14,10
3153,84.3324,-13.5823,16,-14,7
3154,84.3599,-14.4096,9,-14,4
3155,84.3892,-14.8637,6,-14,2
3156,84.4046,-15.8841,3,-14,1
3157,84.4204,-16.3455,0,-14,0
3158,84.4537,-16.8676,-2,-14,0
