cnt,pos,speed,DTorque,sTorque,Force
3036,82.9998,-0.0048,47,-14,21
3037,82.9998,-0.0012,47,-14,21
3038,82.9999,0.0036,47,-14,21
3039,82.9998,0,47,-14,21
3040,82.9998,-0.0024,47,-14,21
3041,82.9999,-0.0048,46,-14,20
3042,82.9999,-0.0334,43,-14,19
3043,83,-0.0966,41,-1,18
3044,83.0002,-0.1514,37,-1,16
3045,83.0004,-0.2825,31,-1,13
3046,83.0011,-0.366,28,-1,12
3047,83.0015,-0.5841,22,-1,9
3048,83.0028,-0.7283,19,-1,8
3049,83.0038,-1.1122,16,-1,7
3050,83.0049,-1.2993,11,-1,4
3051,83.0077,-1.7523,9,-1,4
3052,83.0094,-1.9883,7,-1,3
3053,83.0136,-2.2172,7,-1,3
3054,83.0161,-2.6106,8,-1,3
3055,83.0187,-2.8311,9,-1,4
3056,83.0245,-2.9885,11,-1,4
3057,83.0276,-3.2984,14,-1,6
3058,83.0343,-3.4737,16,-14,7
3059,83.0414,-3.5714,20,-14,9
3060,83.105,-3.1685,33,-14,14
3061,83.1175,-2.936,35,-14,15
3062,83.1347,-2.6178,37,-14,16
3063,83.1426,-2.4652,38,-14,17
3064,83.1499,-2.2232,39,-14,17
3065,83.1588,-2.067,40,-14,18
3066,83.1648,-1.8739,40,-14,18
3067,83.1684,-1.6474,41,-1,18
3068,83.1733,-1.4841,40,-1,18
3069,83.1762,-1.2505,40,-1,18
3070,83.1811,-1.0156,39,-1,17
3071,83.1831,-0.9107,37,-1,16
3072,83.1849,-0.8201,37,-1,16
3073,83.1857,-0.7725,36,-1,16
3074,83.1872,-0.6532,36,-1,16
3075,83.1884,-0.6103,36,-1,16
3076,83.189,-0.5352,36,-1,16
3077,83.19,-0.4828,35,-1,15
3078,83.1905,-0.4029,35,-1,15
3079,83.1912,-0.3552,34,-1,15
3080,83.1915,-0.2861,34,-1,15
3081,83.1921,-0.2301,33,-1,14
3082,83.1923,-0.205,33,-1,14
3083,83.1927,-0.1633,32,-140,14
3084,83.193,-0.1383,32,-140,14
3085,83.1931,-0.1061,32,-140,14
3086,83.1932,-0.0906,31,-140,13
3087,83.1934,-0.0679,31,-140,13
3088,83.1935,-0.0596,31,-140,13
3089,83.1936,-0.0525,31,-140,13
3090,83.1936,-0.0417,30,-140,13
3091,83.1937,-0.0465,30,-140,13
3092,83.1938,-0.0429,30,-140,13
3093,83.1939,-0.0417,30,-140,13
3094,83.1939,-0.0429,30,-140,13
3095,83.194,-0.0465,30,-140,13
3096,83.1941,-0.0441,30,-140,13
3097,83.1941,-0.0465,30,-140,13
3098,83.1942,-0.0525,30,-140,13
3099,83.1943,-0.0584,30,-140,13
3100,83.1944,-0.062,30,-140,13
3101,83.1945,-0.0668,30,-140,13
3102,83.1945,-0.0656,30,-140,13
3103,83.1947,-0.0691,30,-140,13
3104,83.1947,-0.0739,30,-140,13
3105,83.1949,-0.0787,30,-140,13
3106,83.195,-0.0834,30,-140,13
3107,83.1951,-0.0846,30,-140,13
3108,83.1952,-0.0882,30,-140,13
3109,83.1954,-0.0906,30,-140,13
3110,83.1955,-0.0906,30,-140,13
3111,83.1957,-0.0918,30,-13,13
3112,83.1959,-0.093,30,-13,13
3113,83.196,-0.093,30,-13,13
3114,83.1961,-0.0942,30,-13,13
3115,83.1962,-0.0966,30,-13,13
3116,83.1964,-0.0966,30,-13,13
3117,83.1965,-0.0942,30,-13,13
3118,83.1966,-0.0942,30,-13,13
3119,83.1968,-0.093,30,-13,13
3120,83.1969,-0.0966,30,-13,13
3121,83.1971,-0.0966,30,-13,13
3122,83.1972,-0.1025,30,-13,13
3123,83.1973,-0.1013,30,-13,13
3124,83.1975,-0.1049,30,-13,13
3125,83.1976,-0.1097,30,-13.9,13
3126,83.1978,-0.1132,31,-13.9,13
3127,83.1979,-0.1168,31,-13.9,13
3128,83.1982,-0.1192,31,-13.9,13
3129,83.1983,-0.1204,31,-13.9,13
3130,83.1984,-0.1287,31,-13.9,13
3131,83.1987,-0.1359,31,-13.9,13
3132,83.1988,-0.143,32,-13.9,14
3133,83.1991,-0.149,32,-13.9,14
3134,83.1993,-0.1585,32,-13.9,14
3135,83.1996,-0.1693,32,-13.9,14
3136,83.1998,-0.1836,32,-13.9,14
3137,83.2,-0.1979,33,-13.9,14
3138,83.2003,-0.1931,33,-13.9,14
3139,83.2005,-0.2038,33,-13.9,14
3140,83.201,-0.2158,34,-13.9,15
3141,83.2012,-0.2301,34,-13.9,15
3142,83.2014,-0.2325,34,-13.9,15
3143,83.2019,-0.2527,35,-13.9,15
3144,83.2022,-0.2706,35,-13.9,15
3145,83.2027,-0.2801,36,-13.9,16
3146,83.203,-0.298,36,-13.9,16
3147,83.2033,-0.3064,37,-13.9,16
3148,83.2039,-0.3385,37,-13.9,16
3149,83.2043,-0.3528,38,-13.9,17
3150,83.205,-0.3719,38,-13.9,17
3151,83.2054,-0.4041,40,-13.9,18
3152,83.2062,-0.4232,40,-139,18
3153,83.2071,-0.4613,41,-139,18
3154,83.2075,-0.4828,42,-139,18
3155,83.2085,-0.5138,43,-139,19
3156,83.2091,-0.5472,44,-139,19
3157,83.2096,-0.5686,45,-139,20
3158,83.2108,-0.5793,46,-139,20
3159,83.2113,-0.6389,47,-139,21
3160,83.2127,-0.6747,48,-139,21
3161,83.2134,-0.7617,48,-139,21
3162,83.215,-0.8249,47,-139,21
3163,83.2159,-0.9763,46,-139,20
3164,83.2179,-1.0848,45,-139,20
3165,83.2192,-1.3673,44,-139,19
3166,83.2221,-1.5258,41,-139,18
3167,83.2238,-1.9907,40,-139,18
3168,83.228,-2.2244,38,-139,17
3169,83.2305,-2.7608,35,-13.9,15
3170,83.2364,-3.1291,34,-13.9,15
3171,83.2399,-3.8027,32,-13.9,14
3172,83.2479,-4.239,31,-13.9,13
3173,83.2525,-5.0925,30,-13.9,13
3174,83.2576,-5.5109,31,-13.9,13
3175,83.2692,-6.4526,33,-13.9,14
3176,83.2757,-6.9199,38,-13.9,17
3177,83.29,-7.8282,41,-13.9,18
3178,83.2978,-8.2097,50,-13.9,22
3179,83.3146,-8.9619,55,-13.9,24
3180,83.3236,-9.2945,65,-13.9,29
3181,83.3425,-9.8547,71,-13.9,31
3182,83.3831,-10.4245,93,-13.9,41
3183,83.3937,-10.7464,97,-13.9,43
3184,83.4044,-10.8739,103,-13.9,46
3185,83.4263,-11.2017,106,-13.9,47
3186,83.4375,-11.4247,112,-13.9,50
3187,83.4606,-11.886,114,-14,51
3188,83.4846,-12.0791,120,-14,54
3189,83.4968,-12.5988,122,-14,54
3190,83.5223,-13.0053,127,-14,57
3191,83.5353,-13.3141,132,-14,59
3192,83.5622,-13.5525,134,-14,60
3193,83.5759,-14.1056,136,-14,61
3194,83.6043,-14.3333,138,-14,62
3195,83.6191,-14.9937,140,-14,63
3196,83.6341,-15.4276,142,-14,63
3197,83.6652,-16.088,144,-13.9,64
3198,83.6977,-16.7138,146,-13.9,65
3199,83.7144,-17.0512,147,-13.9,66
3200,83.7489,-17.8165,146,-13.9,65
3201,83.785,-18.2265,146,-13.9,65
3202,83.8227,-19.1122,146,-13.9,65
3203,83.8423,-20.0432,147,-13.9,66
3204,83.8624,-20.4891,148,-13.9,66
3205,83.9038,-20.9099,147,-13.9,66
3206,83.9251,-21.8623,146,-13.9,65
3207,83.9694,-22.9161,144,-13.9,64
3208,84.0157,-23.4442,144,-13.9,64
3209,84.0397,-24.4658,142,-13.9,63
3210,84.0642,-25.0713,139,-13.9,62
3211,84.1149,-26.2515,137,-13.9,61
3212,84.2239,-28.8287,134,-13.9,60
3213,84.2822,-29.5153,131,-13.9,58
3214,84.3124,-30.935,128,-13.9,57
3215,84.375,-31.6181,127,-13.9,57
3216,84.4073,-33.1296,125,-13.9,56
3217,84.4404,-33.8639,120,-13.9,54
3218,84.5091,-34.808,119,-13.9,53
3219,84.5448,-36.4257,120,-13.9,54
3220,84.5812,-37.334,118,-13.9,53
3221,84.6567,-39.1149,117,-13.8,52
3222,84.7358,-40.8911,115,-13.8,51
3223,84.8186,-42.8377,113,-13.8,50
3224,84.8615,-43.8247,116,-13.8,52
3225,84.9053,-44.776,115,-13.8,51
3226,84.9958,-46.6952,115,-13.8,51
3227,85.0902,-47.6381,115,-13.8,51
3228,85.1388,-49.6491,113,-13.8,50
3229,85.2391,-50.6278,115,-13.8,51
3230,85.2907,-52.547,115,-13.8,51
