cnt,pos,speed,DTorque,sTorque,Force
3894,83,-0.0024,16,-15,7
3895,83,0.0024,16,-15,7
3896,83,0.0024,16,-15,7
3897,83,-0.0024,16,-15,7
3898,83,0.0012,16,-15,7
3899,83,0,16,-15,7
3900,83,0,16,-15,7
3901,83,-0.0024,16,-15,7
3902,83,0.0024,16,-15,7
3903,83,0,16,-15,7
3904,83,0,16,-15,7
3905,83,-0.0012,16,-15,7
3906,83,0.0012,16,-15,7
3907,83,-0.0024,16,-15,7
3908,83,-0.0012,16,-15,7
3909,83,-0.0012,16,-15,7
3910,83,0.0036,16,-15,7
3911,83,0.0012,16,-15,7
3912,83,0.0048,16,-15,7
3913,83,0,16,-15,7
3914,83,0,16,-15,7
3915,83,-0.0048,16,-15,7
3916,83,-0.0024,16,-15,7
3917,83,-0.0012,16,-15,7
3918,83,0.0036,16,-15,7
3919,83,-0.0024,16,-15,7
3920,83,-0.0012,16,-15,7
3921,83,0.0012,16,-15,7
3922,83,-0.0012,16,-15,7
3923,83,-0.0024,16,-15,7
3924,83,-0.0012,16,-15,7
3925,83,0.0024,16,-15,7
3926,83,-0.0036,16,-15,7
3927,83,-0.0012,16,-15,7
3928,83,0,16,-15,7
3929,83,-0.0012,16,-15,7
3930,83,0.0036,16,-15,7
3931,83,0.0036,16,-15,7
3932,83,0.0024,16,-15,7
3933,83,0.0012,16,-15,7
3934,83,-0.0024,16,-15,7
3935,83,0,16,-15,7
3936,83,0.0024,16,-15,7
3937,83,0.0036,16,-15,7
3938,83,-0.0012,16,-15,7
3939,83,0.006,16,-15,7
3940,83,0.0012,16,-15,7
3941,83,0.0024,16,-15,7
3942,83,0.0036,16,-15,7
3943,83,0.0048,16,-15,7
3944,83,0.006,16,-15,7
3945,82.9999,0.0072,16,-15,7
3946,82.9999,0.0083,16,-15,7
3947,82.9999,0.0095,16,-15,7
3948,82.9999,0.0095,16,-15,7
3949,82.9999,0.0083,16,-15,7
3950,82.9999,0.0083,16,-15,7
3951,82.9999,0.0107,16,-15,7
3952,82.9999,0.0119,16,-15,7
3953,82.9999,0.0107,16,-15,7
3954,82.9999,0.0131,16,-15,7
3955,82.9998,0.0119,16,-15,7
3956,82.9998,0.0119,16,-15,7
3957,82.9998,0.0119,16,-15,7
3958,82.9998,0.0143,16,-15,7
3959,82.9998,0.0167,16,-15,7
3960,82.9998,0.0131,16,-15,7
3961,82.9998,0.0119,16,-15,7
3962,82.9997,0.0143,16,-15,7
3963,82.9997,0.0131,16,-15,7
3964,82.9997,0.0143,16,-15,7
3965,82.9997,0.0167,16,-15,7
3966,82.9997,0.0167,16,-15,7
3967,82.9997,0.0191,16,-15,7
3968,82.9997,0.0203,16,-15,7
3969,82.9996,0.0215,16,-15,7
3970,82.9996,0.0179,16,-15,7
3971,82.9996,0.0215,15,-15,6
3972,82.9996,0.0215,15,-15,6
3973,82.9995,0.0203,15,-15,6
3974,82.9995,0.0215,15,-15,6
3975,82.9995,0.0215,15,-15,6
3976,82.9995,0.0226,15,-15,6
3977,82.9995,0.0286,15,-15,6
3978,82.9994,0.0274,15,-15,6
3979,82.9994,0.0334,15,-15,6
3980,82.9994,0.0346,15,-15,6
3981,82.9993,0.0346,15,-15,6
3982,82.9993,0.0346,15,-15,6
3983,82.9993,0.0358,15,-15,6
3984,82.9992,0.0358,15,-15,6
3985,82.9992,0.0334,15,-15,6
3986,82.9992,0.0322,15,-15,6
3987,82.9991,0.0334,15,-15,6
3988,82.9991,0.0286,15,-15,6
3989,82.9991,0.0322,15,-15,6
3990,82.999,0.031,15,-15,6
3991,82.999,0.031,15,-15,6
3992,82.9989,0.0262,15,-15,6
3993,82.9989,0.025,15,-15,6
3994,82.9989,0.0215,15,-15,6
3995,82.9989,0.0203,15,-15,6
3996,82.9989,0.0215,15,-15,6
3997,82.9988,0.0191,15,-15,6
3998,82.9988,0.0215,15,-15,6
3999,82.9988,0.0226,15,-15,6
4000,82.9988,0.0286,15,-15,6
4001,82.9987,0.0262,14,-15,6
4002,82.9987,0.0262,15,-15,6
4003,82.9987,0.0262,14,-15,6
4004,82.9986,0.0274,14,-15,6
4005,82.9986,0.0298,14,-15,6
4006,82.9986,0.0298,14,-15,6
4007,82.9986,0.031,14,-15,6
4008,82.9985,0.0346,14,-15,6
4009,82.9985,0.0334,14,-15,6
4010,82.9985,0.0322,14,-15,6
4011,82.9984,0.0358,14,-15,6
4012,82.9984,0.0334,14,-15,6
4013,82.9984,0.0334,14,-15,6
4014,82.9983,0.031,14,-15,6
