cnt,pos,speed,DTorque,Force,Dir
6156,213.01,-38.24,252.00,0,44.35,0
6157,213.04,-38.75,253.00,0,44.53,0
6158,213.08,-39.13,255.00,0,44.88,0
6159,213.12,-39.72,257.00,0,45.23,0
6160,213.16,-39.78,258.00,0,45.41,0
6161,213.20,-40.39,259.00,0,45.58,0
6162,213.24,-40.91,261.00,0,45.94,0
6163,213.29,-41.51,262.00,0,46.11,0
6164,213.33,-42.31,264.00,0,46.46,0
6165,213.37,-43.06,266.00,0,46.82,0
6166,213.42,-43.74,268.00,0,47.17,0
6167,213.46,-44.19,270.00,0,47.52,0
6168,213.50,-44.80,272.00,0,47.87,0
6169,213.55,-45.04,275.00,0,48.40,0
6170,213.59,-45.18,276.00,0,48.58,0
6171,213.64,-45.62,278.00,0,48.93,0
6172,213.69,-46.05,279.00,0,49.10,0
6173,213.73,-46.56,280.00,0,49.28,0
6174,213.78,-47.30,281.00,0,49.46,0
6175,213.83,-47.87,282.00,0,49.63,0
6176,213.88,-48.42,283.00,0,49.81,0
6177,213.92,-48.71,284.00,0,49.98,0
6178,213.97,-48.83,284.00,0,49.98,0
6179,214.02,-49.12,284.00,0,49.98,0
6180,214.07,-49.39,283.00,0,49.81,0
6181,214.12,-49.93,283.00,0,49.81,0
6182,214.17,-50.53,283.00,0,49.81,0
6183,214.22,-51.14,283.00,0,49.81,0
6184,214.28,-51.77,284.00,0,49.98,0
6185,214.33,-52.36,285.00,0,50.16,0
6186,214.38,-52.59,285.00,0,50.16,0
6187,214.43,-52.89,286.00,0,50.34,0
6188,214.49,-53.22,285.00,0,50.16,0
6189,214.54,-53.60,285.00,0,50.16,0
6190,214.59,-54.26,285.00,0,50.16,0
6191,214.65,-54.73,285.00,0,50.16,0
6192,214.70,-55.37,285.00,0,50.16,0
6193,214.76,-55.97,286.00,0,50.34,0
6194,214.82,-56.20,286.00,0,50.34,0
6195,214.87,-56.45,285.00,0,50.16,0
6196,214.93,-56.86,284.00,0,49.98,0
6197,214.99,-57.71,284.00,0,49.98,0
6198,215.05,-58.64,284.00,0,49.98,0
6199,215.11,-59.21,284.00,0,49.98,0
6200,215.17,-60.33,285.00,0,50.16,0
6201,215.23,-60.71,286.00,0,50.34,0
6202,215.29,-61.39,286.00,0,50.34,0
6203,215.35,-61.83,286.00,0,50.34,0
6204,215.41,-62.57,285.00,0,50.16,0
6205,215.48,-63.43,285.00,0,50.16,0
6206,215.54,-64.48,285.00,0,50.16,0
6207,215.61,-65.00,286.00,0,50.34,0
6208,215.67,-65.84,286.00,0,50.34,0
6209,215.74,-66.37,285.00,0,50.16,0
6210,215.80,-67.16,284.00,0,49.98,0
6211,215.87,-68.20,284.00,0,49.98,0
6212,215.94,-69.42,284.00,0,49.98,0
6213,216.01,-70.21,285.00,0,50.16,0
6214,216.08,-70.96,286.00,0,50.34,0
6215,216.15,-71.54,286.00,0,50.34,0
6216,216.23,-72.10,285.00,0,50.16,0
6217,216.30,-73.01,285.00,0,50.16,0
6218,216.37,-73.69,285.00,0,50.16,0
6219,216.45,-74.40,286.00,0,50.34,0
6220,216.52,-74.79,286.00,0,50.34,0
6221,216.60,-75.20,284.00,0,49.98,0
6222,216.67,-75.76,283.00,0,49.81,0
6223,216.75,-76.77,283.00,0,49.81,0
6224,216.83,-77.54,284.00,0,49.98,0
6225,216.91,-78.14,285.00,0,50.16,0
6226,216.98,-78.52,286.00,0,50.34,0
6227,217.06,-78.88,285.00,0,50.16,0
6228,217.14,-79.24,285.00,0,50.16,0
6229,217.22,-79.66,285.00,0,50.16,0
6230,217.30,-80.30,286.00,0,50.34,0
6231,217.38,-80.47,286.00,0,50.34,0
6232,217.46,-80.73,285.00,0,50.16,0
6233,217.55,-81.10,283.00,0,49.81,0
6234,217.63,-82.10,283.00,0,49.81,0
6235,217.71,-82.92,284.00,0,49.98,0
6236,217.79,-83.32,286.00,0,50.34,0
6237,217.88,-83.72,286.00,0,50.34,0
6238,217.96,-84.38,285.00,0,50.16,0
6239,218.05,-84.73,285.00,0,50.16,0
6240,218.13,-85.83,286.00,0,50.34,0
6241,218.22,-85.95,286.00,0,50.34,0
6242,218.30,-86.39,284.00,0,49.98,0
6243,218.39,-86.96,283.00,0,49.81,0
6244,218.48,-87.83,283.00,0,49.81,0
6245,218.57,-88.75,284.00,0,49.98,0
6246,218.66,-89.83,285.00,0,50.16,0
6247,218.75,-90.04,285.00,0,50.16,0
6248,218.84,-90.90,284.00,0,49.98,0
6249,218.93,-91.73,285.00,0,50.16,0
6250,219.02,-92.28,285.00,0,50.16,0
6251,219.12,-92.75,285.00,0,50.16,0
6252,219.21,-93.33,283.00,0,49.81,0
6253,219.30,-93.97,282.00,0,49.63,0
6254,219.40,-94.92,283.00,0,49.81,0
6255,219.49,-95.57,284.00,0,49.98,0
6256,219.59,-96.27,284.00,0,49.98,0
6257,219.69,-96.91,283.00,0,49.81,0
6258,219.78,-97.63,284.00,0,49.98,0
6259,219.88,-98.28,285.00,0,50.16,0
6260,219.98,-98.68,285.00,0,50.16,0
