cnt,pos,speed,DTorque,DAC,STorque
0,-174.845,24.8854,-1,0,0
1,-174.557,22.8672,-1,0,0
2,-174.422,21.7824,0,0,0
3,-174.316,20.7751,0,0,0
4,-174.254,20.0945,-1,0,0
5,-174.156,18.9918,0,0,0
6,-174.081,18.3326,0,0,0
7,-174.027,17.5208,0,0,0
8,-173.975,17.1489,0,0,0
9,-173.925,16.2024,0,0,0
10,-173.877,15.4836,-1,0,0
11,-173.817,14.8733,0,0,0
12,-173.788,14.4429,0,0,0
13,-173.732,13.5465,0,0,0
14,-173.706,13.1257,0,0,0
15,-173.68,12.538,0,0,0
16,-173.643,11.9313,0,0,0
17,-173.585,11.0802,0,0,0
18,-173.564,10.39,0,0,0
19,-173.524,9.7117,0,0,0
20,-173.514,9.2813,0,0,0
21,-173.496,8.8737,0,0,0
22,-173.478,8.4576,0,0,0
23,-173.446,7.6661,0,0,0
24,-173.43,7.2048,0,0,0
25,-173.416,6.7852,0,0,0
26,-173.403,6.598,0,0,0
27,-173.384,5.7946,0,0,0
28,-173.367,5.4107,0,0,0
29,-173.352,4.7265,0,0,0
30,-173.339,4.233,0,0,0
31,-173.323,3.6334,0,0,0
32,-173.312,3.1983,0,0,0
33,-173.3,2.6702,0,0,0
34,-173.293,2.3579,0,0,0
35,-173.288,2.0825,0,0,0
36,-173.287,1.775,0,0,0
37,-173.28,1.3327,0,0,0
38,-173.279,1.0633,0,0,0
39,-173.276,0.7462,0,0,0
40,-173.276,0.4482,0,0,0
41,-173.275,0.1514,0,0,0
42,-173.275,-0.143,0,0,0
43,-173.276,-0.5483,0,0,0
44,-173.277,-0.6056,0,0,0
45,-173.278,-0.683,0,0,0
46,-173.279,-0.695,0,0,0
47,-173.282,-0.6807,0,0,0
48,-173.283,-0.6759,0,0,0
49,-173.285,-0.6151,0,0,0
50,-173.286,-0.5603,-1,0,0
51,-173.288,-0.4804,-1,0,0
52,-173.289,-0.4065,0,0,0
53,-173.289,-0.3397,0,0,0
54,-173.29,-0.2587,0,0,0
55,-173.29,-0.1824,0,0,0
56,-173.291,-0.0393,0,0,0
57,-173.291,0.0215,0,0,0
58,-173.291,0.0644,0,0,0
59,-173.29,0.0787,0,0,0
60,-173.29,0.0679,0,0,0
61,-173.29,0.0465,0,0,0
62,-173.29,0.0346,0,0,0
63,-173.29,0,0,0,0
64,-173.29,-0.0286,0,0,0
65,-173.29,-0.0262,0,0,0
66,-173.29,-0.0215,0,0,0
67,-173.29,-0.0083,0,0,0
68,-173.29,0.0012,0,0,0
69,-173.29,0,0,0,0
70,-173.29,-0.0024,0,0,0
71,-173.29,-0.0036,0,0,0
72,-173.29,-0.0107,0,0,0
73,-173.29,-0.0036,0,0,0
74,-173.29,-0.0072,0,0,0
75,-173.29,-0.0012,0,0,0
76,-173.29,0.0024,0,0,0
77,-173.29,0.006,0,0,0
78,-173.29,0.0024,0,0,0
79,-173.29,0.0012,0,0,0
80,-173.29,-0.0012,0,0,0
81,-173.29,-0.006,0,0,0
82,-173.29,-0.0036,0,0,0
83,-173.29,0,0,0,0
84,-173.29,0,0,0,0
85,-173.29,-0.0012,0,0,0
86,-173.29,0.0036,0,0,0
87,-173.29,0.0036,0,0,0
88,-173.29,0.0036,0,0,0
89,-173.29,0.0012,0,0,0
90,-173.29,0,0,0,0
91,-173.29,0.0012,0,0,0
92,-173.29,0,0,0,0
93,-173.29,-0.0024,0,0,0
94,-173.29,0.0024,0,0,0
95,-173.29,0,0,0,0
96,-173.29,-0.0036,0,0,0
97,-173.29,-0.0048,0,0,0
98,-173.29,-0.006,0,0,0
99,-173.29,-0.0012,0,0,0
100,-173.29,-0.0024,0,0,0
101,-173.29,-0.0048,0,0,0
102,-173.29,-0.0036,0,0,0
103,-173.29,0,0,0,0
104,-173.29,0.0012,0,0,0
105,-173.29,0.0012,0,0,0
106,-173.29,0.0024,0,0,0
107,-173.29,-0.0012,0,0,0
108,-173.29,-0.0024,0,0,0
109,-173.29,0,0,0,0
110,-173.29,0.0024,0,0,0
111,-173.29,0.0024,0,0,0
112,-173.29,0.0012,0,0,0
113,-173.29,0.0036,0,0,0
114,-173.29,0.0012,0,0,0
115,-173.29,-0.0024,0,0,0
116,-173.29,-0.0012,0,0,0
117,-173.29,0,0,0,0
118,-173.29,0.0036,0,0,0
119,-173.29,0,0,0,0
120,-173.29,0.0012,0,0,0
121,-173.29,-0.0036,0,0,0
122,-173.29,-0.0012,0,0,0
123,-173.29,0.0024,0,0,0
124,-173.29,0,0,0,0
125,-173.29,-0.0036,0,0,0
126,-173.29,-0.0024,0,0,0
127,-173.29,-0.0024,0,0,0
128,-173.29,-0.0024,0,0,0
129,-173.29,0.0012,0,0,0
130,-173.29,0,0,0,0
131,-173.29,0,0,0,0
132,-173.29,0.0036,0,0,0
133,-173.29,0.0024,0,0,0
134,-173.29,0.0012,0,0,0
135,-173.29,0.0012,0,0,0
136,-173.29,0.0036,0,0,0
137,-173.29,0,0,0,0
138,-173.29,0,0,0,0
139,-173.29,-0.0012,0,0,0
140,-173.29,-0.0048,0,0,0
141,-173.29,-0.0024,0,0,0
142,-173.29,-0.006,0,0,0
143,-173.29,-0.0012,0,0,0
144,-173.29,-0.0012,0,0,0
145,-173.29,-0.0036,0,0,0
146,-173.29,-0.0024,0,0,0
147,-173.29,0.0036,0,0,0
148,-173.29,0.0012,0,0,0
149,-173.29,-0.0036,0,0,0
150,-173.29,0.0012,0,0,0
151,-173.29,-0.0012,0,0,0
152,-173.29,0.0012,0,0,0
153,-173.29,0.0024,0,0,0
154,-173.29,-0.0012,0,0,0
155,-173.29,0,0,0,0
156,-173.29,-0.006,0,0,0
157,-173.29,-0.0072,0,0,0
158,-173.29,-0.0012,0,0,0
159,-173.29,0.0012,0,0,0
160,-173.29,0.0083,0,0,0
161,-173.29,0.006,0,0,0
162,-173.29,-0.0036,0,0,0
163,-173.29,-0.0072,0,0,0
164,-173.29,-0.0083,0,0,0
165,-173.29,-0.0072,0,0,0
166,-173.29,-0.0012,0,0,0
167,-173.29,0.0012,0,0,0
168,-173.29,-0.0048,0,0,0
169,-173.29,-0.0012,0,0,0
170,-173.29,-0.0024,0,0,0
171,-173.29,0,0,0,0
172,-173.29,0.0036,0,0,0
173,-173.29,0.0024,0,0,0
174,-173.29,0.0024,0,0,0
175,-173.29,0.0012,0,0,0
176,-173.29,0,0,0,0
177,-173.29,-0.0024,0,0,0
178,-173.29,-0.0012,0,0,0
179,-173.29,-0.0012,0,0,0
180,-173.29,0.0012,0,0,0
181,-173.29,0,0,0,0
182,-173.29,0.0036,0,0,0
183,-173.29,-0.0024,0,0,0
184,-173.29,-0.0024,0,0,0
185,-173.29,-0.0036,0,0,0
186,-173.29,0,0,0,0
187,-173.29,-0.0012,0,0,0
188,-173.29,0,0,0,0
189,-173.29,-0.0036,0,0,0
190,-173.29,-0.0048,0,0,0
191,-173.29,-0.0036,0,0,0
192,-173.291,-0.0024,0,0,0
193,-173.291,0,0,0,0
194,-173.291,-0.0012,0,0,0
