cnt,pos,speed,DTorque,DAC,STorque
0,-174.935,26.8463,-1,0,0
1,-174.648,25.0677,-1,0,0
2,-174.5,24.0473,-1,0,0
3,-174.382,23.071,-1,0,0
4,-174.313,22.6514,-1,0,0
5,-174.247,21.7455,-1,0,0
6,-174.161,20.8991,0,0,0
7,-174.099,20.4318,0,0,0
8,-174.039,19.5151,-1,0,0
9,-173.981,19.1182,0,0,0
10,-173.944,18.4792,-1,0,0
11,-173.907,18.0132,-1,0,0
12,-173.819,16.92,-1,0,0
13,-173.769,16.479,-1,0,0
14,-173.721,15.784,0,0,0
15,-173.69,15.3453,0,0,0
16,-173.66,14.9245,0,0,0
17,-173.645,14.5157,0,0,0
18,-173.602,13.8231,0,0,0
19,-173.535,12.7908,0,0,0
20,-173.497,12.4176,0,0,0
21,-173.473,11.9861,0,0,0
22,-173.439,11.3186,0,0,0
23,-173.417,10.831,0,0,0
24,-173.396,10.1241,0,0,0
25,-173.376,9.7045,0,0,0
26,-173.338,9.0847,0,0,0
27,-173.329,8.6424,0,0,0
28,-173.304,8.1978,0,0,0
29,-173.296,7.7162,0,0,0
30,-173.267,6.9998,0,0,0
31,-173.247,6.3179,0,0,0
32,-173.235,5.6754,0,0,0
33,-173.213,5.0925,0,0,0
34,-173.199,4.2926,0,0,0
35,-173.191,3.9421,0,0,0
36,-173.183,3.5559,0,0,0
37,-173.173,3.2877,0,0,0
38,-173.164,2.8013,0,0,0
39,-173.159,2.4366,0,0,0
40,-173.157,2.1421,0,0,0
41,-173.153,1.7988,0,0,0
42,-173.146,1.3232,0,0,0
43,-173.144,1.0168,0,0,0
44,-173.142,0.366,0,0,0
45,-173.141,-0.093,0,0,0
46,-173.143,-0.5925,0,0,0
47,-173.144,-0.6735,0,0,0
48,-173.147,-0.6938,0,0,0
49,-173.149,-0.6938,0,0,0
50,-173.151,-0.6461,0,0,0
51,-173.152,-0.6115,0,0,0
52,-173.154,-0.5424,0,0,0
53,-173.155,-0.5007,-1,0,0
54,-173.156,-0.4399,-1,0,0
55,-173.158,-0.3576,0,0,0
56,-173.159,-0.2682,0,0,0
57,-173.159,-0.1967,-1,0,0
58,-173.16,-0.1299,0,0,0
59,-173.16,-0.0608,0,0,0
60,-173.16,0.0298,0,0,0
61,-173.16,0.0679,0,0,0
62,-173.159,0.0763,0,0,0
63,-173.159,0.0644,0,0,0
64,-173.159,0.0238,0,0,0
65,-173.159,-0.0036,0,0,0
66,-173.159,-0.0274,0,0,0
67,-173.159,-0.0358,0,0,0
68,-173.159,-0.0238,0,0,0
69,-173.159,0.0048,0,0,0
70,-173.159,0.0131,0,0,0
71,-173.159,0,0,0,0
72,-173.159,-0.0048,0,0,0
73,-173.159,-0.0012,0,0,0
74,-173.159,0.0036,0,0,0
75,-173.159,-0.0024,0,0,0
76,-173.159,-0.0036,0,0,0
77,-173.159,-0.0072,0,0,0
78,-173.159,0,0,0,0
79,-173.159,0.0048,0,0,0
80,-173.159,0,0,0,0
81,-173.159,0.0012,0,0,0
82,-173.159,0,0,0,0
83,-173.159,0.0012,0,0,0
84,-173.159,-0.0048,0,0,0
85,-173.159,0,0,0,0
86,-173.159,-0.0012,0,0,0
87,-173.159,-0.0048,0,0,0
88,-173.159,-0.0036,0,0,0
89,-173.159,-0.006,0,0,0
90,-173.159,-0.006,0,0,0
91,-173.159,0.0036,0,0,0
92,-173.159,0.0024,0,0,0
93,-173.159,0,0,0,0
94,-173.159,0.0012,0,0,0
95,-173.159,-0.0012,0,0,0
96,-173.159,0,0,0,0
97,-173.159,-0.0012,0,0,0
98,-173.159,0.0012,0,0,0
99,-173.159,0.0012,0,0,0
100,-173.159,0.0024,0,0,0
101,-173.159,0.0024,0,0,0
102,-173.159,0.0012,0,0,0
103,-173.159,0,0,0,0
104,-173.159,0,0,0,0
105,-173.159,-0.0012,0,0,0
106,-173.159,-0.0012,0,0,0
107,-173.159,-0.0012,0,0,0
108,-173.159,-0.0012,0,0,0
109,-173.159,0,0,0,0
110,-173.159,0.0036,0,0,0
111,-173.159,0.0036,0,0,0
112,-173.159,0,0,0,0
113,-173.159,0.0048,0,0,0
114,-173.159,0,0,0,0
115,-173.159,-0.0024,0,0,0
116,-173.159,-0.0012,0,0,0
117,-173.159,-0.0012,0,0,0
118,-173.159,-0.0012,0,0,0
119,-173.159,0,0,0,0
120,-173.159,0.0048,0,0,0
121,-173.159,0.0012,0,0,0
122,-173.159,-0.0024,0,0,0
123,-173.159,-0.0024,0,0,0
124,-173.159,0,0,0,0
125,-173.159,0,0,0,0
126,-173.159,-0.006,0,0,0
127,-173.159,-0.0024,0,0,0
128,-173.159,-0.0024,0,0,0
129,-173.159,0.0012,0,0,0
130,-173.159,0,0,0,0
131,-173.159,-0.0012,0,0,0
132,-173.159,-0.0012,0,0,0
133,-173.159,0.0024,0,0,0
134,-173.159,-0.0024,0,0,0
135,-173.159,0.0012,0,0,0
136,-173.159,0.0036,0,0,0
137,-173.159,0.0036,0,0,0
138,-173.159,0.0024,0,0,0
139,-173.159,-0.0012,0,0,0
140,-173.159,-0.0036,0,0,0
141,-173.159,-0.0024,0,0,0
142,-173.159,0,0,0,0
143,-173.159,0,0,0,0
144,-173.159,0.0012,0,0,0
145,-173.159,0.0012,0,0,0
146,-173.159,0,0,0,0
147,-173.159,0.006,0,0,0
148,-173.159,0.0012,0,0,0
149,-173.159,-0.0012,0,0,0
150,-173.159,0,0,0,0
151,-173.159,0.0012,0,0,0
152,-173.159,0,0,0,0
153,-173.159,0,0,0,0
154,-173.159,-0.0024,0,0,0
155,-173.159,-0.0012,0,0,0
156,-173.159,0.0012,0,0,0
157,-173.159,0.0012,0,0,0
158,-173.159,-0.0024,0,0,0
159,-173.159,0.0012,0,0,0
160,-173.159,0.0024,0,0,0
161,-173.159,-0.0048,0,0,0
162,-173.159,-0.0024,0,0,0
163,-173.159,0.0012,0,0,0
164,-173.159,0.0024,0,0,0
165,-173.159,-0.0012,0,0,0
166,-173.159,0,0,0,0
167,-173.159,0.0024,0,0,0
168,-173.159,-0.0012,0,0,0
169,-173.159,0.0024,0,0,0
170,-173.159,-0.0024,0,0,0
171,-173.159,-0.0012,0,0,0
172,-173.159,0.0012,0,0,0
173,-173.159,0.0024,0,0,0
174,-173.159,0,0,0,0
175,-173.159,0.0024,0,0,0
176,-173.159,-0.0012,0,0,0
177,-173.159,0,0,0,0
178,-173.159,-0.0012,0,0,0
179,-173.159,-0.0024,0,0,0
180,-173.159,0,0,0,0
181,-173.159,0.0012,0,0,0
182,-173.159,0,0,0,0
183,-173.159,-0.0012,0,0,0
184,-173.159,0,0,0,0
185,-173.159,0.0024,0,0,0
186,-173.159,0,0,0,0
187,-173.159,-0.0048,0,0,0
188,-173.159,0.0012,0,0,0
189,-173.159,0,0,0,0
190,-173.159,0.0024,0,0,0
191,-173.159,0.0024,0,0,0
192,-173.159,-0.0012,0,0,0
193,-173.159,-0.0012,0,0,0
194,-173.159,-0.0012,0,0,0
195,-173.159,0,0,0,0
196,-173.159,-0.0024,0,0,0
197,-173.159,-0.0012,0,0,0
198,-173.159,-0.0024,0,0,0
199,-173.159,0,0,0,0
200,-173.159,0.0024,0,0,0
201,-173.159,-0.0024,0,0,0
202,-173.159,0,0,0,0
203,-173.159,-0.0012,0,0,0
204,-173.159,-0.0036,0,0,0
205,-173.159,-0.0012,0,0,0
206,-173.159,0,0,0,0
207,-173.159,0.0024,0,0,0
