cnt,pos,speed,DTorque,DAC,STorque
0,-174.583,-12.7705,0,0,0
1,-174.744,-10.26,1,0,0
2,-174.813,-9.3851,0,0,0
3,-174.859,-8.9297,0,0,0
4,-174.894,-8.5423,0,0,0
5,-174.919,-8.3742,0,0,0
6,-174.968,-7.8354,0,0,0
7,-174.983,-7.7424,0,0,0
8,-175.014,-7.4098,0,0,0
9,-175.036,-7.1464,0,0,0
10,-175.064,-6.7578,0,0,0
11,-175.084,-6.4347,0,0,0
12,-175.109,-6.1152,0,0,0
13,-175.121,-5.8959,0,0,0
14,-175.132,-5.6575,0,0,0
15,-175.143,-5.4143,0,0,0
16,-175.168,-4.7456,0,0,0
17,-175.177,-4.4893,0,0,0
18,-175.19,-3.997,0,0,0
19,-175.194,-3.6989,0,0,0
20,-175.201,-3.3413,0,0,0
21,-175.207,-3.0624,-1,0,0
22,-175.216,-2.7596,0,0,0
23,-175.223,-2.0801,0,0,0
24,-175.231,-1.5985,0,0,0
25,-175.233,-1.2695,0,0,0
26,-175.236,-0.8368,0,0,0
27,-175.237,-0.5424,0,0,0
28,-175.238,-0.2575,0,0,0
29,-175.238,0.025,0,0,0
30,-175.238,0.3648,0,0,0
31,-175.237,0.5054,0,0,0
32,-175.235,0.5841,0,0,0
33,-175.234,0.5627,0,0,0
34,-175.233,0.5138,0,0,0
35,-175.232,0.4792,0,0,0
36,-175.23,0.3004,0,0,0
37,-175.229,0.2372,0,0,0
38,-175.229,0.1335,0,0,0
39,-175.228,0.0703,0,0,0
40,-175.228,0.0191,0,0,0
41,-175.228,-0.0238,0,0,0
42,-175.229,-0.0644,0,0,0
43,-175.229,-0.0525,0,0,0
44,-175.229,-0.0334,0,0,0
45,-175.229,-0.0179,0,0,0
46,-175.229,0.0012,0,0,0
47,-175.229,0.0203,0,0,0
48,-175.229,0.006,0,0,0
49,-175.229,-0.006,0,0,0
50,-175.229,-0.0107,0,0,0
51,-175.229,-0.0107,0,0,0
52,-175.229,-0.006,0,0,0
53,-175.229,-0.0012,0,0,0
54,-175.229,0.0072,0,0,0
55,-175.229,0.0131,0,0,0
56,-175.229,0.0119,0,0,0
57,-175.229,0.0095,0,0,0
58,-175.229,0.0083,0,0,0
59,-175.229,-0.0024,0,0,0
60,-175.229,-0.0083,0,0,0
61,-175.229,-0.006,0,0,0
62,-175.229,-0.0036,0,0,0
63,-175.229,0,0,0,0
64,-175.229,0.006,0,0,0
65,-175.229,0.0036,0,0,0
66,-175.229,-0.0024,0,0,0
67,-175.229,-0.0024,0,0,0
68,-175.229,-0.0036,0,0,0
69,-175.229,0.0012,0,0,0
70,-175.229,0.0072,0,0,0
71,-175.229,0.0048,0,0,0
72,-175.229,0.006,0,0,0
73,-175.229,0.0024,0,0,0
74,-175.229,-0.0048,0,0,0
75,-175.229,-0.0036,0,0,0
76,-175.229,-0.0048,0,0,0
77,-175.229,-0.0072,0,0,0
78,-175.229,-0.006,0,0,0
79,-175.229,-0.0012,0,0,0
80,-175.229,-0.0012,0,0,0
81,-175.229,0.0012,0,0,0
82,-175.229,0,0,0,0
83,-175.229,0,0,0,0
84,-175.229,0,0,0,0
85,-175.229,0.0012,0,0,0
86,-175.229,0.0024,0,0,0
87,-175.229,0.0036,0,0,0
88,-175.229,0.0048,0,0,0
89,-175.229,0.0036,0,0,0
90,-175.229,0.0036,0,0,0
91,-175.229,0,0,0,0
92,-175.229,-0.0036,0,0,0
93,-175.229,0,0,0,0
94,-175.229,0.0024,0,0,0
95,-175.229,0.0012,0,0,0
96,-175.229,0,0,0,0
97,-175.229,-0.0036,0,0,0
98,-175.229,-0.0012,0,0,0
99,-175.229,0,0,0,0
100,-175.229,0.0024,0,0,0
101,-175.229,0.0024,0,0,0
102,-175.229,0,0,0,0
103,-175.229,0,0,0,0
104,-175.229,0.0024,0,0,0
