cnt,pos,speed,DTorque,DAC,STorque,Force,Dir
1,373.449,0.0152,31,0,0,5,1
2,373.449,0.0122,31,0,0,5,1
3,373.449,0.0122,31,0,0,5,1
4,373.449,0.0091,31,0,0,5,1
5,373.449,0.0061,31,0,0,5,1
6,373.448,0.0091,31,0,0,5,1
7,373.448,0.0061,31,0,0,5,1
8,373.448,0.0152,31,0,0,5,1
9,373.448,0.0122,31,0,0,5,1
10,373.448,0.0061,31,0,0,5,1
11,373.448,0,31,0,0,5,1
12,373.448,0.0091,31,0,0,5,1
13,373.448,0.0122,31,0,0,5,1
14,373.447,0.0122,31,0,0,5,1
15,373.447,0.0091,31,0,0,5,1
16,373.447,0.0183,31,0,0,5,1
17,373.447,0.0152,31,0,0,5,1
18,373.447,0.0213,32,0,0,5,1
19,373.447,0.0091,31,0,0,5,1
20,373.447,0.003,31,0,0,5,1
21,373.447,0.0152,32,0,0,5,1
22,373.446,0.0061,31,0,0,5,1
23,373.446,0,31,0,0,5,1
24,373.446,0.0152,32,0,0,5,1
25,373.446,-0.003,31,0,0,5,1
26,373.446,0.003,31,0,0,5,1
27,373.446,0.0122,31,0,0,5,1
28,373.446,0.0213,32,0,0,5,1
29,373.445,0.0152,31,0,0,5,1
30,373.445,0.0061,31,0,0,5,1
31,373.445,0,31,0,0,5,1
32,373.445,-0.0061,31,0,0,5,1
33,373.445,0.0061,31,0,0,5,1
34,373.445,0.0122,32,0,0,5,1
35,373.445,0.003,31,0,0,5,1
36,373.445,0.0152,31,0,0,5,1
37,373.445,0.0061,32,0,0,5,1
38,373.444,0.0061,31,0,0,5,1
39,373.444,0.003,31,0,0,5,1
40,373.444,0.0152,32,0,0,5,1
41,373.444,0.003,31,0,0,5,1
42,373.444,0.0122,31,0,0,5,1
43,373.444,0,31,0,0,5,1
44,373.444,0.0061,31,0,0,5,1
45,373.444,0.0061,31,0,0,5,1
46,373.444,0.0091,31,0,0,5,1
47,373.444,0.0122,32,0,0,5,1
48,373.444,0.0183,32,0,0,5,1
49,373.443,0.0152,32,0,0,5,1
50,373.443,0.003,32,0,0,5,1
51,373.443,0.0152,32,0,0,5,1
52,373.443,-0.0061,32,0,0,5,1
53,373.443,0.0183,32,0,0,5,1
54,373.443,0,32,0,0,5,1
55,373.443,-0.0061,32,0,0,5,1
56,373.443,0,32,0,0,5,1
57,373.443,0.0091,32,0,0,5,1
58,373.443,0.003,32,0,0,5,1
59,373.443,-0.003,32,0,0,5,1
60,373.442,-0.003,32,0,0,5,1
61,373.442,0.0122,32,0,0,5,1
62,373.442,0.0091,32,0,0,5,1
63,373.442,0.0091,32,0,0,5,1
64,373.442,0.003,32,0,0,5,1
65,373.442,-0.003,32,0,0,5,1
66,373.442,0.0061,32,0,0,5,1
67,373.442,0,31,0,0,5,1
68,373.442,0.0061,32,0,0,5,1
69,373.442,0,32,0,0,5,1
70,373.441,0.0091,32,0,0,5,1
71,373.441,0,32,0,0,5,1
72,373.441,0.003,32,0,0,5,1
73,373.441,-0.0061,32,0,0,5,1
74,373.441,0.0122,32,0,0,5,1
75,373.441,0.0061,32,0,0,5,1
76,373.441,0.003,32,0,0,5,1
77,373.441,0,32,0,0,5,1
78,373.441,0,32,0,0,5,1
79,373.441,0.003,32,0,0,5,1
80,373.441,0.0061,32,0,0,5,1
81,373.441,-0.0061,32,0,0,5,1
82,373.441,0.0091,32,0,0,5,1
83,373.441,0,32,0,0,5,1
84,373.44,-0.0061,31,0,0,5,1
85,373.44,0.0152,32,0,0,5,1
86,373.44,0,32,0,0,5,1
87,373.44,0.0061,32,0,0,5,1
88,373.44,0.0091,32,0,0,5,1
89,373.44,-0.0091,31,0,0,5,1
90,373.44,0.0091,32,0,0,5,1
91,373.44,0,32,0,0,5,1
92,373.44,0.0061,32,0,0,5,1
93,373.44,0,32,0,0,5,1
94,373.44,0.0091,32,0,0,5,1
95,373.44,0.003,31,0,0,5,1
96,373.44,0,32,0,0,5,1
97,373.44,0.003,32,0,0,5,1
98,373.44,0.0152,32,0,0,5,1
99,373.44,0.003,32,0,0,5,1
100,373.44,0,32,0,0,5,1
101,373.439,0,32,0,0,5,1
102,373.439,0.0122,32,0,0,5,1
103,373.439,0.003,32,0,0,5,1
104,373.439,0.0061,32,0,0,5,1
105,373.439,0.003,32,0,0,5,1
106,373.439,0.0061,32,0,0,5,1
107,373.439,0.003,32,0,0,5,1
108,373.439,-0.003,32,0,0,5,1
109,373.439,0,32,0,0,5,1
110,373.439,0,31,0,0,5,1
111,373.439,0.0061,32,0,0,5,1
112,373.439,0.003,32,0,0,5,1
113,373.439,-0.003,32,0,0,5,1
114,373.439,0,32,0,0,5,1
115,373.439,0.0061,32,0,0,5,1
116,373.439,0,32,0,0,5,1
117,373.439,0.0061,32,0,0,5,1
118,373.439,0,32,0,0,5,1
119,373.438,0.0122,32,0,0,5,1
120,373.438,-0.003,32,0,0,5,1
121,373.438,0.0091,32,0,0,5,1
122,373.438,0,31,0,0,5,1
123,373.438,0,32,0,0,5,1
124,373.438,0.003,32,0,0,5,1
125,373.438,0,31,0,0,5,1
126,373.438,0.0061,32,0,0,5,1
127,373.438,0.0122,32,0,0,5,1
128,373.438,0.0061,32,0,0,5,1
129,373.438,0,31,0,0,5,1
130,373.438,0.003,31,0,0,5,1
131,373.438,-0.003,31,0,0,5,1
132,373.438,0.003,31,0,0,5,1
133,373.438,0.0061,31,0,0,5,1
134,373.438,-0.003,31,0,0,5,1
135,373.438,-0.003,31,0,0,5,1
136,373.438,0.003,31,0,0,5,1
137,373.438,0,31,0,0,5,1
138,373.438,-0.003,31,0,0,5,1
139,373.438,0.0061,31,0,0,5,1
140,373.437,0.003,31,0,0,5,1
141,373.437,-0.0061,32,0,0,5,1
142,373.437,0.003,31,0,0,5,1
143,373.437,0.0061,31,0,0,5,1
144,373.437,0.0122,31,0,0,5,1
145,373.437,0.0122,31,0,0,5,1
146,373.437,-0.0061,31,0,0,5,1
147,373.437,-0.003,31,0,0,5,1
148,373.437,0,31,0,0,5,1
149,373.437,-0.003,31,0,0,5,1
150,373.437,-0.003,31,0,0,5,1
151,373.437,-0.0061,31,0,0,5,1
152,373.437,0.0061,32,0,0,5,1
153,373.437,0.003,31,0,0,5,1
154,373.437,0.0061,31,0,0,5,1
155,373.437,-0.003,31,0,0,5,1
156,373.437,0.003,31,0,0,5,1
157,373.437,0.0061,31,0,0,5,1
158,373.437,0.003,31,0,0,5,1
159,373.437,-0.003,31,0,0,5,1
160,373.437,-0.003,31,0,0,5,1
161,373.436,0.003,32,0,0,5,1
162,373.436,0.0061,32,0,0,5,1
