cnt,pos,speed,DTorque,DAC,STorque,Force,Dir
1,291.375,-0.003,37,0,0,6,0
2,291.375,-0.0091,37,0,0,6,0
3,291.375,-0.003,37,0,0,6,0
4,291.375,-0.003,37,0,0,6,0
5,291.375,0,36,0,0,6,0
6,291.375,0,36,0,0,6,0
7,291.375,0.003,36,0,0,6,0
8,291.375,-0.003,36,0,0,6,0
9,291.376,0.003,35,0,0,6,0
10,291.376,0.003,35,0,0,6,0
11,291.376,-0.0152,35,0,0,6,0
12,291.377,-0.0122,34,0,0,5,0
13,291.378,0,34,0,0,5,0
14,291.379,-0.0091,34,0,0,5,0
15,291.38,-0.0183,34,0,0,5,0
16,291.38,-0.0183,34,0,0,5,0
17,291.382,-0.0122,33,0,0,5,0
18,291.384,-0.0152,33,0,0,5,0
19,291.385,-0.0152,33,0,0,5,0
20,291.386,-0.0122,33,0,0,5,0
21,291.387,-0.0091,32,0,0,5,0
22,291.388,-0.0456,32,0,0,5,0
23,291.391,-0.0335,32,0,0,5,0
24,291.393,-0.0183,32,0,0,5,0
25,291.393,0.003,32,0,0,5,0
26,291.393,0.0061,31,0,0,5,0
27,291.393,-0.0061,31,0,0,5,0
28,291.394,-0.003,31,0,0,5,0
29,291.394,0,31,0,0,5,0
30,291.394,-0.0183,30,0,0,5,0
31,291.396,-0.0243,30,0,0,5,0
32,291.397,-0.0122,30,0,0,5,0
33,291.398,-0.0304,30,0,0,5,0
34,291.4,-0.0396,30,0,0,5,0
35,291.403,-0.073,30,0,0,5,0
36,291.409,-0.0913,30,0,0,5,0
37,291.416,-0.1339,30,0,0,5,0
38,291.427,-0.1856,30,0,0,5,0
39,291.437,-0.1248,30,0,0,5,0
40,291.445,-0.073,30,0,0,5,0
41,291.45,-0.0609,30,0,0,5,0
42,291.453,-0.0548,30,0,0,5,0
43,291.457,-0.0791,30,0,0,5,0
44,291.465,-0.1856,30,0,0,5,0
45,291.486,-0.7364,31,0,0,5,0
46,291.548,-0.8307,32,0,0,5,0
47,291.598,-1.0802,33,0,0,5,0
48,291.79,-7.8141,40,0,0,7,0
49,292.282,-12.8622,54,0,0,9,0
50,292.844,-15.2235,65,0,0,11,0
