cnt,pos,speed,DTorque,STorque,Force,Dir
1,84.07,-0.00,-16.00,0,-2.82,-1
2,84.07,0.01,-16.00,0,-2.82,-1
3,84.07,0.00,-16.00,0,-2.82,-1
4,84.07,-0.00,-16.00,0,-2.82,-1
5,84.07,0.00,-16.00,0,-2.82,-1
6,84.07,-0.00,-16.00,0,-2.82,-1
7,84.07,0.00,-16.00,0,-2.82,-1
8,84.07,0.00,-16.00,0,-2.82,-1
9,84.07,0.01,-16.00,0,-2.82,-1
10,84.07,0.00,-16.00,0,-2.82,-1
11,84.07,0.00,-16.00,0,-2.82,-1
12,84.07,0.00,-16.00,0,-2.82,-1
13,84.07,-0.01,-16.00,0,-2.82,-1
14,84.07,-0.01,-16.00,0,-2.82,-1
15,84.07,0.00,-16.00,0,-2.82,-1
16,84.07,0.01,-16.00,0,-2.82,-1
17,84.07,0.00,-16.00,0,-2.82,-1
18,84.07,0.00,-16.00,0,-2.82,-1
19,84.07,-0.01,-16.00,0,-2.82,-1
20,84.07,-0.00,-16.00,0,-2.82,-1
21,84.07,-0.01,-16.00,0,-2.82,-1
22,84.07,-0.00,-16.00,0,-2.82,-1
23,84.07,0.01,-16.00,0,-2.82,-1
24,84.07,0.01,-16.00,0,-2.82,-1
25,84.07,0.01,-16.00,0,-2.82,-1
26,84.07,0.00,-16.00,0,-2.82,-1
27,84.07,-0.01,-16.00,0,-2.82,-1
28,84.07,-0.01,-16.00,0,-2.82,-1
29,84.07,0.00,-16.00,0,-2.82,-1
30,84.07,-0.00,-16.00,0,-2.82,-1
31,84.07,0.00,-16.00,0,-2.82,-1
32,84.07,0.00,-16.00,0,-2.82,-1
33,84.07,0.01,-16.00,0,-2.82,-1
34,84.07,0.01,-16.00,0,-2.82,-1
35,84.07,-0.00,-16.00,0,-2.82,-1
36,84.07,-0.01,-16.00,0,-2.82,-1
37,84.07,-0.01,-16.00,0,-2.82,-1
38,84.07,0.00,-16.00,0,-2.82,-1
39,84.07,0.00,-16.00,0,-2.82,-1
40,84.07,0.02,-16.00,0,-2.82,-1
41,84.07,0.01,-16.00,0,-2.82,-1
42,84.07,-0.00,-16.00,0,-2.82,-1
43,84.07,-0.01,-16.00,0,-2.82,-1
44,84.07,-0.00,-16.00,0,-2.82,-1
45,84.07,-0.01,-16.00,0,-2.82,-1
46,84.07,0.00,-16.00,0,-2.82,-1
47,84.07,0.01,-16.00,0,-2.82,-1
48,84.07,0.01,-16.00,0,-2.82,-1
49,84.07,0.01,-16.00,0,-2.82,-1
50,84.07,0.01,-16.00,0,-2.82,-1
51,84.07,0.00,-16.00,0,-2.82,-1
52,84.07,0.00,-16.00,0,-2.82,-1
53,84.07,-0.01,-16.00,0,-2.82,-1
54,84.07,-0.01,-16.00,0,-2.82,-1
55,84.07,-0.01,-16.00,0,-2.82,-1
56,84.07,0.01,-16.00,0,-2.82,-1
57,84.07,0.01,-16.00,0,-2.82,-1
58,84.07,0.01,-16.00,0,-2.82,-1
59,84.07,0.00,-16.00,0,-2.82,-1
60,84.07,0.00,-16.00,0,-2.82,-1
61,84.07,-0.01,-16.00,0,-2.82,-1
62,84.07,-0.00,-16.00,0,-2.82,-1
63,84.07,0.01,-16.00,0,-2.82,-1
64,84.07,0.00,-16.00,0,-2.82,-1
65,84.07,0.00,-16.00,0,-2.82,-1
66,84.07,0.00,-16.00,0,-2.82,-1
67,84.07,-0.01,-16.00,0,-2.82,-1
68,84.07,-0.00,-16.00,0,-2.82,-1
69,84.07,-0.01,-16.00,0,-2.82,-1
70,84.07,0.00,-16.00,0,-2.82,-1
71,84.07,0.01,-16.00,0,-2.82,-1
72,84.07,0.00,-16.00,0,-2.82,-1
73,84.07,0.01,-16.00,0,-2.82,-1
74,84.07,0.00,-16.00,0,-2.82,-1
75,84.07,0.00,-16.00,0,-2.82,-1
76,84.07,-0.01,-16.00,0,-2.82,-1
77,84.07,-0.01,-16.00,0,-2.82,-1
78,84.07,0.00,-16.00,0,-2.82,-1
79,84.07,0.00,-16.00,0,-2.82,-1
80,84.07,0.02,-16.00,0,-2.82,-1
81,84.07,0.01,-16.00,0,-2.82,-1
82,84.07,0.01,-16.00,0,-2.82,-1
83,84.07,-0.01,-16.00,0,-2.82,-1
84,84.07,-0.01,-16.00,0,-2.82,-1
85,84.07,-0.01,-16.00,0,-2.82,-1
86,84.07,0.00,-16.00,0,-2.82,-1
87,84.07,0.01,-16.00,0,-2.82,-1
88,84.07,0.01,-16.00,0,-2.82,-1
89,84.07,0.01,-16.00,0,-2.82,-1
90,84.07,0.01,-16.00,0,-2.82,-1
91,84.07,-0.00,-16.00,0,-2.82,-1
92,84.07,-0.01,-16.00,0,-2.82,-1
93,84.07,-0.01,-16.00,0,-2.82,-1
94,84.07,-0.00,-16.00,0,-2.82,-1
95,84.07,0.00,-16.00,0,-2.82,-1
96,84.07,0.00,-16.00,0,-2.82,-1
97,84.07,0.01,-16.00,0,-2.82,-1
98,84.07,0.00,-16.00,0,-2.82,-1
99,84.07,-0.00,-16.00,0,-2.82,-1
100,84.07,-0.01,-16.00,0,-2.82,-1
101,84.07,-0.00,-16.00,0,-2.82,-1
102,84.07,0.00,-16.00,0,-2.82,-1
103,84.07,0.00,-16.00,0,-2.82,-1
104,84.07,0.00,-16.00,0,-2.82,-1
105,84.07,0.01,-16.00,0,-2.82,-1
106,84.07,0.00,-16.00,0,-2.82,-1
107,84.07,0.00,-16.00,0,-2.82,-1
108,84.07,0.00,-16.00,0,-2.82,-1
109,84.07,0.00,-16.00,0,-2.82,-1
110,84.07,-0.01,-16.00,0,-2.82,-1
111,84.07,-0.01,-16.00,0,-2.82,-1
112,84.07,-0.00,-16.00,0,-2.82,-1
113,84.07,0.00,-15.00,0,-2.64,-1
114,84.07,0.01,-15.00,0,-2.64,-1
115,84.07,0.01,-16.00,0,-2.82,-1
116,84.07,0.01,-16.00,0,-2.82,-1
117,84.07,-0.00,-16.00,0,-2.82,-1
118,84.07,0.00,-16.00,0,-2.82,-1
119,84.07,0.00,-16.00,0,-2.82,-1
120,84.07,0.00,-15.00,0,-2.64,-1
121,84.07,0.00,-15.00,0,-2.64,-1
122,84.07,0.00,-16.00,0,-2.82,-1
123,84.07,0.00,-16.00,0,-2.82,-1
124,84.07,0.00,-16.00,0,-2.82,-1
125,84.07,-0.01,-16.00,0,-2.82,-1
126,84.07,-0.01,-16.00,0,-2.82,-1
127,84.07,0.01,-16.00,0,-2.82,-1
128,84.07,-0.00,-16.00,0,-2.82,-1
129,84.07,0.01,-16.00,0,-2.82,-1
130,84.07,-0.00,-16.00,0,-2.82,-1
131,84.07,0.00,-16.00,0,-2.82,-1
132,84.07,-0.01,-16.00,0,-2.82,-1
133,84.07,0.01,-16.00,0,-2.82,-1
134,84.07,0.01,-16.00,0,-2.82,-1
135,84.07,0.00,-16.00,0,-2.82,-1
136,84.07,-0.00,-16.00,0,-2.82,-1
137,84.07,-0.01,-16.00,0,-2.82,-1
138,84.07,0.00,-15.00,0,-2.64,-1
139,84.07,0.00,-15.00,0,-2.64,-1
140,84.07,0.01,-16.00,0,-2.82,-1
141,84.07,0.00,-16.00,0,-2.82,-1
142,84.07,0.00,-16.00,0,-2.82,-1
143,84.07,0.00,-16.00,0,-2.82,-1
144,84.07,-0.01,-15.00,0,-2.64,-1
145,84.07,0.00,-15.00,0,-2.64,-1
146,84.07,-0.01,-16.00,0,-2.82,-1
147,84.07,0.00,-16.00,0,-2.82,-1
148,84.07,0.01,-15.00,0,-2.64,-1
149,84.07,0.01,-16.00,0,-2.82,-1
150,84.07,0.00,-16.00,0,-2.82,-1
151,84.07,-0.01,-16.00,0,-2.82,-1
152,84.07,-0.00,-16.00,0,-2.82,-1
153,84.07,-0.01,-16.00,0,-2.82,-1
154,84.07,0.01,-15.00,0,-2.64,-1
155,84.07,0.00,-16.00,0,-2.82,-1
156,84.07,0.01,-16.00,0,-2.82,-1
157,84.07,0.00,-16.00,0,-2.82,-1
158,84.07,0.00,-15.00,0,-2.64,-1
159,84.07,-0.00,-15.00,0,-2.64,-1
160,84.07,0.01,-16.00,0,-2.82,-1
161,84.07,-0.01,-15.00,0,-2.64,-1
162,84.07,0.00,-16.00,0,-2.82,-1
163,84.07,-0.00,-16.00,0,-2.82,-1
164,84.07,-0.00,-16.00,0,-2.82,-1
165,84.07,0.00,-15.00,0,-2.64,-1
166,84.07,0.01,-15.00,0,-2.64,-1
167,84.07,0.01,-16.00,0,-2.82,-1
168,84.07,-0.01,-16.00,0,-2.82,-1
169,84.07,-0.01,-16.00,0,-2.82,-1
170,84.07,0.00,-15.00,0,-2.64,-1
171,84.07,-0.00,-15.00,0,-2.64,-1
172,84.07,0.01,-15.00,0,-2.64,-1
173,84.07,0.00,-15.00,0,-2.64,-1
174,84.07,0.00,-16.00,0,-2.82,-1
175,84.07,-0.01,-15.00,0,-2.64,-1
176,84.07,-0.00,-15.00,0,-2.64,-1
177,84.07,0.00,-15.00,0,-2.64,-1
178,84.07,0.00,-15.00,0,-2.64,-1
179,84.07,0.00,-15.00,0,-2.64,-1
180,84.07,0.00,-15.00,0,-2.64,-1
181,84.07,0.01,-15.00,0,-2.64,-1
182,84.07,0.00,-15.00,0,-2.64,-1
183,84.07,0.00,-15.00,0,-2.64,-1
184,84.07,-0.00,-15.00,0,-2.64,-1
185,84.07,0.00,-15.00,0,-2.64,-1
186,84.07,0.00,-15.00,0,-2.64,-1
187,84.07,0.00,-15.00,0,-2.64,-1
188,84.07,0.00,-15.00,0,-2.64,-1
189,84.07,0.00,-15.00,0,-2.64,-1
190,84.07,-0.00,-15.00,0,-2.64,-1
191,84.07,-0.01,-15.00,0,-2.64,-1
192,84.07,-0.00,-15.00,0,-2.64,-1
193,84.07,0.01,-15.00,0,-2.64,-1
194,84.07,0.00,-15.00,0,-2.64,-1
195,84.07,0.00,-15.00,0,-2.64,-1
196,84.07,0.01,-15.00,0,-2.64,-1
197,84.07,0.00,-15.00,0,-2.64,-1
198,84.07,0.00,-15.00,0,-2.64,-1
199,84.07,-0.01,-15.00,0,-2.64,-1
200,84.07,0.00,-15.00,0,-2.64,-1
201,84.07,-0.00,-15.00,0,-2.64,-1
202,84.07,-0.00,-15.00,0,-2.64,-1
203,84.07,0.00,-15.00,0,-2.64,-1
204,84.07,0.00,-15.00,0,-2.64,-1
205,84.07,-0.00,-15.00,0,-2.64,-1
206,84.07,-0.01,-15.00,0,-2.64,-1
207,84.07,0.01,-15.00,0,-2.64,-1
208,84.07,0.01,-15.00,0,-2.64,-1
209,84.07,0.00,-15.00,0,-2.64,-1
210,84.07,0.00,-15.00,0,-2.64,-1
211,84.07,0.00,-15.00,0,-2.64,-1
212,84.07,0.00,-15.00,0,-2.64,-1
213,84.07,0.00,-15.00,0,-2.64,-1
214,84.07,-0.02,-15.00,0,-2.64,-1
215,84.07,-0.00,-15.00,0,-2.64,-1
216,84.07,-0.01,-15.00,0,-2.64,-1
217,84.07,0.02,-15.00,0,-2.64,-1
218,84.07,-0.00,-15.00,0,-2.64,-1
219,84.07,0.00,-15.00,0,-2.64,-1
220,84.07,0.01,-15.00,0,-2.64,-1
221,84.07,-0.00,-15.00,0,-2.64,-1
222,84.07,0.00,-15.00,0,-2.64,-1
223,84.07,-0.01,-15.00,0,-2.64,-1
224,84.07,0.00,-15.00,0,-2.64,-1
225,84.07,0.00,-15.00,0,-2.64,-1
226,84.07,0.01,-15.00,0,-2.64,-1
227,84.07,0.02,-15.00,0,-2.64,-1
228,84.07,0.00,-15.00,0,-2.64,-1
229,84.07,0.00,-15.00,0,-2.64,-1
230,84.07,-0.01,-15.00,0,-2.64,-1
231,84.07,-0.01,-15.00,0,-2.64,-1
232,84.07,-0.00,-16.00,0,-2.82,-1
233,84.07,0.00,-16.00,0,-2.82,-1
234,84.07,-0.00,-15.00,0,-2.64,-1
235,84.07,0.00,-15.00,0,-2.64,-1
236,84.07,0.00,-15.00,0,-2.64,-1
237,84.07,0.00,-15.00,0,-2.64,-1
238,84.07,0.00,-15.00,0,-2.64,-1
239,84.07,0.00,-15.00,0,-2.64,-1
240,84.07,0.00,-15.00,0,-2.64,-1
241,84.07,0.00,-15.00,0,-2.64,-1
242,84.07,0.01,-15.00,0,-2.64,-1
243,84.07,-0.00,-16.00,0,-2.82,-1
244,84.07,-0.00,-16.00,0,-2.82,-1
245,84.07,-0.00,-15.00,0,-2.64,-1
246,84.07,-0.00,-15.00,0,-2.64,-1
247,84.07,0.01,-15.00,0,-2.64,-1
248,84.07,0.01,-15.00,0,-2.64,-1
249,84.07,0.00,-15.00,0,-2.64,-1
