cnt,pos,speed,DTorque,STorque,Force,Dir
10019,12.97,-3.78,239.00,0,42.06,0
10020,12.97,-3.79,239.00,0,42.06,0
10021,12.97,-3.68,240.00,0,42.24,0
10022,12.98,-3.56,240.00,0,42.24,0
10023,12.98,-3.51,240.00,0,42.24,0
10024,12.99,-3.57,241.00,0,42.42,0
10025,12.99,-3.44,242.00,0,42.59,0
10026,12.99,-3.38,242.00,0,42.59,0
10027,13.00,-3.37,243.00,0,42.77,0
10028,13.00,-3.27,243.00,0,42.77,0
10029,13.00,-3.09,243.00,0,42.77,0
10030,13.00,-3.05,244.00,0,42.94,0
10031,13.01,-3.01,244.00,0,42.94,0
10032,13.01,-2.98,245.00,0,43.12,0
10033,13.01,-2.84,245.00,0,43.12,0
10034,13.02,-2.78,245.00,0,43.12,0
10035,13.02,-2.75,245.00,0,43.12,0
10036,13.02,-2.67,246.00,0,43.30,0
10037,13.02,-2.50,246.00,0,43.30,0
10038,13.03,-2.40,246.00,0,43.30,0
10039,13.03,-2.36,247.00,0,43.47,0
10040,13.03,-2.24,247.00,0,43.47,0
10041,13.03,-2.25,247.00,0,43.47,0
10042,13.04,-2.20,248.00,0,43.65,0
10043,13.04,-2.07,248.00,0,43.65,0
10044,13.04,-1.95,248.00,0,43.65,0
10045,13.04,-1.87,248.00,0,43.65,0
10046,13.04,-1.81,248.00,0,43.65,0
10047,13.05,-1.75,249.00,0,43.82,0
10048,13.05,-1.64,249.00,0,43.82,0
10049,13.05,-1.52,249.00,0,43.82,0
10050,13.05,-1.38,249.00,0,43.82,0
10051,13.05,-1.30,250.00,0,44.00,0
10052,13.05,-1.15,250.00,0,44.00,0
10053,13.05,-1.05,250.00,0,44.00,0
10054,13.06,-0.98,250.00,0,44.00,0
10055,13.06,-0.91,250.00,0,44.00,0
10056,13.06,-0.87,250.00,0,44.00,0
10057,13.06,-0.79,251.00,0,44.18,-1
10058,13.06,-0.72,251.00,0,44.18,-1
10059,13.06,-0.64,251.00,0,44.18,-1
10060,13.06,-0.57,251.00,0,44.18,-1
10061,13.06,-0.51,251.00,0,44.18,-1
10062,13.06,-0.41,251.00,0,44.18,-1
10063,13.06,-0.35,252.00,0,44.35,-1
10064,13.06,-0.30,252.00,0,44.35,-1
10065,13.06,-0.26,252.00,0,44.35,-1
10066,13.06,-0.21,252.00,0,44.35,-1
10067,13.06,-0.17,253.00,0,44.53,-1
10068,13.06,-0.14,253.00,0,44.53,-1
10069,13.06,-0.11,253.00,0,44.53,-1
10070,13.06,-0.09,253.00,0,44.53,-1
10071,13.06,-0.07,253.00,0,44.53,-1
10072,13.06,-0.05,254.00,0,44.70,-1
10073,13.06,-0.05,254.00,0,44.70,-1
10074,13.06,-0.03,254.00,0,44.70,-1
10075,13.06,-0.03,255.00,0,44.88,-1
10076,13.06,-0.02,255.00,0,44.88,-1
10077,13.06,-0.04,255.00,0,44.88,-1
10078,13.06,-0.02,255.00,0,44.88,-1
10079,13.06,-0.02,255.00,0,44.88,-1
10080,13.06,-0.03,255.00,0,44.88,-1
10081,13.06,-0.03,256.00,0,45.06,-1
10082,13.06,-0.04,256.00,0,45.06,-1
10083,13.06,-0.04,256.00,0,45.06,-1
10084,13.06,-0.05,256.00,0,45.06,-1
10085,13.06,-0.06,256.00,0,45.06,-1
10086,13.06,-0.06,256.00,0,45.06,-1
10087,13.06,-0.06,256.00,0,45.06,-1
10088,13.06,-0.07,256.00,0,45.06,-1
10089,13.06,-0.09,255.00,0,44.88,-1
10090,13.06,-0.12,255.00,0,44.88,-1
10091,13.06,-0.19,255.00,0,44.88,-1
10092,13.06,-0.22,255.00,0,44.88,-1
10093,13.06,-0.25,255.00,0,44.88,-1
10094,13.07,-0.29,255.00,0,44.88,-1
10095,13.07,-0.35,255.00,0,44.88,-1
10096,13.07,-0.40,254.00,0,44.70,-1
10097,13.07,-0.47,254.00,0,44.70,-1
10098,13.07,-0.55,254.00,0,44.70,-1
10099,13.07,-0.64,254.00,0,44.70,-1
10100,13.07,-0.74,254.00,0,44.70,-1
10101,13.07,-0.84,254.00,0,44.70,-1
10102,13.07,-0.96,254.00,0,44.70,-1
10103,13.07,-1.08,253.00,0,44.53,-1
10104,13.07,-1.21,253.00,0,44.53,-1
10105,13.07,-1.30,253.00,0,44.53,-1
10106,13.08,-1.41,253.00,0,44.53,-1
10107,13.08,-1.78,253.00,0,44.53,-1
10108,13.08,-1.91,253.00,0,44.53,-1
10109,13.08,-2.13,253.00,0,44.53,-1
10110,13.08,-2.36,253.00,0,44.53,-1
10111,13.09,-2.52,253.00,0,44.53,-1
10112,13.09,-2.68,253.00,0,44.53,-1
10113,13.09,-2.93,253.00,0,44.53,-1
10114,13.10,-3.17,253.00,0,44.53,-1
