cnt,pos,speed,DTorque,Force
3746,211.345,0.0024,32,14
3747,211.345,0.0024,32,14
3748,211.345,0.0024,32,14
3749,211.345,-0.0012,32,14
3750,211.345,-0.0012,32,14
3751,211.345,-0.0036,32,14
3752,211.345,0,32,14
3753,211.345,-0.0012,32,14
3754,211.345,-0.0012,32,14
3755,211.345,0.0048,32,14
3756,211.345,0.0012,32,14
3757,211.345,0,32,14
3758,211.345,0.0012,32,14
3759,211.345,0,32,14
3760,211.345,-0.0036,32,14
3761,211.345,-0.0036,32,14
3762,211.345,-0.0024,32,14
3763,211.345,-0.0036,32,14
3764,211.345,-0.0024,32,14
3765,211.345,0.0012,32,14
3766,211.345,0,32,14
3767,211.345,0.0024,32,14
3768,211.345,-0.0012,32,14
3769,211.345,-0.0024,32,14
3770,211.345,0.0024,32,14
3771,211.345,-0.0012,32,14
3772,211.345,-0.0012,32,14
3773,211.345,0.0012,32,14
3774,211.345,-0.0012,32,14
3775,211.345,-0.0036,32,14
3776,211.345,0.0048,32,14
3777,211.345,-0.0024,32,14
3778,211.345,0.0012,32,14
3779,211.345,-0.0024,32,14
3780,211.345,-0.0024,32,14
3781,211.345,0.0012,32,14
3782,211.345,0.0012,32,14
3783,211.345,0.0012,32,14
3784,211.345,0,32,14
3785,211.345,-0.0012,32,14
3786,211.345,-0.0036,32,14
3787,211.345,0,32,14
3788,211.345,0.0012,32,14
3789,211.345,-0.0012,32,14
3790,211.345,-0.0012,32,14
3791,211.345,0,32,14
3792,211.345,-0.0012,32,14
3793,211.345,0.0024,32,14
3794,211.345,0.0012,32,14
3795,211.345,0.0024,32,14
3796,211.345,0,32,14
3797,211.345,-0.0024,32,14
3798,211.345,-0.0024,32,14
3799,211.345,-0.0012,32,14
3800,211.345,-0.0024,32,14
3801,211.345,0.0024,32,14
3802,211.345,0.0048,32,14
3803,211.345,-0.0012,32,14
3804,211.345,-0.0036,32,14
3805,211.345,-0.0048,32,14
3806,211.345,-0.0036,32,14
3807,211.345,-0.0036,32,14
3808,211.345,0,32,14
3809,211.345,-0.0024,32,14
3810,211.345,0.0012,32,14
3811,211.345,0.0024,32,14
3812,211.345,0.0024,32,14
3813,211.345,0,32,14
3814,211.345,0.0012,32,14
3815,211.345,0.0024,32,14
3816,211.345,-0.0048,32,14
3817,211.345,-0.0048,32,14
3818,211.345,-0.0036,32,14
3819,211.345,-0.0024,32,14
3820,211.345,0,32,14
3821,211.345,0.0024,32,14
3822,211.345,0.0024,32,14
3823,211.345,0,32,14
3824,211.345,0,32,14
3825,211.345,0,32,14
3826,211.345,0,32,14
3827,211.345,0.0024,32,14
3828,211.345,0,32,14
3829,211.345,-0.0012,32,14
3830,211.345,0,32,14
3831,211.345,-0.0036,32,14
3832,211.345,-0.0012,32,14
3833,211.345,0.0024,32,14
3834,211.345,0.0024,32,14
3835,211.345,0,32,14
3836,211.345,0,32,14
3837,211.345,-0.0024,32,14
3838,211.345,-0.0012,32,14
3839,211.345,-0.0048,32,14
3840,211.345,-0.0012,32,14
3841,211.345,-0.0012,32,14
3842,211.345,-0.0024,32,14
3843,211.345,0.0012,32,14
3844,211.345,0,32,14
3845,211.345,0.0012,32,14
3846,211.345,0.0024,32,14
3847,211.345,0.0048,32,14
3848,211.345,0.006,32,14
3849,211.345,0.0012,32,14
3850,211.345,-0.0036,32,14
3851,211.345,-0.0072,32,14
3852,211.345,-0.0048,32,14
3853,211.345,-0.0024,32,14
3854,211.345,-0.0024,32,14
3855,211.345,0.0024,32,14
3856,211.345,0,32,14
3857,211.345,-0.0012,32,14
3858,211.345,-0.0012,32,14
3859,211.345,-0.0012,32,14
3860,211.345,0.0012,32,14
3861,211.345,0,32,14
3862,211.345,0.0012,32,14
3863,211.345,-0.0012,32,14
3864,211.345,-0.0012,32,14
3865,211.345,-0.0024,32,14
3866,211.345,0.0012,32,14
3867,211.345,0,32,14
3868,211.345,0.0012,32,14
3869,211.345,0,32,14
3870,211.345,0.0024,32,14
3871,211.345,-0.0012,32,14
3872,211.345,-0.0024,32,14
3873,211.345,-0.0024,32,14
3874,211.345,-0.0012,32,14
3875,211.345,0,32,14
3876,211.345,0.0012,32,14
3877,211.345,0.0012,32,14
3878,211.345,-0.0012,32,14
3879,211.345,-0.0036,32,14
3880,211.345,-0.0012,32,14
3881,211.345,-0.0024,32,14
3882,211.345,-0.0012,32,14
3883,211.345,-0.0036,32,14
3884,211.345,-0.0012,32,14
3885,211.345,-0.0012,32,14
3886,211.345,0,32,14
3887,211.345,0.0012,32,14
3888,211.345,-0.0036,32,14
3889,211.345,0.0036,32,14
3890,211.345,0.0024,32,14
3891,211.345,0.0036,32,14
3892,211.345,0,32,14
3893,211.345,-0.0012,32,14
3894,211.345,-0.0012,32,14
3895,211.345,-0.0036,32,14
3896,211.345,-0.0036,32,14
3897,211.345,-0.0036,32,14
3898,211.345,-0.0012,32,14
3899,211.345,0,32,14
3900,211.345,0.0024,32,14
3901,211.345,0,32,14
3902,211.345,0.0012,32,14
3903,211.345,0.0024,32,14
3904,211.345,0,32,14
3905,211.345,0.0012,32,14
3906,211.345,0,32,14
3907,211.345,0,32,14
3908,211.345,-0.0048,32,14
3909,211.345,-0.0048,32,14
3910,211.345,0,32,14
3911,211.345,-0.0012,32,14
3912,211.345,0.0024,32,14
3913,211.345,0.0024,32,14
3914,211.345,0.0024,32,14
3915,211.345,-0.0012,32,14
3916,211.345,-0.0012,32,14
3917,211.345,-0.0012,32,14
3918,211.345,-0.0024,32,14
3919,211.345,-0.0012,32,14
3920,211.345,-0.0012,32,14
3921,211.345,-0.0024,32,14
3922,211.345,0,32,14
3923,211.345,-0.0012,32,14
3924,211.345,0.0012,32,14
3925,211.345,-0.0012,32,14
3926,211.345,-0.0012,32,14
3927,211.345,0.0024,32,14
3928,211.345,0.0012,32,14
3929,211.345,0.0012,32,14
3930,211.345,0.0036,32,14
3931,211.345,-0.0012,32,14
3932,211.345,0,32,14
3933,211.345,-0.0036,32,14
3934,211.345,-0.0048,32,14
3935,211.345,-0.0036,32,14
3936,211.345,-0.0036,32,14
3937,211.345,-0.0048,32,14
3938,211.345,0.0024,32,14
3939,211.345,-0.0012,32,14
3940,211.345,0,32,14
3941,211.345,0.0012,32,14
3942,211.345,0,32,14
3943,211.345,0.0012,32,14
3944,211.345,0,32,14
3945,211.345,-0.0024,32,14
3946,211.345,0,32,14
3947,211.345,-0.0012,32,14
3948,211.345,0.0012,32,14
3949,211.345,0,32,14
3950,211.345,0.0012,32,14
3951,211.345,0,32,14
3952,211.345,-0.0024,32,14
3953,211.345,-0.0036,32,14
3954,211.345,-0.0024,32,14
3955,211.345,-0.0024,32,14
3956,211.345,0.0024,32,14
3957,211.345,0.0012,32,14
3958,211.345,-0.0012,32,14
3959,211.345,0.0012,32,14
3960,211.345,-0.0024,32,14
3961,211.345,-0.0012,32,14
3962,211.345,0,32,14
3963,211.345,0,32,14
3964,211.345,0.0036,32,14
3965,211.345,0,32,14
3966,211.345,-0.0012,32,14
3967,211.345,-0.0012,32,14
3968,211.345,-0.0048,32,14
3969,211.345,0,32,14
