cnt,pos,speed,DTorque,STorque,Force
2668,207,-0.0167,51,-13.1,22
2669,207,-0.025,50,-13.1,22
2670,207,-0.1132,45,-13.1,20
2671,207,-0.2396,38,-13.3,17
2672,207.003,-0.844,24,-13.3,10
2673,207.006,-1.496,13,-13.3,5
2674,207.011,-2.3412,4,-13.3,1
2675,207.016,-2.8884,3,-13.3,1
2676,207.025,-3.625,6,-13.3,2
2677,207.033,-4.0029,12,-13.4,5
2678,207.045,-4.3212,17,-13.4,7
2679,207.054,-4.4035,24,-13.4,10
2680,207.067,-4.3665,29,-13.4,13
2681,207.076,-4.2771,33,-13.4,14
2682,207.088,-4.1329,35,-13.4,15
2683,207.097,-3.9993,37,-13.4,16
2684,207.108,-3.8539,38,-13.4,17
2685,207.116,-3.7264,40,-13.6,18
2686,207.127,-3.6262,41,-13.6,18
2687,207.134,-3.5189,44,-13.6,19
2688,207.145,-3.3473,46,-13.6,20
2689,207.152,-3.2376,47,-13.6,21
2690,207.215,-4.3796,18,-13.4,8
2691,207.233,-4.7503,24,-13.4,10
2692,207.247,-4.8171,35,-13.4,15
2693,207.262,-4.5823,41,-13.4,18
2694,207.275,-4.3582,43,-13.3,19
2695,207.284,-4.0804,45,-13.3,20
2696,207.292,-3.8658,45,-13.3,20
2697,207.303,-3.5809,46,-13.3,20
2698,207.31,-3.364,45,-13.3,20
2699,207.317,-3.3151,42,-13.3,18
2700,207.324,-3.2424,37,-13.3,16
2701,207.33,-3.2686,32,-13.3,14
2702,207.34,-3.5011,27,-14.6,12
2703,207.347,-3.7836,21,-14.6,9
2704,207.351,-3.9815,15,-14.6,6
2705,207.359,-4.1591,12,-14.6,5
2706,207.363,-4.5703,10,-14.6,4
2707,207.373,-4.7384,7,-14.6,3
2708,207.378,-5.1616,7,-14.6,3
2709,207.388,-5.3738,10,-14.6,4
2710,207.394,-5.6682,11,-14.6,4
2711,207.4,-5.816,15,-14.6,6
2712,207.411,-6.0521,18,-14.6,8
2713,207.423,-6.0401,24,-14.6,10
2714,207.429,-6.0902,30,-14.6,13
2715,207.441,-6.0223,33,-14.6,14
2716,207.447,-5.9031,38,-15,17
2717,207.459,-5.7648,40,-15,18
2718,207.471,-5.6277,44,-15,19
2719,207.476,-5.4179,46,-15,20
2720,207.487,-5.2045,48,-15,21
2721,207.497,-5.0829,49,-15,22
2722,207.507,-4.7754,50,-15,22
2723,207.512,-4.6705,51,-15,22
2724,207.521,-4.475,51,-15,22
2725,207.526,-4.3474,49,-15,22
2726,207.534,-4.208,46,-15,20
2727,207.543,-4.1281,44,-15,19
2728,207.551,-4.1388,39,-14.7,17
2729,207.555,-4.1352,33,-14.7,14
