cnt,pos,speed,DTorque,sTorque,Force
2997,82.9998,0.0024,53,-12,23
2998,82.9997,0.006,53,-12,23
2999,82.9997,-0.006,52,-12.3,23
3000,82.9997,-0.0036,53,-12.3,23
3001,82.9997,0,53,-12.3,23
3002,82.9997,-0.0012,52,-12.3,23
3003,82.9997,0.0024,52,-12.3,23
3004,82.9997,0.0012,52,-12.3,23
3005,82.9997,0,53,-12.3,23
3006,82.9997,-0.006,53,-12,23
3007,82.9997,0.0036,53,-12,23
3008,82.9997,-0.0024,52,-12,23
3009,82.9997,0,53,-12,23
3010,82.9997,-0.0012,52,-12,23
3011,82.9997,0,52,-12,23
3012,82.9998,-0.0024,52,-12,23
3013,82.9998,-0.0024,52,-12,23
3014,82.9998,0.0048,52,-12,23
3015,82.9998,0,52,-12,23
3016,82.9998,0.0024,52,-12.3,23
3017,82.9998,0.0024,52,-12.3,23
3018,82.9997,0.0012,52,-12.3,23
3019,82.9997,-0.006,52,-12.3,23
3020,82.9998,-0.0036,52,-12.3,23
3021,82.9998,0,52,-12.3,23
3022,82.9998,0.0012,52,-12.3,23
3023,82.9998,-0.0036,52,-12.3,23
3024,82.9998,0,52,-12.3,23
3025,82.9998,0.006,52,-12.3,23
3026,82.9998,-0.0024,52,-12,23
3027,82.9998,-0.0036,52,-12,23
3028,82.9998,-0.0024,52,-12,23
3029,82.9998,-0.0048,52,-12,23
3030,82.9998,0,52,-12,23
3031,82.9998,0,52,-12,23
3032,82.9998,0.0048,52,-12,23
3033,82.9998,0.0036,52,-12,23
3034,82.9998,0.0012,52,-12,23
3035,82.9998,-0.0012,52,-12,23
3036,82.9998,0,52,-12,23
3037,82.9998,0.0012,53,-12,23
3038,82.9998,-0.0012,52,-12,23
3039,82.9998,-0.0024,52,-12,23
3040,82.9998,-0.0012,52,-12,23
3041,82.9998,0,52,-12,23
3042,82.9998,-0.0024,52,-12,23
3043,82.9998,0,52,-12,23
3044,82.9998,0,52,-12,23
3045,82.9998,-0.0012,52,-12,23
3046,82.9998,0,52,-12,23
3047,82.9998,0.0012,52,-12.3,23
3048,82.9998,-0.0012,52,-12.3,23
3049,82.9998,-0.0036,52,-12.3,23
3050,82.9998,0.0024,52,-12.3,23
3051,82.9998,0,52,-12.3,23
3052,82.9998,-0.0024,52,-12.3,23
3053,82.9998,-0.0012,52,-12.3,23
3054,82.9998,-0.0024,52,-12.3,23
3055,82.9998,0.0012,52,-12.3,23
3056,82.9998,0,52,-12.3,23
3057,82.9998,-0.0012,52,-12.3,23
3058,82.9998,0.0012,52,-12.3,23
3059,82.9998,-0.0024,52,-12.3,23
3060,82.9998,-0.0036,52,-12.3,23
3061,82.9998,-0.0012,52,-1,23
3062,82.9998,-0.0012,52,-1,23
3063,82.9998,-0.0024,52,-1,23
3064,82.9998,0.0024,52,-1,23
3065,82.9998,0.0048,52,-1,23
3066,82.9998,0.0012,52,-1,23
3067,82.9998,0.0012,52,-1,23
3068,82.9998,0,52,-1,23
3069,82.9998,0,52,-1,23
3070,82.9998,-0.0012,52,-1,23
3071,82.9998,-0.0024,52,-1,23
3072,82.9998,0.0024,52,-1,23
3073,82.9998,0,52,-1,23
3074,82.9998,0.006,52,-1,23
3075,82.9998,0.0012,52,-1,23
3076,82.9998,-0.0012,52,-1,23
3077,82.9998,-0.0012,52,-1,23
3078,82.9998,-0.0024,52,-1,23
3079,82.9998,-0.0024,52,-1,23
3080,82.9998,0,52,-1,23
3081,82.9998,0.006,52,-1,23
3082,82.9998,-0.0012,52,-1,23
3083,82.9998,0.0012,52,-1,23
3084,82.9998,0.0012,52,-1,23
3085,82.9998,-0.0012,52,-1,23
3086,82.9998,-0.0024,52,-12.3,23
3087,82.9998,0.0024,52,-12.3,23
3088,82.9998,-0.0024,52,-12.3,23
3089,82.9998,0.0012,52,-12.3,23
3090,82.9998,-0.0024,52,-12.3,23
3091,82.9998,0.0024,52,-12.3,23
3092,82.9998,-0.0012,52,-12.3,23
3093,82.9998,-0.0012,52,-12.3,23
3094,82.9998,0.0012,52,-12.3,23
3095,82.9998,0.0048,52,-12.3,23
3096,82.9998,0.0048,52,-12.3,23
3097,82.9998,0,52,-12.3,23
3098,82.9998,0.0024,52,-12.3,23
3099,82.9998,-0.0024,52,-12.3,23
3100,82.9998,-0.0024,52,-12.3,23
3101,82.9998,0,52,-12.3,23
3102,82.9998,0.0036,52,-12.3,23
3103,82.9998,-0.0036,52,-12.3,23
3104,82.9998,-0.0024,52,-12.3,23
3105,82.9998,0.0036,52,-12.3,23
3106,82.9998,-0.0012,52,-12.3,23
3107,82.9998,0.0012,52,-12.3,23
3108,82.9998,-0.0024,52,-12.3,23
3109,82.9998,-0.0036,52,-12.3,23
3110,82.9998,-0.0036,52,-12.3,23
3111,82.9998,0.0036,52,-12.3,23
3112,82.9998,0,52,-12.3,23
3113,82.9998,0.0012,52,-12.3,23
3114,82.9998,0.0024,52,-12.3,23
3115,82.9998,0,52,-12.3,23
3116,82.9998,0.0012,52,-12.3,23
3117,82.9998,-0.0036,52,-12.3,23
