cnt,pos,speed,DTorque,DAC,STorque,Force
1,-19.0008,-0.003,0,0,0,0
3,-19.0008,0,0,0,0,0
5,-19.0008,0.0091,0,0,0,0
7,-19.0007,0,0,0,0,0
9,-19.0007,-0.0061,0,0,0,0
11,-19.0007,-0.003,0,0,0,0
13,-19.0007,0,0,0,0,0
15,-19.0008,-0.0061,0,0,0,0
17,-19.0008,0.0061,0,0,0,0
19,-19.0007,0.0061,0,0,0,0
21,-19.0008,-0.0061,0,0,0,0
23,-19.0008,0,0,0,0,0
25,-19.0007,0.0061,0,0,0,0
27,-19.0007,-0.003,0,0,0,0
29,-19.0008,-0.003,0,0,0,0
31,-19.0008,0.0061,0,0,0,0
33,-19.0008,-0.0061,0,0,0,0
35,-19.0008,0.0091,0,0,0,0
37,-19.0007,0.003,0,0,0,0
39,-19.0007,-0.003,0,0,0,0
41,-19.0008,-0.003,0,0,0,0
43,-19.0008,0,0,0,0,0
45,-19.0008,0.003,0,0,0,0
47,-19.0007,0,0,0,0,0
49,-19.0007,-0.003,0,0,0,0
51,-19.0008,-0.003,0,0,0,0
53,-19.0008,0.0061,0,0,0,0
55,-19.0007,0.0061,0,0,0,0
57,-19.0007,-0.003,0,0,0,0
59,-19.0008,0,0,0,0,0
61,-19.0008,0.0091,0,0,0,0
63,-19.0007,0,0,0,0,0
65,-19.0008,0.003,0,0,0,0
67,-19.0007,0,0,0,0,0
69,-19.0007,-0.003,0,0,0,0
71,-19.0007,0.003,0,0,0,0
73,-19.0007,0,0,0,0,0
75,-19.0007,-0.003,0,0,0,0
77,-19.0007,0.003,0,0,0,0
79,-19.0007,-0.0061,0,0,0,0
81,-19.0008,0.0091,0,0,0,0
83,-19.0007,0.0061,0,0,0,0
85,-19.0007,-0.003,0,0,0,0
87,-19.0008,-0.0091,0,0,0,0
89,-19.0007,0.0061,0,0,0,0
91,-19.0007,0,0,0,0,0
93,-19.0007,-0.0061,0,0,0,0
95,-19.0007,0.003,0,0,0,0
97,-19.0007,-0.003,0,0,0,0
99,-19.0007,0,0,0,0,0
101,-19.0007,-0.003,0,0,0,0
103,-19.0007,0.0061,0,0,0,0
105,-19.0007,-0.003,0,0,0,0
107,-19.0007,-0.0091,0,0,0,0
109,-19.0008,0.0091,0,0,0,0
111,-19.0007,0.0061,0,0,0,0
113,-19.0007,-0.0091,0,0,0,0
115,-19.0007,0.003,0,0,0,0
117,-19.0007,0,0,0,0,0
119,-19.0007,0,0,0,0,0
121,-19.0007,0.003,0,0,0,0
123,-19.0007,0.003,0,0,0,0
125,-19.0007,-0.0061,0,0,0,0
127,-19.0007,-0.0061,0,0,0,0
129,-19.0007,0.003,0,0,0,0
131,-19.0007,0,0,0,0,0
133,-19.0007,-0.003,0,0,0,0
135,-19.0007,-0.003,0,0,0,0
137,-19.0007,0.003,0,0,0,0
139,-19.0007,0.0061,0,0,0,0
141,-19.0007,-0.003,0,0,0,0
143,-19.0007,0,0,0,0,0
145,-19.0007,-0.003,0,0,0,0
147,-19.0007,0.003,0,0,0,0
149,-19.0007,-0.0091,0,0,0,0
151,-19.0007,0.003,0,0,0,0
153,-19.0007,0,0,0,0,0
155,-19.0007,-0.003,0,0,0,0
157,-19.0007,0,0,0,0,0
159,-19.0007,0,0,0,0,0
161,-19.0007,0,0,0,0,0
163,-19.0007,0,0,0,0,0
165,-19.0007,0,0,0,0,0
167,-19.0007,0,0,0,0,0
169,-19.0007,0.0061,0,0,0,0
171,-19.0007,-0.003,0,0,0,0
173,-19.0007,-0.0061,0,0,0,0
175,-19.0007,0,0,0,0,0
177,-19.0007,0.003,0,0,0,0
179,-19.0007,-0.0122,0,0,0,0
181,-19.0007,0,0,0,0,0
183,-19.0007,0.003,0,0,0,0
185,-19.0007,0.003,0,0,0,0
187,-19.0007,0.003,0,0,0,0
189,-19.0007,0.003,0,0,0,0
191,-19.0007,0,0,0,0,0
193,-19.0007,-0.0091,0,0,0,0
195,-19.0007,0.003,0,0,0,0
197,-19.0007,0,0,0,0,0
199,-19.0007,-0.0061,0,0,0,0
201,-19.0007,0,0,0,0,0
203,-19.0007,-0.003,0,0,0,0
205,-19.0007,0.003,0,0,0,0
207,-19.0007,0,0,0,0,0
209,-19.0007,0,0,0,0,0
211,-19.0007,0,0,0,0,0
213,-19.0007,0.003,0,0,0,0
215,-19.0007,0,0,0,0,0
217,-19.0007,-0.003,0,0,0,0
219,-19.0007,0.003,0,0,0,0
221,-19.0007,0.0061,0,0,0,0
223,-19.0007,-0.003,0,0,0,0
225,-19.0007,-0.0091,0,0,0,0
227,-19.0007,0,0,0,0,0
229,-19.0007,0.0061,0,0,0,0
231,-19.0007,-0.003,0,0,0,0
233,-19.0007,-0.0091,0,0,0,0
235,-19.0007,0.0061,0,0,0,0
237,-19.0007,0,0,0,0,0
239,-19.0007,-0.0091,0,0,0,0
241,-19.0007,-0.0061,0,0,0,0
243,-19.0007,0.003,0,0,0,0
245,-19.0007,-0.0091,0,0,0,0
247,-19.0007,-0.003,0,0,0,0
249,-19.0007,0.003,0,0,0,0
251,-19.0007,0.0061,0,0,0,0
253,-19.0007,-0.0091,0,0,0,0
255,-19.0007,0.003,0,0,0,0
257,-19.0007,0,0,0,0,0
259,-19.0007,0,0,0,0,0
261,-19.0007,-0.003,0,0,0,0
263,-19.0007,0.003,0,0,0,0
265,-19.0007,0.003,0,0,0,0
267,-19.0007,0,0,0,0,0
269,-19.0007,-0.003,0,0,0,0
271,-19.0007,0,0,0,0,0
273,-19.0007,0.003,0,0,0,0
275,-19.0007,0,0,0,0,0
277,-19.0007,-0.003,0,0,0,0
279,-19.0007,-0.003,0,0,0,0
281,-19.0007,0.0061,0,0,0,0
283,-19.0007,0.003,0,0,0,0
285,-19.0007,-0.0061,0,0,0,0
287,-19.0007,0.003,0,0,0,0
289,-19.0007,0.0061,0,0,0,0
291,-19.0007,-0.0122,0,0,0,0
293,-19.0007,-0.003,0,0,0,0
295,-19.0007,0.0061,0,0,0,0
297,-19.0007,0,0,0,0,0
299,-19.0007,0,0,0,0,0
301,-19.0007,0.0061,0,0,0,0
303,-19.0007,0,0,0,0,0
305,-19.0007,-0.003,0,0,0,0
307,-19.0007,0.003,0,0,0,0
309,-19.0007,0,0,0,0,0
311,-19.0007,-0.0091,0,0,0,0
313,-19.0007,0,0,0,0,0
315,-19.0007,0.0091,0,0,0,0
317,-19.0007,-0.0061,0,0,0,0
319,-19.0007,-0.003,0,0,0,0
321,-19.0007,-0.0061,0,0,0,0
323,-19.0007,0,0,0,0,0
325,-19.0007,0,0,0,0,0
327,-19.0007,-0.003,0,0,0,0
329,-19.0007,-0.0061,0,0,0,0
331,-19.0007,0.003,0,0,0,0
333,-19.0007,0,0,0,0,0
335,-19.0007,0.003,0,0,0,0
337,-19.0007,-0.003,0,0,0,0
339,-19.0007,0.0061,0,0,0,0
341,-19.0007,0,0,0,0,0
343,-19.0007,-0.0091,0,0,0,0
345,-19.0007,0,0,0,0,0
347,-19.0007,0.0122,0,0,0,0
349,-19.0007,-0.003,0,0,0,0
351,-19.0007,-0.0122,0,0,0,0
353,-19.0007,0,0,0,0,0
355,-19.0007,0.0122,0,0,0,0
357,-19.0007,-0.003,0,0,0,0
359,-19.0007,-0.003,0,0,0,0
361,-19.0007,0.0061,0,0,0,0
363,-19.0007,0.003,0,0,0,0
365,-19.0007,0.0061,0,0,0,0
367,-19.0007,0.0061,0,0,0,0
369,-19.0007,0,0,0,0,0
371,-19.0007,0.003,0,0,0,0
373,-19.0007,0,0,0,0,0
375,-19.0007,0,0,0,0,0
377,-19.0007,0.003,0,0,0,0
379,-19.0007,-0.0061,0,0,0,0
381,-19.0007,0.0122,0,0,0,0
383,-19.0007,0.0091,0,0,0,0
385,-19.0007,-0.0152,0,0,0,0
387,-19.0007,0.0061,0,0,0,0
389,-19.0007,0.0091,0,0,0,0
391,-19.0007,-0.0091,0,0,0,0
393,-19.0007,-0.0061,0,0,0,0
395,-19.0007,0.0061,0,0,0,0
397,-19.0007,0.003,0,0,0,0
399,-19.0007,-0.0061,0,0,0,0
401,-19.0007,-0.0091,0,0,0,0
403,-19.0007,0.0152,0,0,0,0
405,-19.0007,-0.0122,0,0,0,0
407,-19.0007,-0.0061,0,0,0,0
409,-19.0007,0.0091,0,0,0,0
411,-19.0007,0,0,0,0,0
413,-19.0007,-0.003,0,0,0,0
415,-19.0007,-0.0061,0,0,0,0
417,-19.0007,0.003,0,0,0,0
419,-19.0007,0.003,0,0,0,0
421,-19.0007,0.003,0,0,0,0
423,-19.0007,0,0,0,0,0
425,-19.0007,0.003,0,0,0,0
427,-19.0007,-0.0091,0,0,0,0
429,-19.0007,0.0061,0,0,0,0
431,-19.0007,-0.003,0,0,0,0
433,-19.0007,-0.003,0,0,0,0
435,-19.0007,0.0061,0,0,0,0
437,-19.0007,0.003,0,0,0,0
439,-19.0007,0.0091,0,0,0,0
441,-19.0007,0,0,0,0,0
443,-19.0007,-0.0061,0,0,0,0
445,-19.0007,0.003,0,0,0,0
447,-19.0007,0.003,0,0,0,0
449,-19.0007,-0.0091,0,0,0,0
451,-19.0007,0.003,0,0,0,0
453,-19.0007,0,0,0,0,0
455,-19.0007,0.003,0,0,0,0
457,-19.0007,-0.0061,0,0,0,0
459,-19.0007,0.0061,0,0,0,0
461,-19.0007,-0.0061,0,0,0,0
463,-19.0007,-0.003,0,0,0,0
465,-19.0007,0.003,0,0,0,0
467,-19.0007,0,0,0,0,0
469,-19.0007,-0.003,0,0,0,0
471,-19.0007,0.003,0,0,0,0
473,-19.0007,0,0,0,0,0
475,-19.0007,-0.003,0,0,0,0
477,-19.0007,0,0,0,0,0
479,-19.0007,-0.0061,0,0,0,0
481,-19.0007,0.003,0,0,0,0
483,-19.0007,-0.0061,0,0,0,0
485,-19.0007,0,0,0,0,0
487,-19.0007,0.0061,0,0,0,0
489,-19.0007,0.003,0,0,0,0
491,-19.0007,-0.0061,0,0,0,0
493,-19.0007,-0.003,0,0,0,0
495,-19.0007,0.0091,0,0,0,0
497,-19.0007,-0.003,0,0,0,0
499,-19.0007,-0.0091,0,0,0,0
501,-19.0007,0.0091,0,0,0,0
503,-19.0007,0.003,0,0,0,0
505,-19.0007,-0.003,0,0,0,0
507,-19.0007,0.0091,0,0,0,0
509,-19.0007,-0.0061,0,0,0,0
511,-19.0007,-0.003,0,0,0,0
513,-19.0007,0.0091,0,0,0,0
515,-19.0007,-0.003,0,0,0,0
517,-19.0007,0,0,0,0,0
519,-19.0007,0,0,0,0,0
521,-19.0007,0,0,0,0,0
523,-19.0007,-0.003,0,0,0,0
525,-19.0007,0,0,0,0,0
527,-19.0007,0,0,0,0,0
529,-19.0007,-0.0061,0,0,0,0
531,-19.0007,-0.003,0,0,0,0
533,-19.0007,0.003,0,0,0,0
535,-19.0007,-0.0091,0,0,0,0
537,-19.0007,-0.003,0,0,0,0
539,-19.0007,0.0061,0,0,0,0
541,-19.0007,-0.0091,0,0,0,0
543,-19.0007,0.0061,0,0,0,0
545,-19.0007,0,0,0,0,0
547,-19.0007,0,0,0,0,0
549,-19.0007,0.0122,0,0,0,0
551,-19.0007,-0.003,0,0,0,0
553,-19.0007,-0.003,0,0,0,0
555,-19.0007,0,0,0,0,0
557,-19.0007,-0.0061,0,0,0,0
559,-19.0007,0.003,0,0,0,0
561,-19.0007,0.0061,0,0,0,0
563,-19.0007,-0.0061,0,0,0,0
565,-19.0007,-0.003,0,0,0,0
