cnt,pos,speed,DTorque,DAC,STorque,Force
1,-102.131,-6.7709,0,0,0,0
3,-102.279,-10.061,0,0,0,0
5,-102.354,-11.3865,0,0,0,0
7,-102.437,-12.4474,0,0,0,0
9,-102.487,-13.0542,0,0,0,0
11,-102.54,-13.5131,0,0,0,0
13,-102.581,-13.8684,0,0,0,0
15,-102.667,-14.7219,0,0,0,0
17,-102.711,-14.9627,0,0,0,0
19,-102.757,-15.3882,0,0,0,0
21,-102.788,-15.7673,0,0,0,0
23,-102.852,-16.4313,0,0,0,0
25,-102.918,-16.8116,0,0,0,0
27,-102.986,-17.2419,0,0,0,0
29,-103.021,-17.652,0,0,0,0
31,-103.074,-17.8963,0,0,0,0
33,-103.129,-18.3219,0,0,0,0
35,-103.204,-18.8857,0,0,0,0
37,-103.242,-19.2887,0,0,0,0
39,-103.32,-19.8692,-1,0,0,0
41,-103.38,-20.2316,0,0,0,0
43,-103.441,-20.5725,0,0,0,0
45,-103.503,-20.9551,-1,0,0,0
47,-103.609,-21.3306,0,0,0,0
49,-103.652,-21.7169,-1,0,0,0
51,-103.739,-22.065,0,0,0,0
53,-103.806,-22.2616,-1,0,0,0
55,-103.873,-22.6789,1,0,0,0
57,-103.941,-23.0079,0,0,0,0
59,-104.034,-23.3738,0,0,0,0
61,-104.081,-23.6933,0,0,0,0
63,-104.152,-23.9222,-1,0,0,0
65,-104.201,-24.1665,0,0,0,0
67,-104.298,-24.7137,-1,0,0,0
69,-104.373,-25.1107,1,0,0,0
71,-104.499,-25.5148,0,0,0,0
73,-104.551,-25.8199,1,0,0,0
75,-104.629,-26.0095,0,0,0,0
77,-104.681,-26.3242,0,0,0,0
79,-104.787,-26.6746,0,0,0,0
81,-104.867,-26.8952,0,0,0,0
83,-104.921,-27.124,0,0,0,0
85,-105.03,-27.5126,0,0,0,0
87,-105.141,-27.8858,-1,0,0,0
89,-105.225,-28.0515,1,0,0,0
91,-105.338,-28.4699,-1,0,0,0
93,-105.395,-28.6678,0,0,0,0
95,-105.481,-29.0134,-1,0,0,0
97,-105.539,-29.1529,0,0,0,0
99,-105.686,-29.5689,-1,0,0,0
101,-105.745,-29.7573,0,0,0,0
103,-105.865,-30.1566,-1,0,0,0
105,-105.956,-30.3259,0,0,0,0
107,-106.017,-30.5846,-1,0,0,0
109,-106.14,-31.0101,-1,0,0,0
111,-106.264,-31.3928,0,0,0,0
