cnt,pos,speed,DTorque,DAC,STorque,Force
1,-78.9994,0.0119,8,0,0,3
3,-78.9991,-0.0191,8,0,0,3
5,-78.9992,-0.0286,8,0,0,3
7,-78.9993,-0.025,8,0,0,3
9,-78.9993,0.0083,8,0,0,3
11,-78.9993,0.0215,7,0,0,3
13,-78.9992,0.031,7,0,0,3
15,-78.9991,0.0262,7,0,0,3
17,-78.9991,0.0167,7,0,0,3
19,-78.9991,0.0024,7,0,0,3
21,-78.9991,-0.0083,7,0,0,3
23,-78.9991,-0.0107,7,0,0,3
25,-78.9991,-0.0072,7,0,0,3
27,-78.9991,-0.0095,7,0,0,3
29,-78.9992,-0.0072,7,0,0,3
31,-78.9992,-0.0083,7,0,0,3
33,-78.9992,-0.0083,7,0,0,3
35,-78.9992,-0.0072,7,0,0,3
37,-78.9992,-0.0072,7,0,0,3
39,-78.9993,-0.006,7,0,0,3
41,-78.9993,-0.0095,7,0,0,3
43,-78.9993,-0.0095,7,0,0,3
45,-78.9993,-0.0119,7,0,0,3
47,-78.9993,-0.0072,7,0,0,3
49,-78.9993,0.0012,7,0,0,3
51,-78.9993,0.0095,7,0,0,3
53,-78.9993,0.0083,7,0,0,3
55,-78.9993,0.0048,7,0,0,3
57,-78.9993,-0.0048,7,0,0,3
59,-78.9993,-0.0072,7,0,0,3
61,-78.9993,-0.0036,7,0,0,3
63,-78.9993,-0.0024,7,0,0,3
65,-78.9993,0.0012,7,0,0,3
67,-78.9993,-0.0012,7,0,0,3
69,-78.9993,-0.0012,7,0,0,3
71,-78.9993,-0.0036,7,0,0,3
73,-78.9993,0.0024,7,0,0,3
75,-78.9993,0.0024,7,0,0,3
77,-78.9993,0.0048,7,0,0,3
79,-78.9993,-0.0012,7,0,0,3
81,-78.9993,-0.0024,7,0,0,3
83,-78.9993,-0.006,7,0,0,3
85,-78.9993,-0.006,7,0,0,3
87,-78.9993,-0.0083,7,0,0,3
89,-78.9994,-0.0072,7,0,0,3
91,-78.9994,0,7,0,0,3
93,-78.9994,0.006,7,0,0,3
95,-78.9993,0.0072,7,0,0,3
97,-78.9993,0.0095,6,0,0,2
99,-78.9993,0.0012,6,0,0,2
101,-78.9993,-0.0024,6,0,0,2
103,-78.9993,-0.0012,7,0,0,3
105,-78.9993,-0.0024,6,0,0,2
107,-78.9993,-0.0024,6,0,0,2
109,-78.9993,-0.0036,6,0,0,2
111,-78.9993,0.0012,6,0,0,2
113,-78.9993,0,7,0,0,3
115,-78.9993,0.0048,6,0,0,2
117,-78.9993,0.0024,6,0,0,2
119,-78.9993,-0.0024,6,0,0,2
121,-78.9993,-0.0048,6,0,0,2
123,-78.9993,-0.0095,7,0,0,3
125,-78.9994,-0.0095,6,0,0,2
127,-78.9994,-0.0095,7,0,0,3
129,-78.9994,-0.006,6,0,0,2
131,-78.9994,-0.0024,6,0,0,2
133,-78.9994,-0.0036,6,0,0,2
135,-78.9994,-0.0048,6,0,0,2
137,-78.9994,-0.0036,6,0,0,2
139,-78.9994,-0.0036,6,0,0,2
141,-78.9994,0,6,0,0,2
143,-78.9995,-0.0048,6,0,0,2
145,-78.9995,-0.0107,6,0,0,2
147,-78.9995,-0.0072,6,0,0,2
149,-78.9995,-0.0072,6,0,0,2
151,-78.9995,-0.0036,6,0,0,2
153,-78.9995,-0.0024,6,0,0,2
155,-78.9995,0.006,6,0,0,2
