cnt,pos,speed,DTorque,DAC,STorque,Force
1,-276.5,-0.0012,38,0,0,17
3,-276.5,-0.0036,38,0,0,17
5,-276.5,0,38,0,0,17
7,-276.5,0.0012,38,0,0,17
9,-276.5,0.0036,38,0,0,17
11,-276.5,-0.0036,38,0,0,17
13,-276.5,0.0012,38,0,0,17
15,-276.5,0.0012,38,0,0,17
17,-276.5,0,38,0,0,17
19,-276.5,0,38,0,0,17
21,-276.5,-0.0024,38,0,0,17
23,-276.5,0.0012,38,0,0,17
25,-276.5,-0.0012,38,0,0,17
27,-276.5,-0.0012,38,0,0,17
29,-276.5,0.0036,38,0,0,17
31,-276.5,0.0012,38,0,0,17
33,-276.5,0.0036,38,0,0,17
35,-276.5,0,38,0,0,17
37,-276.5,-0.0024,38,0,0,17
39,-276.5,-0.0024,38,0,0,17
41,-276.5,0.0024,38,0,0,17
43,-276.5,0,38,0,0,17
45,-276.5,-0.0012,38,0,0,17
47,-276.5,0.0024,38,0,0,17
49,-276.5,-0.0012,38,0,0,17
51,-276.5,0,38,0,0,17
53,-276.5,-0.0024,38,0,0,17
55,-276.5,-0.0012,38,0,0,17
57,-276.5,-0.0024,38,0,0,17
59,-276.5,0.0036,38,0,0,17
61,-276.5,0,38,0,0,17
63,-276.5,0.006,38,0,0,17
65,-276.5,0.0012,38,0,0,17
67,-276.5,-0.0012,38,0,0,17
69,-276.5,-0.0012,38,0,0,17
71,-276.5,0.0036,38,0,0,17
73,-276.5,-0.0012,38,0,0,17
75,-276.5,-0.0036,38,0,0,17
77,-276.5,0.006,38,0,0,17
79,-276.5,-0.0048,38,0,0,17
81,-276.5,0.0012,38,0,0,17
83,-276.5,0,38,0,0,17
85,-276.5,-0.0036,38,0,0,17
87,-276.5,-0.0012,38,0,0,17
89,-276.5,0.0024,38,0,0,17
91,-276.5,0,38,0,0,17
93,-276.5,-0.0012,38,0,0,17
95,-276.5,-0.0024,38,0,0,17
97,-276.5,0,38,0,0,17
99,-276.5,-0.0036,38,0,0,17
101,-276.5,0.0036,38,0,0,17
103,-276.5,-0.0012,38,0,0,17
105,-276.5,0,38,0,0,17
107,-276.5,-0.0012,38,0,0,17
109,-276.5,0.0012,38,0,0,17
111,-276.5,0.0048,38,0,0,17
113,-276.5,-0.0012,38,0,0,17
115,-276.5,0.0024,38,0,0,17
117,-276.5,0.0024,38,0,0,17
119,-276.5,-0.0036,38,0,0,17
121,-276.5,0,38,0,0,17
123,-276.5,0.0012,38,0,0,17
125,-276.5,-0.0072,38,0,0,17
127,-276.5,0.0012,38,0,0,17
129,-276.5,-0.0012,38,0,0,17
131,-276.5,0.006,38,0,0,17
133,-276.5,0.0012,38,0,0,17
135,-276.5,0.0012,38,0,0,17
137,-276.5,0,38,0,0,17
