cnt,pos,speed,DTorque,Force
3360,141.179,103.947,83,37
3361,140.352,102.551,77,34
3362,140.147,102.127,78,35
3363,139.943,101.897,76,34
3364,139.841,101.72,77,34
3365,139.74,101.474,76,34
3366,139.639,101.322,75,33
3367,139.537,100.862,76,34
3368,139.336,100.756,74,33
3369,139.235,100.518,74,33
3370,139.135,100.007,73,32
3371,139.035,99.8108,73,32
3372,138.935,99.582,72,32
3373,138.836,99.3173,71,31
3374,138.637,99.1481,70,31
3375,138.538,98.9394,71,31
3376,138.44,98.4042,70,31
3377,138.341,98.167,69,31
3378,138.145,97.8773,68,30
3379,138.048,97.3635,68,30
3380,137.95,97.1824,68,30
3381,137.853,96.9034,67,30
3382,137.756,96.6829,66,29
3383,137.563,96.4433,66,29
3384,137.467,96.1763,66,29
3385,137.371,95.5707,66,29
3386,137.18,95.3156,66,29
3387,137.085,94.8233,64,28
3388,136.895,94.4943,64,28
3389,136.801,94.2916,63,28
3390,136.707,94.0651,62,27
3391,136.427,93.1353,61,27
3392,136.334,92.4582,60,27
3393,136.149,92.1781,59,26
3394,136.149,91.8551,59,26
3395,135.966,91.5856,59,26
3396,135.875,91.0039,59,26
3397,135.784,90.7238,58,26
3398,135.693,90.3948,58,26
3399,135.423,89.4316,57,25
3400,135.333,89.0776,56,25
3401,135.156,88.7736,56,25
3402,135.067,88.4434,55,24
3403,134.979,88.118,54,24
3404,134.891,87.479,54,24
3405,134.804,87.1321,54,24
3406,134.63,86.8198,54,24
3407,134.543,86.4419,53,23
3408,134.457,85.7636,52,23
3409,134.371,85.3798,51,22
3410,134.286,85.0341,51,22
3411,134.201,84.754,51,22
3412,134.032,83.9195,50,22
3413,133.948,83.7169,50,22
3414,133.781,83.2484,49,22
3415,133.698,82.9385,48,21
3416,133.615,82.2054,48,21
3417,133.533,81.7047,48,21
3418,133.452,81.3948,47,21
3419,133.289,81.0038,47,21
3420,133.209,80.6056,47,21
3421,132.969,79.4374,45,20
3422,132.89,78.6828,45,20
3423,132.655,77.8746,43,19
3424,132.578,77.4693,44,19
