cnt,pos,speed,DTorque,STorque,Force
6371,99.72,-2.83,172.00,0,30.27,0
6372,99.72,-2.96,172.00,0,30.27,0
6373,99.72,-3.11,173.00,0,30.45,0
6374,99.73,-3.11,173.00,0,30.45,0
6375,99.73,-3.29,173.00,0,30.45,0
6376,99.73,-3.36,173.00,0,30.45,0
6377,99.74,-3.50,173.00,0,30.45,0
6378,99.74,-3.66,173.00,0,30.45,0
6379,99.74,-3.69,174.00,0,30.62,0
6380,99.75,-3.84,174.00,0,30.62,0
6381,99.76,-4.27,174.00,0,30.62,0
6382,99.76,-4.34,174.00,0,30.62,0
6383,99.77,-4.60,174.00,0,30.62,0
6384,99.77,-4.70,175.00,0,30.80,0
6385,99.78,-4.91,175.00,0,30.80,0
6386,99.78,-5.19,175.00,0,30.80,0
6387,99.79,-5.64,176.00,0,30.98,0
6388,99.80,-5.73,176.00,0,30.98,0
6389,99.80,-6.03,176.00,0,30.98,0
6390,99.81,-6.27,177.00,0,31.15,0
6391,99.82,-6.61,177.00,0,31.15,0
6392,99.82,-6.67,177.00,0,31.15,0
6393,99.83,-7.00,177.00,0,31.15,0
6394,99.84,-7.33,178.00,0,31.33,0
6395,99.84,-7.58,178.00,0,31.33,0
6396,99.85,-7.89,178.00,0,31.33,0
6397,99.86,-8.33,179.00,0,31.50,0
6398,99.87,-8.71,179.00,0,31.50,0
6399,99.88,-9.08,180.00,0,31.68,0
6400,99.89,-9.58,180.00,0,31.68,0
6401,99.90,-9.87,180.00,0,31.68,0
6402,99.91,-10.41,181.00,0,31.86,0
6403,99.92,-10.88,182.00,0,32.03,0
6404,99.94,-11.96,182.00,0,32.03,0
6405,99.96,-12.42,183.00,0,32.21,0
6406,99.97,-12.98,184.00,0,32.38,0
6407,99.98,-13.53,184.00,0,32.38,0
6408,100.00,-14.65,185.00,0,32.56,0
6409,100.03,-15.17,186.00,0,32.74,0
6410,100.04,-15.96,187.00,0,32.91,0
6411,100.06,-16.23,188.00,0,33.09,0
6412,100.07,-16.76,188.00,0,33.09,0
6413,100.09,-17.52,190.00,0,33.44,0
6414,100.11,-17.74,191.00,0,33.62,0
6415,100.13,-18.22,191.00,0,33.79,0
6416,100.15,-19.08,192.00,0,33.79,0
6417,100.17,-19.08,192.00,0,33.97,0
6418,100.20,-19.66,193.00,0,33.97,0
6419,100.22,-19.86,194.00,0,34.14,0
6420,100.25,-20.39,195.00,0,34.32,0
6421,100.27,-20.59,195.00,0,34.32,0
6422,100.29,-20.84,196.00,0,34.50,0
6423,100.31,-21.11,197.00,0,34.67,0
6424,100.33,-21.56,198.00,0,34.85,0
6425,100.35,-21.89,198.00,0,34.85,0
6426,100.37,-22.85,199.00,0,35.02,0
6427,100.42,-23.23,200.00,0,35.20,0
