cnt,pos,speed,DTorque,STorque,Force
3980,156.01,0.00,39.00,0,6.86,0
3981,156.01,0.01,38.00,0,6.69,0
3982,156.01,0.01,39.00,0,6.86,0
3983,156.01,0.00,39.00,0,6.86,0
3984,156.01,0.00,39.00,0,6.86,0
3985,156.01,-0.01,39.00,0,6.86,0
3986,156.01,-0.01,39.00,0,6.86,0
3987,156.01,-0.00,39.00,0,6.86,0
3988,156.01,0.00,39.00,0,6.86,0
3989,156.01,-0.01,38.00,0,6.69,0
3990,156.01,0.01,38.00,0,6.69,0
3991,156.01,0.01,39.00,0,6.86,0
3992,156.01,0.01,38.00,0,6.69,0
3993,156.01,-0.01,38.00,0,6.69,0
3994,156.01,-0.02,39.00,0,6.86,0
3995,156.01,-0.01,39.00,0,6.86,0
3996,156.01,0.01,39.00,0,6.86,0
3997,156.01,0.01,39.00,0,6.86,0
3998,156.01,0.00,39.00,0,6.86,0
3999,156.01,0.02,39.00,0,6.86,0
4000,156.01,0.01,39.00,0,6.86,0
4001,156.01,0.00,38.00,0,6.69,0
4002,156.01,-0.02,39.00,0,6.86,0
4003,156.01,-0.02,39.00,0,6.86,0
4004,156.01,-0.01,39.00,0,6.86,0
4005,156.01,0.01,39.00,0,6.86,0
4006,156.01,0.01,39.00,0,6.86,0
4007,156.01,0.02,39.00,0,6.86,0
4008,156.01,0.01,39.00,0,6.86,0
4009,156.01,0.00,39.00,0,6.86,0
4010,156.01,-0.02,38.00,0,6.69,0
4011,156.01,-0.02,39.00,0,6.86,0
4012,156.01,-0.01,39.00,0,6.86,0
4013,156.01,-0.00,39.00,0,6.86,0
4014,156.01,0.02,39.00,0,6.86,0
4015,156.01,0.02,39.00,0,6.86,0
4016,156.01,0.01,39.00,0,6.86,0
4017,156.01,0.00,39.00,0,6.86,0
4018,156.01,-0.01,38.00,0,6.69,0
4019,156.01,-0.02,38.00,0,6.69,0
4020,156.01,-0.01,39.00,0,6.86,0
4021,156.01,0.00,39.00,0,6.86,0
4022,156.01,0.01,38.00,0,6.69,0
4023,156.01,0.00,38.00,0,6.69,0
4024,156.01,-0.00,39.00,0,6.86,0
4025,156.01,0.01,39.00,0,6.86,0
4026,156.01,-0.00,39.00,0,6.86,0
4027,156.01,0.01,39.00,0,6.86,0
4028,156.01,0.01,39.00,0,6.86,0
4029,156.01,-0.00,39.00,0,6.86,0
4030,156.01,0.00,39.00,0,6.86,0
4031,156.01,-0.01,39.00,0,6.86,0
4032,156.01,-0.01,39.00,0,6.86,0
4033,156.01,-0.00,39.00,0,6.86,0
4034,156.01,0.01,39.00,0,6.86,0
4035,156.01,0.01,39.00,0,6.86,0
4036,156.01,0.01,39.00,0,6.86,0
4037,156.01,0.01,39.00,0,6.86,0
4038,156.01,-0.01,38.00,0,6.69,0
4039,156.01,-0.01,39.00,0,6.86,0
4040,156.01,-0.01,39.00,0,6.86,0
4041,156.01,0.01,39.00,0,6.86,0
4042,156.01,0.02,39.00,0,6.86,0
4043,156.01,0.02,39.00,0,6.86,0
4044,156.01,0.00,39.00,0,6.86,0
4045,156.01,-0.01,39.00,0,6.86,0
4046,156.01,-0.01,39.00,0,6.86,0
4047,156.01,-0.01,39.00,0,6.86,0
4048,156.01,0.01,39.00,0,6.86,0
4049,156.01,0.01,39.00,0,6.86,0
4050,156.01,0.02,38.00,0,6.69,0
4051,156.01,0.01,38.00,0,6.69,0
4052,156.01,-0.00,39.00,0,6.86,0
4053,156.01,-0.02,38.00,0,6.69,0
4054,156.01,-0.01,39.00,0,6.86,0
4055,156.01,-0.01,39.00,0,6.86,0
4056,156.01,0.02,39.00,0,6.86,0
4057,156.01,0.02,39.00,0,6.86,0
4058,156.01,0.02,39.00,0,6.86,0
4059,156.01,0.02,39.00,0,6.86,0
4060,156.01,0.00,39.00,0,6.86,0
4061,156.01,-0.00,39.00,0,6.86,0
4062,156.01,-0.01,39.00,0,6.86,0
4063,156.01,-0.00,39.00,0,6.86,0
4064,156.01,0.00,38.00,0,6.69,0
4065,156.01,0.00,38.00,0,6.69,0
4066,156.01,0.00,39.00,0,6.86,0
4067,156.01,0.02,38.00,0,6.69,0
4068,156.01,0.02,39.00,0,6.86,0
4069,156.01,0.02,39.00,0,6.86,0
4070,156.01,0.00,38.00,0,6.69,0
4071,156.01,-0.01,38.00,0,6.69,0
4072,156.01,-0.01,38.00,0,6.69,0
4073,156.01,-0.01,38.00,0,6.69,0
4074,156.01,0.00,39.00,0,6.86,0
4075,156.01,0.02,38.00,0,6.69,0
4076,156.01,0.02,38.00,0,6.69,0
4077,156.01,0.01,39.00,0,6.86,0
4078,156.01,0.01,38.00,0,6.69,0
4079,156.01,0.00,39.00,0,6.86,0
4080,156.01,0.01,39.00,0,6.86,0
4081,156.01,0.01,38.00,0,6.69,0
4082,156.01,0.00,38.00,0,6.69,0
4083,156.01,-0.01,39.00,0,6.86,0
4084,156.01,0.01,39.00,0,6.86,0
4085,156.01,0.00,39.00,0,6.86,0
4086,156.01,0.02,39.00,0,6.86,0
4087,156.01,0.01,39.00,0,6.86,0
4088,156.01,0.01,39.00,0,6.86,0
4089,156.01,0.01,38.00,0,6.69,0
4090,156.01,0.00,38.00,0,6.69,0
4091,156.01,-0.01,39.00,0,6.86,0
4092,156.01,0.00,39.00,0,6.86,0
4093,156.01,0.01,39.00,0,6.86,0
4094,156.01,0.02,39.00,0,6.86,0
4095,156.01,0.01,39.00,0,6.86,0
4096,156.01,0.01,38.00,0,6.69,0
4097,156.01,-0.00,38.00,0,6.69,0
4098,156.01,-0.01,38.00,0,6.69,0
4099,156.01,-0.01,38.00,0,6.69,0
4100,156.01,0.00,38.00,0,6.69,0
4101,156.01,0.00,39.00,0,6.86,0
4102,156.01,0.02,39.00,0,6.86,0
4103,156.01,0.02,39.00,0,6.86,0
4104,156.01,0.01,39.00,0,6.86,0
4105,156.01,-0.00,38.00,0,6.69,0
4106,156.01,-0.01,39.00,0,6.86,0
4107,156.01,-0.01,39.00,0,6.86,0
4108,156.01,0.00,39.00,0,6.86,0
4109,156.01,0.01,39.00,0,6.86,0
4110,156.01,0.00,38.00,0,6.69,0
4111,156.01,0.00,38.00,0,6.69,0
4112,156.01,-0.01,39.00,0,6.86,0
4113,156.01,-0.00,39.00,0,6.86,0
4114,156.01,0.00,38.00,0,6.69,0
4115,156.01,0.00,38.00,0,6.69,0
4116,156.01,-0.00,38.00,0,6.69,0
4117,156.01,0.00,39.00,0,6.86,0
4118,156.01,-0.00,38.00,0,6.69,0
4119,156.01,0.01,38.00,0,6.69,0
4120,156.01,-0.01,38.00,0,6.69,0
4121,156.01,0.00,39.00,0,6.86,0
4122,156.01,-0.00,39.00,0,6.86,0
4123,156.01,0.01,39.00,0,6.86,0
