cnt,pos,speed,DTorque,STorque,Force
3987,120.35,-9.85,112.00,0,19.71,0
3988,120.36,-9.88,114.00,0,20.06,0
3989,120.37,-10.29,116.00,0,20.42,0
3990,120.38,-10.45,117.00,0,20.59,0
3991,120.39,-10.78,119.00,0,20.94,0
3992,120.41,-11.02,120.00,0,21.12,0
3993,120.42,-11.13,122.00,0,21.47,0
3994,120.43,-11.45,124.00,0,21.82,0
3995,120.44,-11.58,126.00,0,22.18,0
3996,120.45,-11.87,127.00,0,22.35,0
3997,120.46,-11.91,129.00,0,22.70,0
3998,120.48,-12.21,131.00,0,23.06,0
3999,120.49,-12.16,132.00,0,23.23,0
4000,120.50,-12.55,134.00,0,23.58,0
4001,120.51,-12.41,135.00,0,23.76,0
4002,120.53,-12.73,137.00,0,24.11,0
4003,120.54,-12.62,139.00,0,24.46,0
4004,120.55,-12.97,140.00,0,24.64,0
4005,120.56,-12.82,142.00,0,24.99,0
4006,120.58,-13.03,143.00,0,25.17,0
4007,120.59,-12.96,144.00,0,25.34,0
4008,120.60,-13.08,146.00,0,25.70,0
4009,120.62,-12.86,147.00,0,25.87,0
4010,120.63,-13.01,148.00,0,26.05,0
4011,120.64,-12.80,149.00,0,26.22,0
4012,120.65,-12.91,150.00,0,26.40,0
4013,120.67,-12.75,151.00,0,26.58,0
4014,120.68,-12.76,152.00,0,26.75,0
4015,120.69,-12.72,153.00,0,26.93,0
4016,120.71,-12.75,154.00,0,27.10,0
4017,120.72,-12.69,155.00,0,27.28,0
4018,120.74,-12.75,157.00,0,27.63,0
4019,120.74,-12.74,157.00,0,27.63,0
4020,120.76,-12.74,157.00,0,27.81,0
4021,120.77,-12.73,158.00,0,27.81,0
4022,120.78,-12.77,159.00,0,27.98,0
4023,120.80,-12.91,160.00,0,28.34,0
4024,120.81,-13.07,163.00,0,28.69,0
4025,120.83,-13.16,164.00,0,28.86,0
4026,120.85,-13.39,165.00,0,29.04,0
4027,120.86,-13.35,166.00,0,29.22,0
4028,120.86,-13.73,167.00,0,29.39,0
4029,120.87,-13.73,169.00,0,29.74,0
4030,120.89,-13.62,169.00,0,29.74,0
4031,120.90,-14.02,171.00,0,30.10,0
4032,120.92,-13.88,172.00,0,30.27,0
4033,120.93,-14.06,174.00,0,30.62,0
4034,120.94,-14.20,175.00,0,30.80,0
4035,120.96,-14.33,176.00,0,30.98,0
4036,120.97,-14.39,178.00,0,31.33,0
4037,120.99,-14.46,179.00,0,31.86,0
4038,121.00,-14.61,181.00,0,31.86,0
4039,121.02,-14.44,182.00,0,32.03,0
4040,121.03,-14.45,184.00,0,32.38,0
4041,121.05,-14.43,184.00,0,32.38,0
4042,121.06,-14.31,186.00,0,32.74,0
4043,121.07,-14.35,187.00,0,32.91,0
4044,121.09,-14.04,188.00,0,33.09,0
4045,121.10,-14.25,189.00,0,33.26,0
4046,121.12,-13.92,189.00,0,33.26,0
4047,121.13,-13.91,190.00,0,33.44,0
4048,121.14,-13.88,191.00,0,33.62,0
4049,121.16,-13.85,192.00,0,33.79,0
4050,121.17,-13.88,193.00,0,33.97,0
4051,121.19,-13.70,194.00,0,34.14,0
4052,121.20,-14.09,195.00,0,34.32,0
4053,121.21,-13.87,196.00,0,34.50,0
4054,121.23,-14.15,197.00,0,34.67,0
4055,121.24,-14.24,198.00,0,34.85,0
4056,121.26,-14.44,200.00,0,35.20,0
4057,121.27,-14.65,201.00,0,35.38,0
4058,121.29,-14.75,203.00,0,35.73,0
