cnt,pos,speed,DTorque,Force,Dir
5173,18.81,0.00,0.00,0,0.00,0
5174,18.81,0.01,0.00,0,0.00,0
5175,18.81,0.01,0.00,0,0.00,0
5176,18.81,-0.00,0.00,0,0.00,0
5177,18.81,-0.01,0.00,0,0.00,0
5178,18.81,-0.00,0.00,0,0.00,0
5179,18.81,0.01,0.00,0,0.00,0
5180,18.81,-0.01,0.00,0,0.00,0
5181,18.81,0.01,0.00,0,0.00,0
5182,18.81,0.00,0.00,0,0.00,0
5183,18.81,-0.00,0.00,0,0.00,0
5184,18.81,-0.00,0.00,0,0.00,0
5185,18.81,-0.00,0.00,0,0.00,0
5186,18.81,0.00,0.00,0,0.00,0
5187,18.81,0.01,0.00,0,0.00,0
5188,18.81,0.00,0.00,0,0.00,0
5189,18.81,0.00,0.00,0,0.00,0
5190,18.81,-0.00,0.00,0,0.00,0
5191,18.81,0.01,0.00,0,0.00,0
5192,18.81,-0.00,0.00,0,0.00,0
5193,18.81,-0.01,0.00,0,0.00,0
5194,18.81,-0.01,0.00,0,0.00,0
5195,18.81,0.00,0.00,0,0.00,0
5196,18.81,0.01,0.00,0,0.00,0
5197,18.81,0.01,0.00,0,0.00,0
5198,18.81,-0.01,0.00,0,0.00,0
5199,18.81,-0.00,0.00,0,0.00,0
5200,18.81,-0.00,0.00,0,0.00,0
5201,18.81,0.00,0.00,0,0.00,0
5202,18.81,0.00,0.00,0,0.00,0
5203,18.81,-0.00,0.00,0,0.00,0
5204,18.81,-0.00,0.00,0,0.00,0
5205,18.81,0.01,0.00,0,0.00,0
5206,18.81,0.00,0.00,0,0.00,0
5207,18.81,0.00,0.00,0,0.00,0
5208,18.81,-0.01,0.00,0,0.00,0
5209,18.81,0.00,0.00,0,0.00,0
5210,18.81,-0.00,0.00,0,0.00,0
5211,18.81,-0.00,0.00,0,0.00,0
5212,18.81,0.00,0.00,0,0.00,0
5213,18.81,0.01,0.00,0,0.00,0
5214,18.81,0.00,0.00,0,0.00,0
5215,18.81,0.00,0.00,0,0.00,0
5216,18.81,-0.01,0.00,0,0.00,0
5217,18.81,0.00,0.00,0,0.00,0
5218,18.81,-0.00,0.00,0,0.00,0
5219,18.81,0.01,0.00,0,0.00,0
5220,18.81,0.00,0.00,0,0.00,0
5221,18.81,0.00,0.00,0,0.00,0
5222,18.81,0.00,0.00,0,0.00,0
5223,18.81,-0.00,0.00,0,0.00,0
5224,18.81,-0.00,0.00,0,0.00,0
5225,18.81,-0.00,0.00,0,0.00,0
5226,18.81,0.01,0.00,0,0.00,0
5227,18.81,-0.00,0.00,0,0.00,0
5228,18.81,0.00,0.00,0,0.00,0
5229,18.81,0.00,0.00,0,0.00,0
5230,18.81,-0.01,0.00,0,0.00,0
5231,18.81,0.00,0.00,0,0.00,0
5232,18.81,-0.00,0.00,0,0.00,0
5233,18.81,-0.01,0.00,0,0.00,0
5234,18.81,0.00,0.00,0,0.00,0
5235,18.81,0.00,0.00,0,0.00,0
5236,18.81,0.01,0.00,0,0.00,0
5237,18.81,0.00,0.00,0,0.00,0
5238,18.81,0.00,0.00,0,0.00,0
5239,18.81,-0.01,0.00,0,0.00,0
5240,18.81,-0.01,0.00,0,0.00,0
5241,18.81,0.00,0.00,0,0.00,0
5242,18.81,0.01,0.00,0,0.00,0
5243,18.81,0.00,0.00,0,0.00,0
5244,18.81,0.00,0.00,0,0.00,0
5245,18.81,-0.01,0.00,0,0.00,0
5246,18.81,0.00,0.00,0,0.00,0
5247,18.81,0.00,0.00,0,0.00,0
5248,18.81,-0.00,0.00,0,0.00,0
5249,18.81,-0.00,0.00,0,0.00,0
5250,18.81,0.00,0.00,0,0.00,0
5251,18.81,0.01,0.00,0,0.00,0
5252,18.81,0.00,0.00,0,0.00,0
5253,18.81,0.00,0.00,0,0.00,0
