cnt,pos,speed,DTorque,Force
3729,143.043,-0.0024,50,22
3730,143.043,0.0024,50,22
3731,143.043,0.0048,50,22
3732,143.043,0,50,22
3733,143.043,0,50,22
3734,143.043,-0.0036,50,22
3735,143.043,-0.0036,50,22
3736,143.043,0,50,22
3737,143.043,0.0036,50,22
3738,143.043,0.0036,50,22
3739,143.043,-0.0036,50,22
3740,143.043,0,50,22
3741,143.043,0.0012,50,22
3742,143.043,-0.0024,50,22
3743,143.043,0,50,22
3744,143.043,-0.0024,50,22
3745,143.043,-0.0012,50,22
3746,143.043,0.0012,50,22
3747,143.043,0.0012,50,22
3748,143.043,0.0012,50,22
3749,143.043,0.0012,50,22
3750,143.043,0,50,22
3751,143.043,-0.0024,50,22
3752,143.043,0,50,22
3753,143.043,-0.0012,50,22
3754,143.043,-0.0012,50,22
3755,143.043,-0.0024,50,22
3756,143.043,0,50,22
3757,143.043,-0.0012,50,22
3758,143.043,0.0012,50,22
3759,143.043,0.0012,50,22
3760,143.043,0,50,22
3761,143.043,-0.0012,50,22
3762,143.043,0.0012,50,22
3763,143.043,0.0012,50,22
3764,143.043,0.0024,49,22
3765,143.043,-0.0024,49,22
3766,143.043,-0.0036,50,22
3767,143.043,0.0012,50,22
3768,143.043,0,50,22
3769,143.043,0.0024,50,22
3770,143.043,0.0024,50,22
3771,143.043,0.0024,50,22
3772,143.043,0,49,22
3773,143.043,0,49,22
3774,143.043,-0.0036,49,22
3775,143.043,-0.0024,49,22
3776,143.043,-0.0072,49,22
3777,143.043,-0.0012,50,22
3778,143.043,0.0012,50,22
3779,143.043,0.0012,49,22
3780,143.043,-0.0012,49,22
3781,143.043,0.0012,50,22
3782,143.043,0.0024,50,22
3783,143.043,0.0048,50,22
3784,143.043,0.0024,49,22
3785,143.043,0.0024,49,22
3786,143.043,0,49,22
3787,143.043,0,49,22
3788,143.043,-0.0012,49,22
3789,143.043,0.0012,49,22
3790,143.043,0,50,22
3791,143.043,0.0012,50,22
3792,143.043,-0.0012,49,22
3793,143.043,0.0012,49,22
3794,143.043,-0.0012,50,22
3795,143.043,0,49,22
3796,143.043,-0.0012,49,22
3797,143.043,-0.0024,49,22
3798,143.043,-0.0036,49,22
3799,143.043,-0.0012,50,22
3800,143.043,0.0012,50,22
3801,143.043,-0.0012,50,22
3802,143.043,-0.0012,50,22
3803,143.043,-0.0012,49,22
3804,143.043,0,50,22
3805,143.043,0,50,22
3806,143.043,0,50,22
3807,143.043,0.0012,50,22
3808,143.043,0.0012,49,22
3809,143.043,0.0012,49,22
3810,143.043,-0.0012,49,22
3811,143.043,-0.0012,49,22
3812,143.043,-0.0012,49,22
3813,143.043,-0.0012,49,22
3814,143.043,0.0012,49,22
3815,143.043,0,49,22
3816,143.043,0,50,22
3817,143.043,0.0012,49,22
3818,143.043,-0.0012,49,22
3819,143.043,-0.0048,49,22
3820,143.043,-0.0036,49,22
3821,143.043,-0.0012,49,22
3822,143.043,-0.0012,49,22
3823,143.043,0.0012,49,22
3824,143.043,0,49,22
3825,143.043,0.0012,49,22
3826,143.043,0.0012,49,22
3827,143.043,0,49,22
3828,143.043,0,49,22
3829,143.043,0.0024,49,22
3830,143.043,0.0012,49,22
3831,143.043,0,49,22
3832,143.043,0.0024,49,22
3833,143.043,0.0012,49,22
3834,143.043,0,49,22
3835,143.043,-0.0036,49,22
3836,143.043,0,49,22
3837,143.043,-0.0036,49,22
3838,143.043,-0.0048,49,22
3839,143.043,-0.0048,49,22
3840,143.043,-0.0012,49,22
3841,143.043,0.0024,49,22
3842,143.043,0.0024,49,22
3843,143.043,0.0036,49,22
3844,143.043,0.0012,49,22
3845,143.043,-0.0012,49,22
3846,143.043,-0.0024,49,22
3847,143.043,0,49,22
3848,143.043,0,49,22
3849,143.043,-0.0024,49,22
3850,143.043,0.0012,50,22
3851,143.043,0.0012,50,22
3852,143.043,-0.0012,49,22
3853,143.043,0.0012,49,22
3854,143.043,0.0012,50,22
3855,143.043,-0.0024,50,22
3856,143.043,0.0012,49,22
3857,143.043,-0.0036,49,22
3858,143.043,-0.0024,50,22
3859,143.043,0,50,22
3860,143.043,-0.0012,49,22
3861,143.043,-0.0036,49,22
3862,143.043,-0.0012,49,22
3863,143.043,-0.0036,50,22
3864,143.043,-0.0012,50,22
3865,143.043,-0.0036,50,22
3866,143.043,0.0012,50,22
3867,143.043,-0.0012,50,22
3868,143.043,0.0024,49,22
3869,143.043,0,49,22
3870,143.043,0.0012,49,22
3871,143.043,-0.0024,49,22
3872,143.043,0,49,22
3873,143.043,0.0024,49,22
3874,143.043,0.0012,49,22
3875,143.043,-0.0036,49,22
3876,143.043,-0.0036,49,22
3877,143.043,-0.0024,49,22
3878,143.043,-0.0036,49,22
3879,143.043,-0.0012,49,22
3880,143.043,0.0012,49,22
3881,143.043,0.0012,49,22
3882,143.043,0.0012,49,22
3883,143.043,0.0012,49,22
3884,143.043,0.0024,49,22
3885,143.043,0,49,22
3886,143.043,0,49,22
3887,143.043,-0.0012,49,22
3888,143.043,0,49,22
3889,143.043,0,49,22
3890,143.043,-0.0024,49,22
3891,143.043,-0.0024,49,22
3892,143.043,-0.0012,49,22
3893,143.043,0.0036,49,22
3894,143.043,0,49,22
3895,143.043,-0.0024,49,22
3896,143.043,-0.0036,49,22
3897,143.043,-0.0024,49,22
3898,143.043,-0.0036,49,22
3899,143.043,-0.0024,49,22
3900,143.043,0.0024,49,22
3901,143.043,0.0024,49,22
3902,143.043,0,49,22
3903,143.043,0.0024,49,22
3904,143.043,0.0024,49,22
3905,143.043,-0.0036,49,22
3906,143.043,-0.0024,49,22
3907,143.043,-0.0024,49,22
3908,143.043,-0.0036,49,22
3909,143.043,-0.0024,49,22
3910,143.043,-0.0036,49,22
3911,143.043,-0.0012,49,22
3912,143.043,-0.0036,49,22
3913,143.043,-0.0024,49,22
3914,143.043,-0.0024,49,22
3915,143.043,-0.0048,49,22
3916,143.043,-0.0012,49,22
3917,143.043,0.0012,49,22
3918,143.043,-0.0012,49,22
3919,143.043,-0.0024,49,22
3920,143.043,-0.0024,49,22
3921,143.043,-0.0036,49,22
3922,143.043,-0.0048,49,22
3923,143.043,0,49,22
3924,143.043,0,49,22
3925,143.043,-0.0036,49,22
3926,143.043,-0.0036,49,22
3927,143.043,-0.0024,49,22
3928,143.043,-0.0048,49,22
3929,143.043,-0.0036,49,22
3930,143.043,-0.0036,49,22
3931,143.043,-0.0036,49,22
3932,143.043,-0.0024,49,22
3933,143.043,-0.006,49,22
3934,143.043,-0.0024,49,22
3935,143.043,-0.0048,49,22
3936,143.043,-0.006,49,22
3937,143.043,-0.006,49,22
3938,143.043,-0.006,49,22
3939,143.043,-0.0095,49,22
3940,143.043,-0.0119,49,22
3941,143.043,-0.0143,49,22
3942,143.043,-0.0155,50,22
3943,143.043,-0.0167,50,22
3944,143.043,-0.0179,50,22
3945,143.043,-0.0143,50,22
3946,143.043,-0.0167,50,22
3947,143.043,-0.0179,50,22
3948,143.043,-0.0179,50,22
3949,143.043,-0.0167,50,22
3950,143.043,-0.0203,50,22
3951,143.043,-0.0203,50,22
3952,143.043,-0.025,50,22
3953,143.043,-0.0274,50,22
3954,143.043,-0.0298,50,22
3955,143.043,-0.037,50,22
3956,143.043,-0.0334,50,22
3957,143.043,-0.0393,50,22
3958,143.043,-0.0441,50,22
3959,143.043,-0.0441,50,22
3960,143.043,-0.0477,50,22
3961,143.043,-0.0489,51,22
3962,143.044,-0.0501,51,22
3963,143.044,-0.0501,51,22
3964,143.044,-0.0536,51,22
3965,143.044,-0.0536,51,22
3966,143.044,-0.0513,51,22
3967,143.044,-0.0608,51,22
3968,143.044,-0.0632,51,22
3969,143.044,-0.0703,52,23
3970,143.044,-0.0727,52,23
3971,143.044,-0.0799,52,23
3972,143.044,-0.0834,52,23
3973,143.044,-0.0882,52,23
3974,143.044,-0.0966,53,23
3975,143.044,-0.1001,53,23
3976,143.045,-0.1097,53,23
3977,143.045,-0.1156,53,23
3978,143.045,-0.118,53,23
3979,143.045,-0.1228,54,24
3980,143.045,-0.1311,54,24
3981,143.045,-0.1407,54,24
3982,143.046,-0.143,55,24
3983,143.046,-0.1585,55,24
3984,143.046,-0.1621,55,24
3985,143.046,-0.1717,56,25
3986,143.046,-0.1752,56,25
3987,143.046,-0.1836,56,25
3988,143.047,-0.1872,56,25
3989,143.047,-0.1991,57,25
3990,143.047,-0.2205,58,26
3991,143.047,-0.2253,58,26
3992,143.048,-0.2539,59,26
3993,143.048,-0.2718,60,27
3994,143.049,-0.2921,61,27
3995,143.049,-0.3028,62,27
3996,143.049,-0.3111,62,27
3997,143.05,-0.3302,63,28
3998,143.05,-0.3469,63,28
3999,143.051,-0.3707,64,28
4000,143.051,-0.3707,65,29
4001,143.051,-0.3743,66,29
4002,143.052,-0.4065,67,30
4003,143.053,-0.4184,68,30
4004,143.053,-0.4315,68,30
4005,143.053,-0.4458,70,31
4006,143.054,-0.4411,70,31
4007,143.054,-0.4399,71,31
4008,143.055,-0.4494,72,32
4009,143.056,-0.4494,72,32
4010,143.056,-0.4661,74,33
4011,143.057,-0.4732,75,33
4012,143.058,-0.478,75,33
4013,143.058,-0.4876,76,34
4014,143.059,-0.4804,77,34
4015,143.059,-0.4804,78,35
4016,143.059,-0.4923,79,35
4017,143.06,-0.4959,80,36
4018,143.061,-0.5054,81,36
4019,143.061,-0.5114,81,36
4020,143.062,-0.5233,82,36
4021,143.063,-0.5269,83,37
4022,143.064,-0.5388,86,38
4023,143.065,-0.546,88,39
4024,143.065,-0.5543,89,40
4025,143.066,-0.5543,90,40
4026,143.067,-0.5698,91,40
4027,143.068,-0.5758,92,41
4028,143.068,-0.5829,92,41
4029,143.069,-0.5841,94,42
4030,143.069,-0.5889,95,42
4031,143.07,-0.6175,96,43
4032,143.071,-0.6211,98,44
4033,143.071,-0.6437,99,44
4034,143.072,-0.6544,100,45
4035,143.073,-0.6711,103,46
4036,143.074,-0.6676,104,46
4037,143.075,-0.6819,105,47
4038,143.076,-0.6878,106,47
4039,143.077,-0.7093,108,48
4040,143.077,-0.7128,110,49
4041,143.079,-0.7152,111,49
4042,143.079,-0.7033,113,50
4043,143.08,-0.714,114,51
4044,143.081,-0.7128,115,51
4045,143.081,-0.7236,117,52
4046,143.082,-0.7212,118,53
4047,143.083,-0.7021,119,53
4048,143.084,-0.6938,121,54
4049,143.085,-0.6902,123,55
4050,143.086,-0.6926,124,55
4051,143.086,-0.6795,127,57
4052,143.088,-0.6354,129,58
4053,143.089,-0.6199,130,58
4054,143.09,-0.6056,131,58
4055,143.09,-0.5853,133,59
4056,143.091,-0.5758,135,60
4057,143.091,-0.5758,136,61
4058,143.093,-0.5567,137,61
4059,143.093,-0.5328,138,62
4060,143.094,-0.5138,139,62
4061,143.094,-0.5007,140,63
4062,143.095,-0.4482,143,64
4063,143.096,-0.4279,144,64
4064,143.096,-0.4113,145,65
4065,143.097,-0.3838,146,65
4066,143.097,-0.3469,147,66
4067,143.097,-0.3159,148,66
4068,143.098,-0.2992,149,67
4069,143.098,-0.2766,149,67
4070,143.098,-0.2682,151,67
4071,143.099,-0.2599,152,68
4072,143.099,-0.2348,153,68
4073,143.099,-0.2241,154,69
4074,143.1,-0.2098,155,69
4075,143.1,-0.1967,157,70
4076,143.1,-0.1728,158,71
4077,143.1,-0.1633,159,71
4078,143.1,-0.155,160,72
4079,143.101,-0.149,161,72
4080,143.101,-0.1371,162,72
4081,143.101,-0.1287,163,73
4082,143.101,-0.1085,165,74
4083,143.101,-0.0918,166,74
4084,143.102,-0.0799,167,75
4085,143.102,-0.0715,168,75
4086,143.102,-0.0596,169,76
4087,143.102,-0.0572,170,76
4088,143.102,-0.0334,171,76
4089,143.102,-0.0238,172,77
4090,143.102,-0.0179,173,77
4091,143.102,-0.0095,174,78
4092,143.102,-0.0048,175,78
4093,143.102,-0.0036,176,79
4094,143.102,0.0036,178,80
4095,143.102,0.0048,178,80
4096,143.102,0.006,179,80
4097,143.102,0.0012,180,81
4098,143.102,0.0012,181,81
4099,143.102,0,182,81
4100,143.102,0,183,82
4101,143.102,0,184,82
4102,143.102,-0.0024,185,83
4103,143.102,0,186,83
4104,143.102,0,187,84
4105,143.102,0.0012,189,85
4106,143.102,0.0024,190,85
4107,143.102,0.0036,191,85
4108,143.102,0.0024,192,86
4109,143.102,0.0012,193,86
4110,143.102,0.0024,194,87
4111,143.102,-0.0024,195,87
4112,143.102,0.0036,197,88
4113,143.102,0.0036,199,89
