cnt,pos,speed,DTorque,Force
3909,79.0001,0.0012,45,20
3910,79.0001,0.0036,45,20
3911,79.0001,0,45,20
3912,79.0001,-0.0083,44,19
3913,79.0001,-0.0238,41,18
3914,79.0002,-0.0751,39,17
3915,79.0002,-0.1216,34,15
3916,79.0005,-0.2551,32,14
3917,79.0008,-0.3397,25,11
3918,79.0016,-0.5674,21,9
3919,79.0021,-0.714,13,5
3920,79.0037,-1.117,9,4
3921,79.0049,-1.3399,4,1
3922,79.0078,-1.8334,2,0
3923,79.0117,-2.2959,2,0
3924,79.0139,-2.5081,5,2
3925,79.0192,-2.7119,7,3
3926,79.022,-3.0433,12,5
3927,79.0282,-3.2424,14,6
3928,79.0314,-3.3258,19,8
3929,79.038,-3.3938,22,9
3930,79.0414,-3.3878,25,11
3931,79.0481,-3.3056,27,12
3932,79.0578,-3.1756,29,13
3933,79.061,-3.128,29,13
3934,79.0671,-3.004,30,13
3935,79.0701,-2.9313,30,13
3936,79.1176,-2.1457,34,15
3937,79.1197,-2.0193,35,15
3938,79.1238,-1.9657,36,16
3939,79.1278,-1.8715,36,16
3940,79.1296,-1.806,36,16
3941,79.1332,-1.6689,36,16
3942,79.1365,-1.6331,36,16
3943,79.138,-1.477,36,16
3944,79.1409,-1.3601,35,15
3945,79.1423,-1.2612,35,15
3946,79.1448,-1.2076,34,15
3947,79.1459,-1.1134,34,15
3948,79.147,-1.0407,33,14
3949,79.1491,-0.9393,33,14
3950,79.15,-0.8917,33,14
3951,79.1509,-0.8344,32,14
3952,79.1517,-0.7629,32,14
3953,79.1532,-0.7188,32,14
3954,79.1539,-0.6914,31,13
3955,79.1546,-0.6044,31,13
3956,79.1552,-0.5829,31,13
3957,79.1557,-0.5495,30,13
3958,79.1563,-0.5221,30,13
3959,79.1568,-0.4947,30,13
3960,79.1578,-0.4542,30,13
3961,79.1582,-0.4244,29,13
3962,79.1586,-0.3767,29,13
3963,79.159,-0.36,28,12
3964,79.1593,-0.3409,28,12
3965,79.1597,-0.3254,28,12
3966,79.16,-0.3052,28,12
3967,79.1603,-0.2813,28,12
3968,79.1606,-0.2694,28,12
3969,79.1608,-0.2479,28,12
3970,79.1611,-0.2348,28,12
3971,79.1613,-0.2181,27,12
3972,79.1615,-0.2038,27,12
3973,79.1618,-0.1919,27,12
3974,79.1619,-0.1788,27,12
3975,79.1621,-0.1681,27,12
3976,79.1623,-0.1597,27,12
3977,79.1624,-0.1526,26,11
3978,79.1626,-0.1538,26,11
3979,79.1628,-0.1466,26,11
3980,79.1629,-0.149,26,11
3981,79.163,-0.1442,26,11
3982,79.1632,-0.1442,26,11
3983,79.1633,-0.1359,26,11
3984,79.1635,-0.1347,26,11
3985,79.1636,-0.1275,26,11
3986,79.1637,-0.1287,26,11
3987,79.1639,-0.1264,26,11
3988,79.164,-0.124,26,11
3989,79.1641,-0.118,26,11
3990,79.1642,-0.1192,26,11
3991,79.1645,-0.1156,26,11
3992,79.1647,-0.1121,26,11
3993,79.1648,-0.1073,26,11
3994,79.1649,-0.1073,26,11
3995,79.165,-0.1061,26,11
3996,79.1651,-0.1085,26,11
3997,79.1652,-0.1049,26,11
3998,79.1653,-0.0977,26,11
3999,79.1653,-0.1001,26,11
4000,79.1654,-0.0942,26,11
4001,79.1655,-0.0894,26,11
4002,79.1656,-0.0858,26,11
4003,79.1657,-0.0811,26,11
4004,79.1658,-0.0763,26,11
4005,79.1658,-0.0703,26,11
4006,79.166,-0.0703,26,11
4007,79.1661,-0.0691,26,11
4008,79.1661,-0.0715,26,11
4009,79.1662,-0.0679,26,11
4010,79.1663,-0.0644,26,11
4011,79.1663,-0.062,26,11
4012,79.1664,-0.0572,26,11
4013,79.1664,-0.0596,26,11
4014,79.1665,-0.0536,26,11
4015,79.1665,-0.0548,26,11
4016,79.1665,-0.0489,26,11
4017,79.1666,-0.0489,26,11
4018,79.1666,-0.0513,26,11
4019,79.1667,-0.0477,26,11
4020,79.1667,-0.0429,26,11
4021,79.1668,-0.0489,26,11
4022,79.1668,-0.0441,26,11
4023,79.1669,-0.0453,26,11
