cnt,pos,speed,DTorque,Force
3914,78.999,-0.0036,69,31
3915,78.999,-0.0048,69,31
3916,78.999,-0.0107,69,31
3917,78.999,-0.0358,67,30
3918,78.999,-0.056,63,28
3919,78.9992,-0.1347,60,27
3920,78.9993,-0.1979,53,23
3921,78.9998,-0.3528,50,22
3922,79.0006,-0.5662,42,18
3923,79.0012,-0.6783,33,14
3924,79.0027,-0.9882,23,10
3925,79.0049,-1.3995,18,8
3926,79.0063,-1.6665,8,3
3927,79.0099,-2.3185,3,1
3928,79.0149,-2.694,-3,-1
3929,79.0179,-3.4415,-4,-1
3930,79.0252,-4.1281,-5,-2
3931,79.0293,-4.4952,-3,-1
3932,79.0386,-5.4,2,0
3933,79.0492,-5.6813,9,4
3934,79.0608,-6.1212,13,5
3935,79.0669,-6.4168,20,9
3936,79.0796,-6.5313,29,13
3937,79.0928,-6.6278,33,14
3938,79.0994,-6.6386,41,18
3939,79.1127,-6.5933,44,19
3940,79.1193,-6.5587,50,22
3941,79.2334,-6.4156,37,16
3942,79.2528,-6.958,32,14
3943,79.2597,-7.4611,28,12
3944,79.2743,-7.7317,25,11
3945,79.2902,-8.435,24,10
3946,79.3073,-9.0537,25,11
3947,79.3164,-9.3195,29,13
3948,79.3257,-9.6199,32,14
3949,79.3452,-9.8547,36,16
3950,79.3553,-10.2731,44,19
3951,79.3655,-10.4329,48,21
3952,79.3865,-10.5056,52,23
3953,79.3971,-10.6308,56,25
3954,79.4077,-10.6749,61,27
3955,79.4184,-10.6689,65,29
3956,79.429,-10.6308,69,31
3957,79.4397,-10.5557,73,32
3958,79.4502,-10.5092,76,34
3959,79.4607,-10.4245,78,35
3960,79.4712,-10.3494,79,35
3961,79.4815,-10.3494,79,35
3962,79.5122,-10.1492,76,34
3963,79.5223,-10.1778,75,33
3964,79.5325,-10.1361,73,32
3965,79.5426,-10.2112,69,31
3966,79.5528,-10.2445,66,29
3967,79.5631,-10.4019,66,29
3968,79.5735,-10.5259,64,28
3969,79.584,-10.707,61,27
3970,79.5947,-10.9478,59,26
3971,79.6057,-11.1994,55,24
3972,79.6283,-11.4735,54,24
3973,79.6401,-11.787,52,23
3974,79.6401,-12.0743,51,22
3975,79.6646,-12.4093,49,22
3976,79.6774,-13.115,46,20
3977,79.6905,-13.475,45,20
3978,79.704,-13.8815,43,19
3979,79.7178,-14.2498,41,18
3980,79.7321,-14.7362,39,17
3981,79.762,-15.1284,37,16
3982,79.762,-15.6577,35,15
3983,79.7776,-16.1512,34,15
3984,79.7938,-16.6685,32,14
3985,79.8104,-17.2085,31,13
3986,79.8277,-17.7569,30,13
3987,79.8454,-18.2921,28,12
3988,79.8637,-18.8321,27,12
3989,79.8825,-19.4102,27,12
3990,79.9019,-20.0063,28,12
3991,79.9219,-20.5963,30,13
3992,79.9854,-22.2569,35,15
3993,80.0076,-22.7254,40,18
3994,80.0303,-23.1307,49,22
3995,80.0535,-23.6277,49,22
3996,80.0771,-24.0092,54,24
3997,80.1011,-24.3418,59,26
3998,80.1254,-24.3418,65,29
3999,80.1501,-25.0606,70,31
4000,80.1752,-25.2704,76,34
4001,80.2005,-25.5279,83,37
4002,80.226,-25.5958,95,42
4003,80.2516,-25.7866,95,42
4004,80.2774,-25.9248,102,45
4005,80.3033,-26.0536,104,46
4006,80.3294,-26.143,104,46
4007,80.3555,-26.2515,108,48
4008,80.3818,-26.3277,108,48
4009,80.4345,-26.4064,108,48
4010,80.4611,-26.6126,106,47
4011,80.4879,-26.7962,106,47
4012,80.5149,-27.2063,106,47
4013,80.5421,-27.4793,107,48
4014,80.5696,-27.7153,107,48
4015,80.5973,-27.968,107,48
4016,80.6253,-28.2827,106,47
4017,80.6536,-28.6308,105,47
4018,80.6822,-28.986,105,47
4019,80.7112,-29.3031,105,47
4020,80.7405,-29.6941,105,47
4021,80.8619,-31.4607,104,46
4022,80.8934,-31.9829,106,47
4023,80.9578,-32.4978,106,47
4024,80.9907,-33.467,106,47
4025,81.0582,-34.4599,108,48
4026,81.1276,-35.6127,108,48
4027,81.1993,-36.5544,112,50
4028,81.2358,-37.0658,119,53
4029,81.3104,-37.9765,121,54
4030,81.3484,-38.3186,126,56
4031,81.4254,-39.097,128,57
4032,81.5041,-39.9279,134,60
4033,81.5842,-40.5871,137,61
4034,81.6658,-41.2988,140,63
4035,81.7071,-41.6171,146,65
4036,81.7905,-42.2143,147,66
4037,81.8754,-42.9176,151,67
4038,81.9615,-43.5065,157,70
4039,82.005,-43.8605,164,73
4040,82.093,-44.3838,167,75
4041,82.1821,-45.074,170,76
4042,82.2724,-45.4281,180,81
4043,82.3636,-45.856,183,82
4044,82.4094,-46.2577,186,83
4045,82.5016,-46.4091,191,85
4046,82.5946,-46.6869,194,87
4047,82.6413,-46.8883,197,88
4048,82.7353,-47.0946,200,90
4049,82.7823,-47.3079,201,90
4050,82.8772,-47.6655,205,92
4051,82.9248,-47.8146,211,94
4052,83.1653,-48.3832,218,98
4053,83.2138,-48.5036,222,99
4054,83.2624,-48.6442,226,101
4055,83.3111,-48.7062,229,103
4056,83.4085,-48.7002,231,103
4057,83.4572,-48.767,229,103
4058,83.506,-48.9124,233,104
4059,83.5549,-48.9399,236,106
4060,83.6528,-49.0221,236,106
4061,83.7508,-49.0185,239,107
4062,83.7998,-49.1234,238,107
4063,83.8489,-49.2319,238,107
4064,83.8982,-49.2748,245,110
4065,83.9474,-49.3094,246,110
4066,83.9968,-49.4226,249,112
4067,84.0956,-49.3773,250,112
4068,84.1449,-49.3344,249,112
4069,84.1944,-49.5097,250,112
4070,84.2439,-49.5418,254,114
4071,84.2934,-49.4667,255,114
4072,84.3429,-49.4858,257,115
4073,84.3924,-49.3833,257,115
4074,84.4911,-49.4429,255,114
4075,84.5405,-49.5168,256,115
4076,84.5901,-49.4334,260,117
4077,84.6395,-49.4262,261,117
4078,84.7383,-49.4226,262,117
4079,84.7877,-49.3833,261,117
4080,84.8372,-49.5561,260,117
4081,84.8867,-49.5311,263,118
4082,85.085,-49.5597,269,121
4083,85.1345,-49.5156,268,120
4084,85.1841,-49.5681,267,120
4085,85.2337,-49.6229,271,121
4086,85.2833,-49.5621,272,122
4087,85.3328,-49.5001,274,123
4088,85.3823,-49.4501,274,123
4089,85.4318,-49.3916,271,121
4090,85.5307,-49.5526,271,121
4091,85.5803,-49.5299,274,123
4092,85.6794,-49.6098,276,124
4093,85.7291,-49.667,279,125
4094,85.7786,-49.5859,279,125
4095,85.8283,-49.6324,277,124
4096,85.8283,-49.7934,279,125
4097,85.9279,-49.8708,283,127
4098,85.9778,-49.841,285,128
4099,86.0276,-49.8101,286,128
4100,86.0775,-49.9078,288,129
4101,86.1272,-49.8852,287,129
4102,86.2271,-49.9352,290,130
4103,86.277,-49.9436,292,131
4104,86.3269,-49.8768,292,131
4105,86.3768,-49.9388,294,132
4106,86.4267,-49.9257,296,133
4107,86.4766,-49.816,294,132
4108,86.5265,-49.9841,295,132
4109,86.5765,-49.9924,299,134
4110,86.5765,-50.0115,300,135
4111,86.7766,-49.9293,303,136
4112,86.8265,-50.0258,301,135
4113,86.9265,-49.9924,306,137
4114,86.9764,-49.8244,307,138
4115,87.0761,-49.6956,308,138
4116,87.1258,-49.6992,306,137
4117,87.1755,-49.785,307,138
4118,87.2253,-49.6754,309,139
4119,87.275,-49.6754,308,138
4120,87.3743,-49.6503,309,139
4121,87.4239,-49.5883,309,139
4122,87.4734,-49.611,307,138
4123,87.523,-49.5836,306,137
4124,87.5726,-49.6003,310,139
4125,87.6222,-49.555,310,139
4126,87.6717,-49.6026,310,139
4127,87.7213,-49.4548,310,139
4128,87.8202,-49.4322,308,138
4129,87.919,-49.4107,309,139
4130,87.9683,-49.301,309,139
4131,88.0176,-49.2736,309,139
4132,88.0669,-49.152,307,138
4133,88.116,-49.1401,307,138
4134,88.1652,-49.2152,305,137
4135,88.2144,-49.2891,308,138
4136,88.3129,-49.2355,307,138
4137,88.3622,-49.3046,308,138
4138,88.4115,-49.276,309,139
4139,88.4608,-49.2557,307,138
4140,88.51,-49.2736,306,137
4141,88.609,-49.4536,311,139
4142,88.6584,-49.4536,312,140
4143,88.7573,-49.4226,312,140
4144,88.8066,-49.2975,309,139
4145,88.856,-49.3726,308,138
4146,88.9054,-49.3964,310,139
4147,88.9547,-49.3678,311,139
4148,89.0041,-49.3618,310,139
4149,89.0535,-49.3976,311,139
4150,89.1028,-49.3177,311,139
4151,89.1521,-49.2939,308,138
4152,89.2016,-49.4894,309,139
4153,89.2512,-49.605,313,140
4154,89.3008,-49.574,314,141
4155,89.3504,-49.6467,315,141
4156,89.4003,-49.8208,317,142
4157,89.45,-49.8256,317,142
4158,89.4998,-49.9924,319,143
4159,89.5498,-50.0401,323,145
4160,89.5999,-50.033,324,145
4161,89.6999,-49.996,324,145
4162,89.7499,-49.9698,325,146
4163,89.7997,-49.9471,323,145
4164,89.8496,-50.0377,322,144
4165,89.8997,-49.9471,325,146
4166,89.9496,-49.9078,326,146
4167,89.9995,-49.9912,327,147
4168,90.0495,-49.9078,327,147
4169,90.1493,-49.8887,325,146
4170,90.1994,-50.0652,327,147
4171,90.4001,-50.2285,336,151
4172,90.4503,-50.1748,335,150
4173,90.5004,-50.1319,334,150
4174,90.5507,-50.2761,336,151
4175,90.6009,-50.1975,339,152
4176,90.6009,-50.0973,339,152
4177,90.7011,-50.0997,339,152
4178,90.751,-49.9352,339,152
4179,90.8008,-49.7612,335,150
4180,90.8506,-49.8112,333,149
4181,90.9004,-49.8112,336,151
4182,90.9501,-49.7278,336,151
4183,90.9998,-49.6348,335,150
4184,91.0494,-49.6444,336,151
4185,91.099,-49.5526,332,149
4186,91.1983,-49.6801,332,149
4187,91.248,-49.7791,336,151
4188,91.2977,-49.6837,337,151
4189,91.3475,-49.7433,337,151
4190,91.3973,-49.7767,338,152
4191,91.4469,-49.6599,337,151
4192,91.4965,-49.7683,334,150
4193,91.5463,-49.6146,336,151
4194,91.5959,-49.5728,337,151
4195,91.695,-49.5073,336,151
4196,91.695,-49.4369,335,150
4197,91.7936,-49.2271,331,148
4198,91.8429,-49.2641,328,147
4199,91.8922,-49.2915,330,148
4200,91.9414,-49.1759,329,148
4201,92.0398,-49.2212,329,148
4202,92.1874,-49.3058,324,145
4203,92.2369,-49.4536,328,147
4204,92.2863,-49.4048,330,148
4205,92.3357,-49.3845,329,148
4206,92.3852,-49.5156,330,148
4207,92.4346,-49.4334,330,148
4208,92.484,-49.3952,327,147
4209,92.5334,-49.4059,327,147
4210,92.5829,-49.5216,329,148
4211,92.6323,-49.3761,329,148
4212,92.6817,-49.3547,327,147
4213,92.731,-49.307,327,147
4214,92.7802,-49.1437,321,144
4215,92.8293,-49.2832,321,144
4216,92.9279,-49.2712,323,145
4217,92.9771,-49.2712,323,145
4218,93.0265,-49.3261,323,145
4219,93.0759,-49.431,324,145
4220,93.1253,-49.4167,322,144
4221,93.1749,-49.76,321,144
4222,93.2246,-49.816,325,146
4223,93.2745,-49.8613,328,147
4224,93.3243,-50.0008,329,148
4225,93.3743,-49.9555,331,148
4226,93.4243,-49.8613,332,149
4227,93.4741,-49.9877,329,148
4228,93.5241,-50.0449,331,148
4229,93.6241,-49.8935,332,149
4230,93.674,-49.9209,332,149
4231,93.8234,-49.847,327,147
4232,93.8732,-49.9185,330,148
4233,93.9232,-49.8732,330,148
4234,94.023,-49.9579,331,148
4235,94.073,-50.0318,333,149
4236,94.123,-49.9579,332,149
4237,94.1731,-50.1224,331,148
4238,94.2234,-50.2833,334,150
4239,94.2737,-50.3667,338,152
4240,94.3241,-50.3727,339,152
4241,94.3745,-50.3465,341,153
4242,94.5253,-50.2368,338,152
4243,94.5756,-50.1867,340,153
4244,94.6258,-50.1176,340,153
4245,94.7259,-49.9555,341,153
4246,94.7759,-49.9126,338,152
4247,94.8258,-50.0067,336,151
4248,94.9258,-50.0282,339,152
4249,94.9759,-50.052,340,153
4250,95.026,-50.1248,340,153
4251,95.0762,-50.1116,343,154
4252,95.1263,-50.3048,341,153
4253,95.1766,-50.387,344,154
4254,95.2774,-50.3501,347,156
4255,95.3277,-50.3763,349,157
4256,95.4284,-50.2487,349,157
4257,95.4785,-50.095,345,155
4258,95.5286,-50.1343,344,154
4259,95.5787,-50.0938,346,155
4260,95.6286,-49.9507,346,155
4261,95.7781,-49.7206,342,153
4262,95.8278,-49.704,338,152
4263,95.8776,-49.8565,339,152
4264,95.9274,-49.8565,342,153
4265,96.0271,-49.8399,342,153
4266,96.0771,-49.822,344,154
4267,96.1769,-50.0652,341,153
4268,96.2269,-50.0103,344,154
4269,96.2769,-49.9281,345,155
4270,96.3269,-49.9126,345,155
4271,96.3768,-49.8434,345,155
4272,96.4762,-49.5967,341,153
4273,96.5259,-49.7159,339,152
4274,96.5756,-49.6813,341,153
4275,96.6251,-49.5406,340,153
4276,96.6747,-49.5383,338,152
4277,96.7242,-49.5395,338,152
4278,96.7737,-49.4298,337,151
4279,96.8231,-49.5585,333,149
4280,96.8726,-49.6372,334,150
4281,96.9718,-49.7004,337,151
4282,97.0215,-49.7361,337,151
4283,97.0713,-49.5812,337,151
4284,97.1208,-49.7409,335,150
4285,97.1706,-49.8482,337,151
4286,97.2702,-49.8005,339,152
4287,97.32,-49.7648,339,152
4288,97.3698,-49.8077,339,152
4289,97.4195,-49.7266,339,152
4290,97.4691,-49.6169,335,150
4291,97.6182,-49.6742,337,151
4292,97.6679,-49.6396,335,150
4293,97.7176,-49.6312,335,150
4294,97.7672,-49.636,332,149
4295,97.8667,-49.8852,333,149
4296,97.9166,-49.8792,336,151
4297,97.9665,-49.9078,337,151
4298,98.0164,-49.9817,338,152
4299,98.0664,-49.8863,337,151
4300,98.1662,-49.9257,335,150
4301,98.2162,-50.0616,337,151
4302,98.2663,-50.0759,340,153
4303,98.3163,-50.0079,340,153
4304,98.3664,-50.0532,340,153
4305,98.4164,-49.8339,340,153
4306,98.4662,-49.9889,337,151
4307,98.5162,-49.9936,338,152
4308,98.6162,-49.8852,340,153
4309,98.6661,-50.0401,340,153
4310,98.7161,-49.9197,339,152
4311,98.8159,-49.9984,336,151
4312,98.8659,-50.0663,336,151
4313,98.916,-50.0127,340,153
4314,98.966,-49.9984,340,153
4315,99.066,-50.0473,341,153
4316,99.1159,-49.8935,339,152
4317,99.1659,-49.9591,336,151
4318,99.216,-50.0938,338,152
4319,99.2661,-50.083,340,153
4320,99.3161,-50.0234,340,153
4321,99.3661,-50.0413,340,153
4322,99.516,-49.9686,337,151
4323,99.5661,-50.151,340,153
4324,99.6162,-50.095,341,153
4325,99.6664,-50.1021,341,153
4326,99.7165,-50.1581,342,153
4327,99.7666,-50.0616,342,153
4328,99.8165,-49.9567,339,152
4329,99.8667,-50.2118,339,152
4330,99.9169,-50.1486,343,154
4331,99.9671,-50.1534,343,154
4332,100.017,-50.1867,345,155
4333,100.067,-50.1176,345,155
