cnt,pos,speed,DTorque,Force
3764,147.008,-0.0024,33,14
3765,147.008,0,33,14
3766,147.008,0.0012,33,14
3767,147.008,0,33,14
3768,147.008,-0.0012,33,14
3769,147.008,0.0012,33,14
3770,147.008,-0.0012,33,14
3771,147.008,0,33,14
3772,147.008,0.0012,33,14
3773,147.008,0,33,14
3774,147.008,-0.0012,33,14
3775,147.008,0.0012,33,14
3776,147.008,-0.0024,33,14
3777,147.008,0.0012,33,14
3778,147.008,0.0024,33,14
3779,147.008,-0.0036,33,14
3780,147.008,0,33,14
3781,147.008,-0.0012,33,14
3782,147.008,0.0036,33,14
3783,147.008,0.0012,33,14
3784,147.008,-0.0036,33,14
3785,147.008,-0.0012,33,14
3786,147.008,0,33,14
3787,147.008,0.0024,33,14
3788,147.008,-0.0012,33,14
3789,147.008,-0.0024,33,14
3790,147.008,0.0024,33,14
3791,147.008,0,33,14
3792,147.008,0,33,14
3793,147.008,0.0012,33,14
3794,147.008,-0.0024,33,14
3795,147.008,0,33,14
3796,147.008,0.0012,33,14
3797,147.008,0,33,14
3798,147.008,0.0012,33,14
3799,147.008,0.0012,33,14
3800,147.008,0.0024,33,14
3801,147.008,0,33,14
3802,147.008,-0.0024,33,14
3803,147.008,-0.0012,33,14
3804,147.008,-0.0024,33,14
3805,147.008,-0.0024,33,14
3806,147.008,-0.0012,33,14
3807,147.008,0.0036,33,14
3808,147.008,0.0036,33,14
3809,147.008,0,33,14
3810,147.008,0.0012,33,14
3811,147.008,0,33,14
3812,147.008,-0.0012,33,14
3813,147.008,0.0012,33,14
3814,147.008,-0.0012,33,14
3815,147.008,0,33,14
3816,147.008,-0.0012,33,14
3817,147.008,0.0012,33,14
3818,147.008,-0.0012,33,14
3819,147.008,-0.0012,33,14
3820,147.008,-0.0012,33,14
3821,147.008,0,33,14
3822,147.008,0.0012,33,14
3823,147.008,0.0036,33,14
3824,147.008,0.0036,33,14
3825,147.008,-0.0024,33,14
3826,147.008,-0.0036,33,14
3827,147.008,-0.0048,33,14
3828,147.008,-0.0024,33,14
3829,147.008,0.0048,33,14
3830,147.008,0.0048,33,14
3831,147.008,0,33,14
3832,147.008,-0.0024,33,14
3833,147.008,0,33,14
3834,147.008,0.0036,33,14
3835,147.008,0.0012,33,14
3836,147.008,0.0012,33,14
3837,147.008,-0.0024,33,14
3838,147.008,-0.0012,33,14
3839,147.008,0.0036,33,14
3840,147.008,-0.0024,33,14
3841,147.008,0,33,14
3842,147.008,0,33,14
3843,147.008,0.0024,33,14
3844,147.008,-0.0012,33,14
3845,147.008,-0.0012,33,14
3846,147.008,-0.0012,33,14
3847,147.008,0.0012,33,14
3848,147.008,0.0012,33,14
3849,147.008,0,33,14
3850,147.008,0.0024,33,14
3851,147.008,0.0024,33,14
3852,147.008,-0.0012,33,14
3853,147.008,-0.0036,33,14
3854,147.008,-0.0024,33,14
3855,147.008,-0.0012,33,14
3856,147.008,0.0012,33,14
3857,147.008,0.0012,33,14
3858,147.008,0.0036,33,14
3859,147.008,0.0036,33,14
3860,147.008,0.0012,33,14
3861,147.008,-0.0012,33,14
3862,147.008,-0.0024,33,14
3863,147.008,-0.006,33,14
3864,147.008,0,33,14
3865,147.008,0.0024,33,14
3866,147.008,0.0036,33,14
3867,147.008,0.0036,33,14
3868,147.008,0,33,14
3869,147.008,0,33,14
3870,147.008,0.0012,33,14
3871,147.008,-0.0024,34,15
3872,147.008,0.0012,33,14
3873,147.008,-0.0012,33,14
3874,147.008,-0.0012,33,14
3875,147.008,0.0012,33,14
3876,147.008,-0.0012,33,14
3877,147.008,0,33,14
3878,147.008,-0.0012,33,14
3879,147.008,0,33,14
3880,147.008,0.0024,33,14
3881,147.008,-0.0036,33,14
3882,147.008,0,33,14
3883,147.008,0,33,14
3884,147.008,0.0036,33,14
3885,147.008,0,33,14
3886,147.008,-0.0012,33,14
3887,147.008,-0.0012,33,14
3888,147.008,-0.0024,33,14
3889,147.008,-0.0012,33,14
3890,147.008,-0.0012,33,14
3891,147.008,0.0036,34,15
3892,147.008,0.0024,34,15
3893,147.008,0.0012,33,14
3894,147.008,-0.0024,33,14
3895,147.008,0.0012,33,14
3896,147.008,0,34,15
3897,147.008,0,34,15
3898,147.008,0.0024,33,14
3899,147.008,0.0012,33,14
3900,147.008,0.0012,34,15
3901,147.008,0.0036,34,15
3902,147.008,-0.0012,34,15
3903,147.008,-0.0024,33,14
3904,147.008,-0.0012,34,15
3905,147.008,0,33,14
3906,147.008,0,34,15
3907,147.008,0.0012,33,14
3908,147.008,0,34,15
3909,147.008,0.0036,34,15
3910,147.008,0.0012,34,15
3911,147.008,0.0012,34,15
3912,147.008,-0.0012,34,15
3913,147.008,-0.0012,34,15
3914,147.008,-0.0048,34,15
