cnt,pos,speed,DTorque,Force
3905,79.0014,0.0012,89,40
3906,79.0014,0.0012,89,40
3907,79.0014,-0.0036,89,40
3908,79.0014,0.0024,88,39
3909,79.0014,-0.0203,87,39
3910,79.0014,-0.0393,83,37
3911,79.0015,-0.1132,78,35
3912,79.0018,-0.2444,75,33
3913,79.0021,-0.3374,67,30
3914,79.0028,-0.5805,60,27
3915,79.0042,-0.9322,56,25
3916,79.0051,-1.4054,48,21
3917,79.0076,-1.7082,41,18
3918,79.0114,-2.3674,34,15
3919,79.0165,-3.0993,31,13
3920,79.0196,-3.9171,24,10
3921,79.0314,-4.8219,17,7
3922,79.0362,-5.8208,11,4
3923,79.0474,-6.3751,7,3
3924,79.0606,-6.8543,6,2
3925,79.068,-7.9307,8,3
3926,79.0844,-8.9094,10,4
3927,79.0933,-9.3588,15,6
3928,79.1124,-10.1825,18,8
3929,79.1226,-10.4734,24,10
3930,79.1439,-11.0575,28,12
3931,79.1549,-11.3448,36,16
3932,79.4045,-11.5439,80,36
3933,79.4276,-11.5975,75,33
3934,79.4509,-11.8085,73,32
3935,79.4627,-11.9206,69,31
3936,79.4866,-12.2043,66,29
3937,79.4988,-12.3449,61,27
3938,79.5236,-12.6572,59,26
3939,79.5363,-12.8623,52,23
3940,79.5622,-13.2437,45,20
3941,79.589,-13.5418,41,18
3942,79.6028,-14.1247,34,15
3943,79.6314,-14.4477,30,13
3944,79.6462,-15.1546,26,11
3945,79.6613,-15.5456,19,8
3946,79.6928,-16.3848,15,6
3947,79.7092,-16.8235,11,4
3948,79.726,-17.2788,5,2
3949,79.7611,-17.7736,3,1
3950,79.7794,-18.3374,2,0
3951,79.7982,-19.3316,2,0
3952,79.8176,-19.8322,3,1
3953,79.8577,-20.2685,7,3
3954,79.8784,-20.7084,9,4
3955,79.8995,-21.1614,12,5
3956,79.9211,-21.9314,15,6
3957,79.943,-22.2163,19,8
3958,79.9652,-22.5978,22,9
3959,79.9878,-22.8243,26,11
3960,80.0107,-23.0174,30,13
3961,80.0337,-23.2463,39,17
3962,80.1039,-23.5169,48,21
3963,80.1275,-23.6718,52,23
3964,80.1512,-23.6957,57,25
3965,80.175,-23.803,62,27
3966,80.175,-23.7827,67,30
3967,80.2225,-23.7279,72,32
