cnt,pos,speed,DTorque,Force
3921,78.9978,-0.006,21,9
3922,78.9978,-0.006,21,9
3923,78.9978,-0.0083,21,9
3924,78.9979,-0.0083,21,9
3925,78.9979,-0.006,21,9
3926,78.9979,-0.0024,21,9
3927,78.9979,-0.0024,21,9
3928,78.9979,-0.0012,21,9
3929,78.9979,-0.0012,21,9
3930,78.9979,-0.0024,21,9
3931,78.9979,-0.0036,21,9
3932,78.9979,-0.006,21,9
3933,78.9979,-0.0036,21,9
3934,78.9979,-0.0036,21,9
3935,78.9979,-0.0024,21,9
3936,78.9979,-0.0048,21,9
3937,78.9979,-0.0036,21,9
3938,78.9979,-0.0048,20,9
3939,78.998,0,20,9
3940,78.998,-0.0024,20,9
3941,78.998,-0.0024,20,9
3942,78.998,-0.0012,20,9
3943,78.998,-0.0036,20,9
3944,78.998,-0.0024,20,9
3945,78.998,-0.006,20,9
3946,78.998,-0.0012,20,9
3947,78.998,0.0012,20,9
3948,78.998,-0.0048,20,9
3949,78.9981,-0.0072,20,9
3950,78.9981,-0.0095,20,9
3951,78.9981,-0.0072,19,8
3952,78.9981,-0.0048,20,9
3953,78.9981,-0.006,20,9
3954,78.9981,-0.0012,19,8
3955,78.9982,-0.0048,19,8
3956,78.9982,-0.0036,19,8
3957,78.9982,-0.0048,19,8
3958,78.9982,-0.0036,19,8
3959,78.9982,-0.0048,19,8
3960,78.9982,-0.0083,19,8
3961,78.9982,-0.0072,19,8
3962,78.9982,-0.0024,19,8
3963,78.9982,0.0012,19,8
3964,78.9982,-0.0048,19,8
3965,78.9982,-0.0012,19,8
3966,78.9982,-0.0012,19,8
3967,78.9982,-0.0024,19,8
3968,78.9982,-0.0036,19,8
3969,78.9982,-0.0024,19,8
3970,78.9982,-0.0048,19,8
3971,78.9982,-0.0036,19,8
3972,78.9982,-0.0072,19,8
3973,78.9982,-0.0036,19,8
3974,78.9982,-0.0048,19,8
3975,78.9983,-0.0072,19,8
3976,78.9983,-0.0072,19,8
3977,78.9983,-0.0072,19,8
3978,78.9983,-0.0048,19,8
3979,78.9983,-0.006,19,8
3980,78.9983,-0.0048,19,8
3981,78.9983,-0.0083,18,8
3982,78.9983,-0.0083,19,8
3983,78.9983,-0.0083,19,8
3984,78.9983,-0.0036,19,8
3985,78.9983,-0.0048,19,8
3986,78.9983,-0.0048,18,8
3987,78.9983,-0.006,19,8
3988,78.9983,-0.006,19,8
3989,78.9983,-0.0048,18,8
3990,78.9983,-0.0048,18,8
3991,78.9983,-0.0072,18,8
3992,78.9983,-0.0048,18,8
3993,78.9984,-0.0036,18,8
3994,78.9984,-0.0036,18,8
3995,78.9984,-0.0048,18,8
3996,78.9984,-0.0083,18,8
3997,78.9984,-0.0072,18,8
3998,78.9984,-0.0072,18,8
3999,78.9984,-0.0083,18,8
4000,78.9984,-0.006,18,8
4001,78.9984,-0.0095,18,8
4002,78.9984,-0.0095,18,8
4003,78.9984,-0.0048,18,8
4004,78.9984,-0.0048,18,8
4005,78.9984,-0.0048,18,8
4006,78.9984,0,18,8
4007,78.9984,-0.0024,18,8
4008,78.9984,-0.0048,18,8
4009,78.9984,-0.0048,18,8
4010,78.9984,-0.0024,18,8
4011,78.9984,-0.0036,18,8
4012,78.9984,-0.0048,18,8
4013,78.9984,-0.0036,18,8
4014,78.9985,-0.006,18,8
4015,78.9985,-0.006,18,8
4016,78.9985,-0.0072,18,8
4017,78.9985,-0.006,18,8
4018,78.9985,-0.0048,18,8
4019,78.9985,-0.0048,18,8
4020,78.9985,-0.0024,18,8
4021,78.9985,-0.006,18,8
4022,78.9985,-0.0024,18,8
4023,78.9985,-0.0036,18,8
4024,78.9985,-0.0036,18,8
4025,78.9985,-0.006,18,8
4026,78.9985,-0.0036,18,8
4027,78.9985,-0.0036,18,8
4028,78.9985,-0.006,18,8
4029,78.9985,-0.0048,18,8
4030,78.9985,-0.0036,18,8
4031,78.9985,-0.0036,18,8
4032,78.9985,-0.0048,17,7
4033,78.9985,-0.0083,17,7
4034,78.9986,-0.0072,18,8
4035,78.9986,-0.0036,18,8
4036,78.9986,-0.0024,18,8
4037,78.9986,-0.006,18,8
4038,78.9986,-0.0072,17,7
4039,78.9986,-0.0036,17,7
4040,78.9986,-0.006,17,7
4041,78.9986,-0.0036,18,8
4042,78.9986,-0.0036,17,7
4043,78.9986,-0.006,17,7
4044,78.9986,-0.006,17,7
4045,78.9986,0,17,7
4046,78.9986,-0.006,17,7
4047,78.9986,-0.006,17,7
4048,78.9986,-0.0036,17,7
4049,78.9986,-0.0036,17,7
4050,78.9986,-0.006,17,7
4051,78.9986,-0.006,17,7
4052,78.9986,-0.0048,17,7
4053,78.9986,-0.0072,17,7
4054,78.9986,-0.0024,17,7
4055,78.9986,-0.0048,17,7
4056,78.9986,-0.0048,17,7
4057,78.9986,-0.0048,17,7
4058,78.9986,-0.0036,17,7
4059,78.9986,-0.006,17,7
4060,78.9987,0.0012,17,7
4061,78.9987,0.0012,17,7
4062,78.9987,-0.0012,17,7
4063,78.9987,-0.0036,17,7
4064,78.9987,-0.0036,17,7
4065,78.9987,-0.0024,17,7
4066,78.9987,-0.0048,17,7
4067,78.9987,-0.006,17,7
4068,78.9987,-0.0036,17,7
4069,78.9987,-0.0024,17,7
4070,78.9987,-0.006,17,7
4071,78.9987,-0.0036,17,7
4072,78.9987,-0.006,17,7
4073,78.9987,-0.0024,17,7
4074,78.9987,-0.0036,17,7
4075,78.9987,-0.0048,17,7
4076,78.9987,0.0012,17,7
4077,78.9987,-0.0048,17,7
4078,78.9987,-0.0012,17,7
4079,78.9987,-0.0048,17,7
4080,78.9987,-0.006,17,7
4081,78.9987,-0.0036,17,7
4082,78.9987,-0.0048,17,7
4083,78.9987,-0.0083,17,7
4084,78.9987,-0.006,17,7
4085,78.9987,-0.0072,17,7
4086,78.9988,-0.006,17,7
4087,78.9988,-0.0036,17,7
4088,78.9988,-0.0048,17,7
4089,78.9988,-0.0072,17,7
4090,78.9988,-0.0036,17,7
4091,78.9988,-0.0024,17,7
4092,78.9988,-0.0036,17,7
4093,78.9988,-0.0036,17,7
4094,78.9988,-0.0072,16,7
4095,78.9988,-0.0072,16,7
4096,78.9988,-0.006,16,7
4097,78.9988,-0.0072,16,7
4098,78.9988,-0.006,17,7
4099,78.9988,-0.006,16,7
4100,78.9988,-0.0048,16,7
4101,78.9988,-0.0012,17,7
4102,78.9988,-0.0012,17,7
4103,78.9988,-0.0012,16,7
4104,78.9988,-0.0012,16,7
4105,78.9988,-0.0048,16,7
4106,78.9989,-0.0072,16,7
4107,78.9989,-0.0024,16,7
4108,78.9989,-0.0048,16,7
4109,78.9989,-0.006,16,7
4110,78.9989,-0.0036,16,7
4111,78.9989,-0.0036,16,7
4112,78.9989,-0.0048,16,7
4113,78.9989,-0.0036,16,7
4114,78.9989,0,16,7
4115,78.9989,-0.0024,16,7
4116,78.9989,0,16,7
4117,78.9989,0,16,7
4118,78.9989,-0.0036,16,7
4119,78.9989,-0.0083,16,7
4120,78.9989,-0.0048,16,7
4121,78.9989,-0.0048,16,7
4122,78.9989,-0.0095,16,7
4123,78.9989,-0.0095,16,7
4124,78.9989,-0.0024,16,7
4125,78.9989,-0.0024,16,7
4126,78.9989,0.0012,16,7
4127,78.9989,0,16,7
4128,78.9989,-0.0012,16,7
4129,78.9989,0.0012,16,7
4130,78.9989,-0.0036,16,7
4131,78.9989,-0.0036,16,7
4132,78.9989,-0.0024,16,7
4133,78.9989,-0.006,16,7
4134,78.9989,-0.0012,16,7
4135,78.9989,-0.0024,16,7
4136,78.9989,-0.0024,16,7
4137,78.999,-0.0012,16,7
4138,78.999,-0.0012,16,7
4139,78.999,-0.0036,16,7
4140,78.999,-0.0024,16,7
4141,78.999,-0.0036,16,7
4142,78.999,-0.006,16,7
4143,78.999,-0.0048,16,7
4144,78.999,-0.0048,16,7
4145,78.999,-0.006,16,7
4146,78.999,-0.0072,16,7
4147,78.999,-0.0048,16,7
4148,78.999,-0.0048,16,7
4149,78.999,-0.0036,16,7
4150,78.999,-0.0048,16,7
4151,78.999,-0.0024,16,7
4152,78.999,-0.0036,16,7
4153,78.999,-0.0024,16,7
4154,78.999,0,16,7
4155,78.999,-0.0024,16,7
