cnt,pos,speed,DTorque,Force
3913,143.001,0,39,17
3914,143.001,0.0024,39,17
3915,143.001,-0.0012,39,17
3916,143.001,-0.0012,39,17
3917,143.001,-0.0012,39,17
3918,143.001,-0.0048,39,17
3919,143.001,0.0012,39,17
3920,143.001,0.0012,39,17
3921,143.001,0.0048,39,17
3922,143.001,0.0024,39,17
3923,143.001,0.0012,39,17
3924,143.001,0.0036,39,17
3925,143,0.0036,39,17
3926,143,0.0048,39,17
3927,143,0.0024,39,17
3928,143,0.0012,39,17
3929,143,0.0012,39,17
3930,143,-0.0012,39,17
3931,143,-0.0048,39,17
3932,143,-0.0012,39,17
3933,143,-0.0012,39,17
3934,143,-0.0012,39,17
3935,143,0,39,17
3936,143.001,-0.0012,39,17
3937,143,0.0036,39,17
3938,143,0.0036,39,17
3939,143,0.0036,39,17
3940,143,0.0012,39,17
3941,143,0,39,17
3942,143,0.0024,39,17
3943,143,0.0012,39,17
3944,143,-0.0012,39,17
3945,143,-0.0048,39,17
3946,143,0.0012,39,17
3947,143,0.0036,39,17
3948,143,0.006,39,17
3949,143,0,39,17
3950,143,0.0012,39,17
3951,143,0.0024,39,17
3952,143,0,39,17
3953,143,0.0024,39,17
3954,143,0.0012,39,17
3955,143,0.0012,39,17
3956,143,0,39,17
3957,143,0.0024,40,18
3958,143,0.0012,40,18
3959,143,-0.0012,39,17
3960,143,-0.0012,39,17
3961,143,0.0024,39,17
3962,143,0.0036,39,17
3963,143,0,39,17
3964,143,0.0024,40,18
3965,143,0.0024,40,18
3966,143,0.0036,39,17
3967,143,-0.0036,39,17
3968,143,0.0012,39,17
3969,143,0.0024,40,18
3970,143,0.0012,40,18
3971,143,0.0036,40,18
3972,143,-0.0012,39,17
3973,143,-0.0012,40,18
3974,143,0,40,18
3975,143,-0.0024,40,18
3976,143,-0.0024,39,17
3977,143,-0.0012,40,18
3978,143,0.0024,40,18
3979,143,0.0036,40,18
3980,143,0.0012,40,18
3981,143,0.0036,40,18
3982,143,0.0024,40,18
3983,143,-0.0036,40,18
3984,143,0.0012,40,18
3985,143,0,40,18
3986,143,-0.0024,40,18
3987,143,-0.0036,40,18
3988,143,-0.0024,40,18
3989,143,0.0012,40,18
3990,143,0.0036,40,18
3991,143,0.0012,40,18
3992,143,0,40,18
3993,143,0.0024,40,18
3994,143,-0.0012,40,18
3995,143,-0.0012,40,18
3996,143,0.0024,40,18
3997,143,0.0012,40,18
3998,143,-0.0024,40,18
3999,143,0.0024,40,18
4000,143,0.0048,40,18
4001,143,0,40,18
4002,143,0.0012,40,18
4003,143,-0.0012,40,18
4004,143,-0.0012,40,18
4005,143,-0.0024,40,18
4006,143,-0.0012,40,18
4007,143,0,40,18
4008,143,0.0024,40,18
4009,143,0.0036,40,18
4010,143,0.0036,40,18
4011,143,0.0036,40,18
4012,143,0.0024,40,18
4013,143,0.0024,40,18
4014,143,-0.0012,40,18
4015,143,-0.0072,40,18
4016,143,-0.0024,40,18
4017,143,0.0024,40,18
4018,143,0.0048,40,18
4019,143,0.0012,40,18
4020,143,0.0024,40,18
4021,143,0.0012,40,18
4022,143,-0.0012,40,18
4023,143,-0.0036,40,18
4024,143,0,40,18
4025,143,0,40,18
4026,143,-0.0012,40,18
4027,143,0.0036,40,18
4028,143,0,40,18
4029,143,-0.0036,40,18
4030,143,0,40,18
4031,143,-0.0036,40,18
4032,143,0.0012,40,18
4033,143,0.0036,40,18
4034,143,-0.0012,40,18
4035,143,-0.0012,40,18
4036,143,0.0024,40,18
4037,143,0.0012,40,18
4038,143,0.0012,40,18
4039,143,0,40,18
4040,143,0,40,18
4041,143,0,40,18
4042,143,0,40,18
4043,143,-0.0024,40,18
4044,143,0.0024,40,18
4045,143,0,40,18
4046,143,0,40,18
4047,143,0.0012,40,18
4048,143,0.0036,40,18
4049,143,0.0048,40,18
4050,143,-0.0012,40,18
4051,143,-0.0012,40,18
4052,143,0.0036,40,18
4053,143,0.0024,40,18
4054,143,0.0012,40,18
4055,143,0,40,18
4056,143,0,40,18
4057,143,-0.0012,40,18
4058,143,0.0012,40,18
4059,143,0.0012,40,18
4060,143,0,40,18
4061,143,0,40,18
4062,143,0.0012,40,18
4063,143,0.0024,40,18
4064,143,0.0012,40,18
4065,143,-0.0012,40,18
4066,143,-0.0012,40,18
4067,143,-0.0024,40,18
4068,143,-0.0012,41,18
4069,143,0.0036,40,18
4070,143,0.0095,40,18
4071,143,0.0012,40,18
4072,143,-0.0012,40,18
4073,143,-0.0048,40,18
4074,143,-0.0036,41,18
4075,143,0.006,40,18
4076,143,0.0012,40,18
4077,143,0.0012,40,18
4078,143,-0.0012,40,18
4079,143,-0.0012,40,18
4080,143,-0.0012,41,18
4081,143,0.0024,40,18
4082,143,0.0024,40,18
4083,143,-0.0012,40,18
4084,143,0,40,18
4085,143,-0.0036,40,18
4086,143,-0.0024,40,18
4087,143,0,40,18
4088,143,0.0024,40,18
4089,143,0.0012,40,18
4090,143,0,40,18
4091,143,-0.0012,40,18
4092,143,-0.0024,40,18
4093,143,-0.0024,40,18
4094,143,-0.0036,40,18
4095,143,0,40,18
4096,143,0.0012,40,18
4097,143,0,40,18
4098,143,0.0024,40,18
4099,143,0,40,18
4100,143,-0.0036,40,18
4101,143,0.0048,41,18
4102,143,0.0012,40,18
4103,143,0.0024,40,18
4104,143,-0.0036,40,18
4105,143,-0.0036,40,18
4106,143,-0.0036,40,18
4107,143,-0.0012,40,18
4108,143,0,40,18
4109,143,0.0012,40,18
4110,143,0.0048,41,18
4111,143,0.0048,41,18
4112,143,0,40,18
4113,143,-0.0024,40,18
4114,143,-0.0012,40,18
4115,143,-0.0036,41,18
4116,143,0.0036,41,18
4117,143,-0.0012,40,18
4118,143,0.0012,40,18
4119,143,-0.0024,41,18
4120,143,0.0024,40,18
4121,143,-0.0036,40,18
4122,143,-0.0012,41,18
4123,143,0.0012,41,18
4124,143,0.0012,41,18
4125,143,0.0012,41,18
4126,143,0,41,18
4127,143,0.0012,41,18
4128,143,-0.0012,41,18
4129,143,0.0012,41,18
4130,143,-0.0024,41,18
4131,143,-0.0048,41,18
4132,143,-0.0012,41,18
4133,143,-0.0012,41,18
4134,143,0,41,18
