cnt,pos,speed,DTorque,Force
3930,78.9998,0,57,25
3931,78.9998,0.0012,57,25
3932,78.9998,-0.0024,56,25
3933,78.9998,-0.0238,55,24
3934,78.9999,-0.0453,51,22
3935,79,-0.1299,49,22
3936,79.0001,-0.186,43,19
3937,79.0005,-0.3362,40,18
3938,79.0009,-0.4244,32,14
3939,79.0018,-0.6389,28,12
3940,79.0025,-0.7665,19,8
3941,79.0042,-1.0907,14,6
3942,79.0053,-1.5318,4,1
3943,79.0081,-1.8179,-4,-1
3944,79.012,-2.3996,-6,-2
3945,79.0144,-2.6929,-8,-3
3946,79.0201,-3.2674,-8,-3
3947,79.0233,-3.5285,-5,-2
3948,79.0307,-4.0077,-3,-1
3949,79.0347,-4.1722,1,0
3950,79.0432,-4.5012,3,1
3951,79.0477,-4.6526,9,4
3952,79.0571,-4.8326,12,5
3953,79.062,-4.8469,18,8
3954,79.0717,-4.8338,21,9
3955,79.0765,-4.8183,24,10
3956,79.0861,-4.7611,25,11
3957,79.1647,-3.5702,37,16
3958,79.1718,-3.3819,38,17
3959,79.1819,-3.2138,40,18
3960,79.1914,-2.9193,41,18
3961,79.1972,-2.7918,41,18
3962,79.2121,-2.0587,37,16
3963,79.2183,-1.9466,31,13
3964,79.2221,-1.8858,28,12
3965,79.2277,-1.856,29,13
3966,79.2313,-1.7714,30,13
3967,79.2366,-1.6736,31,13
3968,79.2399,-1.5366,32,14
3969,79.2429,-1.465,32,14
3970,79.2458,-1.3506,32,14
3971,79.2471,-1.3029,32,14
3972,79.2497,-1.1825,31,13
3973,79.2508,-1.1563,31,13
3974,79.2531,-1.0919,31,13
3975,79.2542,-1.043,31,13
3976,79.2562,-0.9608,31,13
3977,79.2572,-0.9477,30,13
3978,79.259,-0.8607,31,13
3979,79.2599,-0.8273,30,13
3980,79.2616,-0.7832,30,13
3981,79.2623,-0.7772,30,13
3982,79.2639,-0.7605,30,13
3983,79.2646,-0.7164,30,13
3984,79.2653,-0.6962,31,13
3985,79.2667,-0.6723,30,13
3986,79.2674,-0.658,31,13
3987,79.2687,-0.6354,31,13
3988,79.2693,-0.5817,31,13
3989,79.2699,-0.5734,31,13
3990,79.2704,-0.5627,31,13
3991,79.271,-0.5424,31,13
3992,79.2721,-0.5174,31,13
3993,79.2726,-0.5078,31,13
3994,79.2731,-0.5078,31,13
3995,79.2736,-0.4923,32,14
3996,79.2741,-0.4554,32,14
3997,79.2745,-0.4351,32,14
3998,79.275,-0.4136,32,14
3999,79.2754,-0.4005,32,14
4000,79.2758,-0.3803,32,14
4001,79.2762,-0.3707,31,13
4002,79.2765,-0.3707,32,14
4003,79.2769,-0.3374,32,14
4004,79.2772,-0.3135,32,14
4005,79.2775,-0.2932,32,14
4006,79.2778,-0.2932,32,14
4007,79.2781,-0.2754,32,14
4008,79.2784,-0.2503,31,13
4009,79.2786,-0.2313,31,13
4010,79.2788,-0.1907,31,13
4011,79.279,-0.1693,31,13
4012,79.2792,-0.1526,31,13
4013,79.2793,-0.1526,31,13
4014,79.2794,-0.1264,30,13
4015,79.2796,-0.1097,30,13
4016,79.2797,-0.0977,30,13
4017,79.2798,-0.0882,30,13
4018,79.2799,-0.0763,30,13
4019,79.2799,-0.0656,30,13
4020,79.28,-0.062,30,13
4021,79.2801,-0.0477,30,13
4022,79.2801,-0.0441,30,13
4023,79.2802,-0.037,29,13
4024,79.2802,-0.0358,29,13
4025,79.2802,-0.0358,29,13
4026,79.2803,-0.0358,29,13
4027,79.2803,-0.0358,29,13
4028,79.2803,-0.037,29,13
4029,79.2804,-0.0358,29,13
4030,79.2804,-0.0298,29,13
4031,79.2805,-0.0322,29,13
4032,79.2805,-0.0322,29,13
4033,79.2805,-0.025,29,13
4034,79.2805,-0.025,29,13
4035,79.2806,-0.025,29,13
4036,79.2806,-0.0274,29,13
4037,79.2806,-0.025,29,13
4038,79.2806,-0.0262,29,13
4039,79.2807,-0.0262,29,13
4040,79.2807,-0.0286,29,13
4041,79.2807,-0.0286,29,13
4042,79.2807,-0.0274,29,13
4043,79.2808,-0.0262,29,13
4044,79.2808,-0.0274,29,13
4045,79.2808,-0.0262,29,13
4046,79.2809,-0.0286,29,13
4047,79.2809,-0.0215,29,13
4048,79.2809,-0.0322,29,13
4049,79.2809,-0.0262,29,13
4050,79.281,-0.0334,29,13
4051,79.281,-0.0322,29,13
4052,79.281,-0.0274,29,13
4053,79.2811,-0.0298,30,13
4054,79.2811,-0.0286,29,13
4055,79.2811,-0.0262,29,13
4056,79.2811,-0.0238,29,13
4057,79.2812,-0.0238,30,13
4058,79.2812,-0.0191,30,13
4059,79.2812,-0.0215,30,13
4060,79.2812,-0.0203,29,13
4061,79.2812,-0.0238,29,13
4062,79.2813,-0.0226,29,13
4063,79.2813,-0.0238,30,13
4064,79.2813,-0.0191,30,13
4065,79.2813,-0.0155,30,13
4066,79.2814,-0.0203,30,13
4067,79.2814,-0.0167,30,13
4068,79.2814,-0.0131,30,13
4069,79.2814,-0.0119,30,13
4070,79.2814,-0.0119,30,13
4071,79.2814,-0.0131,30,13
4072,79.2814,-0.0131,30,13
4073,79.2815,-0.0143,30,13
4074,79.2815,-0.0119,30,13
4075,79.2815,-0.0095,30,13
4076,79.2815,-0.0119,30,13
4077,79.2815,-0.0048,30,13
4078,79.2815,-0.0095,30,13
4079,79.2815,-0.0072,30,13
4080,79.2815,-0.0072,30,13
4081,79.2815,-0.0107,30,13
4082,79.2815,-0.0131,30,13
4083,79.2816,-0.0155,30,13
4084,79.2816,-0.0167,30,13
4085,79.2816,-0.0167,30,13
4086,79.2816,-0.0155,30,13
4087,79.2816,-0.0119,30,13
4088,79.2816,-0.0095,30,13
4089,79.2816,-0.0131,30,13
4090,79.2817,-0.0119,30,13
4091,79.2817,-0.0119,30,13
4092,79.2817,-0.0119,30,13
