cnt,pos,speed,DTorque,DAC,STorque,Force,Dir
1,296.166,-0.003,36,0,0,6,1
2,296.166,-0.0061,35,0,0,6,1
3,296.167,-0.0122,35,0,0,6,1
4,296.167,-0.0091,34,0,0,5,1
5,296.167,-0.0122,33,0,0,5,1
6,296.168,-0.0091,33,0,0,5,1
7,296.168,-0.0091,32,0,0,5,1
8,296.168,-0.003,32,0,0,5,1
9,296.168,-0.0061,31,0,0,5,1
10,296.168,-0.003,31,0,0,5,1
11,296.168,0,30,0,0,5,1
12,296.168,-0.003,29,0,0,5,1
13,296.168,0.003,28,0,0,4,1
14,296.168,-0.003,28,0,0,4,1
15,296.168,-0.0091,27,0,0,4,1
16,296.168,-0.003,27,0,0,4,1
17,296.169,0.0091,26,0,0,4,1
18,296.169,-0.003,25,0,0,4,1
19,296.169,0,25,0,0,4,1
20,296.169,-0.0152,24,0,0,4,1
21,296.169,0.003,24,0,0,4,1
22,296.169,-0.0061,23,0,0,4,1
23,296.169,-0.0091,22,0,0,3,1
24,296.17,-0.0213,22,0,0,3,1
25,296.171,-0.0487,21,0,0,3,1
26,296.173,-0.07,21,0,0,3,1
27,296.176,-0.1339,20,0,0,3,1
28,296.185,-0.4047,20,0,0,3,1
29,296.208,-1.4058,20,0,0,3,1
30,296.284,-4.3422,23,0,0,4,1
31,296.5,-9.8528,29,0,0,5,1
32,296.874,-17.9742,40,0,0,7,1
33,297.908,-29.5311,65,0,0,11,1
34,298.884,-34.1106,84,0,0,14,1
35,300.103,-38.6871,106,0,0,18,1
36,301.481,-39.9346,131,0,0,23,1
37,302.728,-40.2298,153,0,0,26,1
38,303.911,-39.466,176,0,0,30,1
39,305.241,-44.0273,206,0,0,36,1
40,306.401,-45.3418,232,0,0,40,1
41,308.226,-51.8444,276,0,0,48,1
42,310.017,-54.0962,317,0,0,55,1
43,311.62,-46.7263,357,0,0,62,1
44,312.998,-40.5006,379,0,0,66,1
45,314.121,-17.8373,403,0,0,70,1
46,314.481,-4.6282,415,0,0,73,1
47,314.516,0.7485,432,0,0,76,1
48,314.432,8.4075,447,0,0,78,1
49,313.608,44.2251,438,0,0,77,1
50,311.608,72.0674,409,0,0,71,1
51,309.086,83.9041,384,0,0,67,1
52,306.56,81.3907,367,0,0,64,1
53,303.803,79.0355,346,0,0,60,1
54,299.672,65.7717,317,0,0,55,1
55,297.354,60.188,298,0,0,52,1
56,295.512,46.0082,286,0,0,50,1
57,294.028,26.5308,282,0,0,49,1
58,293.077,13.9029,276,0,0,48,1
59,292.745,2.4708,276,0,0,48,1
60,292.727,0,276,0,0,48,1
61,292.727,-0.0061,271,0,0,47,1
62,292.727,0.0396,267,0,0,46,1
63,292.723,0.6633,262,0,0,46,1
64,292.643,4.4943,251,0,0,44,1
65,292.369,13.4738,235,0,0,41,1
66,291.998,13.4769,224,0,0,39,1
67,291.542,17.1405,211,0,0,37,1
68,290.859,23.7222,188,0,0,33,1
69,290.009,24.2395,168,0,0,29,1
70,289.123,17.5635,150,0,0,26,1
71,288.541,7.598,138,0,0,24,1
72,288.436,-0.07,132,0,0,23,1
73,288.436,-0.0122,123,0,0,21,1
74,288.436,-0.003,114,0,0,20,1
75,288.436,-0.0061,103,0,0,18,1
76,288.436,0.0183,93,0,0,16,1
77,288.436,0,82,0,0,14,1
78,288.436,-0.0274,72,0,0,12,1
79,288.437,-0.0791,61,0,0,10,1
80,288.44,-0.1308,48,0,0,8,1
81,288.448,-0.4838,36,0,0,6,1
82,288.49,-3.4506,28,0,0,4,1
83,288.731,-11.4047,24,0,0,4,1
84,289.281,-19.9217,27,0,0,4,1
85,289.994,-22.5172,29,0,0,5,1
86,290.726,-17.7947,27,0,0,4,1
87,291.215,-12.987,21,0,0,3,1
88,291.63,-11.1643,16,0,0,2,1
89,292.135,-13.8664,16,0,0,2,1
90,292.641,-19.6569,21,0,0,3,1
91,293.368,-25.6423,31,0,0,5,1
92,294.648,-27.2337,44,0,0,7,1
93,295.511,-24.2852,50,0,0,8,1
94,296.115,-22.1856,55,0,0,9,1
95,297.134,-26.4486,70,0,0,12,1
96,298.144,-34.214,90,0,0,15,1
97,299.251,-43.1601,112,0,0,19,1
98,300.489,-56.2962,142,0,0,24,1
99,302.449,-70.4425,186,0,0,32,1
100,304.918,-80.9312,235,0,0,41,1
101,307.429,-80.4292,280,0,0,49,1
102,309.535,-73.8687,311,0,0,54,1
103,312.175,-57.2881,352,0,0,61,1
104,314.047,-43.8386,391,0,0,68,1
105,315.541,-30.5504,433,0,0,76,1
106,316.382,-11.3499,447,0,0,78,1
107,316.677,-3.0124,466,0,0,82,1
108,316.699,0.0091,490,0,0,86,1
109,316.698,0.0061,518,0,0,91,1
110,316.698,0.073,554,0,0,97,1
111,316.69,1.0772,582,0,0,102,1
112,316.554,5.5685,611,0,0,107,1
113,316.04,28.3839,615,0,0,108,1
114,315.027,26.3269,629,0,0,110,1
115,314.116,33.8945,638,0,0,112,1
116,312.506,49.7236,629,0,0,110,1
117,310.652,46.0569,630,0,0,110,1
118,308.922,36.7731,640,0,0,112,1
119,307.377,37.1017,638,0,0,112,1
120,306.208,31.0738,646,0,0,113,1
121,305.279,30.9125,647,0,0,113,1
122,304.364,22.9615,656,0,0,115,1
123,303.572,26.0378,656,0,0,115,1
124,302.689,26.9781,651,0,0,114,1
125,301.957,14.764,658,0,0,115,1
126,301.301,25.0976,649,0,0,114,1
