cnt,pos,speed,DTorque,Force,Dir
3968,215.06,18.12,121.00,0,21.30,0
3969,215.04,19.38,121.00,0,21.30,0
3970,215.04,20.52,121.00,0,21.30,0
3971,215.02,20.52,121.00,0,21.30,0
3972,215.00,21.72,121.00,0,21.30,0
3973,214.98,22.79,121.00,0,21.30,0
3974,214.95,23.86,121.00,0,21.30,0
3975,214.93,24.96,121.00,0,21.30,0
3976,214.90,25.93,121.00,0,21.30,0
3977,214.88,27.01,121.00,0,21.30,0
3978,214.85,27.82,120.00,0,21.12,0
3979,214.82,28.90,91.00,0,16.02,0
3980,214.79,29.50,29.00,0,5.10,0
3981,214.76,27.85,-3.00,0,-0.53,0
3982,214.74,25.96,-3.00,0,-0.53,0
3983,214.71,24.00,-2.00,0,-0.35,0
3984,214.69,22.06,-1.00,0,-0.18,0
3985,214.67,20.09,-1.00,0,-0.18,0
3986,214.65,16.34,-1.00,0,-0.18,0
3987,214.64,16.34,-1.00,0,-0.18,0
3988,214.62,12.58,0.00,0,0.00,0
3989,214.61,10.53,0.00,0,0.00,0
3990,214.60,10.53,0.00,0,0.18,0
3991,214.59,8.88,1.00,0,0.18,0
3992,214.58,7.04,1.00,0,0.18,0
3993,214.58,5.02,1.00,0,0.35,0
3994,214.57,3.19,2.00,0,0.35,0
3995,214.57,1.51,2.00,0,0.35,0
3996,214.57,-0.25,2.00,0,0.35,0
3997,214.58,-1.78,2.00,0,0.35,0
3998,214.58,-2.99,2.00,0,0.35,0
3999,214.58,-4.06,2.00,0,0.35,0
4000,214.59,-5.12,2.00,0,0.35,0
4001,214.59,-5.94,2.00,0,0.35,0
4002,214.60,-6.86,2.00,0,0.35,0
4003,214.61,-7.40,2.00,0,0.35,0
4004,214.62,-8.40,1.00,0,0.18,0
4005,214.62,-9.14,1.00,0,0.18,0
4006,214.63,-9.65,1.00,0,0.18,0
4007,214.65,-10.66,1.00,0,0.18,0
4008,214.66,-11.09,1.00,0,0.18,0
4009,214.67,-11.87,1.00,0,0.18,0
4010,214.68,-12.47,1.00,0,0.18,0
4011,214.69,-13.19,1.00,0,0.18,0
4012,214.71,-13.66,1.00,0,0.18,0
4013,214.72,-14.55,1.00,0,0.18,0
4014,214.74,-14.87,1.00,0,0.18,0
4015,214.75,-15.64,1.00,0,0.18,0
4016,214.77,-16.12,1.00,0,0.18,0
4017,214.79,-16.67,1.00,0,0.18,0
4018,214.80,-17.25,1.00,0,0.18,0
4019,214.82,-17.77,1.00,0,0.18,0
4020,214.84,-18.21,1.00,0,0.18,0
4021,214.86,-18.66,1.00,0,0.18,0
4022,214.88,-19.27,1.00,0,0.18,0
4023,214.90,-19.79,1.00,0,0.18,0
4024,214.92,-20.11,1.00,0,0.18,0
4025,214.94,-20.66,1.00,0,0.18,0
4026,214.96,-21.07,1.00,0,0.18,0
4027,214.98,-21.66,1.00,0,0.18,0
4028,215.00,-22.19,1.00,0,0.18,0
4029,215.02,-22.67,1.00,0,0.18,0
4030,215.05,-23.28,1.00,0,0.18,0
4031,215.07,-23.66,1.00,0,0.18,0
4032,215.10,-24.24,1.00,0,0.18,0
4033,215.12,-24.72,2.00,0,0.35,0
4034,215.15,-25.24,14.00,0,2.46,0
4035,215.17,-25.37,35.00,0,6.16,0
4036,215.20,-25.00,54.00,0,9.50,0
4037,215.22,-24.13,70.00,0,12.32,0
4038,215.24,-22.98,84.00,0,14.78,0
4039,215.26,-21.39,95.00,0,16.72,0
4040,215.28,-19.71,102.00,0,17.95,0
4041,215.30,-17.92,109.00,0,19.18,0
4042,215.32,-15.90,114.00,0,20.06,0
4043,215.33,-13.69,118.00,0,20.77,0
4044,215.34,-11.79,121.00,0,21.30,0
4045,215.35,-9.33,124.00,0,21.82,0
4046,215.36,-7.16,125.00,0,22.00,0
4047,215.37,-4.87,127.00,0,22.35,0
4048,215.37,-2.61,128.00,0,22.53,0
4049,215.37,-0.33,128.00,0,22.53,0
4050,215.37,1.82,128.00,0,22.53,0
4051,215.36,3.55,129.00,0,22.70,0
4052,215.36,5.03,129.00,0,22.70,0
4053,215.35,6.24,129.00,0,22.70,0
4054,215.34,7.44,129.00,0,22.70,0
4055,215.34,8.67,129.00,0,22.70,0
4056,215.33,9.68,128.00,0,22.53,0
4057,215.31,10.66,128.00,0,22.53,0
4058,215.30,11.63,129.00,0,22.70,0
4059,215.29,12.47,129.00,0,22.70,0
4060,215.28,13.34,129.00,0,22.70,0
4061,215.26,14.13,129.00,0,22.70,0
4062,215.25,14.87,129.00,0,22.70,0
4063,215.23,15.77,128.00,0,22.53,0
4064,215.22,16.36,129.00,0,22.70,0
4065,215.20,17.08,129.00,0,22.70,0
4066,215.18,17.92,129.00,0,22.70,0
4067,215.16,19.18,129.00,0,22.70,0
4068,215.12,19.91,129.00,0,22.70,0
4069,215.12,20.66,129.00,0,22.70,0
4070,215.08,21.41,130.00,0,22.88,0
4071,215.06,22.02,130.00,0,22.88,0
4072,215.04,22.79,130.00,0,22.88,0
4073,215.01,23.59,130.00,0,22.88,0
4074,214.99,24.32,131.00,0,23.06,0
4075,214.96,25.10,131.00,0,23.06,0
4076,214.94,25.84,131.00,0,23.06,0
4077,214.91,26.60,131.00,0,23.06,0
4078,214.88,27.35,132.00,0,23.23,0
4079,214.86,27.92,100.00,0,17.60,0
4080,214.83,28.11,33.00,0,5.81,0
4081,214.80,26.06,-3.00,0,-0.35,0
4082,214.78,23.70,-2.00,0,-0.35,0
4083,214.76,21.27,-2.00,0,-0.18,0
4084,214.74,18.65,-1.00,0,-0.18,0
4085,214.72,16.26,-1.00,0,-0.18,0
4086,214.71,13.95,0.00,0,0.00,0
4087,214.69,9.04,1.00,0,0.18,0
4088,214.68,6.68,1.00,0,0.18,0
4089,214.68,4.15,1.00,0,0.18,0
4090,214.68,1.80,2.00,0,0.35,0
4091,214.68,-0.42,2.00,0,0.35,0
4092,214.68,-2.47,2.00,0,0.35,0
4093,214.68,-4.21,2.00,0,0.35,0
4094,214.69,-5.93,2.00,0,0.35,0
4095,214.70,-7.31,2.00,0,0.35,0
4096,214.70,-8.66,2.00,0,0.35,0
4097,214.71,-10.06,2.00,0,0.35,0
4098,214.73,-11.40,2.00,0,0.35,0
4099,214.74,-12.68,2.00,0,0.35,0
4100,214.75,-13.95,2.00,0,0.35,0
4101,214.77,-15.14,2.00,0,0.35,0
4102,214.78,-16.31,2.00,0,0.35,0
4103,214.80,-17.56,2.00,0,0.35,0
4104,214.82,-18.68,1.00,0,0.18,0
4105,214.84,-19.63,1.00,0,0.18,0
4106,214.86,-20.78,1.00,0,0.18,0
4107,214.88,-21.85,1.00,0,0.18,0
4108,214.91,-22.98,1.00,0,0.18,0
4109,214.93,-23.98,1.00,0,0.18,0
4110,214.95,-25.04,1.00,0,0.18,0
4111,214.98,-26.03,1.00,0,0.18,0
4112,215.01,-27.16,1.00,0,0.18,0
4113,215.04,-28.24,1.00,0,0.18,0
4114,215.07,-29.34,1.00,0,0.18,0
4115,215.10,-30.50,1.00,0,0.18,0
4116,215.13,-31.34,1.00,0,0.18,0
4117,215.16,-32.52,1.00,0,0.18,0
4118,215.19,-33.61,2.00,0,0.35,0
4119,215.23,-34.51,15.00,0,2.64,0
4120,215.26,-35.20,38.00,0,6.69,0
4121,215.30,-35.29,58.00,0,10.21,0
4122,215.33,-34.56,76.00,0,13.38,0
4123,215.37,-33.98,91.00,0,16.02,0
4124,215.40,-32.68,102.00,0,17.95,0
4125,215.43,-31.14,110.00,0,19.36,0
4126,215.46,-29.72,117.00,0,20.59,0
4127,215.49,-27.84,123.00,0,21.65,0
4128,215.51,-26.01,128.00,0,22.53,0
4129,215.54,-24.05,131.00,0,23.06,0
4130,215.56,-22.12,134.00,0,23.58,0
4131,215.58,-20.03,136.00,0,23.94,0
4132,215.60,-18.21,138.00,0,24.29,0
4133,215.61,-16.06,139.00,0,24.46,0
4134,215.63,-13.99,140.00,0,24.64,0
4135,215.64,-12.14,141.00,0,24.82,0
4136,215.65,-10.07,141.00,0,24.82,0
4137,215.66,-8.04,141.00,0,24.82,0
4138,215.66,-6.11,141.00,0,24.82,0
4139,215.67,-4.25,141.00,0,24.82,0
4140,215.67,-2.28,141.00,0,24.82,0
4141,215.67,-0.41,141.00,0,24.82,0
4142,215.67,1.25,140.00,0,24.64,0
4143,215.67,2.67,140.00,0,24.64,0
4144,215.66,3.72,140.00,0,24.64,0
4145,215.66,4.49,139.00,0,24.46,0
4146,215.65,5.30,139.00,0,24.46,0
4147,215.65,5.81,139.00,0,24.46,0
4148,215.64,6.49,139.00,0,24.46,0
4149,215.63,7.18,140.00,0,24.64,0
4150,215.63,7.75,139.00,0,24.46,0
4151,215.62,8.12,140.00,0,24.64,0
