cnt,pos,speed,DTorque,Force,Dir
4062,113.15,0.00,0.00,0,0.00,0
4063,113.15,-0.01,0.00,0,0.00,0
4064,113.15,-0.01,0.00,0,0.00,0
4065,113.15,-0.01,0.00,0,0.00,0
4066,113.15,0.00,0.00,0,0.00,0
4067,113.15,0.01,0.00,0,0.00,0
4068,113.15,0.01,0.00,0,0.00,0
4069,113.15,0.01,0.00,0,0.00,0
4070,113.15,0.00,0.00,0,0.00,0
4071,113.15,-0.00,0.00,0,0.00,0
4072,113.15,-0.01,0.00,0,0.00,0
4073,113.15,0.00,0.00,0,0.00,0
4074,113.15,-0.00,0.00,0,0.00,0
4075,113.15,0.00,0.00,0,0.00,0
4076,113.15,0.00,0.00,0,0.00,0
4077,113.15,0.00,0.00,0,0.00,0
4078,113.15,0.00,0.00,0,0.00,0
4079,113.15,0.00,0.00,0,0.00,0
4080,113.15,-0.00,0.00,0,0.00,0
4081,113.15,0.00,0.00,0,0.00,0
4082,113.15,0.00,0.00,0,0.00,0
4083,113.15,0.01,0.00,0,0.00,0
4084,113.15,-0.00,0.00,0,0.00,0
4085,113.15,0.00,0.00,0,0.00,0
4086,113.15,-0.01,0.00,0,0.00,0
4087,113.15,0.00,0.00,0,0.00,0
4088,113.15,0.00,0.00,0,0.00,0
4089,113.15,-0.00,0.00,0,0.00,0
4090,113.15,0.00,0.00,0,0.00,0
4091,113.15,0.00,0.00,0,0.00,0
4092,113.15,0.00,0.00,0,0.00,0
4093,113.15,-0.00,0.00,0,0.00,0
4094,113.15,0.00,0.00,0,0.00,0
4095,113.15,0.00,0.00,0,0.00,0
4096,113.15,-0.00,0.00,0,0.00,0
4097,113.15,0.01,0.00,0,0.00,0
4098,113.15,0.00,0.00,0,0.00,0
4099,113.15,0.01,0.00,0,0.00,0
4100,113.15,0.00,0.00,0,0.00,0
4101,113.15,0.01,0.00,0,0.00,0
4102,113.15,0.00,0.00,0,0.00,0
4103,113.15,-0.01,0.00,0,0.00,0
4104,113.15,-0.00,0.00,0,0.00,0
4105,113.15,0.00,0.00,0,0.00,0
4106,113.15,0.00,0.00,0,0.00,0
4107,113.15,0.00,0.00,0,0.00,0
4108,113.15,0.00,0.00,0,0.00,0
4109,113.15,0.00,0.00,0,0.00,0
4110,113.15,0.00,0.00,0,0.00,0
4111,113.15,-0.01,0.00,0,0.00,0
4112,113.15,-0.00,0.00,0,0.00,0
4113,113.15,-0.01,0.00,0,0.00,0
4114,113.15,-0.00,0.00,0,0.00,0
4115,113.15,0.00,0.00,0,0.00,0
4116,113.15,0.00,0.00,0,0.00,0
4117,113.15,0.01,0.00,0,0.00,0
4118,113.15,0.00,0.00,0,0.00,0
4119,113.15,0.01,0.00,0,0.00,0
4120,113.15,0.00,0.00,0,0.00,0
4121,113.15,0.00,0.00,0,0.00,0
4122,113.15,-0.01,0.00,0,0.00,0
4123,113.15,0.00,0.00,0,0.00,0
4124,113.15,0.00,0.00,0,0.00,0
4125,113.15,0.00,0.00,0,0.00,0
4126,113.15,0.00,0.00,0,0.00,0
4127,113.15,0.00,0.00,0,0.00,0
4128,113.15,0.00,0.00,0,0.00,0
4129,113.15,-0.00,0.00,0,0.00,0
4130,113.15,0.00,0.00,0,0.00,0
4131,113.15,0.01,0.00,0,0.00,0
4132,113.15,0.01,0.00,0,0.00,0
4133,113.15,0.00,0.00,0,0.00,0
4134,113.15,0.00,0.00,0,0.00,0
4135,113.15,0.00,0.00,0,0.00,0
4136,113.15,-0.00,0.00,0,0.00,0
4137,113.15,0.00,0.00,0,0.00,0
4138,113.15,-0.00,0.00,0,0.00,0
4139,113.15,-0.01,0.00,0,0.00,0
4140,113.15,0.00,0.00,0,0.00,0
4141,113.15,0.01,0.00,0,0.00,0
4142,113.15,0.00,0.00,0,0.00,0
