cnt,pos,speed,DTorque,Force,Dir
3943,175.36,-389.79,456.00,0,80.26,0
3944,175.76,-397.18,456.00,0,80.26,0
3945,176.16,-404.39,456.00,0,80.26,0
3946,176.57,-411.06,456.00,0,80.26,0
3947,176.99,-418.43,456.00,0,80.26,0
3948,177.42,-425.42,456.00,0,80.26,0
3949,177.85,-432.11,456.00,0,80.26,0
3950,178.29,-439.01,456.00,0,80.26,0
3951,178.73,-445.66,455.00,0,80.08,0
3952,179.18,-451.64,455.00,0,80.08,0
3953,179.64,-457.93,454.00,0,79.90,0
3954,180.11,-464.21,454.00,0,79.90,0
3955,180.58,-470.69,454.00,0,79.90,0
3956,181.05,-476.29,455.00,0,80.08,0
3957,181.53,-482.24,456.00,0,80.26,0
3958,182.02,-487.85,457.00,0,80.43,0
3959,182.52,-493.17,456.00,0,80.26,0
3960,183.01,-498.65,454.00,0,79.90,0
3961,183.52,-504.11,455.00,0,80.08,0
3962,184.03,-508.96,454.00,0,79.90,0
3963,184.54,-514.14,455.00,0,80.08,0
3964,185.06,-518.98,454.00,0,79.90,0
3965,185.58,-523.68,452.00,0,79.55,0
3966,186.11,-528.63,455.00,0,80.08,0
3967,186.65,-533.11,456.00,0,80.26,0
3968,187.18,-537.13,455.00,0,80.08,0
3969,187.72,-541.10,455.00,0,80.08,0
3970,188.27,-545.70,454.00,0,79.90,0
3971,188.82,-549.66,455.00,0,80.08,0
3972,189.37,-553.70,454.00,0,79.90,0
3973,189.93,-557.22,453.00,0,79.73,0
3974,190.49,-561.15,455.00,0,80.08,0
3975,191.06,-564.48,454.00,0,79.90,0
3976,191.62,-568.23,453.00,0,79.73,0
3977,192.20,-571.13,455.00,0,80.08,0
3978,192.77,-574.67,455.00,0,80.08,0
3979,193.35,-577.77,453.00,0,79.73,0
3980,193.93,-580.76,454.00,0,79.90,0
3981,194.51,-584.01,454.00,0,79.90,0
3982,195.10,-586.78,453.00,0,79.73,0
3983,195.69,-589.54,452.00,0,79.55,0
3984,196.28,-592.38,453.00,0,79.73,0
3985,196.88,-594.97,454.00,0,79.90,0
3986,197.47,-597.37,453.00,0,79.73,0
3987,198.07,-599.98,455.00,0,80.08,0
3988,198.68,-602.17,454.00,0,79.90,0
3989,199.28,-604.64,452.00,0,79.55,0
3990,199.89,-606.84,453.00,0,79.73,0
3991,200.50,-609.29,453.00,0,79.73,0
3992,201.11,-611.53,453.00,0,79.73,0
3993,201.72,-613.80,452.00,0,79.55,0
3994,202.34,-615.81,455.00,0,80.08,0
3995,202.96,-617.63,455.00,0,80.08,0
3996,203.58,-619.67,452.00,0,79.55,0
3997,204.20,-621.46,452.00,0,79.55,0
3998,204.82,-623.66,454.00,0,79.90,0
3999,205.45,-625.45,453.00,0,79.73,0
4000,206.07,-627.12,451.00,0,79.38,0
4001,206.70,-628.85,453.00,0,79.73,0
4002,207.33,-630.50,455.00,0,80.08,0
4003,207.96,-632.30,454.00,0,79.90,0
4004,208.60,-634.27,453.00,0,79.73,0
4005,209.23,-635.69,453.00,0,79.73,0
4006,209.87,-637.44,454.00,0,79.90,0
4007,210.51,-638.95,452.00,0,79.55,0
4008,211.15,-640.79,452.00,0,79.55,0
4009,211.79,-642.32,453.00,0,79.73,0
4010,212.44,-644.25,455.00,0,80.08,0
4011,213.08,-645.54,454.00,0,79.90,0
4012,213.73,-647.52,453.00,0,79.73,0
4013,214.38,-649.02,453.00,0,79.73,0
4014,215.03,-650.86,454.00,0,79.90,0
4015,215.68,-652.35,453.00,0,79.73,0
4016,216.34,-654.51,452.00,0,79.55,0
4017,216.99,-656.57,453.00,0,79.73,0
4018,217.65,-658.01,455.00,0,80.08,0
4019,218.31,-659.92,455.00,0,80.08,0
4020,218.97,-661.59,453.00,0,79.73,0
4021,219.64,-664.31,453.00,0,79.73,0
4022,220.30,-665.84,453.00,0,79.73,0
4023,220.97,-668.18,454.00,0,79.90,0
4024,221.64,-670.19,453.00,0,79.73,0
4025,222.32,-672.66,453.00,0,79.73,0
4026,222.99,-674.70,454.00,0,79.90,0
4027,223.67,-677.18,454.00,0,79.90,0
4028,224.35,-679.46,455.00,0,80.08,0
4029,225.03,-681.90,453.00,0,79.73,0
4030,225.71,-684.29,453.00,0,79.73,0
4031,226.40,-687.07,453.00,0,79.73,0
4032,227.09,-689.89,454.00,0,79.90,0
4033,227.78,-692.25,456.00,0,80.26,0
4034,228.48,-695.48,456.00,0,80.26,0
4035,229.18,-698.55,455.00,0,80.08,0
4036,229.88,-701.10,455.00,0,80.08,0
4037,230.58,-703.98,453.00,0,79.73,0
4038,231.29,-707.23,453.00,0,79.73,0
4039,232.00,-710.61,455.00,0,80.08,0
4040,232.71,-713.81,455.00,0,80.08,0
4041,233.43,-716.74,454.00,0,79.90,0
4042,234.15,-720.33,455.00,0,80.08,0
4043,234.87,-723.56,454.00,0,79.90,0
4044,235.60,-727.09,454.00,0,79.90,0
4045,236.33,-730.43,455.00,0,80.08,0
4046,237.07,-734.13,456.00,0,80.26,0
4047,237.80,-737.39,455.00,0,80.08,0
4048,238.54,-741.10,455.00,0,80.08,0
4049,239.29,-744.69,455.00,0,80.08,0
4050,240.04,-748.29,455.00,0,80.08,0
4051,240.79,-752.68,455.00,0,80.08,0
4052,241.55,-756.79,455.00,0,80.08,0
4053,242.31,-760.21,455.00,0,80.08,0
4054,243.07,-764.45,457.00,0,80.43,0
4055,243.84,-768.77,457.00,0,80.43,0
4056,244.61,-772.85,455.00,0,80.08,0
4057,245.39,-777.27,455.00,0,80.08,0
4058,246.17,-781.20,456.00,0,80.26,0
4059,246.96,-786.44,456.00,0,80.26,0
4060,247.75,-790.30,457.00,0,80.43,0
4061,248.54,-794.87,456.00,0,80.26,0
4062,249.34,-799.33,455.00,0,80.08,0
4063,250.15,-804.23,455.00,0,80.08,0
4064,250.95,-808.34,454.00,0,79.90,0
4065,251.77,-813.62,454.00,0,79.90,0
4066,252.59,-817.94,455.00,0,80.08,0
4067,253.41,-822.61,456.00,0,80.26,0
4068,254.24,-827.93,456.00,0,80.26,0
4069,255.07,-832.67,456.00,0,80.26,0
4070,255.91,-837.08,455.00,0,80.08,0
4071,256.75,-841.46,455.00,0,80.08,0
4072,257.59,-846.94,455.00,0,80.08,0
4073,258.45,-851.51,456.00,0,80.26,0
4074,259.30,-856.33,456.00,0,80.26,0
4075,260.16,-861.07,455.00,0,80.08,0
4076,261.03,-865.98,455.00,0,80.08,0
4077,261.90,-870.48,455.00,0,80.08,0
4078,262.78,-875.73,456.00,0,80.26,0
4079,263.66,-880.13,458.00,0,80.61,0
4080,264.54,-885.03,458.00,0,80.61,0
4081,265.43,-889.89,455.00,0,80.08,0
4082,266.33,-894.88,454.00,0,79.90,0
4083,267.23,-899.59,455.00,0,80.08,0
4084,268.13,-904.52,455.00,0,80.08,0
4085,269.04,-909.28,456.00,0,80.26,0
4086,269.95,-913.84,455.00,0,80.08,0
4087,270.87,-919.32,456.00,0,80.26,0
4088,271.80,-924.24,455.00,0,80.08,0
4089,272.73,-928.90,454.00,0,79.90,0
4090,273.66,-933.28,455.00,0,80.08,0
4091,274.60,-938.42,455.00,0,80.08,0
4092,275.54,-942.89,455.00,0,80.08,0
4093,276.49,-947.72,455.00,0,80.08,0
4094,277.44,-952.29,455.00,0,80.08,0
4095,278.40,-957.23,455.00,0,80.08,0
4096,279.36,-961.34,458.00,0,80.61,0
