cnt,pos,speed,DTorque,STorque,Force,Dir
9611,192.82,-13.08,359.00,0,63.18,0
9612,192.83,-12.95,359.00,0,63.18,0
9613,192.84,-12.71,360.00,0,63.36,0
9614,192.85,-12.49,360.00,0,63.36,0
9615,192.87,-12.11,361.00,0,63.54,0
9616,192.88,-11.71,362.00,0,63.71,0
9617,192.89,-11.24,362.00,0,63.71,0
9618,192.90,-10.75,362.00,0,63.71,0
9619,192.91,-10.23,362.00,0,63.71,0
9620,192.92,-9.41,362.00,0,63.71,0
9621,192.93,-9.05,361.00,0,63.54,0
9622,192.94,-8.43,361.00,0,63.54,0
9623,192.94,-7.61,360.00,0,63.36,0
9624,192.95,-7.29,359.00,0,63.18,0
9625,192.96,-6.72,358.00,0,63.01,0
9626,192.96,-5.96,358.00,0,63.01,0
9627,192.97,-5.43,357.00,0,62.83,0
9628,192.97,-5.14,356.00,0,62.66,0
9629,192.98,-4.58,355.00,0,62.48,0
9630,192.98,-4.27,354.00,0,62.30,0
9631,192.99,-3.44,353.00,0,62.13,-1
9632,192.99,-3.44,352.00,0,61.95,-1
9633,192.99,-3.11,352.00,0,61.95,-1
9634,193.00,-2.94,352.00,0,61.95,-1
9635,193.00,-2.68,351.00,0,61.78,-1
9636,193.00,-2.39,351.00,0,61.78,-1
9637,193.00,-2.19,350.00,0,61.60,-1
9638,193.01,-2.05,350.00,0,61.60,-1
9639,193.01,-1.87,350.00,0,61.60,-1
9640,193.01,-1.70,350.00,0,61.60,-1
9641,193.01,-1.32,350.00,0,61.60,-1
9642,193.01,-1.24,350.00,0,61.60,-1
9643,193.01,-1.08,350.00,0,61.60,-1
9644,193.02,-0.95,350.00,0,61.60,-1
9645,193.02,-0.82,350.00,0,61.60,-1
9646,193.02,-0.69,350.00,0,61.60,-1
9647,193.02,-0.58,350.00,0,61.60,-1
9648,193.02,-0.47,350.00,0,61.60,-1
9649,193.02,-0.36,350.00,0,61.60,-1
9650,193.02,-0.26,350.00,0,61.60,-1
9651,193.02,-0.16,351.00,0,61.78,-1
9652,193.02,-0.07,351.00,0,61.78,-1
9653,193.02,0.01,351.00,0,61.78,-1
9654,193.02,0.06,351.00,0,61.78,-1
9655,193.02,0.08,351.00,0,61.78,-1
9656,193.02,0.06,351.00,0,61.78,-1
9657,193.02,0.04,351.00,0,61.95,-1
9658,193.02,-0.02,352.00,0,61.95,-1
9659,193.02,-0.01,352.00,0,61.95,-1
9660,193.02,0.01,352.00,0,61.95,-1
9661,193.02,0.03,353.00,0,62.13,-1
9662,193.02,0.06,353.00,0,62.13,-1
9663,193.02,0.07,353.00,0,62.13,-1
9664,193.02,0.07,353.00,0,62.13,-1
9665,193.02,0.07,353.00,0,62.13,-1
9666,193.02,0.05,354.00,0,62.30,-1
9667,193.02,0.04,354.00,0,62.30,-1
9668,193.02,0.03,354.00,0,62.30,-1
9669,193.02,0.03,354.00,0,62.30,-1
9670,193.02,0.03,354.00,0,62.30,-1
9671,193.02,0.05,354.00,0,62.30,-1
9672,193.02,0.06,354.00,0,62.30,-1
9673,193.02,0.06,354.00,0,62.30,-1
9674,193.02,0.06,354.00,0,62.30,-1
9675,193.02,0.05,354.00,0,62.30,-1
9676,193.02,0.04,354.00,0,62.30,-1
9677,193.02,0.04,354.00,0,62.30,-1
9678,193.02,0.01,354.00,0,62.30,-1
9679,193.02,0.01,354.00,0,62.30,-1
9680,193.02,0.00,354.00,0,62.30,-1
9681,193.02,0.00,354.00,0,62.30,-1
9682,193.02,0.00,354.00,0,62.30,-1
9683,193.02,0.00,353.00,0,62.13,-1
9684,193.02,-0.00,353.00,0,62.13,-1
9685,193.02,-0.01,353.00,0,62.13,-1
9686,193.02,-0.02,353.00,0,62.13,-1
9687,193.02,-0.01,352.00,0,61.95,-1
9688,193.02,-0.01,351.00,0,61.78,-1
9689,193.02,-0.01,351.00,0,61.78,-1
9690,193.02,-0.02,351.00,0,61.78,-1
9691,193.02,-0.02,351.00,0,61.78,-1
9692,193.02,-0.02,350.00,0,61.60,-1
9693,193.02,-0.03,350.00,0,61.60,-1
9694,193.02,-0.03,349.00,0,61.42,-1
9695,193.02,-0.06,349.00,0,61.42,-1
9696,193.02,-0.05,348.00,0,61.25,-1
9697,193.02,-0.06,347.00,0,61.07,-1
9698,193.02,-0.07,347.00,0,61.07,-1
9699,193.02,-0.07,346.00,0,60.90,-1
9700,193.02,-0.09,345.00,0,60.72,-1
9701,193.02,-0.10,345.00,0,60.72,-1
9702,193.02,-0.11,344.00,0,60.54,-1
9703,193.02,-0.12,343.00,0,60.37,-1
9704,193.02,-0.13,343.00,0,60.37,-1
9705,193.02,-0.13,342.00,0,60.19,-1
9706,193.02,-0.15,341.00,0,60.02,-1
9707,193.02,-0.18,340.00,0,59.84,-1
9708,193.02,-0.23,339.00,0,59.66,-1
9709,193.02,-0.41,338.00,0,59.49,-1
9710,193.02,-0.53,337.00,0,59.31,-1
9711,193.02,-0.68,336.00,0,59.14,-1
9712,193.02,-0.86,336.00,0,59.14,-1
9713,193.02,-1.08,335.00,0,58.96,-1
9714,193.02,-1.31,335.00,0,58.96,-1
9715,193.03,-1.61,334.00,0,58.78,-1
9716,193.03,-1.94,334.00,0,58.78,-1
9717,193.03,-2.32,333.00,0,58.61,-1
9718,193.03,-2.76,333.00,0,58.61,-1
9719,193.04,-3.13,333.00,0,58.61,-1
9720,193.04,-4.10,333.00,0,58.61,-1
9721,193.05,-4.74,333.00,0,58.61,-1
9722,193.05,-5.25,333.00,0,58.61,-1
9723,193.06,-5.94,334.00,0,58.78,-1
9724,193.07,-6.37,334.00,0,58.78,-1
9725,193.07,-7.25,335.00,0,58.96,-1
9726,193.08,-7.92,335.00,0,58.96,-1
9727,193.09,-8.54,336.00,0,59.14,-1
9728,193.10,-9.42,337.00,0,59.31,-1
