cnt,pos,speed,DTorque,STorque,Force
4039,327.49,-1.33,46.00,0,8.10,0
4040,327.50,-1.34,47.00,0,8.27,0
4041,327.50,-1.39,47.00,0,8.27,0
4042,327.50,-1.37,47.00,0,8.27,0
4043,327.50,-1.38,47.00,0,8.27,0
4044,327.50,-1.34,47.00,0,8.27,0
4045,327.50,-1.30,47.00,0,8.27,0
4046,327.50,-1.32,47.00,0,8.27,0
4047,327.51,-1.36,47.00,0,8.27,0
4048,327.51,-1.38,47.00,0,8.27,0
4049,327.51,-1.33,47.00,0,8.27,0
4050,327.51,-1.36,47.00,0,8.27,0
4051,327.51,-1.41,47.00,0,8.27,0
4052,327.51,-1.44,47.00,0,8.27,0
4053,327.51,-1.44,47.00,0,8.27,0
4054,327.51,-1.45,47.00,0,8.27,0
4055,327.52,-1.44,47.00,0,8.27,0
4056,327.52,-1.44,47.00,0,8.27,0
4057,327.52,-1.45,47.00,0,8.27,0
4058,327.52,-1.49,47.00,0,8.27,0
4059,327.52,-1.53,47.00,0,8.27,0
4060,327.52,-1.51,47.00,0,8.27,0
4061,327.53,-1.51,47.00,0,8.27,0
4062,327.53,-1.47,47.00,0,8.27,0
4063,327.53,-1.44,47.00,0,8.27,0
4064,327.53,-1.49,47.00,0,8.27,0
4065,327.53,-1.51,47.00,0,8.27,0
4066,327.53,-1.49,47.00,0,8.27,0
4067,327.53,-1.51,47.00,0,8.27,0
4068,327.54,-1.58,47.00,0,8.27,0
4069,327.54,-1.59,47.00,0,8.27,0
4070,327.54,-1.63,47.00,0,8.27,0
4071,327.54,-1.62,47.00,0,8.27,0
4072,327.54,-1.64,47.00,0,8.27,0
4073,327.54,-1.66,47.00,0,8.27,0
4074,327.55,-1.70,47.00,0,8.27,0
4075,327.55,-1.77,47.00,0,8.27,0
4076,327.55,-1.79,47.00,0,8.27,0
4077,327.55,-1.79,47.00,0,8.27,0
4078,327.55,-1.74,47.00,0,8.27,0
4079,327.55,-1.84,47.00,0,8.27,0
4080,327.56,-1.90,47.00,0,8.27,0
4081,327.56,-1.88,47.00,0,8.27,0
4082,327.56,-1.99,47.00,0,8.27,0
4083,327.56,-2.07,47.00,0,8.27,0
4084,327.56,-2.12,48.00,0,8.45,0
4085,327.57,-2.13,48.00,0,8.45,0
4086,327.57,-2.19,48.00,0,8.45,0
4087,327.57,-2.26,48.00,0,8.45,0
4088,327.57,-2.35,48.00,0,8.45,0
4089,327.58,-2.36,48.00,0,8.45,0
4090,327.58,-2.32,48.00,0,8.45,0
4091,327.58,-2.43,48.00,0,8.45,0
4092,327.58,-2.45,48.00,0,8.45,0
4093,327.59,-2.57,49.00,0,8.62,0
4094,327.59,-2.65,49.00,0,8.62,0
4095,327.59,-2.66,49.00,0,8.62,0
4096,327.59,-2.69,49.00,0,8.62,0
4097,327.60,-2.78,49.00,0,8.62,0
4098,327.60,-2.86,49.00,0,8.62,0
4099,327.60,-2.82,49.00,0,8.62,0
4100,327.60,-2.85,49.00,0,8.62,0
4101,327.61,-2.89,49.00,0,8.62,0
4102,327.61,-3.00,50.00,0,8.80,0
4103,327.61,-3.08,50.00,0,8.80,0
4104,327.62,-3.06,50.00,0,8.80,0
4105,327.62,-3.13,50.00,0,8.80,0
4106,327.62,-3.24,50.00,0,8.80,0
4107,327.63,-3.20,50.00,0,8.80,0
4108,327.63,-3.20,50.00,0,8.80,0
4109,327.63,-3.26,51.00,0,8.98,0
4110,327.64,-3.40,51.00,0,8.98,0
4111,327.64,-3.52,51.00,0,8.98,0
4112,327.64,-3.48,51.00,0,8.98,0
4113,327.65,-3.65,51.00,0,8.98,0
4114,327.65,-3.67,51.00,0,8.98,0
4115,327.65,-3.60,52.00,0,9.15,0
4116,327.66,-3.68,52.00,0,9.15,0
4117,327.66,-3.84,52.00,0,9.15,0
4118,327.67,-3.98,52.00,0,9.15,0
4119,327.67,-4.02,52.00,0,9.15,0
4120,327.67,-4.19,53.00,0,9.33,0
4121,327.68,-4.10,53.00,0,9.33,0
4122,327.68,-4.24,53.00,0,9.33,0
4123,327.69,-4.43,53.00,0,9.33,0
4124,327.69,-4.60,53.00,0,9.33,0
4125,327.70,-4.70,54.00,0,9.50,0
4126,327.70,-4.83,54.00,0,9.50,0
4127,327.71,-4.80,54.00,0,9.50,0
4128,327.71,-4.95,54.00,0,9.50,0
4129,327.72,-5.21,55.00,0,9.68,0
4130,327.72,-5.33,55.00,0,9.68,0
4131,327.73,-5.41,55.00,0,9.68,0
4132,327.73,-5.44,56.00,0,9.86,0
4133,327.74,-5.74,56.00,0,9.86,0
4134,327.74,-5.85,56.00,0,9.86,0
4135,327.75,-6.11,57.00,0,10.03,0
4136,327.76,-5.99,57.00,0,10.03,0
4137,327.76,-6.20,57.00,0,10.03,0
4138,327.77,-6.42,58.00,0,10.21,0
4139,327.77,-6.63,58.00,0,10.21,0
4140,327.78,-6.55,58.00,0,10.21,0
4141,327.79,-6.91,59.00,0,10.38,0
4142,327.80,-7.04,59.00,0,10.38,0
4143,327.80,-7.18,60.00,0,10.56,0
4144,327.81,-7.29,60.00,0,10.56,0
4145,327.82,-7.59,60.00,0,10.56,0
4146,327.83,-7.80,61.00,0,10.74,0
4147,327.83,-7.75,61.00,0,10.74,0
4148,327.84,-8.20,62.00,0,10.91,0
4149,327.85,-8.41,62.00,0,10.91,0
4150,327.86,-8.31,63.00,0,11.09,0
4151,327.87,-8.70,63.00,0,11.09,0
4152,327.88,-8.87,64.00,0,11.26,0
4153,327.88,-8.93,65.00,0,11.44,0
4154,327.89,-9.21,65.00,0,11.44,0
4155,327.90,-9.37,65.00,0,11.44,0
4156,327.91,-9.49,66.00,0,11.62,0
4157,327.92,-9.72,66.00,0,11.62,0
4158,327.93,-9.70,67.00,0,11.79,0
4159,327.94,-10.08,68.00,0,11.97,0
4160,327.95,-10.20,68.00,0,11.97,0
4161,327.96,-10.30,69.00,0,12.14,0
4162,327.97,-10.54,69.00,0,12.14,0
4163,327.98,-10.55,70.00,0,12.32,0
4164,327.99,-10.91,70.00,0,12.32,0
4165,328.01,-11.00,71.00,0,12.50,0
4166,328.02,-11.21,72.00,0,12.67,0
4167,328.03,-11.33,72.00,0,12.67,0
4168,328.04,-11.54,73.00,0,12.85,0
4169,328.05,-11.70,73.00,0,12.85,0
4170,328.06,-11.76,74.00,0,13.02,0
4171,328.07,-12.00,75.00,0,13.20,0
4172,328.09,-12.02,75.00,0,13.20,0
4173,328.10,-12.32,76.00,0,13.38,0
4174,328.11,-12.27,76.00,0,13.38,0
4175,328.12,-12.66,77.00,0,13.55,0
4176,328.14,-12.62,78.00,0,13.73,0
4177,328.15,-13.02,78.00,0,13.73,0
4178,328.16,-13.03,79.00,0,13.90,0
4179,328.18,-13.29,79.00,0,13.90,0
4180,328.19,-13.46,80.00,0,14.08,0
4181,328.20,-13.65,81.00,0,14.26,0
4182,328.22,-13.86,81.00,0,14.26,0
4183,328.23,-13.98,82.00,0,14.43,0
4184,328.25,-14.42,83.00,0,14.61,0
4185,328.26,-14.35,83.00,0,14.61,0
4186,328.27,-14.85,84.00,0,14.78,0
4187,328.29,-14.89,85.00,0,14.96,0
4188,328.30,-15.13,86.00,0,15.14,0
4189,328.32,-15.46,86.00,0,15.14,0
4190,328.34,-15.56,87.00,0,15.31,0
4191,328.35,-15.81,88.00,0,15.49,0
4192,328.37,-15.96,89.00,0,15.66,0
4193,328.38,-16.16,89.00,0,15.66,0
4194,328.40,-16.38,90.00,0,15.84,0
4195,328.42,-16.54,91.00,0,16.02,0
4196,328.43,-16.64,92.00,0,16.19,0
4197,328.45,-16.94,92.00,0,16.19,0
4198,328.47,-16.99,93.00,0,16.37,0
4199,328.48,-17.06,93.00,0,16.37,0
4200,328.50,-17.21,94.00,0,16.54,0
4201,328.52,-17.25,95.00,0,16.72,0
4202,328.54,-17.20,95.00,0,16.72,0
4203,328.55,-17.36,96.00,0,16.90,0
4204,328.57,-17.47,97.00,0,17.07,0
4205,328.59,-17.34,97.00,0,17.07,0
4206,328.61,-17.42,98.00,0,17.25,0
4207,328.62,-17.68,98.00,0,17.25,0
4208,328.64,-17.56,98.00,0,17.25,0
4209,328.66,-17.70,99.00,0,17.42,0
4210,328.68,-17.87,100.00,0,17.60,0
4211,328.69,-18.08,100.00,0,17.60,0
4212,328.71,-18.05,101.00,0,17.78,0
4213,328.73,-18.19,102.00,0,17.95,0
4214,328.75,-18.55,102.00,0,17.95,0
4215,328.77,-18.54,103.00,0,18.13,0
4216,328.79,-18.69,104.00,0,18.30,0
4217,328.81,-18.73,105.00,0,18.48,0
4218,328.82,-18.96,106.00,0,18.66,0
4219,328.84,-19.15,106.00,0,18.66,0
4220,328.86,-19.02,107.00,0,18.83,0
4221,328.88,-19.06,108.00,0,19.01,0
4222,328.90,-19.33,109.00,0,19.18,0
4223,328.92,-19.24,110.00,0,19.36,0
4224,328.94,-19.06,110.00,0,19.36,0
4225,328.96,-19.10,111.00,0,19.54,0
4226,328.98,-19.03,112.00,0,19.71,0
4227,329.00,-19.13,112.00,0,19.71,0
4228,329.02,-18.87,113.00,0,19.89,0
4229,329.03,-18.92,113.00,0,19.89,0
4230,329.05,-18.89,114.00,0,20.06,0
4231,329.07,-18.98,114.00,0,20.06,0
4232,329.09,-18.86,115.00,0,20.24,0
4233,329.11,-18.96,116.00,0,20.42,0
4234,329.13,-18.92,116.00,0,20.42,0
4235,329.15,-19.13,116.00,0,20.42,0
4236,329.17,-19.08,117.00,0,20.59,0
4237,329.19,-19.15,118.00,0,20.77,0
4238,329.21,-19.16,118.00,0,20.77,0
4239,329.22,-19.26,119.00,0,20.94,0
4240,329.24,-19.40,120.00,0,21.12,0
4241,329.26,-19.16,120.00,0,21.12,0
4242,329.28,-19.24,121.00,0,21.30,0
4243,329.30,-19.28,121.00,0,21.30,0
4244,329.32,-19.32,122.00,0,21.47,0
4245,329.34,-19.02,122.00,0,21.47,0
4246,329.36,-18.99,123.00,0,21.65,0
4247,329.38,-18.80,124.00,0,21.82,0
4248,329.40,-18.79,124.00,0,21.82,0
4249,329.41,-18.52,124.00,0,21.82,0
4250,329.43,-18.39,125.00,0,22.00,0
4251,329.45,-18.25,125.00,0,22.00,0
4252,329.47,-18.29,125.00,0,22.00,0
4253,329.49,-17.94,126.00,0,22.18,0
4254,329.51,-17.88,126.00,0,22.18,0
4255,329.52,-17.91,126.00,0,22.18,0
4256,329.54,-17.90,126.00,0,22.18,0
4257,329.56,-17.71,127.00,0,22.35,0
4258,329.58,-17.69,127.00,0,22.35,0
4259,329.59,-17.89,128.00,0,22.53,0
4260,329.61,-17.60,128.00,0,22.53,0
4261,329.63,-17.61,129.00,0,22.70,0
4262,329.65,-17.68,129.00,0,22.70,0
4263,329.67,-17.62,130.00,0,22.88,0
4264,329.68,-17.49,130.00,0,22.88,0
4265,329.70,-17.48,131.00,0,23.06,0
4266,329.72,-17.51,132.00,0,23.23,0
4267,329.74,-17.20,132.00,0,23.23,0
4268,329.75,-17.09,133.00,0,23.41,0
4269,329.77,-17.14,133.00,0,23.41,0
4270,329.79,-16.72,134.00,0,23.58,0
4271,329.80,-16.49,134.00,0,23.58,0
4272,329.82,-16.51,134.00,0,23.58,0
4273,329.84,-16.05,135.00,0,23.76,0
4274,329.85,-15.90,135.00,0,23.76,0
4275,329.87,-15.80,135.00,0,23.76,0
4276,329.88,-15.46,135.00,0,23.76,0
4277,329.90,-15.36,136.00,0,23.94,0
4278,329.91,-15.12,136.00,0,23.94,0
4279,329.93,-14.97,136.00,0,23.94,0
4280,329.94,-15.02,136.00,0,23.94,0
4281,329.96,-14.67,137.00,0,24.11,0
4282,329.97,-14.66,137.00,0,24.11,0
4283,329.99,-14.65,137.00,0,24.11,0
4284,330.00,-14.54,137.00,0,24.11,0
4285,330.02,-14.64,138.00,0,24.29,0
4286,330.03,-14.45,138.00,0,24.29,0
4287,330.04,-14.58,138.00,0,24.29,0
4288,330.06,-14.44,139.00,0,24.46,0
4289,330.07,-14.41,139.00,0,24.46,0
4290,330.09,-14.47,140.00,0,24.64,0
4291,330.10,-14.33,140.00,0,24.64,0
4292,330.12,-14.54,141.00,0,24.82,0
4293,330.13,-14.27,141.00,0,24.82,0
4294,330.15,-14.31,141.00,0,24.82,0
4295,330.16,-14.23,142.00,0,24.99,0
4296,330.17,-14.10,142.00,0,24.99,0
4297,330.19,-14.07,143.00,0,25.17,0
4298,330.20,-13.73,143.00,0,25.17,0
4299,330.22,-13.88,143.00,0,25.17,0
4300,330.23,-13.40,143.00,0,25.17,0
4301,330.24,-13.54,144.00,0,25.34,0
4302,330.26,-13.11,144.00,0,25.34,0
4303,330.27,-13.13,144.00,0,25.34,0
4304,330.28,-12.92,144.00,0,25.34,0
4305,330.29,-12.84,145.00,0,25.52,0
4306,330.31,-12.67,145.00,0,25.52,0
4307,330.32,-12.56,145.00,0,25.52,0
4308,330.33,-12.48,146.00,0,25.70,0
4309,330.34,-12.37,146.00,0,25.70,0
4310,330.36,-12.27,146.00,0,25.70,0
4311,330.37,-12.22,146.00,0,25.70,0
4312,330.38,-12.17,147.00,0,25.87,0
4313,330.39,-12.21,147.00,0,25.87,0
4314,330.41,-12.06,148.00,0,26.05,0
4315,330.42,-12.14,148.00,0,26.05,0
4316,330.43,-12.04,148.00,0,26.05,0
4317,330.44,-12.17,149.00,0,26.22,0
4318,330.45,-11.94,149.00,0,26.22,0
4319,330.47,-12.10,150.00,0,26.40,0
4320,330.48,-11.92,150.00,0,26.40,0
4321,330.49,-12.03,150.00,0,26.40,0
4322,330.50,-11.79,151.00,0,26.58,0
4323,330.51,-11.94,151.00,0,26.58,0
4324,330.53,-11.66,152.00,0,26.75,0
4325,330.54,-11.85,152.00,0,26.75,0
4326,330.55,-11.61,153.00,0,26.93,0
4327,330.56,-11.60,153.00,0,26.93,0
4328,330.57,-11.44,154.00,0,27.10,0
4329,330.58,-11.39,154.00,0,27.10,0
4330,330.59,-11.21,155.00,0,27.28,0
4331,330.61,-11.00,155.00,0,27.28,0
4332,330.62,-10.87,155.00,0,27.28,0
4333,330.63,-10.53,155.00,0,27.28,0
4334,330.64,-10.43,155.00,0,27.28,0
4335,330.65,-10.11,156.00,0,27.46,0
4336,330.66,-9.90,156.00,0,27.46,0
4337,330.67,-9.69,156.00,0,27.46,0
4338,330.68,-9.24,156.00,0,27.46,0
4339,330.69,-9.18,156.00,0,27.46,0
4340,330.69,-8.90,156.00,0,27.46,0
4341,330.70,-8.59,157.00,0,27.63,0
4342,330.71,-8.44,157.00,0,27.63,0
4343,330.72,-8.16,157.00,0,27.63,0
4344,330.73,-7.89,156.00,0,27.46,0
4345,330.74,-7.79,156.00,0,27.46,0
4346,330.74,-7.59,156.00,0,27.46,0
4347,330.75,-7.19,156.00,0,27.46,0
4348,330.76,-7.21,157.00,0,27.63,0
4349,330.76,-7.02,157.00,0,27.63,0
4350,330.77,-6.70,157.00,0,27.63,0
4351,330.78,-6.62,157.00,0,27.63,0
4352,330.78,-6.54,157.00,0,27.63,0
4353,330.79,-6.50,157.00,0,27.63,0
4354,330.80,-6.13,157.00,0,27.63,0
4355,330.80,-6.10,157.00,0,27.63,0
4356,330.81,-6.08,157.00,0,27.63,0
4357,330.81,-6.04,158.00,0,27.81,0
4358,330.82,-5.76,158.00,0,27.81,0
4359,330.83,-5.72,158.00,0,27.81,0
4360,330.83,-5.73,158.00,0,27.81,0
4361,330.84,-5.65,158.00,0,27.81,0
4362,330.84,-5.48,158.00,0,27.81,0
4363,330.85,-5.36,158.00,0,27.81,0
4364,330.85,-5.43,159.00,0,27.98,0
4365,330.86,-5.28,159.00,0,27.98,0
4366,330.86,-5.27,159.00,0,27.98,0
4367,330.87,-5.05,159.00,0,27.98,0
4368,330.87,-4.98,160.00,0,28.16,0
4369,330.88,-5.07,160.00,0,28.16,0
4370,330.88,-4.86,160.00,0,28.16,0
4371,330.89,-4.90,160.00,0,28.16,0
4372,330.89,-4.63,161.00,0,28.34,0
4373,330.90,-4.54,160.00,0,28.16,0
4374,330.90,-4.57,161.00,0,28.34,0
4375,330.91,-4.43,161.00,0,28.34,0
4376,330.91,-4.36,161.00,0,28.34,0
4377,330.92,-4.28,161.00,0,28.34,0
4378,330.92,-4.08,161.00,0,28.34,0
4379,330.92,-4.02,162.00,0,28.51,0
4380,330.93,-4.03,162.00,0,28.51,0
4381,330.93,-3.86,162.00,0,28.51,0
4382,330.94,-3.78,162.00,0,28.51,0
4383,330.94,-3.76,162.00,0,28.51,0
4384,330.94,-3.51,163.00,0,28.69,0
4385,330.95,-3.43,163.00,0,28.69,0
4386,330.95,-3.33,163.00,0,28.69,0
4387,330.95,-3.28,163.00,0,28.69,0
4388,330.96,-3.11,163.00,0,28.69,0
4389,330.96,-2.99,163.00,0,28.69,0
4390,330.96,-2.91,163.00,0,28.69,0
4391,330.97,-2.79,163.00,0,28.69,0
4392,330.97,-2.57,164.00,0,28.86,0
4393,330.97,-2.47,164.00,0,28.86,0
