cnt,pos,speed,DTorque,DAC,STorque,Force,Dir
1,73.0061,0,-14,0,0,-2,1
2,73.0061,-0.003,-15,0,0,-2,1
3,73.0061,0.0091,-14,0,0,-2,1
4,73.0061,-0.0091,-15,0,0,-2,1
5,73.0061,0,-14,0,0,-2,1
6,73.0061,0,-15,0,0,-2,1
7,73.0061,0.003,-15,0,0,-2,1
8,73.0061,0.003,-14,0,0,-2,1
9,73.0061,0,-15,0,0,-2,1
10,73.0061,-0.003,-15,0,0,-2,1
11,73.0061,0,-15,0,0,-2,1
12,73.0061,-0.003,-14,0,0,-2,1
13,73.0061,0,-15,0,0,-2,1
14,73.0061,-0.0061,-14,0,0,-2,1
15,73.0061,0.003,-14,0,0,-2,1
16,73.0061,-0.003,-14,0,0,-2,1
17,73.0061,0,-14,0,0,-2,1
18,73.0061,0.0091,-14,0,0,-2,1
19,73.0061,0,-14,0,0,-2,1
20,73.0061,0,-14,0,0,-2,1
21,73.0061,0.0061,-14,0,0,-2,1
22,73.0061,-0.0061,-14,0,0,-2,1
23,73.0061,0.0091,-14,0,0,-2,1
24,73.0061,0,-14,0,0,-2,1
25,73.0061,0.0061,-15,0,0,-2,1
26,73.0061,0,-15,0,0,-2,1
27,73.0061,0,-14,0,0,-2,1
28,73.0061,0.0091,-15,0,0,-2,1
29,73.0061,0,-14,0,0,-2,1
30,73.0061,0.003,-15,0,0,-2,1
31,73.0061,0.003,-14,0,0,-2,1
32,73.0061,-0.0061,-14,0,0,-2,1
33,73.0061,0.003,-14,0,0,-2,1
34,73.0061,-0.0061,-14,0,0,-2,1
35,73.0061,0,-14,0,0,-2,1
36,73.0061,0.0061,-14,0,0,-2,1
37,73.0061,0,-14,0,0,-2,1
38,73.0061,-0.0091,-14,0,0,-2,1
39,73.0061,0,-14,0,0,-2,1
40,73.0061,0.0091,-14,0,0,-2,1
41,73.0061,-0.003,-14,0,0,-2,1
42,73.0061,0.003,-14,0,0,-2,1
43,73.0061,0,-14,0,0,-2,1
44,73.0061,0,-14,0,0,-2,1
45,73.0061,0.0091,-14,0,0,-2,1
46,73.0061,0.003,-14,0,0,-2,1
47,73.0061,0,-15,0,0,-2,1
