cnt,pos,speed,DTorque,DAC,STorque,Force,Dir
1,18.7966,-0.0091,18,0,0,3,0
2,18.7966,-0.003,18,0,0,3,0
3,18.7966,-0.0061,18,0,0,3,0
4,18.7966,0.0061,18,0,0,3,0
5,18.7967,0.003,18,0,0,3,0
6,18.7967,-0.003,17,0,0,2,0
7,18.7967,0,18,0,0,3,0
8,18.7967,-0.0122,17,0,0,2,0
9,18.7967,-0.003,17,0,0,2,0
10,18.7967,0.0061,17,0,0,2,0
11,18.7967,0.0061,17,0,0,2,0
12,18.7968,-0.0091,17,0,0,2,0
13,18.7968,0.0061,17,0,0,2,0
14,18.7968,-0.0061,16,0,0,2,0
15,18.7968,-0.003,17,0,0,2,0
16,18.7968,-0.0061,16,0,0,2,0
17,18.7968,-0.0061,16,0,0,2,0
18,18.7968,-0.0061,16,0,0,2,0
19,18.7968,0,16,0,0,2,0
20,18.7969,-0.003,16,0,0,2,0
21,18.7969,0.003,16,0,0,2,0
22,18.7969,0,16,0,0,2,0
23,18.7969,-0.003,16,0,0,2,0
24,18.7969,0,16,0,0,2,0
25,18.7969,-0.0091,16,0,0,2,0
26,18.7969,-0.0061,16,0,0,2,0
27,18.797,0,16,0,0,2,0
28,18.797,-0.003,15,0,0,2,0
29,18.797,0,15,0,0,2,0
30,18.797,0.0061,15,0,0,2,0
31,18.797,0,15,0,0,2,0
32,18.797,0.003,15,0,0,2,0
33,18.797,-0.0061,15,0,0,2,0
34,18.7971,0.003,15,0,0,2,0
35,18.7971,-0.003,15,0,0,2,0
36,18.7971,-0.003,15,0,0,2,0
37,18.7971,-0.0122,15,0,0,2,0
38,18.7971,-0.003,15,0,0,2,0
39,18.7971,0,14,0,0,2,0
40,18.7972,0.003,14,0,0,2,0
41,18.7972,-0.0061,14,0,0,2,0
42,18.7972,-0.0061,14,0,0,2,0
43,18.7972,0.0122,14,0,0,2,0
44,18.7972,0.0061,14,0,0,2,0
45,18.7972,-0.003,14,0,0,2,0
46,18.7972,0.003,14,0,0,2,0
47,18.7973,0.003,13,0,0,2,0
48,18.7973,0.003,14,0,0,2,0
49,18.7973,0,13,0,0,2,0
50,18.7973,-0.003,13,0,0,2,0
51,18.7973,0,13,0,0,2,0
52,18.7973,-0.003,13,0,0,2,0
53,18.7973,-0.0061,13,0,0,2,0
54,18.7974,-0.003,13,0,0,2,0
55,18.7974,0.003,13,0,0,2,0
56,18.7974,0.0061,13,0,0,2,0
57,18.7974,0,13,0,0,2,0
58,18.7974,-0.0091,13,0,0,2,0
59,18.7974,0,13,0,0,2,0
60,18.7975,-0.0061,12,0,0,2,0
61,18.7975,-0.0061,12,0,0,2,0
62,18.7975,0.003,12,0,0,2,0
63,18.7975,0.0061,12,0,0,2,0
64,18.7975,-0.003,12,0,0,2,0
65,18.7975,0,12,0,0,2,0
66,18.7975,-0.0122,12,0,0,2,0
67,18.7976,-0.0122,12,0,0,2,0
68,18.7976,0,12,0,0,2,0
69,18.7976,0,12,0,0,2,0
70,18.7976,0,12,0,0,2,0
71,18.7976,0,12,0,0,2,0
72,18.7976,0,11,0,0,1,0
73,18.7977,0.003,11,0,0,1,0
74,18.7977,0,11,0,0,1,0
75,18.7977,0.003,11,0,0,1,0
76,18.7977,-0.0152,11,0,0,1,0
77,18.7977,0.003,11,0,0,1,0
78,18.7977,0,11,0,0,1,0
79,18.7978,-0.0061,11,0,0,1,0
80,18.7978,-0.0091,11,0,0,1,0
81,18.7978,-0.0152,10,0,0,1,0
82,18.7978,0.003,10,0,0,1,0
83,18.7978,0.003,10,0,0,1,0
84,18.7979,-0.0122,10,0,0,1,0
85,18.7979,-0.003,10,0,0,1,0
86,18.7979,0.003,10,0,0,1,0
87,18.7979,0,10,0,0,1,0
88,18.7979,0.0061,10,0,0,1,0
89,18.798,-0.0061,10,0,0,1,0
90,18.798,-0.0061,10,0,0,1,0
91,18.798,0.0061,10,0,0,1,0
92,18.798,0.003,10,0,0,1,0
93,18.798,0.0061,9,0,0,1,0
94,18.798,0,9,0,0,1,0
95,18.7981,-0.003,9,0,0,1,0
96,18.7981,-0.0122,9,0,0,1,0
97,18.7981,-0.0061,9,0,0,1,0
98,18.7981,0.003,9,0,0,1,0
99,18.7981,-0.0091,9,0,0,1,0
100,18.7982,0.0061,9,0,0,1,0
101,18.7982,0.0061,9,0,0,1,0
102,18.7982,0,9,0,0,1,0
103,18.7982,-0.003,8,0,0,1,0
104,18.7983,0,9,0,0,1,0
105,18.7983,-0.0091,8,0,0,1,0
106,18.7983,0,8,0,0,1,0
107,18.7983,0,8,0,0,1,0
108,18.7983,-0.0091,8,0,0,1,0
109,18.7984,0,8,0,0,1,0
110,18.7984,-0.0122,8,0,0,1,0
111,18.7984,0.0091,8,0,0,1,0
112,18.7984,-0.0243,8,0,0,1,0
113,18.7984,0,7,0,0,1,0
114,18.7985,0.003,7,0,0,1,0
115,18.7985,-0.0091,7,0,0,1,0
116,18.7985,-0.0061,7,0,0,1,0
117,18.7985,-0.0091,7,0,0,1,0
118,18.7986,-0.0091,7,0,0,1,0
119,18.7985,-0.0274,7,0,0,1,0
120,18.7987,0.0152,7,0,0,1,0
121,18.7986,-0.0061,7,0,0,1,0
122,18.7987,0,7,0,0,1,0
123,18.7987,-0.0061,7,0,0,1,0
124,18.7987,0.003,7,0,0,1,0
125,18.7987,0,6,0,0,1,0
