cnt,pos,speed,DTorque,DAC,STorque,Force,Dir
1,19.0158,0.0152,0,0,0,0,0
2,19.0155,0.003,0,0,0,0,0
3,19.0155,0,0,0,0,0,0
4,19.0154,0,0,0,0,0,0
5,19.0154,0.003,0,0,0,0,0
6,19.0154,0,0,0,0,0,0
7,19.0154,0.003,0,0,0,0,0
8,19.0154,-0.003,0,0,0,0,0
9,19.0153,-0.0061,0,0,0,0,0
10,19.0153,0.0061,0,0,0,0,0
11,19.0153,0.003,0,0,0,0,0
12,19.0153,0.003,0,0,0,0,0
13,19.0153,0.0061,0,0,0,0,0
14,19.0152,0,0,0,0,0,0
15,19.0152,-0.003,0,0,0,0,0
16,19.0152,0,0,0,0,0,0
17,19.0152,-0.0061,0,0,0,0,0
18,19.0152,-0.003,0,0,0,0,0
19,19.0152,0,0,0,0,0,0
20,19.0152,0,0,0,0,0,0
21,19.0152,-0.0122,0,0,0,0,0
22,19.0152,-0.003,0,0,0,0,0
23,19.0152,0,0,0,0,0,0
24,19.0151,0,0,0,0,0,0
25,19.0151,0.003,0,0,0,0,0
26,19.0151,0.003,0,0,0,0,0
27,19.0151,0.003,0,0,0,0,0
28,19.0151,0.003,0,0,0,0,0
29,19.0151,-0.003,0,0,0,0,0
30,19.0151,0,0,0,0,0,0
31,19.0151,-0.003,0,0,0,0,0
32,19.0151,0,0,0,0,0,0
33,19.0151,0.003,0,0,0,0,0
34,19.0151,0.003,0,0,0,0,0
35,19.0151,0.0061,0,0,0,0,0
36,19.0151,0,0,0,0,0,0
37,19.0151,0.003,0,0,0,0,0
38,19.0151,-0.003,0,0,0,0,0
39,19.0151,0.003,0,0,0,0,0
40,19.0151,0,0,0,0,0,0
41,19.0151,0,0,0,0,0,0
42,19.0151,-0.003,0,0,0,0,0
43,19.0151,0.003,0,0,0,0,0
44,19.0151,-0.003,0,0,0,0,0
45,19.0151,0.003,0,0,0,0,0
46,19.0151,0.0061,0,0,0,0,0
47,19.0151,0,0,0,0,0,0
48,19.0151,0.003,0,0,0,0,0
49,19.0151,-0.003,0,0,0,0,0
50,19.0151,0.003,0,0,0,0,0
51,19.0151,0.0061,0,0,0,0,0
52,19.0151,0,0,0,0,0,0
53,19.0151,0,0,0,0,0,0
54,19.0151,0,0,0,0,0,0
55,19.0151,-0.003,0,0,0,0,0
56,19.0151,0.003,0,0,0,0,0
57,19.0151,-0.003,0,0,0,0,0
58,19.0151,-0.003,0,0,0,0,0
59,19.0151,-0.0061,0,0,0,0,0
60,19.0151,-0.003,0,0,0,0,0
61,19.0151,0.003,0,0,0,0,0
62,19.0151,0.003,0,0,0,0,0
63,19.0151,-0.003,0,0,0,0,0
64,19.0151,0,0,0,0,0,0
65,19.0151,0.003,0,0,0,0,0
66,19.015,-0.003,0,0,0,0,0
67,19.0151,-0.003,0,0,0,0,0
68,19.015,0,0,0,0,0,0
69,19.015,-0.003,0,0,0,0,0
70,19.015,0,0,0,0,0,0
71,19.015,-0.0061,0,0,0,0,0
72,19.015,-0.003,0,0,0,0,0
73,19.0151,0.003,0,0,0,0,0
74,19.015,0,0,0,0,0,0
75,19.015,0,0,0,0,0,0
76,19.015,-0.0061,0,0,0,0,0
77,19.015,0,0,0,0,0,0
78,19.015,-0.0061,0,0,0,0,0
79,19.015,0.0061,0,0,0,0,0
80,19.015,-0.0061,0,0,0,0,0
81,19.015,0,0,0,0,0,0
82,19.015,0.003,0,0,0,0,0
83,19.015,0,0,0,0,0,0
84,19.015,0.003,0,0,0,0,0
85,19.015,-0.003,0,0,0,0,0
86,19.015,-0.0061,0,0,0,0,0
87,19.015,0.0061,0,0,0,0,0
88,19.015,0.003,0,0,0,0,0
89,19.015,0.003,0,0,0,0,0
90,19.015,-0.0061,0,0,0,0,0
91,19.015,0,0,0,0,0,0
92,19.015,0,0,0,0,0,0
93,19.015,-0.0091,0,0,0,0,0
94,19.015,-0.0061,0,0,0,0,0
95,19.015,0,0,0,0,0,0
96,19.015,0.0061,0,0,0,0,0
97,19.015,0,0,0,0,0,0
98,19.015,-0.003,0,0,0,0,0
99,19.015,0,0,0,0,0,0
100,19.015,0,0,0,0,0,0
101,19.015,-0.0091,0,0,0,0,0
102,19.015,0.0061,0,0,0,0,0
103,19.015,0,0,0,0,0,0
104,19.015,0.003,0,0,0,0,0
105,19.015,-0.003,0,0,0,0,0
106,19.015,-0.003,0,0,0,0,0
107,19.015,-0.0061,0,0,0,0,0
108,19.015,-0.0061,0,0,0,0,0
109,19.015,-0.003,0,0,0,0,0
110,19.015,0,0,0,0,0,0
111,19.015,0.003,0,0,0,0,0
112,19.015,-0.003,0,0,0,0,0
113,19.015,0.003,0,0,0,0,0
114,19.015,0.0061,0,0,0,0,0
115,19.015,0,0,0,0,0,0
116,19.015,-0.0061,0,0,0,0,0
117,19.015,-0.003,0,0,0,0,0
118,19.015,0.003,0,0,0,0,0
119,19.015,0,0,0,0,0,0
120,19.015,0.003,0,0,0,0,0
121,19.015,0,0,0,0,0,0
122,19.015,0.0061,0,0,0,0,0
123,19.015,-0.0061,0,0,0,0,0
124,19.015,0.0091,0,0,0,0,0
125,19.015,0.0061,0,0,0,0,0
126,19.015,-0.003,0,0,0,0,0
127,19.015,-0.003,0,0,0,0,0
128,19.015,0,0,0,0,0,0
129,19.015,0,0,0,0,0,0
130,19.015,0,0,0,0,0,0
131,19.015,0,0,0,0,0,0
132,19.015,0,0,0,0,0,0
133,19.015,0.003,0,0,0,0,0
134,19.015,0.003,0,0,0,0,0
135,19.015,-0.003,0,0,0,0,0
136,19.015,0.003,0,0,0,0,0
137,19.015,0.0061,0,0,0,0,0
138,19.015,-0.003,0,0,0,0,0
