cnt,pos,speed,DTorque,STorque,Force
4070,287.10,-24.31,430.00,0,75.68,0
4071,287.12,-24.64,433.00,0,76.21,0
4072,287.15,-24.95,436.00,0,76.74,0
4073,287.17,-25.37,439.00,0,77.26,0
4074,287.20,-25.80,442.00,0,77.79,0
4075,287.23,-26.29,446.00,0,78.50,0
4076,287.25,-26.63,451.00,0,79.38,0
4077,287.28,-26.84,455.00,0,80.08,0
4078,287.31,-26.78,460.00,0,80.96,0
4079,287.33,-26.24,468.00,0,82.37,0
4080,287.39,-25.69,471.00,0,82.90,0
4081,287.41,-25.12,473.00,0,83.25,0
4082,287.44,-24.44,474.00,0,83.42,0
4083,287.46,-23.98,476.00,0,83.78,0
4084,287.48,-23.62,476.00,0,83.78,0
4085,287.51,-23.43,477.00,0,83.95,0
4086,287.53,-23.42,478.00,0,84.13,0
4087,287.55,-23.51,480.00,0,84.48,0
4088,287.58,-23.75,482.00,0,84.83,0
4089,287.60,-23.98,485.00,0,85.36,0
4090,287.63,-24.41,488.00,0,85.89,0
4091,287.65,-24.78,492.00,0,86.59,0
4092,287.68,-25.07,496.00,0,87.30,0
4093,287.70,-25.23,500.00,0,88.00,0
4094,287.73,-25.22,503.00,0,88.53,0
4095,287.75,-24.98,507.00,0,89.23,0
4096,287.78,-24.60,510.00,0,89.76,0
4097,287.80,-23.94,512.00,0,90.11,0
4098,287.82,-23.38,514.00,0,90.46,0
4099,287.85,-22.20,516.00,0,90.82,0
4100,287.89,-21.81,516.00,0,90.82,0
4101,287.91,-21.54,517.00,0,90.99,0
4102,287.93,-21.40,517.00,0,90.99,0
4103,287.95,-21.60,519.00,0,91.34,0
4104,287.98,-21.87,523.00,0,92.05,0
4105,288.02,-22.83,527.00,0,92.75,0
4106,288.04,-23.32,530.00,0,93.28,0
4107,288.07,-23.83,535.00,0,94.16,0
4108,288.09,-24.24,544.00,0,95.74,0
4109,288.14,-24.59,549.00,0,96.62,0
4110,288.17,-24.51,554.00,0,97.50,0
4111,288.19,-24.02,558.00,0,98.21,0
4112,288.21,-23.53,561.00,0,98.74,0
4113,288.24,-22.60,564.00,0,99.26,0
4114,288.28,-20.81,564.00,0,99.26,0
4115,288.30,-19.89,564.00,0,99.26,0
4116,288.32,-19.37,563.00,0,99.09,0
4117,288.34,-18.82,562.00,0,98.91,0
4118,288.37,-18.21,562.00,0,98.91,0
4119,288.39,-18.26,562.00,0,98.91,0
4120,288.41,-18.46,563.00,0,99.09,0
4121,288.43,-18.51,566.00,0,99.62,0
4122,288.47,-19.23,569.00,0,100.14,0
4123,288.49,-19.55,572.00,0,100.67,0
4124,288.51,-19.69,575.00,0,101.20,0
4125,288.53,-19.94,578.00,0,101.73,0
4126,288.55,-19.85,582.00,0,102.43,0
4127,288.57,-19.50,588.00,0,103.49,0
4128,288.60,-18.80,590.00,0,103.84,0
4129,288.62,-18.10,591.00,0,104.02,0
4130,288.64,-17.45,592.00,0,104.19,0
4131,288.66,-15.39,591.00,0,104.02,0
4132,288.69,-14.75,590.00,0,103.84,0
4133,288.70,-13.57,588.00,0,103.49,0
4134,288.71,-13.14,586.00,0,103.14,0
4135,288.72,-12.33,584.00,0,102.78,0
4136,288.74,-11.71,581.00,0,102.26,0
4137,288.76,-11.81,580.00,0,102.08,0
4138,288.77,-11.71,580.00,0,102.08,0
4139,288.78,-12.14,582.00,0,102.43,0
4140,288.81,-12.74,583.00,0,102.61,0
4141,288.82,-12.92,586.00,0,103.14,0
4142,288.84,-13.59,589.00,0,103.66,0
4143,288.85,-14.42,596.00,0,104.90,0
4144,288.88,-14.73,600.00,0,105.60,0
4145,288.89,-15.03,604.00,0,106.30,0
4146,288.91,-15.50,608.00,0,107.01,0
4147,288.92,-15.53,617.00,0,108.59,0
4148,288.96,-15.67,621.00,0,109.30,0
4149,288.97,-15.28,624.00,0,109.82,0
4150,288.99,-15.09,627.00,0,110.35,0
4151,289.00,-14.32,629.00,0,110.70,0
4152,289.01,-13.71,631.00,0,111.06,0
4153,289.04,-11.94,631.00,0,111.06,0
4154,289.05,-11.01,630.00,0,110.88,0
4155,289.06,-10.07,628.00,0,110.53,0
4156,289.07,-8.88,624.00,0,109.82,0
4157,289.08,-7.15,621.00,0,109.30,0
4158,289.09,-6.23,617.00,0,108.59,0
4159,289.10,-5.55,614.00,0,108.06,0
4160,289.10,-4.92,611.00,0,107.54,0
4161,289.11,-4.35,608.00,0,106.66,0
4162,289.11,-3.45,603.00,0,106.13,0
4163,289.12,-3.15,601.00,0,105.78,0
4164,289.12,-2.88,600.00,0,105.60,0
4165,289.12,-2.76,598.00,0,105.25,0
4166,289.12,-2.62,597.00,0,105.07,0
4167,289.13,-2.40,596.00,0,104.90,0
4168,289.13,-2.38,596.00,0,104.90,0
4169,289.13,-2.36,596.00,0,104.90,0
4170,289.14,-2.23,597.00,0,105.07,0
4171,289.14,-2.25,597.00,0,105.07,0
4172,289.14,-2.24,598.00,0,105.25,0
4173,289.14,-2.29,600.00,0,105.60,0
4174,289.15,-2.27,601.00,0,105.78,0
4175,289.15,-2.24,602.00,0,105.95,0
4176,289.15,-2.23,604.00,0,106.30,0
4177,289.16,-2.25,606.00,0,106.66,0
4178,289.16,-2.21,608.00,0,107.01,0
4179,289.16,-2.15,609.00,0,107.18,0
4180,289.17,-2.18,610.00,0,107.36,0
4181,289.17,-2.17,611.00,0,107.54,0
4182,289.17,-2.25,614.00,0,108.06,0
4183,289.17,-2.25,616.00,0,108.42,0
4184,289.18,-2.23,617.00,0,108.59,0
4185,289.18,-2.25,619.00,0,108.94,0
4186,289.18,-2.30,622.00,0,109.47,0
4187,289.19,-2.36,624.00,0,109.82,0
4188,289.19,-2.31,625.00,0,110.00,0
4189,289.19,-2.36,627.00,0,110.35,0
4190,289.19,-2.46,630.00,0,110.88,0
4191,289.20,-2.50,632.00,0,111.23,0
4192,289.20,-2.52,633.00,0,111.41,0
4193,289.20,-2.50,635.00,0,111.76,0
4194,289.20,-2.56,637.00,0,112.11,0
4195,289.21,-2.63,638.00,0,112.29,0
4196,289.21,-2.64,642.00,0,112.99,0
4197,289.21,-2.63,642.00,0,113.34,0
4198,289.22,-2.66,644.00,0,113.34,0
4199,289.22,-2.69,645.00,0,113.52,0
4200,289.22,-2.77,647.00,0,113.87,0
4201,289.22,-2.81,649.00,0,114.22,0
4202,289.23,-2.79,650.00,0,114.40,0
4203,289.23,-2.82,652.00,0,114.75,0
4204,289.23,-2.89,654.00,0,115.10,0
4205,289.24,-2.90,656.00,0,115.46,0
4206,289.24,-2.81,658.00,0,115.81,0
4207,289.24,-2.85,659.00,0,115.98,0
4208,289.24,-2.85,661.00,0,116.34,0
4209,289.25,-2.92,662.00,0,116.51,0
4210,289.25,-2.91,664.00,0,116.86,0
4211,289.25,-2.85,666.00,0,117.22,0
4212,289.26,-2.87,667.00,0,117.39,0
4213,289.26,-2.88,669.00,0,117.74,0
4214,289.26,-2.78,670.00,0,117.92,0
4215,289.26,-2.70,672.00,0,118.27,0
4216,289.27,-2.69,673.00,0,118.45,0
4217,289.27,-2.65,675.00,0,118.80,0
4218,289.27,-2.67,676.00,0,118.98,0
4219,289.27,-2.66,679.00,0,119.50,0
4220,289.28,-2.49,680.00,0,119.68,0
4221,289.28,-2.47,681.00,0,119.86,0
4222,289.28,-2.38,683.00,0,120.21,0
4223,289.29,-2.27,684.00,0,120.56,0
4224,289.29,-2.15,686.00,0,120.74,0
4225,289.29,-2.04,687.00,0,120.91,0
4226,289.29,-2.01,688.00,0,121.09,0
