cnt,pos,speed,DTorque,STorque,Force,Dir
5818,55.51,0.06,427.00,0,75.15,0
5819,55.51,0.07,427.00,0,75.15,0
5820,55.51,0.06,428.00,0,75.33,0
5821,55.51,0.05,429.00,0,75.50,0
5822,55.51,0.05,429.00,0,75.50,0
5823,55.51,0.07,430.00,0,75.68,0
5824,55.51,0.08,431.00,0,75.86,0
5825,55.51,0.08,431.00,0,75.86,0
5826,55.51,0.08,432.00,0,76.03,0
5827,55.51,0.07,432.00,0,76.03,0
5828,55.51,0.06,433.00,0,76.38,0
5829,55.51,0.04,434.00,0,76.38,0
5830,55.51,0.04,435.00,0,76.56,0
5831,55.51,0.05,436.00,0,76.74,0
5832,55.51,0.07,436.00,0,76.74,-1
5833,55.51,0.08,437.00,0,76.91,-1
5834,55.51,0.06,438.00,0,77.09,-1
5835,55.51,0.04,439.00,0,77.26,-1
5836,55.51,0.03,439.00,0,77.26,-1
5837,55.51,0.02,440.00,0,77.44,-1
5838,55.51,0.03,441.00,0,77.62,-1
5839,55.51,0.03,441.00,0,77.62,-1
5840,55.51,0.05,442.00,0,77.79,-1
5841,55.51,0.05,443.00,0,77.97,-1
5842,55.51,0.05,444.00,0,78.14,-1
5843,55.51,0.04,444.00,0,78.14,-1
5844,55.51,0.05,444.00,0,78.14,-1
5845,55.51,0.04,445.00,0,78.32,-1
5846,55.51,0.03,445.00,0,78.32,-1
5847,55.51,0.03,446.00,0,78.50,-1
5848,55.51,0.03,447.00,0,78.67,-1
5849,55.51,0.04,447.00,0,78.67,-1
5850,55.51,0.02,447.00,0,78.67,-1
5851,55.51,0.01,448.00,0,78.85,-1
5852,55.51,0.01,448.00,0,78.85,-1
5853,55.51,0.02,448.00,0,78.85,-1
5854,55.51,0.02,448.00,0,78.85,-1
5855,55.51,0.02,448.00,0,78.85,-1
5856,55.51,0.02,448.00,0,78.85,-1
5857,55.51,0.01,448.00,0,78.85,-1
5858,55.51,0.00,448.00,0,78.85,-1
5859,55.51,-0.00,448.00,0,78.85,-1
5860,55.51,0.00,448.00,0,78.85,-1
5861,55.51,-0.00,447.00,0,78.67,-1
5862,55.51,-0.01,447.00,0,78.67,-1
5863,55.51,-0.01,447.00,0,78.67,-1
5864,55.51,0.00,446.00,0,78.50,-1
5865,55.51,-0.01,446.00,0,78.50,-1
5866,55.51,-0.01,445.00,0,78.32,-1
5867,55.51,-0.01,444.00,0,78.14,-1
5868,55.51,-0.02,444.00,0,78.14,-1
5869,55.51,-0.02,443.00,0,77.97,-1
5870,55.51,-0.02,442.00,0,77.79,-1
5871,55.51,-0.02,441.00,0,77.62,-1
5872,55.51,-0.02,440.00,0,77.44,-1
5873,55.51,-0.03,439.00,0,77.26,-1
5874,55.51,-0.02,438.00,0,77.09,-1
5875,55.51,-0.04,438.00,0,77.09,-1
5876,55.51,-0.05,436.00,0,76.74,-1
5877,55.51,-0.06,435.00,0,76.56,-1
5878,55.51,-0.08,434.00,0,76.38,-1
5879,55.51,-0.10,433.00,0,76.21,-1
5880,55.51,-0.13,431.00,0,75.86,-1
5881,55.51,-0.16,429.00,0,75.50,-1
5882,55.51,-0.16,427.00,0,75.15,-1
5883,55.51,-0.16,426.00,0,74.98,-1
5884,55.51,-0.16,424.00,0,74.62,-1
5885,55.51,-0.17,422.00,0,74.27,-1
5886,55.51,-0.18,421.00,0,74.10,-1
5887,55.51,-0.20,419.00,0,73.74,-1
5888,55.51,-0.23,417.00,0,73.39,-1
5889,55.51,-0.28,415.00,0,73.04,-1
5890,55.51,-0.33,413.00,0,72.69,-1
