cnt,pos,speed,DTorque,STorque,Force
2539,195,-0.0012,3,0,1
2540,195,-0.0024,3,0,1
2541,195,0.0048,3,0,1
2542,195,0.0024,3,0,1
2543,195,0.0036,3,0,1
2544,195,0,3,0,1
2545,195,-0.0036,3,0,1
2546,195,-0.0036,3,0,1
2547,195,-0.0036,3,0,1
2548,195,0.0012,3,0,1
2549,195,0.0012,3,0,1
2550,195,0,3,0,1
2551,195,0,3,0,1
2552,195,0,3,0,1
2553,195,0.0024,3,0,1
2554,195,-0.0024,3,0,1
2555,195,0,3,0,1
2556,195,-0.0036,3,0,1
2557,195,0.0048,3,0,1
2558,195,0.0012,3,0,1
2559,195,0.0024,3,0,1
2560,195,0.0024,3,0,1
2561,195,-0.0024,3,0,1
2562,195,-0.0036,3,0,1
2563,195,0,3,0,1
2564,195,-0.006,3,0,1
2565,195,0.0012,3,0,1
2566,195,-0.0024,3,0,1
2567,195,0.0024,3,0,1
2568,195,0.0024,3,0,1
2569,195,0.0048,3,0,1
2570,195,0.0012,3,0,1
2571,195,0.0012,3,0,1
2572,195,-0.0048,3,0,1
2573,195,-0.0024,3,0,1
2574,195,-0.0036,3,0,1
2575,195,-0.0036,3,0,1
2576,195,0.0036,3,0,1
2577,195,0.0048,3,0,1
2578,195,0,3,0,1
2579,195,0.0012,3,0,1
2580,195,-0.0048,3,0,1
2581,195,-0.0048,3,0,1
2582,195,-0.0012,3,0,1
2583,195,0.0012,3,0,1
2584,195,-0.0012,3,0,1
2585,195,0.0048,3,0,1
2586,195,0.006,3,0,1
2587,195,0.0048,3,0,1
2588,195,0,3,0,1
2589,195,0.0012,3,0,1
2590,195,-0.0024,3,0,1
2591,195,0.0012,3,0,1
2592,195,-0.0048,3,0,1
2593,195,-0.0012,3,0,1
2594,195,0.0012,3,0,1
2595,195,0,3,0,1
2596,195,0.0036,3,0,1
2597,195,0,3,0,1
2598,195,-0.0012,3,0,1
2599,195,-0.0024,3,0,1
2600,195,-0.0048,3,0,1
2601,195,-0.0012,3,0,1
2602,195,-0.0012,3,0,1
2603,195,0.0012,3,0,1
2604,195,0.0012,3,0,1
2605,195,0.0012,3,0,1
2606,195,-0.0012,3,0,1
2607,195,0,3,0,1
2608,195,0.0048,3,0,1
2609,195,-0.0012,3,0,1
2610,195,0,3,0,1
2611,195,0,3,0,1
2612,195,-0.0024,3,0,1
2613,195,-0.0024,3,0,1
2614,195,-0.0012,3,0,1
2615,195,0.0012,3,0,1
2616,195,0,3,0,1
2617,195,0,3,0,1
2618,195,0.0048,3,0,1
2619,195,-0.0012,3,0,1
2620,195,-0.0012,3,0,1
2621,195,-0.0024,3,0,1
2622,195,-0.0024,3,0,1
2623,195,0.0012,3,0,1
2624,195,0.0024,3,0,1
2625,195,0,3,0,1
2626,195,0.0012,3,0,1
2627,195,-0.0048,3,0,1
2628,195,0,3,0,1
2629,195,0.0012,3,0,1
2630,195,0.0024,3,0,1
2631,195,0.0036,3,0,1
2632,195,0.0036,3,0,1
2633,195,-0.006,3,0,1
2634,195,-0.0072,3,0,1
2635,195,0,3,0,1
2636,195,0.0024,3,0,1
2637,195,0.0048,3,0,1
2638,195,0.0012,3,0,1
2639,195,0,3,0,1
2640,195,0,3,0,1
2641,195,-0.0012,3,0,1
2642,195,0,3,0,1
2643,195,-0.0012,3,0,1
2644,195,-0.0048,3,0,1
2645,195,0,3,0,1
2646,195,0.0012,3,0,1
2647,195,0.0012,3,0,1
2648,195,0.0048,3,0,1
2649,195,0.0024,3,0,1
2650,195,-0.0012,3,0,1
2651,195,0,3,0,1
2652,195,-0.0036,3,0,1
2653,195,-0.0024,3,0,1
2654,195,-0.0012,3,0,1
2655,195,0,3,0,1
2656,195,-0.0024,3,0,1
2657,195,-0.0012,3,0,1
2658,195,-0.0012,3,0,1
2659,195,0.0024,3,0,1
2660,195,0.0024,3,0,1
2661,195,0.0012,3,0,1
2662,195,-0.0012,3,0,1
2663,195,0,3,0,1
2664,195,-0.0012,3,0,1
2665,195,0.0012,3,0,1
2666,195,0.0012,3,0,1
2667,195,0.0012,3,0,1
2668,195,0.0024,3,0,1
2669,195,-0.0024,3,0,1
2670,195,0,3,0,1
2671,195,-0.0024,3,0,1
2672,195,0,3,0,1
2673,195,0,3,0,1
2674,195,0.0012,3,0,1
2675,195,0.0024,3,0,1
2676,195,-0.0012,3,0,1
2677,195,-0.0024,3,0,1
2678,195,0.0024,3,0,1
2679,195,0.0012,3,0,1
2680,195,-0.0036,3,0,1
2681,195,0,3,0,1
2682,195,-0.0024,3,0,1
2683,195,-0.0012,3,0,1
2684,195,0,3,0,1
2685,195,0.0036,3,0,1
2686,195,-0.0012,3,0,1
2687,195,0.0024,3,0,1
2688,195,0.0036,3,0,1
2689,195,0,3,0,1
2690,195,-0.0036,3,0,1
2691,195,0,3,0,1
2692,195,0.0024,3,0,1
2693,195,0.0012,3,0,1
2694,195,-0.0024,3,0,1
2695,195,0,3,0,1
2696,195,-0.0024,3,0,1
2697,195,0.0012,3,0,1
2698,195,0,3,0,1
2699,195,0.0012,3,0,1
2700,195,-0.0024,3,0,1
2701,195,0.0012,3,0,1
2702,195,0,3,0,1
2703,195,-0.0036,3,0,1
2704,195,-0.0048,3,0,1
2705,195,0.0048,3,0,1
2706,195,0.0012,3,0,1
2707,195,-0.0012,3,0,1
2708,195,0.0048,3,0,1
2709,195,-0.0012,3,0,1
2710,195,0,3,0,1
2711,195,-0.0012,3,0,1
2712,195,0,3,0,1
2713,195,0,3,0,1
2714,195,0.0012,3,0,1
2715,195,-0.0012,3,0,1
2716,195,-0.0012,3,0,1
2717,195,0.0012,3,0,1
2718,195,0,3,0,1
2719,195,-0.0036,3,0,1
2720,195,0.0024,3,0,1
2721,195,0.0036,3,0,1
2722,195,0,3,0,1
2723,195,0,3,0,1
2724,195,0,3,0,1
2725,195,-0.0012,3,0,1
2726,195,0.0012,3,0,1
2727,195,-0.0024,3,0,1
2728,195,0.0012,3,0,1
2729,195,-0.0024,3,0,1
2730,195,-0.0012,3,0,1
2731,195,0,3,0,1
2732,195,0,3,0,1
2733,195,0,3,0,1
2734,195,0.0012,3,0,1
2735,195,0.0012,3,0,1
2736,195,-0.0012,3,0,1
2737,195,-0.0012,3,0,1
2738,195,0.0024,3,0,1
2739,195,-0.0024,3,0,1
2740,195,0.0024,3,0,1
2741,195,-0.0036,3,0,1
2742,195,0.0012,3,0,1
2743,195,-0.0036,3,0,1
2744,195,0,3,0,1
2745,195,0.0024,3,0,1
2746,195,-0.0012,3,0,1
2747,195,0.0024,3,0,1
2748,195,-0.0012,3,0,1
2749,195,0,3,0,1
2750,195,-0.0012,3,0,1
2751,195,-0.0012,3,0,1
2752,195,-0.0024,3,0,1
2753,195,0,3,0,1
2754,195,0.0024,3,0,1
2755,195,0.0012,3,0,1
2756,195,0.0012,3,0,1
2757,195,0.0012,3,0,1
2758,195,0.0012,3,0,1
2759,195,-0.0012,3,0,1
2760,195,-0.0012,3,0,1
2761,195,-0.0048,3,0,1
2762,195,0.0024,3,0,1
2763,195,-0.0012,3,0,1
2764,195,0.0012,3,0,1
2765,195,0.006,3,0,1
2766,195,0.0012,3,0,1
2767,195,-0.0012,3,0,1
2768,195,-0.0024,3,0,1
2769,195,-0.0048,3,0,1
2770,195,-0.0024,3,0,1
2771,195,0.0036,3,0,1
2772,195,0,3,0,1
2773,195,0,3,0,1
2774,195,0,3,0,1
2775,195,-0.0012,3,0,1
2776,195,-0.0024,3,0,1
2777,195,-0.0024,3,0,1
2778,195,0.0012,3,0,1
2779,195,-0.0012,3,0,1
2780,195,0.0024,3,0,1
2781,195,0,3,0,1
2782,195,0,3,0,1
2783,195,-0.0036,3,0,1
2784,195,0,3,0,1
2785,195,-0.0024,3,0,1
2786,195,0.0036,3,0,1
2787,195,-0.0024,3,0,1
2788,195,0,3,0,1
2789,195,0.0012,3,0,1
2790,195,0,3,0,1
2791,195,0.0012,3,0,1
2792,195,0,3,0,1
2793,195,0.0024,3,0,1
2794,195,-0.0012,3,0,1
2795,195,0,3,0,1
2796,195,0,3,0,1
2797,195,-0.0024,3,0,1
2798,195,0.0024,3,0,1
2799,195,-0.0012,3,0,1
2800,195,0,3,0,1
2801,195,-0.0036,3,0,1
2802,195,-0.0024,3,0,1
2803,195,0.0024,3,0,1
2804,195,-0.0024,3,0,1
2805,195,0.0036,3,0,1
2806,195,0.0012,3,0,1
2807,195,0.0012,3,0,1
2808,195,0,3,0,1
2809,195,0.0012,3,0,1
2810,195,0.0024,3,0,1
2811,195,-0.0012,3,0,1
2812,195,-0.0012,3,0,1
2813,195,0.0024,3,0,1
2814,195,0.0036,3,0,1
2815,195,-0.0012,3,0,1
2816,195,0,3,0,1
2817,195,-0.0048,3,0,1
2818,195,0,3,0,1
2819,195,-0.0012,3,0,1
2820,195,0.0012,3,0,1
2821,195,0.0024,3,0,1
2822,195,0.0024,3,0,1
2823,195,0.0024,3,0,1
2824,195,0.0048,3,0,1
2825,195,-0.0024,3,0,1
2826,195,-0.0036,3,0,1
2827,195,0,3,0,1
2828,195,-0.006,3,0,1
2829,195,-0.0012,3,0,1
2830,195,-0.0036,3,0,1
2831,195,-0.0024,3,0,1
2832,195,0,3,0,1
2833,195,-0.0024,3,0,1
2834,195,0.0012,3,0,1
2835,195,0.0012,3,0,1
2836,195,0,3,0,1
2837,195,0.0012,3,0,1
2838,195,-0.0012,3,0,1
2839,195,0,3,0,1
2840,195,-0.0012,3,0,1
2841,195,0,3,0,1
2842,195,0.0012,3,0,1
2843,195,-0.0012,3,0,1
2844,195,-0.0024,3,0,1
2845,195,-0.0012,3,0,1
2846,195,-0.0012,3,0,1
2847,195,0.0012,3,0,1
2848,195,0.0012,3,0,1
2849,195,0.0012,3,0,1
2850,195,0,3,0,1
2851,195,0.0012,3,0,1
2852,195,0.0048,3,0,1
2853,195,0.0012,3,0,1
2854,195,0,3,0,1
2855,195,0.0024,3,0,1
2856,195,-0.0012,3,0,1
2857,195,-0.0024,3,0,1
2858,195,-0.0036,3,0,1
2859,195,-0.0012,3,0,1
2860,195,-0.0024,3,0,1
2861,195,0.0012,3,0,1
2862,195,-0.0012,3,0,1
2863,195,0.0024,3,0,1
2864,195,0,3,0,1
2865,195,0.0012,3,0,1
2866,195,0.0012,3,0,1
2867,195,-0.0024,3,0,1
2868,195,-0.0012,3,0,1
2869,195,-0.0024,3,0,1
2870,195,-0.0024,3,0,1
2871,195,0,3,0,1
2872,195,0,3,0,1
2873,195,0.0012,3,0,1
2874,195,0.0012,3,0,1
2875,195,0.0024,3,0,1
2876,195,0.0024,3,0,1
2877,195,-0.0012,3,0,1
2878,195,0,3,0,1
2879,195,0,3,0,1
2880,195,0.0012,3,0,1
2881,195,-0.0024,3,0,1
2882,195,0.0048,3,0,1
2883,195,-0.0012,3,0,1
2884,195,-0.0036,3,0,1
2885,195,0,3,0,1
2886,195,-0.0036,3,0,1
2887,195,-0.0024,3,0,1
2888,195,-0.0012,3,0,1
2889,195,0.0036,3,0,1
2890,195,0.0036,3,0,1
2891,195,0.0024,3,0,1
2892,195,0.0036,3,0,1
2893,195,0.0048,3,0,1
2894,195,-0.006,3,0,1
2895,195,0,3,0,1
2896,195,-0.0036,3,0,1
2897,195,-0.0036,3,0,1
2898,195,0,3,0,1
2899,195,0.0024,3,0,1
2900,195,0.0048,3,0,1
2901,195,0.0012,3,0,1
2902,195,0.0024,3,0,1
2903,195,-0.0036,3,0,1
2904,195,-0.0012,3,0,1
2905,195,-0.0083,3,0,1
2906,195,-0.0012,3,0,1
2907,195,-0.0012,3,0,1
2908,195,0.0024,3,0,1
2909,195,0.0036,3,0,1
2910,195,0,3,0,1
2911,195,0.0036,3,0,1
2912,195,0.0024,3,0,1
2913,195,0.0024,3,0,1
2914,195,-0.0024,3,0,1
2915,195,-0.0036,3,0,1
2916,195,0,3,0,1
2917,195,-0.0012,3,0,1
2918,195,0,3,0,1
2919,195,0,3,0,1
2920,195,-0.0036,3,0,1
2921,195,0.0048,3,0,1
2922,195,-0.0024,3,0,1
2923,195,0.0036,3,0,1
2924,195,-0.0012,3,0,1
2925,195,-0.0024,3,0,1
2926,195,0.0024,3,0,1
2927,195,-0.0036,3,0,1
2928,195,0.0024,3,0,1
2929,195,-0.0012,3,0,1
2930,195,0,3,0,1
2931,195,0.0024,3,0,1
2932,195,-0.0012,3,0,1
2933,195,0,3,0,1
2934,195,-0.0012,3,0,1
2935,195,-0.0048,3,0,1
2936,195,-0.0024,3,0,1
2937,195,0.0036,3,0,1
2938,195,-0.0012,3,0,1
2939,195,0.0012,3,0,1
2940,195,0,3,0,1
2941,195,0.0036,3,0,1
2942,195,-0.0012,3,0,1
2943,195,-0.0012,3,0,1
2944,195,0,3,0,1
2945,195,-0.0024,3,0,1
2946,195,0,3,0,1
2947,195,0.0024,3,0,1
2948,195,0.0024,3,0,1
2949,195,-0.0012,3,0,1
2950,195,0.0012,3,0,1
2951,195,0,3,0,1
2952,195,-0.0012,3,0,1
2953,195,-0.0012,3,0,1
2954,195,-0.0036,3,0,1
2955,195,0,3,0,1
2956,195,0,3,0,1
2957,195,0.0012,3,0,1
2958,195,0.0012,3,0,1
2959,195,-0.0024,3,0,1
2960,195,0.0024,3,0,1
2961,195,0.0012,3,0,1
2962,195,0,3,0,1
2963,195,0,3,0,1
2964,195,-0.0036,3,0,1
2965,195,0,3,0,1
2966,195,0,3,0,1
2967,195,0.0012,3,0,1
2968,195,-0.0012,3,0,1
2969,195,0,3,0,1
2970,195,0,3,0,1
2971,195,0,3,0,1
2972,195,0.0024,3,0,1
2973,195,0.0012,3,0,1
2974,195,0.0036,3,0,1
2975,195,0.0024,3,0,1
2976,195,0.0024,3,0,1
2977,195,-0.0048,3,0,1
2978,195,0.0012,3,0,1
2979,195,-0.0012,3,0,1
2980,195,0.0036,3,0,1
2981,195,-0.0024,3,0,1
2982,195,-0.0012,3,0,1
2983,195,0,3,0,1
2984,195,0.0024,3,0,1
2985,195,0.0048,3,0,1
2986,195,-0.0012,3,0,1
2987,195,0.0024,3,0,1
2988,195,0,3,0,1
2989,195,-0.0012,3,0,1
2990,195,-0.0024,3,0,1
2991,195,0.0012,3,0,1
2992,195,0,3,0,1
2993,195,0.0012,3,0,1
2994,195,-0.0012,3,0,1
2995,195,-0.0012,3,0,1
2996,195,0.0012,3,0,1
2997,195,0,3,0,1
2998,195,-0.0012,3,0,1
2999,195,-0.0012,3,0,1
3000,195,0.0024,3,0,1
3001,195,0.0012,3,0,1
3002,195,-0.0012,3,0,1
3003,195,-0.0012,3,0,1
3004,195,-0.0012,3,0,1
3005,195,0.0012,3,0,1
3006,195,0.0024,3,0,1
3007,195,0.0024,3,0,1
3008,195,0.0012,3,0,1
3009,195,0,3,0,1
3010,195,-0.0048,3,0,1
3011,195,0.0024,3,0,1
3012,195,0,3,0,1
3013,195,0.0036,3,0,1
3014,195,0.0036,3,0,1
3015,195,0,3,0,1
3016,195,0.0048,3,0,1
3017,195,-0.0048,3,0,1
3018,195,-0.0036,3,0,1
3019,195,-0.0048,3,0,1
3020,195,-0.0024,3,0,1
3021,195,0,3,0,1
3022,195,-0.0024,3,0,1
3023,195,-0.0012,3,0,1
3024,195,0.006,3,0,1
3025,195,0,3,0,1
3026,195,0.0012,3,0,1
3027,195,0.0024,3,0,1
3028,195,-0.0012,3,0,1
3029,195,-0.0024,3,0,1
3030,195,-0.0012,3,0,1
3031,195,0,3,0,1
3032,195,-0.0024,3,0,1
3033,195,0.0048,3,0,1
3034,195,0.0012,3,0,1
3035,195,-0.0012,3,0,1
3036,195,0,3,0,1
3037,195,0.0024,3,0,1
3038,195,-0.0012,3,0,1
