cnt,pos,speed,DTorque,DAC,STorque,Force,Dir
1,18.2561,-13.6777,0,0,0,0,0
2,18.5696,-16.5471,0,0,0,0,0
3,18.7768,-17.8586,0,0,0,0,0
4,18.9779,-18.6589,0,0,0,0,0
5,19.1492,-19.4439,0,0,0,0,0
6,19.4028,-19.7969,0,0,0,0,0
7,19.5838,-20.442,0,0,0,0,0
8,19.937,-21.6074,0,0,0,0,0
9,20.1994,-22.4959,0,0,0,0,0
10,20.5953,-24.3308,0,0,0,0,0
11,20.8702,-26.0044,0,0,0,0,0
12,21.3251,-27.6901,0,0,0,0,0
13,21.6057,-28.6943,0,0,0,0,0
14,22.1021,-29.881,0,0,0,0,0
15,22.5833,-30.3405,0,0,0,0,0
16,23.1034,-30.9399,0,0,0,0,0
17,23.6644,-31.3111,0,0,0,0,0
18,24.2027,-32.1449,0,5.6451,0,1,0
19,24.8484,-31.8193,6,8.4499,0,1,0
20,25.1943,-30.5809,8,10.0309,0,2,0
21,25.7185,-26.3756,11,12.5505,0,2,0
22,26.0474,-22.8702,12,13.8231,0,2,0
23,26.4129,-16.7327,14,15.7565,0,3,0
24,26.6653,-10.4766,16,16.8526,0,3,0
25,26.7728,-6.8586,16,17.3111,0,3,0
26,26.8527,-1.2597,17,17.6253,0,3,0
27,26.8562,-0.0243,17,17.6253,0,3,0
28,26.8567,-0.0122,17,17.6253,0,3,0
29,26.8565,-0.0243,17,17.6253,0,3,0
30,26.8564,0.0152,17,17.6253,0,3,0
31,26.8562,0.0183,17,17.6253,0,3,0
32,26.8558,0.0304,17,17.6253,0,3,0
33,26.8556,0.0243,17,17.6253,0,3,0
34,26.8553,0.0091,17,17.6253,0,3,0
35,26.8552,0.003,17,17.6253,0,3,0
36,26.8552,0.003,17,17.6253,0,3,0
37,26.8551,0.0061,17,17.6253,0,3,0
38,26.8552,-0.0091,17,17.6253,0,3,0
39,26.8554,-0.0152,17,17.6253,0,3,0
40,26.8556,-0.0122,17,17.6253,0,3,0
41,26.8556,-0.0183,17,17.6253,0,3,0
42,26.8558,-0.0091,17,17.6253,0,3,0
43,26.856,-0.0213,17,17.6253,0,3,0
44,26.8566,-0.0335,17,17.6253,0,3,0
45,26.8575,-0.0882,17,17.6253,0,3,0
46,26.8603,-0.4412,17,17.6253,0,3,0
47,26.8872,-3.0703,17,17.726,0,3,0
48,26.9437,-7.0625,18,18.0881,0,3,0
49,27.1293,-14.7153,18,19.077,0,3,0
50,27.3314,-20.865,19,19.892,0,4,0
51,27.8235,-30.6539,20,22.1876,0,4,0
52,28.2196,-36.8218,22,23.697,0,4,0
53,28.9026,-45.427,24,27.1853,0,5,0
54,29.9029,-50.8251,28,31.5563,0,6,0
55,30.8344,-52.4439,33,36.2938,0,6,0
56,31.8807,-51.9479,37,41.3099,0,7,0
57,32.4478,-50.7307,40,43.6544,0,8,0
58,33.377,-45.7222,44,48.064,0,8,0
59,33.8607,-40.7532,47,50.2061,0,9,0
60,34.5834,-29.6406,51,53.0922,0,9,0
61,35.0663,-19.2948,54,55.252,0,10,0
62,35.3542,-9.4268,56,56.5654,0,10,0
63,35.4584,-0.286,56,56.9575,0,10,0
64,35.4555,0.0761,56,56.9575,0,10,0
65,35.4552,0.0274,56,56.9575,0,10,0
66,35.4552,0.0456,56,56.9575,0,10,0
67,35.4549,0.0152,56,56.9575,0,10,0
68,35.4547,0.0091,56,56.9575,0,10,0
69,35.4546,0,56,56.9575,0,10,0
70,35.4542,0.0335,56,56.9575,0,10,0
71,35.4539,0.0213,56,56.9575,0,10,0
72,35.453,0.0335,56,56.9575,0,10,0
73,35.4526,0.0152,56,56.9575,0,10,0
74,35.452,0.0304,56,56.9575,0,10,0
75,35.4514,0.0426,56,56.9575,0,10,0
76,35.451,0.0365,56,56.9575,0,10,0
77,35.4502,0.0304,56,56.9575,0,10,0
78,35.4499,0.0091,56,56.9575,0,10,0
79,35.4496,0.0091,56,56.9575,0,10,0
80,35.4495,0.003,56,56.9575,0,10,0
81,35.4494,0.0122,56,56.9575,0,10,0
82,35.449,0.0243,56,56.9575,0,10,0
83,35.4485,0.0183,56,56.9575,0,10,0
84,35.448,0.0304,56,56.9575,0,10,0
85,35.4474,0.0243,56,56.9575,0,10,0
86,35.4471,0.0152,56,56.9575,0,10,0
87,35.4469,0.0091,56,56.9575,0,10,0
88,35.4468,0.0122,56,56.9575,0,10,0
89,35.4462,0.0183,56,56.9575,0,10,0
90,35.4459,0.0487,56,56.9575,0,10,0
91,35.4452,0.0456,56,56.9575,0,10,0
92,35.4444,0.0243,56,56.9575,0,10,0
93,35.4443,0.0061,56,56.9575,0,10,0
94,35.4443,-0.003,56,56.9575,0,10,0
95,35.4443,-0.0122,56,56.9575,0,10,0
96,35.4444,-0.0122,56,56.9575,0,10,0
97,35.4444,-0.0061,56,56.9575,0,10,0
98,35.4444,-0.0061,56,56.9575,0,10,0
99,35.4444,0.0122,56,56.9575,0,10,0
100,35.4444,0,56,56.9575,0,10,0
101,35.4443,0,56,56.9575,0,10,0
102,35.4443,0,56,56.9575,0,10,0
103,35.4441,0.003,56,56.9575,0,10,0
104,35.4441,0.0061,56,56.9575,0,10,0
105,35.444,0.0122,56,56.9575,0,10,0
106,35.4439,-0.0091,56,56.9575,0,10,0
107,35.4439,-0.003,56,56.9575,0,10,0
108,35.444,0.0213,56,56.9575,0,10,0
109,35.444,0.0091,56,56.9575,0,10,0
110,35.444,-0.0152,56,56.9575,0,10,0
111,35.4441,0.0122,56,56.9575,0,10,0
112,35.4441,0,56,56.9575,0,10,0
113,35.4441,-0.0061,56,56.9575,0,10,0
114,35.4441,-0.0061,56,56.9575,0,10,0
115,35.4441,-0.0091,56,56.9575,0,10,0
116,35.4441,-0.0091,56,56.9575,0,10,0
117,35.4441,0.003,56,56.9575,0,10,0
118,35.4441,-0.0152,56,56.9575,0,10,0
119,35.4441,0.0183,56,56.9575,0,10,0
120,35.4441,-0.003,56,56.9575,0,10,0
121,35.444,-0.0183,56,56.9575,0,10,0
122,35.4441,0.0091,56,56.9575,0,10,0
123,35.4441,0.0183,56,56.9575,0,10,0
124,35.4443,-0.0213,56,56.9575,0,10,0
125,35.4447,-0.0152,56,56.9575,0,10,0
126,35.445,-0.0061,56,56.9575,0,10,0
127,35.4455,-0.0396,56,56.9575,0,10,0
128,35.4464,-0.0487,56,56.9575,0,10,0
129,35.4469,-0.0791,56,56.9575,0,10,0
130,35.4487,-0.143,56,56.9575,0,10,0
131,35.451,-0.1491,56,56.9575,0,10,0
132,35.4553,-0.286,56,56.9575,0,10,0
133,35.4588,-0.569,56,56.9575,0,10,0
134,35.4875,-3.1311,56,57.1119,0,10,0
135,35.5296,-5.5015,57,57.3277,0,10,0
136,35.7231,-15.6343,57,58.0996,0,10,0
137,36.1429,-27.5654,58,59.7388,0,11,0
138,36.8259,-41.0057,61,62.5034,0,11,0
139,37.7732,-56.6065,64,66.3174,0,12,0
140,38.3698,-66.2616,67,68.5794,0,12,0
141,39.9317,-87.1022,71,75.1496,0,13,0
142,40.9369,-98.4916,77,83.348,0,15,0
143,43.298,-119.691,85,92.7907,0,16,0
144,46.1192,-139.099,97,103.821,0,18,0
145,49.4565,-152.612,109,114.286,0,20,0
146,52.9247,-164.936,115,114.286,0,20,0
147,54.9299,-172.686,114,114.286,0,20,0
148,58.4777,-185.694,114,114.286,0,20,0
149,60.7323,-192.568,115,114.286,0,20,0
150,64.6906,-204.983,113,114.286,0,20,0
151,66.9766,-212.84,114,114.286,0,20,0
152,71.5411,-224.272,114,114.286,0,20,0
153,77.0505,-235.762,114,114.286,0,20,0
154,79.9021,-240.192,113,114.286,0,20,0
155,85.7307,-245.764,113,114.286,0,20,0
156,88.927,-246.527,115,114.286,0,20,0
157,94.5982,-246.345,114,114.286,0,20,0
158,97.5561,-246.372,113,114.286,0,20,0
159,103.216,-245.146,116,114.286,0,20,0
160,108.601,-243.807,114,114.286,0,20,0
161,114.206,-243.98,115,114.286,0,20,0
162,119.594,-246.08,115,114.286,0,20,0
163,122.304,-247.06,114,114.286,0,20,0
164,128.247,-248.365,114,114.286,0,20,0
165,133.71,-247.337,114,114.286,0,20,0
166,139.596,-241.421,115,114.286,0,20,0
167,145.34,-236.924,114,114.286,0,20,0
168,151.004,-235.804,114,114.286,0,20,0
169,153.364,-236.525,115,114.286,0,20,0
170,158.089,-235.914,114,114.286,0,20,0
171,161.149,-234.764,115,114.286,0,20,0
172,166.51,-230.765,113,114.286,0,20,0
173,171.785,-227.96,113,114.286,0,20,0
174,174.063,-227.582,115,114.286,0,20,0
175,179.548,-230.09,114,114.286,0,20,0
176,182.54,-230.628,114,114.286,0,20,0
177,188.077,-230.038,113,114.286,0,20,0
178,193.794,-226.295,113,114.286,0,20,0
179,199.416,-222.994,115,114.286,0,20,0
180,201.861,-221.615,114,114.286,0,20,0
181,206.716,-219.619,114,114.286,0,20,0
182,209.128,-218.314,114,114.286,0,20,0
183,214.122,-215.74,114,114.286,0,20,0
184,219.29,-214.927,114,114.286,0,20,0
185,221.655,-215.098,114,114.286,0,20,0
186,227.029,-214.373,114,114.286,0,20,0
187,229.603,-214.811,114,114.286,0,20,0
188,234.969,-214.614,114,114.286,0,20,0
189,239.674,-212.465,114,114.286,0,20,0
190,244.737,-208.823,114,114.286,0,20,0
191,247.232,-206.787,115,114.286,0,20,0
192,251.768,-205.318,114,114.286,0,20,0
193,254.02,-203.51,114,114.286,0,20,0
194,259.25,-197.294,113,114.286,0,20,0
195,263.512,-189.239,113,114.286,0,20,0
196,265.752,-183.534,114,114.286,0,20,0
197,268.806,-174.776,112,114.286,0,20,0
198,270.196,-171.365,115,114.286,0,20,0
199,273.219,-163.022,114,114.286,0,20,0
200,275.154,-158.64,114,114.286,0,20,0
201,278.998,-148.09,112,114.286,0,20,0
202,280.318,-144.016,114,114.286,0,20,0
203,283.787,-131.641,114,114.286,0,20,0
204,286.926,-117.339,115,114.286,0,20,0
205,289.587,-103.059,114,114.286,0,20,0
206,290.889,-95.1932,114,114.286,0,20,0
207,292.987,-77.721,115,114.286,0,20,0
208,293.881,-68.4798,114,114.286,0,20,0
209,295.324,-43.5161,113,114.286,0,20,0
210,296.038,-16.8605,113,114.286,0,20,0
211,296.144,5.8149,115,114.286,0,20,0
212,296.059,9.8893,114,114.286,0,20,0
213,295.669,23.9383,114,114.286,0,20,0
214,294.885,39.6943,115,114.286,0,20,0
