cnt,pos,speed,DTorque,DAC,STorque,Force,Dir
1,323.912,-0.0274,-3,0,0,0,1
2,323.914,-0.0335,-4,0,0,0,1
3,323.916,-0.07,-5,0,0,0,1
4,323.919,-0.0913,-5,0,0,0,1
5,323.925,-0.1521,-5,0,0,0,1
6,323.931,-0.2982,-4,0,0,0,1
7,323.939,-0.2982,-4,0,0,0,1
8,323.949,-0.1248,-4,0,0,0,1
9,323.952,0.0091,-6,0,0,-1,1
10,323.952,-0.0091,-6,0,0,-1,1
11,323.953,-0.0243,-7,0,0,-1,1
12,323.954,-0.0487,-7,0,0,-1,1
13,323.956,-0.0396,-7,0,0,-1,1
14,323.957,-0.0274,-7,0,0,-1,1
15,323.957,-0.0122,-8,0,0,-1,1
16,323.959,-0.0274,-8,0,0,-1,1
17,323.96,-0.0243,-8,0,0,-1,1
18,323.962,-0.0213,-8,0,0,-1,1
19,323.963,-0.0213,-8,0,0,-1,1
20,323.964,-0.0243,-9,0,0,-1,1
21,323.966,-0.1187,-8,0,0,-1,1
22,323.971,-0.9402,-4,0,0,0,1
23,324.079,-3.6028,29,0,0,5,1
24,324.238,-4.6465,58,0,0,10,1
25,324.405,-5.2642,89,0,0,15,1
26,324.606,-5.961,120,0,0,21,1
27,324.867,-8.7696,187,0,0,32,1
28,325.202,-7.6711,232,0,0,40,1
29,325.425,-10.2058,281,0,0,49,1
30,325.742,-11.6025,341,0,0,60,1
31,326.044,-6.2075,391,0,0,68,1
32,326.233,-5.7023,402,0,0,70,1
33,326.361,-4.7895,429,0,0,75,1
34,326.43,-0.0456,426,0,0,74,1
35,326.43,0.0304,444,0,0,78,1
36,326.429,0.0943,468,0,0,82,1
37,326.424,0.5447,500,0,0,88,1
38,326.392,1.7953,515,0,0,90,1
39,326.311,3.2589,522,0,0,91,1
40,326.212,5.9975,522,0,0,91,1
41,325.946,5.2459,520,0,0,91,1
42,325.726,11.2099,482,0,0,84,1
43,325.427,9.8406,484,0,0,85,1
44,325.034,6.2348,485,0,0,85,1
45,324.787,9.1621,423,0,0,74,1
46,324.536,11.6785,411,0,0,72,1
47,324.199,6.4296,404,0,0,71,1
48,324.059,8.3405,385,0,0,67,1
49,323.839,3.9162,381,0,0,67,1
50,323.71,2.5134,377,0,0,66,1
