cnt,pos,speed,DTorque,DAC,STorque
0,-79.2136,6.8889,-14,0,0
1,-79.1312,2.9027,21,0,0
2,-79.1093,1.9919,36,0,0
3,-79.0945,1.7166,40,0,0
4,-79.0859,1.651,40,0,0
5,-79.0763,1.5366,40,0,0
6,-79.0718,1.4781,40,0,0
7,-79.0621,1.3113,40,0,0
8,-79.057,1.2648,40,0,0
9,-79.052,1.2362,39,0,0
10,-79.0484,1.2135,37,0,0
11,-79.0379,1.0883,34,0,0
12,-79.0338,0.9525,33,0,0
13,-79.0286,0.6842,35,0,0
14,-79.0253,0.571,37,0,0
15,-79.0229,0.4351,39,0,0
16,-79.0216,0.4041,40,0,0
17,-79.0189,0.354,40,0,0
18,-79.0179,0.354,40,0,0
19,-79.0165,0.3457,40,0,0
20,-79.0154,0.3338,40,0,0
21,-79.0134,0.329,39,0,0
22,-79.0122,0.3123,39,0,0
23,-79.0102,0.2479,39,0,0
24,-79.0095,0.2062,39,0,0
25,-79.0085,0.1728,40,0,0
26,-79.0082,0.149,40,0,0
27,-79.0066,0.1121,41,0,0
28,-79.0061,0.1025,41,0,0
29,-79.0057,0.1013,41,0,0
30,-79.0053,0.1037,41,0,0
31,-79.0049,0.1037,41,0,0
32,-79.0046,0.1121,41,0,0
33,-79.0041,0.1168,40,0,0
34,-79.0036,0.1109,40,0,0
35,-79.003,0.0858,40,0,0
36,-79.0028,0.0679,40,0,0
37,-79.0025,0.0632,41,0,0
38,-79.0023,0.0572,40,0,0
39,-79.0021,0.0489,40,0,0
40,-79.002,0.0417,41,0,0
41,-79.0019,0.037,41,0,0
42,-79.0018,0.0346,41,0,0
43,-79.0016,0.037,41,0,0
44,-79.0016,0.0322,41,0,0
45,-79.0015,0.0358,41,0,0
46,-79.0014,0.0274,40,0,0
47,-79.0013,0.0274,41,0,0
48,-79.0012,0.0298,40,0,0
49,-79.0012,0.0274,41,0,0
50,-79.0011,0.0298,41,0,0
51,-79.0009,0.031,40,0,0
52,-79.0008,0.025,40,0,0
53,-79.0008,0.0238,41,0,0
54,-79.0007,0.0191,40,0,0
55,-79.0007,0.0167,40,0,0
56,-79.0006,0.0203,40,0,0
57,-79.0005,0.0167,40,0,0
58,-79.0005,0.0167,41,0,0
59,-79.0005,0.0131,40,0,0
60,-79.0004,0.0155,40,0,0
61,-79.0004,0.0119,40,0,0
62,-79.0003,0.0155,40,0,0
63,-79.0003,0.0131,40,0,0
64,-79.0003,0.0143,40,0,0
65,-79.0002,0.0191,40,0,0
66,-79.0002,0.0155,40,0,0
67,-79.0002,0.0143,40,0,0
68,-79.0001,0.0107,40,0,0
69,-79.0001,0.0107,40,0,0
70,-79,0.0107,40,0,0
71,-79,0.0072,40,0,0
72,-79,0.0119,40,0,0
73,-79,0.0131,40,0,0
74,-79,0.0048,40,0,0
75,-78.9999,0.0036,40,0,0
76,-78.9999,0.0024,40,0,0
