cnt,pos,speed,DTorque,DAC,STorque
0,-79.5512,26.3111,-1,0,0
1,-79.2455,24.4753,0,0,0
2,-79.126,23.3428,0,0,0
3,-79.0112,22.4285,0,0,0
4,-78.9665,22.0995,0,0,0
5,-78.8792,21.5714,-1,0,0
6,-78.8364,21.1518,0,0,0
7,-78.7116,20.253,0,0,0
8,-78.6712,19.9884,0,0,0
9,-78.6117,19.6701,0,0,0
10,-78.5728,19.1349,-1,0,0
11,-78.5159,18.6032,0,0,0
12,-78.4789,18.2444,0,0,0
13,-78.3898,17.3921,0,0,0
14,-78.3556,16.9534,0,0,0
15,-78.3059,16.3574,0,0,0
16,-78.2739,15.8937,0,0,0
17,-78.2428,15.2094,-1,0,0
18,-78.1833,14.3881,0,0,0
19,-78.1269,13.8207,0,0,0
20,-78.1,13.3749,0,0,0
21,-78.0612,12.4904,0,0,0
22,-78.0364,12.0696,0,0,0
23,-78.0007,11.731,0,0,0
24,-77.9778,11.3579,0,0,0
25,-77.9343,10.3661,0,0,0
26,-77.9138,9.9417,0,0,0
27,-77.8941,9.5484,0,0,0
28,-77.8752,9.1633,0,0,0
29,-77.8397,8.4612,0,0,0
30,-77.8229,8.0821,0,0,0
31,-77.7992,7.5731,0,0,0
32,-77.777,7.1809,0,0,0
33,-77.7566,6.4681,0,0,0
34,-77.7438,6.095,0,0,0
35,-77.726,5.8041,0,0,0
36,-77.715,5.425,0,0,0
37,-77.6901,4.5465,0,0,0
38,-77.677,4.2533,0,0,0
39,-77.6614,3.5821,0,0,0
40,-77.6511,3.1792,0,0,0
41,-77.6421,2.8991,0,0,0
42,-77.6343,2.4258,0,0,0
43,-77.6279,1.9764,0,0,0
44,-77.6245,1.4543,0,0,0
45,-77.6198,0.7188,0,0,0
46,-77.6182,0.1764,0,0,0
47,-77.6182,-0.1526,0,0,0
48,-77.6189,-0.5245,0,0,0
49,-77.6214,-0.6938,0,0,0
50,-77.6228,-0.7272,0,0,0
51,-77.6243,-0.7319,0,0,0
52,-77.6257,-0.6974,0,0,0
53,-77.6284,-0.6437,0,0,0
54,-77.6301,-0.5543,0,0,0
55,-77.6311,-0.484,0,0,0
56,-77.632,-0.3838,-1,0,0
57,-77.6333,-0.2325,0,0,0
58,-77.6337,-0.155,0,0,0
59,-77.6341,-0.0823,0,0,0
60,-77.6341,0.0358,0,0,0
61,-77.634,0.0787,0,0,0
62,-77.6338,0.0846,0,0,0
63,-77.6337,0.0751,0,0,0
64,-77.6334,0.0358,0,0,0
65,-77.6334,0.0072,0,0,0
66,-77.6335,-0.0238,0,0,0
67,-77.6335,-0.0274,0,0,0
68,-77.6336,-0.0072,0,0,0
69,-77.6336,0.0036,0,0,0
70,-77.6336,0.0107,0,0,0
71,-77.6335,0.006,0,0,0
72,-77.6335,-0.0012,0,0,0
73,-77.6335,-0.0072,0,0,0
74,-77.6336,-0.0048,0,0,0
75,-77.6336,-0.0012,0,0,0
76,-77.6336,-0.0012,0,0,0
77,-77.6336,-0.0012,0,0,0
78,-77.6336,0,0,0,0
79,-77.6336,-0.006,0,0,0
80,-77.6336,-0.006,0,0,0
81,-77.6336,-0.006,0,0,0
82,-77.6336,-0.0024,0,0,0
83,-77.6336,-0.0024,0,0,0
