cnt,pos,speed,DTorque,DAC,STorque
0,-78.8363,22.5597,-1,0,0
1,-78.515,20.0599,-1,0,0
2,-78.3976,18.7987,-1,0,0
3,-78.3056,17.6925,-1,0,0
4,-78.2704,17.2634,-1,0,0
5,-78.2028,16.3467,-1,0,0
6,-78.1544,15.6875,0,0,0
7,-78.108,14.9758,-1,0,0
8,-78.0638,14.4632,-1,0,0
9,-78.0217,13.8016,0,0,0
10,-77.9947,13.1746,0,0,0
11,-77.9559,12.7025,0,0,0
12,-77.9312,11.998,-1,0,0
13,-77.8738,10.9884,0,0,0
14,-77.8525,10.3017,0,0,0
15,-77.8126,9.6473,0,0,0
16,-77.7939,9.2158,0,0,0
17,-77.7762,8.5649,0,0,0
18,-77.7432,7.7245,0,0,0
19,-77.7136,7.0999,0,0,0
20,-77.7,6.7113,0,0,0
21,-77.687,6.4145,0,0,0
22,-77.6748,6.0258,0,0,0
23,-77.6576,5.5931,0,0,0
24,-77.647,5.0996,0,0,0
25,-77.6321,4.8052,0,0,0
26,-77.6229,4.4929,0,0,0
27,-77.6104,3.8682,0,0,0
28,-77.6028,3.5392,0,0,0
29,-77.5926,3.2519,0,0,0
30,-77.5866,2.9229,0,0,0
31,-77.5765,2.2876,0,0,0
32,-77.5723,2.011,0,0,0
33,-77.5687,1.5354,0,0,0
34,-77.5646,1.2433,0,0,0
35,-77.5618,0.6306,0,0,0
36,-77.5604,0.3397,0,0,0
37,-77.5605,-0.3397,0,0,0
38,-77.5612,-0.515,0,0,0
39,-77.5629,-0.6175,0,0,0
40,-77.5642,-0.6676,0,0,0
41,-77.5669,-0.6461,-1,0,0
42,-77.5682,-0.6437,0,0,0
43,-77.5701,-0.6318,-1,0,0
44,-77.5713,-0.5698,0,0,0
45,-77.5735,-0.5042,0,0,0
46,-77.5744,-0.4601,0,0,0
47,-77.5752,-0.4005,0,0,0
48,-77.576,-0.3338,0,0,0
49,-77.577,-0.1788,0,0,0
50,-77.5774,-0.0811,0,0,0
51,-77.5775,-0.0179,0,0,0
52,-77.5775,0.056,0,0,0
53,-77.5772,0.0894,0,0,0
54,-77.577,0.087,0,0,0
55,-77.5768,0.0536,0,0,0
56,-77.5768,-0.0143,0,0,0
57,-77.5768,-0.0381,0,0,0
58,-77.5769,-0.0477,0,0,0
59,-77.577,-0.0501,0,0,0
60,-77.5771,-0.025,0,0,0
61,-77.5772,0.0012,0,0,0
62,-77.5772,0.0167,0,0,0
63,-77.5771,0.0191,0,0,0
64,-77.5771,0.0155,0,0,0
65,-77.577,0.0107,0,0,0
66,-77.577,-0.0012,0,0,0
67,-77.577,-0.0048,0,0,0
68,-77.577,-0.006,0,0,0
69,-77.5771,-0.006,0,0,0
70,-77.5771,-0.0012,0,0,0
71,-77.5771,0.0012,0,0,0
72,-77.577,0.0012,0,0,0
73,-77.577,0.0012,0,0,0
74,-77.577,0,0,0,0
75,-77.5771,-0.006,0,0,0
