cnt,pos,speed,DTorque,DAC,STorque
0,-111.126,8.7795,-38,0,0
1,-111.026,2.7906,-5,0,0
2,-111.011,0.9763,16,0,0
3,-111.006,0.273,25,0,0
4,-111.006,0.0632,29,0,0
5,-111.006,-0.0179,33,0,0
6,-111.006,0.0298,34,0,0
7,-111.005,0.1001,34,0,0
8,-111.005,0.1025,33,0,0
9,-111.004,0.1824,32,0,0
10,-111.003,0.2003,32,0,0
11,-111.002,0.2098,31,0,0
12,-111.002,0.1955,31,0,0
13,-111,0.1466,31,0,0
14,-111,0.1085,31,0,0
15,-110.999,0.0739,31,0,0
16,-110.999,0.0322,31,0,0
17,-110.999,0.0143,31,0,0
18,-110.999,0.006,31,0,0
19,-110.999,0.0143,31,0,0
20,-110.999,0.0155,31,0,0
21,-110.999,0.0119,31,0,0
22,-110.999,0.0036,31,0,0
23,-110.999,-0.0024,31,0,0
24,-110.999,0.0012,31,0,0
25,-110.999,0,31,0,0
26,-110.999,0.0155,31,0,0
27,-110.999,0.0095,31,0,0
28,-110.999,-0.0012,31,0,0
29,-110.999,0.0012,31,0,0
30,-110.999,0.006,31,0,0
31,-110.999,0,31,0,0
32,-110.999,-0.0072,31,0,0
33,-110.999,-0.006,31,0,0
34,-110.999,0.006,30,0,0
35,-110.999,0.0024,31,0,0
36,-110.999,-0.0012,31,0,0
37,-110.999,0.0012,30,0,0
38,-110.999,0,30,0,0
39,-110.999,0.0012,30,0,0
40,-110.999,0.0048,30,0,0
41,-110.999,0.006,30,0,0
42,-110.999,0.0155,30,0,0
43,-110.999,0.0203,30,0,0
44,-110.999,0.0226,30,0,0
45,-110.999,0.0298,30,0,0
46,-110.999,0.0298,29,0,0
47,-110.999,0.037,29,0,0
48,-110.998,0.0513,29,0,0
49,-110.998,0.0608,29,0,0
50,-110.998,0.0894,28,0,0
51,-110.998,0.1144,27,0,0
52,-110.997,0.1383,26,0,0
53,-110.996,0.1454,25,0,0
54,-110.996,0.1466,24,0,0
55,-110.995,0.1419,23,0,0
56,-110.994,0.1419,22,0,0
57,-110.993,0.1347,20,0,0
58,-110.993,0.1287,19,0,0
59,-110.992,0.0894,19,0,0
60,-110.992,0.056,18,0,0
61,-110.992,0.0167,18,0,0
62,-110.992,0.0024,18,0,0
63,-110.992,-0.0143,18,0,0
64,-110.992,-0.0143,18,0,0
65,-110.992,-0.0143,18,0,0
66,-110.992,-0.0131,17,0,0
67,-110.992,-0.0107,17,0,0
68,-110.992,-0.0095,16,0,0
69,-110.992,-0.0191,16,0,0
70,-110.992,-0.0226,16,0,0
71,-110.992,-0.025,15,0,0
72,-110.992,-0.0215,15,0,0
73,-110.992,-0.0203,15,0,0
74,-110.992,-0.0167,14,0,0
75,-110.992,-0.0238,14,0,0
76,-110.992,-0.0262,13,0,0
77,-110.992,-0.0274,13,0,0
78,-110.993,-0.025,13,0,0
79,-110.993,-0.025,13,0,0
80,-110.993,-0.0274,12,0,0
81,-110.993,-0.0298,12,0,0
82,-110.993,-0.0238,12,0,0
83,-110.993,-0.0215,12,0,0
84,-110.993,-0.0274,11,0,0
85,-110.993,-0.0238,11,0,0
86,-110.993,-0.0226,11,0,0
87,-110.993,-0.0191,11,0,0
88,-110.993,-0.0203,10,0,0
89,-110.993,-0.0238,10,0,0
90,-110.993,-0.025,10,0,0
91,-110.994,-0.0226,10,0,0
92,-110.994,-0.0203,9,0,0
93,-110.994,-0.0215,9,0,0
94,-110.994,-0.025,9,0,0
95,-110.994,-0.025,9,0,0
96,-110.994,-0.0238,9,0,0
97,-110.994,-0.0215,8,0,0
98,-110.994,-0.0238,8,0,0
99,-110.994,-0.0203,8,0,0
100,-110.994,-0.0226,8,0,0
101,-110.994,-0.0262,8,0,0
102,-110.994,-0.025,7,0,0
103,-110.994,-0.025,7,0,0
104,-110.994,-0.0215,7,0,0
105,-110.994,-0.0203,7,0,0
106,-110.995,-0.0226,7,0,0
107,-110.995,-0.0238,6,0,0
108,-110.995,-0.0226,6,0,0
109,-110.995,-0.0155,6,0,0
110,-110.995,-0.0226,6,0,0
111,-110.995,-0.0238,6,0,0
112,-110.995,-0.0238,5,0,0
113,-110.995,-0.0215,6,0,0
114,-110.995,-0.0226,5,0,0
115,-110.995,-0.025,5,0,0
116,-110.995,-0.031,5,0,0
117,-110.995,-0.0429,5,0,0
118,-110.995,-0.0489,5,0,0
119,-110.996,-0.0501,5,0,0
120,-110.996,-0.0381,5,0,0
121,-110.996,-0.0393,5,0,0
122,-110.996,-0.0358,5,0,0
123,-110.996,-0.0274,4,0,0
124,-110.996,-0.0238,4,0,0
125,-110.996,-0.0155,4,0,0
126,-110.996,-0.0107,4,0,0
127,-110.996,-0.0095,4,0,0
128,-110.996,-0.0048,3,0,0
129,-110.996,-0.0107,3,0,0
130,-110.996,-0.0095,3,0,0
131,-110.996,-0.0119,3,0,0
132,-110.997,-0.0119,3,0,0
133,-110.997,-0.0143,3,0,0
134,-110.997,-0.0167,3,0,0
135,-110.997,-0.025,3,0,0
136,-110.997,-0.0262,3,0,0
137,-110.997,-0.0334,3,0,0
138,-110.997,-0.0298,3,0,0
139,-110.997,-0.0262,3,0,0
140,-110.997,-0.0286,3,0,0
141,-110.997,-0.0286,2,0,0
142,-110.997,-0.025,3,0,0
143,-110.997,-0.0155,2,0,0
144,-110.997,-0.0036,2,0,0
145,-110.997,-0.0095,2,0,0
146,-110.997,-0.0143,2,0,0
147,-110.998,-0.0155,2,0,0
148,-110.998,-0.0179,2,0,0
149,-110.998,-0.0179,2,0,0
150,-110.998,-0.0167,2,0,0
151,-110.998,-0.0191,2,0,0
152,-110.998,-0.0226,2,0,0
153,-110.998,-0.0238,2,0,0
154,-110.998,-0.0226,2,0,0
155,-110.998,-0.025,2,0,0
